cancer	stage_id	run_id	analysis_version	relation_key	metabolite_key	metabolite_name	gene	mapping_status	status	origins	relationship_types	evidence_ids	source_urls	gene_in_original117	patient_analysis_this_round	functional_analysis_this_round
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00114|GDPD5	KEGG:C00114	choline	GDPD5	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0059	https://enzyme.expasy.org/EC/3.1.4.2 ; https://www.uniprot.org/uniprotkb/Q8WTR4/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00114|GPCPD1	KEGG:C00114	choline	GPCPD1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0060	https://enzyme.expasy.org/EC/3.1.4.2 ; https://www.uniprot.org/uniprotkb/Q9NPB8/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00114|SLC22A2	KEGG:C00114	choline	SLC22A2	DIRECT_ACCEPTED	DONE	NEW_REVIEW	transporter	M190E0312	https://www.uniprot.org/uniprotkb/O15244/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00121|RBKS	KEGG:C00121	ribose	RBKS	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0061	https://enzyme.expasy.org/EC/2.7.1.15 ; https://www.uniprot.org/uniprotkb/Q9H477/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00134|ODC1	KEGG:C00134	putrescine	ODC1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0062	https://enzyme.expasy.org/EC/4.1.1.17 ; https://www.uniprot.org/uniprotkb/P11926/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00135|HAL	KEGG:C00135	histidine	HAL	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0063	https://enzyme.expasy.org/EC/4.3.1.3 ; https://www.uniprot.org/uniprotkb/P42357/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00140|NAGK	KEGG:C00140	N-acetylglucosamine	NAGK	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0064	https://enzyme.expasy.org/EC/2.7.1.59 ; https://www.uniprot.org/uniprotkb/Q9UJ70/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00148|PEPD	KEGG:C00148	proline	PEPD	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0065	https://enzyme.expasy.org/EC/3.4.13.9 ; https://www.uniprot.org/uniprotkb/P12955/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00148|PRODH	KEGG:C00148	proline	PRODH	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0066	https://enzyme.expasy.org/EC/1.5.5.2 ; https://www.uniprot.org/uniprotkb/O43272/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00148|PYCR1	KEGG:C00148	proline	PYCR1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0067	https://enzyme.expasy.org/EC/1.5.1.2 ; https://www.uniprot.org/uniprotkb/P32322/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00148|PYCR2	KEGG:C00148	proline	PYCR2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0068	https://enzyme.expasy.org/EC/1.5.1.2 ; https://www.uniprot.org/uniprotkb/Q96C36/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00148|PYCR3	KEGG:C00148	proline	PYCR3	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0069	https://enzyme.expasy.org/EC/1.5.1.2 ; https://www.uniprot.org/uniprotkb/Q53H96/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00149|FH	KEGG:C00149	malate	FH	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0070	https://enzyme.expasy.org/EC/4.2.1.2 ; https://www.uniprot.org/uniprotkb/P07954/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00149|MDH1	KEGG:C00149	malate	MDH1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0071	https://enzyme.expasy.org/EC/1.1.1.37 ; https://www.uniprot.org/uniprotkb/P40925/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00149|MDH2	KEGG:C00149	malate	MDH2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0072	https://enzyme.expasy.org/EC/1.1.1.37 ; https://www.uniprot.org/uniprotkb/P40926/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00153|NAMPT	KEGG:C00153	nicotinamide	NAMPT	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0073	https://enzyme.expasy.org/EC/2.4.2.12 ; https://www.uniprot.org/uniprotkb/P43490/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00153|NNMT	KEGG:C00153	nicotinamide	NNMT	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0074	https://enzyme.expasy.org/EC/2.1.1.1 ; https://www.uniprot.org/uniprotkb/P40261/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00153|SLC29A2	KEGG:C00153	nicotinamide	SLC29A2	DIRECT_ACCEPTED	DONE	PREVIOUS_SUPPLEMENT_ACTIVATED	transporter	M190E0178	https://www.uniprot.org/uniprotkb/Q14542/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00186|LDHA	KEGG:C00186	lactate	LDHA	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0075	https://enzyme.expasy.org/EC/1.1.1.27 ; https://www.uniprot.org/uniprotkb/P00338/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00186|LDHB	KEGG:C00186	lactate	LDHB	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0076	https://enzyme.expasy.org/EC/1.1.1.27 ; https://www.uniprot.org/uniprotkb/P07195/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00187|SOAT1	KEGG:C00187	cholesterol	SOAT1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0077	https://enzyme.expasy.org/EC/2.3.1.26 ; https://www.uniprot.org/uniprotkb/P35610/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00187|SOAT2	KEGG:C00187	cholesterol	SOAT2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0078	https://enzyme.expasy.org/EC/2.3.1.26 ; https://www.uniprot.org/uniprotkb/O75908/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00189|CHKA	KEGG:C00189	ethanolamine	CHKA	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0079	https://enzyme.expasy.org/EC/2.7.1.82 ; https://www.uniprot.org/uniprotkb/P35790/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00189|CHKB	KEGG:C00189	ethanolamine	CHKB	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0080	https://enzyme.expasy.org/EC/2.7.1.82 ; https://www.uniprot.org/uniprotkb/Q9Y259/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00189|ETNK1	KEGG:C00189	ethanolamine	ETNK1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0081	https://enzyme.expasy.org/EC/2.7.1.82 ; https://www.uniprot.org/uniprotkb/Q9HBU6/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00189|ETNK2	KEGG:C00189	ethanolamine	ETNK2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0082	https://enzyme.expasy.org/EC/2.7.1.82 ; https://www.uniprot.org/uniprotkb/Q9NVF9/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00208|MGAM	KEGG:C00208	maltose	MGAM	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0083	https://www.reactome.org/content/detail/R-HSA-189102 ; https://www.uniprot.org/uniprotkb/O43451/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00212|ADA	KEGG:C00212	adenosine	ADA	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0084	https://enzyme.expasy.org/EC/3.5.4.4 ; https://www.uniprot.org/uniprotkb/P00813/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00212|ADA2	KEGG:C00212	adenosine	ADA2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0085	https://enzyme.expasy.org/EC/3.5.4.4 ; https://www.uniprot.org/uniprotkb/Q9NZK5/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00212|AHCY	KEGG:C00212	adenosine	AHCY	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0086	https://enzyme.expasy.org/EC/3.13.2.1 ; https://www.uniprot.org/uniprotkb/P23526/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00212|SLC29A2	KEGG:C00212	adenosine	SLC29A2	DIRECT_ACCEPTED	DONE	PREVIOUS_SUPPLEMENT_ACTIVATED	transporter	M190E0174	https://www.uniprot.org/uniprotkb/Q14542/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00219|ABHD12	KEGG:C00219	arachidonate (20:4n6)	ABHD12	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0233;M190E0234	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00219|ABHD6	KEGG:C00219	arachidonate (20:4n6)	ABHD6	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0235;M190E0236	https://www.uniprot.org/uniprotkb/Q9BV23/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00219|ACSL1	KEGG:C00219	arachidonate (20:4n6)	ACSL1	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0237	https://www.uniprot.org/uniprotkb/P33121/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00219|ACSL3	KEGG:C00219	arachidonate (20:4n6)	ACSL3	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0238	https://www.uniprot.org/uniprotkb/O95573/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00219|ACSL4	KEGG:C00219	arachidonate (20:4n6)	ACSL4	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0239;M190E0240;M190E0241	https://www.uniprot.org/uniprotkb/O60488/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00219|ACSL5	KEGG:C00219	arachidonate (20:4n6)	ACSL5	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0242	https://www.uniprot.org/uniprotkb/Q9ULC5/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00219|ACSL6	KEGG:C00219	arachidonate (20:4n6)	ACSL6	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0243	https://www.uniprot.org/uniprotkb/Q9UKU0/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00219|ALOX15	KEGG:C00219	arachidonate (20:4n6)	ALOX15	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0244;M190E0245;M190E0246;M190E0247	https://www.uniprot.org/uniprotkb/P16050/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00219|ALOX5	KEGG:C00219	arachidonate (20:4n6)	ALOX5	DIRECT_ACCEPTED	DONE	PREVIOUS_SUPPLEMENT_ACTIVATED	enzyme	M190E0171	https://www.uniprot.org/uniprotkb/P09917/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00219|CYP4F2	KEGG:C00219	arachidonate (20:4n6)	CYP4F2	DIRECT_ACCEPTED	DONE	PREVIOUS_SUPPLEMENT_ACTIVATED	enzyme	M190E0166	https://www.uniprot.org/uniprotkb/P78329/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00219|MGLL	KEGG:C00219	arachidonate (20:4n6)	MGLL	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0248;M190E0249	https://www.uniprot.org/uniprotkb/Q99685/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00219|PTGS1	KEGG:C00219	arachidonate (20:4n6)	PTGS1	DIRECT_ACCEPTED	DONE	PREVIOUS_SUPPLEMENT_ACTIVATED	enzyme	M190E0169	https://www.uniprot.org/uniprotkb/P23219/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00219|PTGS2	KEGG:C00219	arachidonate (20:4n6)	PTGS2	DIRECT_ACCEPTED	DONE	PREVIOUS_SUPPLEMENT_ACTIVATED	enzyme	M190E0170	https://www.uniprot.org/uniprotkb/P35354/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00242|GDA	KEGG:C00242	guanine	GDA	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0087	https://enzyme.expasy.org/EC/3.5.4.3 ; https://www.uniprot.org/uniprotkb/Q9Y2T3/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00242|HPRT1	KEGG:C00242	guanine	HPRT1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0088	https://enzyme.expasy.org/EC/2.4.2.8 ; https://www.uniprot.org/uniprotkb/P00492/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00242|PNP	KEGG:C00242	guanine	PNP	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0089	https://enzyme.expasy.org/EC/2.4.2.1 ; https://www.uniprot.org/uniprotkb/P00491/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00242|SLC29A2	KEGG:C00242	guanine	SLC29A2	DIRECT_ACCEPTED	DONE	PREVIOUS_SUPPLEMENT_ACTIVATED	transporter	M190E0177	https://www.uniprot.org/uniprotkb/Q14542/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00245|SLC6A6	KEGG:C00245	taurine	SLC6A6	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	转运体	M190E0090	https://www.kegg.jp/entry/hsa:6533 ; https://www.uniprot.org/uniprotkb/P31641/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00255|RFK	KEGG:C00255	riboflavin (Vitamin B2)	RFK	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0091	https://enzyme.expasy.org/EC/2.7.1.26 ; https://www.uniprot.org/uniprotkb/Q969G6/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00257|IDNK	KEGG:C00257	gluconate	IDNK	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0092	https://enzyme.expasy.org/EC/2.7.1.12 ; https://www.uniprot.org/uniprotkb/Q5T6J7/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00262|HPRT1	KEGG:C00262	hypoxanthine	HPRT1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0093	https://enzyme.expasy.org/EC/2.4.2.8 ; https://www.uniprot.org/uniprotkb/P00492/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00262|PNP	KEGG:C00262	hypoxanthine	PNP	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0094	https://enzyme.expasy.org/EC/2.4.2.1 ; https://www.uniprot.org/uniprotkb/P00491/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00262|SLC29A2	KEGG:C00262	hypoxanthine	SLC29A2	DIRECT_ACCEPTED	DONE	PREVIOUS_SUPPLEMENT_ACTIVATED	transporter	M190E0175	https://www.uniprot.org/uniprotkb/Q14542/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00270|CMAS	KEGG:C00270	N-acetylneuraminate	CMAS	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0095	https://enzyme.expasy.org/EC/2.7.7.43 ; https://www.uniprot.org/uniprotkb/Q8NFW8/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00270|NPL	KEGG:C00270	N-acetylneuraminate	NPL	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0096	https://enzyme.expasy.org/EC/4.1.3.3 ; https://www.uniprot.org/uniprotkb/Q9BXD5/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00275|MPI	KEGG:C00275	mannose 6-phosphate	MPI	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0097	https://enzyme.expasy.org/EC/5.3.1.8 ; https://www.uniprot.org/uniprotkb/P34949/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00275|PMM1	KEGG:C00275	mannose 6-phosphate	PMM1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0098	https://enzyme.expasy.org/EC/5.4.2.8 ; https://www.uniprot.org/uniprotkb/Q92871/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00275|PMM2	KEGG:C00275	mannose 6-phosphate	PMM2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0099	https://enzyme.expasy.org/EC/5.4.2.8 ; https://www.uniprot.org/uniprotkb/O15305/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00294|ADA	KEGG:C00294	inosine	ADA	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0100	https://enzyme.expasy.org/EC/3.5.4.4 ; https://www.uniprot.org/uniprotkb/P00813/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00294|ADA2	KEGG:C00294	inosine	ADA2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0101	https://enzyme.expasy.org/EC/3.5.4.4 ; https://www.uniprot.org/uniprotkb/Q9NZK5/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00294|NT5C2	KEGG:C00294	inosine	NT5C2	DIRECT_ACCEPTED	DONE	NEW_REVIEW	enzyme	M190E0318;M190E0319;M190E0320;M190E0321;M190E0322;M190E0323;M190E0324	https://www.uniprot.org/uniprotkb/P49902/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00294|PNP	KEGG:C00294	inosine	PNP	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0102	https://enzyme.expasy.org/EC/2.4.2.1 ; https://www.uniprot.org/uniprotkb/P00491/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00294|SLC29A2	KEGG:C00294	inosine	SLC29A2	DIRECT_ACCEPTED	DONE	PREVIOUS_SUPPLEMENT_ACTIVATED	transporter	M190E0173	https://www.uniprot.org/uniprotkb/Q14542/entry	False	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00300|CKB	KEGG:C00300	creatine	CKB	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0103	https://enzyme.expasy.org/EC/2.7.3.2 ; https://www.uniprot.org/uniprotkb/P12277/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00300|CKM	KEGG:C00300	creatine	CKM	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0104	https://enzyme.expasy.org/EC/2.7.3.2 ; https://www.uniprot.org/uniprotkb/P06732/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00300|GAMT	KEGG:C00300	creatine	GAMT	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0105	https://enzyme.expasy.org/EC/2.1.1.2 ; https://www.uniprot.org/uniprotkb/Q14353/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00300|SLC6A8	KEGG:C00300	creatine	SLC6A8	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	转运体	M190E0106	https://rest.uniprot.org/uniprotkb/P48029.txt ; https://www.uniprot.org/uniprotkb/P48029/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00307|CEPT1	KEGG:C00307	cytidine 5'-diphosphocholine	CEPT1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0107	https://enzyme.expasy.org/EC/2.7.8.2 ; https://www.uniprot.org/uniprotkb/Q9Y6K0/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00307|CHPT1	KEGG:C00307	cytidine 5'-diphosphocholine	CHPT1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0108	https://enzyme.expasy.org/EC/2.7.8.2 ; https://www.uniprot.org/uniprotkb/Q8WUD6/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00307|PCYT1A	KEGG:C00307	cytidine 5'-diphosphocholine	PCYT1A	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0109	https://enzyme.expasy.org/EC/2.7.7.15 ; https://www.uniprot.org/uniprotkb/P49585/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00307|PCYT1B	KEGG:C00307	cytidine 5'-diphosphocholine	PCYT1B	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0110	https://enzyme.expasy.org/EC/2.7.7.15 ; https://www.uniprot.org/uniprotkb/Q9Y5K3/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00319|SPHK1	KEGG:C00319	sphingosine	SPHK1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0111	https://enzyme.expasy.org/EC/2.7.1.91 ; https://www.uniprot.org/uniprotkb/Q9NYA1/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00319|SPHK2	KEGG:C00319	sphingosine	SPHK2	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0112	https://enzyme.expasy.org/EC/2.7.1.91 ; https://www.uniprot.org/uniprotkb/Q9NRA0/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00327|ASS1	KEGG:C00327	citrulline	ASS1	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0113	https://enzyme.expasy.org/EC/6.3.4.5 ; https://www.uniprot.org/uniprotkb/P00966/entry	True	NOT_RUN	NOT_RUN
BRCA	02_MAPPING	20260921T124136Z_mapping190_v2	mapping190_v2	KEGG:C00327|OTC	KEGG:C00327	citrulline	OTC	DIRECT_ACCEPTED	DONE	LEGACY_V1_REUSED	酶	M190E0114	https://enzyme.expasy.org/EC/2.1.3.3 ; https://www.uniprot.org/uniprotkb/P00480/entry	True	NOT_RUN	NOT_RUN
