cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	stable_gene_id	partition	celltype	n_source_labels_total	n_source_labels_eligible	n_cells_total	n_cells_eligible	mean_detection_fraction	median_donor_mean	q25	q75	annotation_origin	normalization
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	CSAD	author_patient	54	NA	donor_equal_mean_log1pCP10k	0.18707842170463632	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:51380	CARE2025_recurrent	Myeloid	59	54	29894	29844	0.1607195303949958	0.17687039169116764	0.15226219851519304	0.22597236496305925	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	CSAD	author_patient	59	NA	donor_equal_mean_log1pCP10k	0.3457308420711699	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:51380	CARE2025_recurrent	Neoplastic	59	59	112615	112615	0.3474037209965794	0.34483851965062107	0.26598337746661116	0.42793482826294515	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	CSAD	author_patient	34	NA	donor_equal_mean_log1pCP10k	0.3104603313657498	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:51380	CARE2025_recurrent	Neuron	59	34	13622	13510	0.3783683101897915	0.33559750377639885	0.22188478827247662	0.4246005153557971	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	CSAD	author_patient	21	NA	donor_equal_mean_log1pCP10k	0.2624270334490936	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:51380	CARE2025_recurrent	OPC	59	21	1510	1332	0.24089877499726775	0.2512915442798926	0.11989526578962151	0.4023356889962186	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	CSAD	author_patient	48	NA	donor_equal_mean_log1pCP10k	0.30613751374429204	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:51380	CARE2025_recurrent	Oligodendrocyte	59	48	43082	43034	0.24539565059334031	0.301123377633698	0.24207556889814846	0.3526913681174848	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	CSAD	author_patient	43	NA	donor_equal_mean_log1pCP10k	0.19357372012771643	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:51380	CARE2025_recurrent	Unresolved	59	43	8298	8192	0.1360243290063833	0.1735155627038863	0.11175587541704458	0.23965611241151383	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	CSAD	author_patient	31	NA	donor_equal_mean_log1pCP10k	0.2602349482453484	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:51380	CARE2025_recurrent	Vascular	59	31	4311	4133	0.22536452413554414	0.23190092400713358	0.1437787515105954	0.3343654276800119	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	FMO1	author_patient	34	NA	donor_equal_mean_log1pCP10k	0.0019589619736030263	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:2326	CARE2025_recurrent	Astrocyte	59	34	6291	6115	0.0036065857289652495	0.0	0.0	0.0018161790608973048	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	FMO1	author_patient	30	NA	donor_equal_mean_log1pCP10k	0.0030790714480738177	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:2326	CARE2025_recurrent	Lymphoid	59	30	3007	2832	0.0019296896814195172	0.0	0.0	0.0	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	FMO1	author_patient	54	NA	donor_equal_mean_log1pCP10k	0.002438563089839918	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:2326	CARE2025_recurrent	Myeloid	59	54	29894	29844	0.002123907207516275	0.0010808018405784525	0.0	0.0035202229434640048	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	FMO1	author_patient	59	NA	donor_equal_mean_log1pCP10k	0.007751356729393639	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:2326	CARE2025_recurrent	Neoplastic	59	59	112615	112615	0.007756145973673341	0.0025208996867068572	0.0008907999238695434	0.00552127296767744	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	FMO1	author_patient	34	NA	donor_equal_mean_log1pCP10k	0.016427162467088773	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:2326	CARE2025_recurrent	Neuron	59	34	13622	13510	0.009701220167035037	0.0004122757488732545	0.0	0.003849438843498922	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	FMO1	author_patient	21	NA	donor_equal_mean_log1pCP10k	0.013084940110332859	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:2326	CARE2025_recurrent	OPC	59	21	1510	1332	0.00696006687392035	0.0	0.0	0.010784976103867482	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	FMO1	author_patient	48	NA	donor_equal_mean_log1pCP10k	0.0027022128810198966	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:2326	CARE2025_recurrent	Oligodendrocyte	59	48	43082	43034	0.0023883928137274245	0.0009145004538984891	0.0	0.0024390220619636502	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	FMO1	author_patient	43	NA	donor_equal_mean_log1pCP10k	0.005820322620445977	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:2326	CARE2025_recurrent	Unresolved	59	43	8298	8192	0.003045336745430888	0.0	0.0	0.0030501785303416466	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	FMO1	author_patient	31	NA	donor_equal_mean_log1pCP10k	0.005262529173465547	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:2326	CARE2025_recurrent	Vascular	59	31	4311	4133	0.004948262026656893	0.0	0.0	0.0033218908360716786	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	FMO3	author_patient	34	NA	donor_equal_mean_log1pCP10k	0.002499471219665623	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:2328	CARE2025_recurrent	Astrocyte	59	34	6291	6115	0.003775521120541983	0.0	0.0	0.0028815963057396477	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	FMO3	author_patient	30	NA	donor_equal_mean_log1pCP10k	0.0004870718025937088	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:2328	CARE2025_recurrent	Lymphoid	59	30	3007	2832	0.0003437268282873984	0.0	0.0	0.0	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	FMO3	author_patient	54	NA	donor_equal_mean_log1pCP10k	0.0009287702168990405	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:2328	CARE2025_recurrent	Myeloid	59	54	29894	29844	0.0007669479734065648	0.0	0.0	0.0009836232111975936	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	FMO3	author_patient	59	NA	donor_equal_mean_log1pCP10k	0.0130140133281224	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:2328	CARE2025_recurrent	Neoplastic	59	59	112615	112615	0.016803622801984882	0.007416960336977467	0.0016755253572533605	0.016506858623994404	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	FMO3	author_patient	34	NA	donor_equal_mean_log1pCP10k	0.003774742503087538	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:2328	CARE2025_recurrent	Neuron	59	34	13622	13510	0.003272270603507366	0.0	0.0	0.0017612698364472908	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	FMO3	author_patient	21	NA	donor_equal_mean_log1pCP10k	0.020158873924968786	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:2328	CARE2025_recurrent	OPC	59	21	1510	1332	0.020464175575846955	0.0	0.0	0.02137768142626291	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	FMO3	author_patient	48	NA	donor_equal_mean_log1pCP10k	0.0010992547163486725	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:2328	CARE2025_recurrent	Oligodendrocyte	59	48	43082	43034	0.0015322244023383534	0.0	0.0	0.0010314834057246933	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	FMO3	author_patient	43	NA	donor_equal_mean_log1pCP10k	0.0035665031003372315	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:2328	CARE2025_recurrent	Unresolved	59	43	8298	8192	0.002893763827289693	0.0	0.0	0.0	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	FMO3	author_patient	31	NA	donor_equal_mean_log1pCP10k	0.015426159887797924	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:2328	CARE2025_recurrent	Vascular	59	31	4311	4133	0.011873955115438069	0.0	0.0	0.018570809482791266	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	GADL1	author_patient	34	NA	donor_equal_mean_log1pCP10k	0.006127941760896069	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:339896	CARE2025_recurrent	Astrocyte	59	34	6291	6115	0.005271170033298531	0.0	0.0	0.005912124799982783	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	GADL1	author_patient	30	NA	donor_equal_mean_log1pCP10k	0.005289999991825142	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:339896	CARE2025_recurrent	Lymphoid	59	30	3007	2832	0.0023852862540819446	0.0	0.0	0.0	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	GADL1	author_patient	54	NA	donor_equal_mean_log1pCP10k	0.0015015757938575934	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:339896	CARE2025_recurrent	Myeloid	59	54	29894	29844	0.0013259892498095522	0.0	0.0	0.0025905654172495513	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	GADL1	author_patient	59	NA	donor_equal_mean_log1pCP10k	0.014081831001954927	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:339896	CARE2025_recurrent	Neoplastic	59	59	112615	112615	0.011031784724066475	0.0024816259907496463	0.0011120472345330687	0.006419018261540739	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	GADL1	author_patient	34	NA	donor_equal_mean_log1pCP10k	0.02250706903882065	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:339896	CARE2025_recurrent	Neuron	59	34	13622	13510	0.013907045096507907	0.0019910280508504408	0.0	0.009380284389953673	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	GADL1	author_patient	21	NA	donor_equal_mean_log1pCP10k	0.005017121274478698	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:339896	CARE2025_recurrent	OPC	59	21	1510	1332	0.004413091466662895	0.0	0.0	0.0	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	GADL1	author_patient	48	NA	donor_equal_mean_log1pCP10k	0.001419560819193558	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:339896	CARE2025_recurrent	Oligodendrocyte	59	48	43082	43034	0.001235539655124522	0.00021872678232613023	0.0	0.0017926417168800338	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	GADL1	author_patient	43	NA	donor_equal_mean_log1pCP10k	0.00871038345595771	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:339896	CARE2025_recurrent	Unresolved	59	43	8298	8192	0.003812098874408853	0.0	0.0	0.0	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	GADL1	author_patient	31	NA	donor_equal_mean_log1pCP10k	0.0043670412581119	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:339896	CARE2025_recurrent	Vascular	59	31	4311	4133	0.0023160587855764413	0.0	0.0	0.0	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC6A1	author_patient	34	NA	donor_equal_mean_log1pCP10k	0.377928264863413	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:6529	CARE2025_recurrent	Astrocyte	59	34	6291	6115	0.3086048382469092	0.22885644710282066	0.10624436620227051	0.5674081592004769	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC6A1	author_patient	30	NA	donor_equal_mean_log1pCP10k	0.01868770880279198	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:6529	CARE2025_recurrent	Lymphoid	59	30	3007	2832	0.011225948067994122	0.010871986122682496	0.0	0.031249856043756394	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC6A1	author_patient	54	NA	donor_equal_mean_log1pCP10k	0.024738048577563326	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:6529	CARE2025_recurrent	Myeloid	59	54	29894	29844	0.01809826063238644	0.014046794043671495	0.007333630518788525	0.029236891288032883	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC6A1	author_patient	59	NA	donor_equal_mean_log1pCP10k	0.281354162149003	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:6529	CARE2025_recurrent	Neoplastic	59	59	112615	112615	0.2480589531132392	0.23950799005362983	0.12590753060359694	0.3286982549521588	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC6A1	author_patient	34	NA	donor_equal_mean_log1pCP10k	0.3283456970372738	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:6529	CARE2025_recurrent	Neuron	59	34	13622	13510	0.254075775428944	0.30256112103760135	0.08030705634446081	0.4376492235919863	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC6A1	author_patient	21	NA	donor_equal_mean_log1pCP10k	0.5033571327304103	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:6529	CARE2025_recurrent	OPC	59	21	1510	1332	0.3423472039355395	0.377074230502473	0.23272622378795818	0.791713952921215	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC6A1	author_patient	48	NA	donor_equal_mean_log1pCP10k	0.5003028176880912	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:6529	CARE2025_recurrent	Oligodendrocyte	59	48	43082	43034	0.3590368914248512	0.5087259102063612	0.33650838547637996	0.6353245078160034	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC6A1	author_patient	43	NA	donor_equal_mean_log1pCP10k	0.0899206098975941	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:6529	CARE2025_recurrent	Unresolved	59	43	8298	8192	0.046773724026269406	0.047867539552565834	0.009774909532277276	0.10467757643813316	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC6A1	author_patient	31	NA	donor_equal_mean_log1pCP10k	0.2596395657052217	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:6529	CARE2025_recurrent	Vascular	59	31	4311	4133	0.13815112855671777	0.08662513250655486	0.04607320764349635	0.270997443608726	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC6A11	author_patient	34	NA	donor_equal_mean_log1pCP10k	0.23780521976649224	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:6538	CARE2025_recurrent	Astrocyte	59	34	6291	6115	0.20697555858690575	0.13248373845378397	0.04213379857297646	0.3706084924062297	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC6A11	author_patient	30	NA	donor_equal_mean_log1pCP10k	0.010877314013459205	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:6538	CARE2025_recurrent	Lymphoid	59	30	3007	2832	0.00580015491147798	0.0	0.0	0.007224009398117879	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC6A11	author_patient	54	NA	donor_equal_mean_log1pCP10k	0.010058226398704635	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:6538	CARE2025_recurrent	Myeloid	59	54	29894	29844	0.008319782938139031	0.007149493965169226	0.0037991172681760936	0.012513354481621925	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC6A11	author_patient	59	NA	donor_equal_mean_log1pCP10k	0.12917474488118252	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:6538	CARE2025_recurrent	Neoplastic	59	59	112615	112615	0.12228266767016265	0.09970222426094917	0.0485934158938723	0.16938148077676873	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC6A11	author_patient	34	NA	donor_equal_mean_log1pCP10k	0.1034884063463196	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:6538	CARE2025_recurrent	Neuron	59	34	13622	13510	0.15099010873520624	0.08581889286440192	0.05616360207793726	0.1390413757286968	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
GBM	CARE2025_recurrent	06_EXTERNAL	20260925T151224Z_sc_replacement_v2	gbm_care_sources_v2	donor_equal_cell_source	NA	NA	SLC6A11	author_patient	21	NA	donor_equal_mean_log1pCP10k	0.12823195291017234	NA	NA	NA	NA	SC_SOURCE_DESCRIPTIVE	NA	DONE	descriptive_only	GSE274546	hsa:6538	CARE2025_recurrent	OPC	59	21	1510	1332	0.11700007809048943	0.09291537960644407	0.06073664362432709	0.16001343225907397	CARE author CellType 2025-01-08	log1p(10000*count/full33538_gene_library);nonnegative integer UMI
