gene	status
MGAT4B	TESTED
MRNIP	LOW_EXPRESSION
TBC1D9B	TESTED
RNF130	TESTED
RASGEF1C	LOW_EXPRESSION
MAPK9	TESTED
GFPT2	LOW_EXPRESSION
SCGB3A1	LOW_EXPRESSION
FLT4	LOW_EXPRESSION
MGAT1	TESTED
ZFP62	TESTED
LINC01962	LOW_EXPRESSION
TRIM7	TESTED
RACK1	TESTED
TRIM52	TESTED
SDHA	TESTED
PDCD6	TESTED
AHRR	LOW_EXPRESSION
EXOC3	TESTED
CEP72	LOW_EXPRESSION
AC026740.1	LOW_EXPRESSION
TRIP13	LOW_EXPRESSION
AC116351.2	LOW_EXPRESSION
NKD2	TESTED
SLC6A19	LOW_EXPRESSION
SLC6A18	LOW_EXPRESSION
AC026412.3	LOW_EXPRESSION
NDUFS6	TESTED
AC025183.1	LOW_EXPRESSION
C5orf38	TESTED
ADAMTS16	LOW_EXPRESSION
ICE1	TESTED
UBE2QL1	LOW_EXPRESSION
SRD5A1	TESTED
TENT4A	TESTED
AC122710.2	LOW_EXPRESSION
AC122710.3	LOW_EXPRESSION
ADCY2	LOW_EXPRESSION
MTRR	TESTED
MIR4458HG	TESTED
SNHG18	TESTED
AC012640.1	LOW_EXPRESSION
CCT5	TESTED
MARCH6	TESTED
ROPN1L	LOW_EXPRESSION
LINC01513	LOW_EXPRESSION
ANKRD33B	LOW_EXPRESSION
AC012629.2	LOW_EXPRESSION
TRIO	TESTED
OTULINL	TESTED
OTULIN	TESTED
AC016575.1	LOW_EXPRESSION
FBXL7	LOW_EXPRESSION
AC022113.1	LOW_EXPRESSION
BASP1	TESTED
LINC02223	LOW_EXPRESSION
C5orf17	LOW_EXPRESSION
PURPL	TESTED
LINC02109	LOW_EXPRESSION
CDH6	LOW_EXPRESSION
C5orf22	TESTED
PDZD2	LOW_EXPRESSION
AC025181.2	TESTED
SUB1	TESTED
NPR3	LOW_EXPRESSION
TARS	TESTED
AC139792.1	LOW_EXPRESSION
RAI14	TESTED
BRIX1	TESTED
DNAJC21	TESTED
SPEF2	LOW_EXPRESSION
IL7R	TESTED
SKP2	TESTED
SLC1A3	LOW_EXPRESSION
NIPBL	TESTED
WDR70	TESTED
EGFLAM	LOW_EXPRESSION
LIFR-AS1	LOW_EXPRESSION
OSMR	LOW_EXPRESSION
LINC02104	LOW_EXPRESSION
AC093277.1	LOW_EXPRESSION
PTGER4	TESTED
CARD6	TESTED
C7	LOW_EXPRESSION
C5orf51	TESTED
FBXO4	TESTED
GHR	LOW_EXPRESSION
CCDC152	LOW_EXPRESSION
AC008945.1	LOW_EXPRESSION
AC025171.3	LOW_EXPRESSION
AC025171.5	LOW_EXPRESSION
AC025171.2	LOW_EXPRESSION
AC025171.4	LOW_EXPRESSION
ZNF131	TESTED
NIM1K	LOW_EXPRESSION
AC114947.2	LOW_EXPRESSION
NNT	TESTED
FGF10-AS1	LOW_EXPRESSION
MRPS30	TESTED
AC093297.2	TESTED
PARP8	TESTED
ISL1	TESTED
ITGA1	TESTED
ITGA2	TESTED
AC008966.1	LOW_EXPRESSION
FST	LOW_EXPRESSION
NDUFS4	TESTED
HSPB3	LOW_EXPRESSION
SNX18	TESTED
GZMK	LOW_EXPRESSION
GZMA	TESTED
GPX8	LOW_EXPRESSION
AC026704.1	LOW_EXPRESSION
MTREX	TESTED
IL31RA	LOW_EXPRESSION
AC008914.1	LOW_EXPRESSION
MAP3K1	TESTED
SETD9	LOW_EXPRESSION
AC008937.3	LOW_EXPRESSION
AC016644.1	LOW_EXPRESSION
GPBP1	TESTED
GAPT	LOW_EXPRESSION
RAB3C	LOW_EXPRESSION
AC092343.1	LOW_EXPRESSION
PART1	LOW_EXPRESSION
NDUFAF2	TESTED
ZSWIM6	TESTED
KIF2A	TESTED
IPO11	TESTED
RNF180	LOW_EXPRESSION
RGS7BP	LOW_EXPRESSION
CWC27	TESTED
AC092354.2	LOW_EXPRESSION
AC092354.1	LOW_EXPRESSION
PPWD1	TESTED
TRAPPC13	TESTED
NLN	TESTED
ERBIN	TESTED
SREK1	TESTED
MAST4	TESTED
PIK3R1	TESTED
SLC30A5	TESTED
CCNB1	TESTED
CENPH	TESTED
MRPS36	TESTED
CDK7	TESTED
RAD17	TESTED
MARVELD2	TESTED
OCLN	TESTED
GTF2H2C	LOW_EXPRESSION
SMN2	LOW_EXPRESSION
SMN1	TESTED
BDP1	TESTED
MCCC2	TESTED
MAP1B	TESTED
PTCD2	TESTED
TNPO1	TESTED
FCHO2	TESTED
TMEM171	TESTED
AC116345.1	LOW_EXPRESSION
BTF3	TESTED
UTP15	TESTED
ARHGEF28	TESTED
HEXB	TESTED
NSA2	TESTED
AC010501.1	LOW_EXPRESSION
HMGCR	TESTED
AC008897.3	LOW_EXPRESSION
POLK	TESTED
AC010245.2	LOW_EXPRESSION
ANKDD1B	LOW_EXPRESSION
SV2C	LOW_EXPRESSION
IQGAP2	TESTED
F2R	LOW_EXPRESSION
F2RL1	TESTED
S100Z	LOW_EXPRESSION
AGGF1	LOW_EXPRESSION
PDE8B	LOW_EXPRESSION
SCAMP1	TESTED
BHMT2	LOW_EXPRESSION
BHMT	LOW_EXPRESSION
JMY	TESTED
TENT2	TESTED
CMYA5	LOW_EXPRESSION
THBS4	LOW_EXPRESSION
AC010260.1	LOW_EXPRESSION
SPZ1	LOW_EXPRESSION
ZFYVE16	TESTED
FAM151B	LOW_EXPRESSION
MSH3	TESTED
RASGRF2	TESTED
CKMT2	TESTED
ZCCHC9	TESTED
AC026726.1	LOW_EXPRESSION
ATG10	TESTED
ATP6AP1L	LOW_EXPRESSION
AC008885.2	LOW_EXPRESSION
XRCC4	TESTED
VCAN	TESTED
AC113383.1	LOW_EXPRESSION
AC010595.1	LOW_EXPRESSION
AC026414.1	LOW_EXPRESSION
COX7C	TESTED
LINC02059	LOW_EXPRESSION
AC008539.1	LOW_EXPRESSION
AC109492.1	LOW_EXPRESSION
RASA1	TESTED
TMEM161B-AS1	TESTED
MEF2C-AS1	LOW_EXPRESSION
LINC02161	LOW_EXPRESSION
POLR3G	TESTED
ADGRV1	LOW_EXPRESSION
ARRDC3-AS1	LOW_EXPRESSION
NR2F1	TESTED
AC108102.1	LOW_EXPRESSION
SLF1	TESTED
ARSK	TESTED
GPR150	LOW_EXPRESSION
RFESD	LOW_EXPRESSION
RHOBTB3	TESTED
AC008592.5	LOW_EXPRESSION
LINC01554	LOW_EXPRESSION
CAST	TESTED
AC008906.1	LOW_EXPRESSION
AC008906.2	LOW_EXPRESSION
ERAP2	TESTED
LNPEP	TESTED
LIX1-AS1	LOW_EXPRESSION
LINC01340	LOW_EXPRESSION
RGMB	LOW_EXPRESSION
LINC02062	LOW_EXPRESSION
FAM174A	TESTED
PAM	TESTED
PPIP5K2	TESTED
C5orf30	TESTED
LINC02163	LOW_EXPRESSION
FER	TESTED
MAN2A1	TESTED
SLC25A46	TESTED
TSLP	LOW_EXPRESSION
WDR36	TESTED
CAMK4	LOW_EXPRESSION
STARD4-AS1	LOW_EXPRESSION
EPB41L4A-AS1	TESTED
AC010261.1	LOW_EXPRESSION
AC104126.1	LOW_EXPRESSION
EPB41L4A-DT	LOW_EXPRESSION
APC	TESTED
SRP19	TESTED
DCP2	TESTED
YTHDC2	TESTED
KCNN2	LOW_EXPRESSION
AC008494.3	LOW_EXPRESSION
AC010226.1	LOW_EXPRESSION
AP3S1	TESTED
LVRN	LOW_EXPRESSION
ARL14EPL	LOW_EXPRESSION
COMMD10	LOW_EXPRESSION
SEMA6A-AS1	LOW_EXPRESSION
SEMA6A-AS2	LOW_EXPRESSION
LINC00992	LOW_EXPRESSION
DMXL1	TESTED
TNFAIP8	TESTED
HSD17B4	TESTED
PRR16	LOW_EXPRESSION
AC114284.1	LOW_EXPRESSION
SRFBP1	TESTED
AC010255.3	LOW_EXPRESSION
SNCAIP	LOW_EXPRESSION
SNX2	TESTED
SNX24	LOW_EXPRESSION
PRDM6	LOW_EXPRESSION
CSNK1G3	TESTED
AC112196.1	LOW_EXPRESSION
GRAMD2B	LOW_EXPRESSION
PHAX	TESTED
TEX43	LOW_EXPRESSION
LMNB1	TESTED
PRRC1	TESTED
CCDC192	TESTED
SLC12A2	TESTED
SLC27A6	LOW_EXPRESSION
ISOC1	TESTED
ADAMTS19	LOW_EXPRESSION
CHSY3	LOW_EXPRESSION
LYRM7	TESTED
CDC42SE2	TESTED
IL3	LOW_EXPRESSION
CSF2	LOW_EXPRESSION
PDLIM4	TESTED
SLC22A4	LOW_EXPRESSION
SLC22A5	TESTED
AC116366.3	LOW_EXPRESSION
RAD50	TESTED
IL13	LOW_EXPRESSION
IL4	LOW_EXPRESSION
CCNI2	TESTED
SOWAHA	TESTED
UQCRQ	TESTED
LEAP2	TESTED
AC010240.3	LOW_EXPRESSION
HSPA4	TESTED
AC008608.2	TESTED
TCF7	LOW_EXPRESSION
AC104109.2	LOW_EXPRESSION
UBE2B	TESTED
AC109454.2	TESTED
AC005355.1	LOW_EXPRESSION
LINC01843	TESTED
JADE2	TESTED
SEC24A	TESTED
CAMLG	TESTED
DDX46	TESTED
C5orf24	TESTED
TXNDC15	TESTED
PCBD2	TESTED
CATSPER3	LOW_EXPRESSION
C5orf66	LOW_EXPRESSION
AC026691.1	LOW_EXPRESSION
AC022092.1	LOW_EXPRESSION
SLC25A48	LOW_EXPRESSION
TGFBI	TESTED
SMAD5	TESTED
TRPC7-AS1	LOW_EXPRESSION
MYOT	LOW_EXPRESSION
PKD2L2	LOW_EXPRESSION
AC113382.1	LOW_EXPRESSION
KIF20A	TESTED
FAM53C	TESTED
KDM3B	TESTED
REEP2	LOW_EXPRESSION
EGR1	TESTED
CTNNA1	TESTED
AC011405.1	LOW_EXPRESSION
MATR3	LOW_EXPRESSION
SNHG4	LOW_EXPRESSION
PAIP2	TESTED
SMIM33	LOW_EXPRESSION
UBE2D2	TESTED
CXXC5	TESTED
AC008667.4	LOW_EXPRESSION
PSD2	LOW_EXPRESSION
PURA	TESTED
IGIP	TESTED
CYSTM1	TESTED
SLC4A9	LOW_EXPRESSION
ANKHD1	LOW_EXPRESSION
SLC35A4	TESTED
TMCO6	TESTED
IK	TESTED
WDR55	TESTED
HARS2	LOW_EXPRESSION
ZMAT2	TESTED
PCDHB2	TESTED
PCDHB3	LOW_EXPRESSION
AC244517.1	LOW_EXPRESSION
PCDHB4	LOW_EXPRESSION
PCDHB5	LOW_EXPRESSION
PCDHB6	LOW_EXPRESSION
PCDHB7	LOW_EXPRESSION
PCDHB16	LOW_EXPRESSION
PCDHB9	LOW_EXPRESSION
PCDHB10	LOW_EXPRESSION
PCDHB11	TESTED
PCDHB12	LOW_EXPRESSION
PCDHB13	TESTED
PCDHB14	LOW_EXPRESSION
PCDHB15	LOW_EXPRESSION
AC005618.1	LOW_EXPRESSION
PCDHGA1	LOW_EXPRESSION
AC008781.2	LOW_EXPRESSION
AC008781.1	LOW_EXPRESSION
RELL2	TESTED
DELE1	TESTED
AC005740.4	LOW_EXPRESSION
RNF14	TESTED
NDFIP1	TESTED
SPRY4-AS1	LOW_EXPRESSION
ARHGAP26	TESTED
HMHB1	LOW_EXPRESSION
KCTD16	LOW_EXPRESSION
SH3RF2	TESTED
RBM27	TESTED
TCERG1	TESTED
STK32A	LOW_EXPRESSION
SPINK5	TESTED
SPINK6	LOW_EXPRESSION
SPINK13	LOW_EXPRESSION
SPINK7	LOW_EXPRESSION
FBXO38	TESTED
ADRB2	TESTED
SH3TC2-DT	LOW_EXPRESSION
ABLIM3	LOW_EXPRESSION
AFAP1L1	LOW_EXPRESSION
GRPEL2	TESTED
PCYOX1L	TESTED
AC131025.1	LOW_EXPRESSION
CARMN	LOW_EXPRESSION
ARHGEF37	TESTED
PPARGC1B	TESTED
SLC26A2	TESTED
HMGXB3	TESTED
CDX1	TESTED
SLC6A7	LOW_EXPRESSION
TCOF1	TESTED
NDST1	TESTED
SYNPO	TESTED
MYOZ3	LOW_EXPRESSION
SMIM3	TESTED
IRGM	LOW_EXPRESSION
GPX3	LOW_EXPRESSION
GM2A	TESTED
SLC36A1	TESTED
AC011337.1	LOW_EXPRESSION
G3BP1	TESTED
MFAP3	LOW_EXPRESSION
GALNT10	TESTED
SAP30L	TESTED
LARP1	TESTED
CNOT8	TESTED
MRPL22	TESTED
KIF4B	LOW_EXPRESSION
SGCD	LOW_EXPRESSION
PPP1R2B	LOW_EXPRESSION
ITK	LOW_EXPRESSION
CYFIP2	TESTED
NIPAL4	LOW_EXPRESSION
AC106801.1	LOW_EXPRESSION
C5orf52	LOW_EXPRESSION
THG1L	TESTED
LSM11	TESTED
AC136424.2	LOW_EXPRESSION
LINC02202	LOW_EXPRESSION
AC134043.1	LOW_EXPRESSION
UBLCP1	TESTED
TTC1	TESTED
FABP6	TESTED
PTTG1	TESTED
MIR3142HG	TESTED
AC008456.1	LOW_EXPRESSION
AC011363.1	LOW_EXPRESSION
CCNG1	TESTED
HMMR	TESTED
MAT2B	TESTED
AC114321.1	LOW_EXPRESSION
TENM2	LOW_EXPRESSION
WWC1	TESTED
RARS	TESTED
FBLL1	LOW_EXPRESSION
AC011365.2	LOW_EXPRESSION
AC011365.1	LOW_EXPRESSION
AC011389.2	LOW_EXPRESSION
SPDL1	TESTED
DOCK2	LOW_EXPRESSION
FOXI1	LOW_EXPRESSION
LINC01366	LOW_EXPRESSION
KCNIP1	LOW_EXPRESSION
GABRP	TESTED
RANBP17	TESTED
NPM1	TESTED
FGF18	TESTED
NEURL1B	TESTED
AC022217.2	LOW_EXPRESSION
AC022217.3	LOW_EXPRESSION
ERGIC1	TESTED
AC008429.3	LOW_EXPRESSION
RPL26L1	TESTED
ATP6V0E1	TESTED
CREBRF	TESTED
BNIP1	TESTED
CPEB4	TESTED
C5orf47	LOW_EXPRESSION
LINC01411	LOW_EXPRESSION
MSX2	TESTED
SFXN1	TESTED
HRH2	LOW_EXPRESSION
AC139491.7	LOW_EXPRESSION
SIMC1	TESTED
ARL10	LOW_EXPRESSION
HIGD2A	LOW_EXPRESSION
FAF2	TESTED
CDHR2	TESTED
TSPAN17	TESTED
UNC5A	LOW_EXPRESSION
ZNF346	LOW_EXPRESSION
FGFR4	TESTED
NSD1	TESTED
PRELID1	TESTED
RGS14	TESTED
GRK6	TESTED
PRR7	TESTED
AC139795.3	LOW_EXPRESSION
TMED9	TESTED
B4GALT7	TESTED
AC139795.2	LOW_EXPRESSION
AC138819.1	LOW_EXPRESSION
AC106795.2	LOW_EXPRESSION
N4BP3	LOW_EXPRESSION
RMND5B	TESTED
HNRNPAB	TESTED
ZNF354B	TESTED
ZFP2	LOW_EXPRESSION
ZNF454	LOW_EXPRESSION
ZNF879	LOW_EXPRESSION
ZNF354C	LOW_EXPRESSION
RUFY1	TESTED
AC136604.3	LOW_EXPRESSION
CANX	TESTED
MAML1	TESTED
LTC4S	LOW_EXPRESSION
SQSTM1	TESTED
AC008393.1	TESTED
AC008610.1	LOW_EXPRESSION
AC034213.1	LOW_EXPRESSION
CNOT6	TESTED
LINC00847	TESTED
BTNL8	TESTED
BTNL3	TESTED
BTNL9	TESTED
AC008443.5	TESTED
AC008443.6	LOW_EXPRESSION
TRIM41	TESTED
AC138035.1	LOW_EXPRESSION
EXOC2	TESTED
AL357054.4	LOW_EXPRESSION
LINC01394	LOW_EXPRESSION
AL512329.2	LOW_EXPRESSION
GMDS	TESTED
MYLK4	LOW_EXPRESSION
SERPINB1	TESTED
SERPINB9P1	LOW_EXPRESSION
SERPINB9	TESTED
SERPINB6	TESTED
AL133351.1	LOW_EXPRESSION
AL031963.3	LOW_EXPRESSION
AL031963.1	LOW_EXPRESSION
TUBB2A	TESTED
TUBB2B	TESTED
SLC22A23	TESTED
PXDC1	TESTED
AL590004.4	LOW_EXPRESSION
AL138831.1	LOW_EXPRESSION
ECI2	TESTED
AL022725.1	LOW_EXPRESSION
RPP40	TESTED
AL359643.2	LOW_EXPRESSION
LYRM4	TESTED
AL022097.1	LOW_EXPRESSION
NRN1	TESTED
F13A1	LOW_EXPRESSION
LY86-AS1	LOW_EXPRESSION
AL031123.2	TESTED
AL031123.1	LOW_EXPRESSION
SSR1	TESTED
CAGE1	LOW_EXPRESSION
AL031058.1	TESTED
TXNDC5	LOW_EXPRESSION
EEF1E1	LOW_EXPRESSION
SLC35B3	TESTED
TFAP2A	LOW_EXPRESSION
C6orf52	LOW_EXPRESSION
AL024498.1	LOW_EXPRESSION
MAK	LOW_EXPRESSION
ELOVL2	LOW_EXPRESSION
ERVFRD-1	LOW_EXPRESSION
NEDD9	TESTED
ADTRP	TESTED
TBC1D7	TESTED
GFOD1	TESTED
AL441883.1	LOW_EXPRESSION
RANBP9	TESTED
MCUR1	TESTED
AL080313.2	LOW_EXPRESSION
AL109914.1	LOW_EXPRESSION
AL138720.1	LOW_EXPRESSION
AL136162.1	LOW_EXPRESSION
JARID2-AS1	LOW_EXPRESSION
DTNBP1	TESTED
AL009031.1	LOW_EXPRESSION
ATXN1	TESTED
NUP153	TESTED
KIF13A	TESTED
NHLRC1	LOW_EXPRESSION
TPMT	TESTED
DEK	TESTED
AL022068.1	LOW_EXPRESSION
MBOAT1	TESTED
AL512380.2	LOW_EXPRESSION
NBAT1	LOW_EXPRESSION
PRL	LOW_EXPRESSION
DCDC2	TESTED
GPLD1	LOW_EXPRESSION
KIAA0319	LOW_EXPRESSION
TDP2	TESTED
AL031775.1	TESTED
C6orf62	TESTED
RIPOR2	LOW_EXPRESSION
SLC17A1	LOW_EXPRESSION
SLC17A3	LOW_EXPRESSION
U91328.2	LOW_EXPRESSION
HIST1H1A	LOW_EXPRESSION
HIST1H4B	TESTED
HIST1H3B	TESTED
HIST1H2AB	LOW_EXPRESSION
HIST1H2BB	LOW_EXPRESSION
HIST1H1C	TESTED
HIST1H1T	LOW_EXPRESSION
HIST1H2BC	TESTED
AL353759.1	TESTED
HIST1H4D	TESTED
AL031777.3	TESTED
HIST1H2BG	TESTED
HIST1H1D	TESTED
HIST1H3F	TESTED
HIST1H3G	TESTED
HIST1H4H	TESTED
ZNF322	TESTED
AL021807.1	LOW_EXPRESSION
HIST1H2BJ	TESTED
HIST1H2BK	TESTED
AL031118.1	LOW_EXPRESSION
ZNF184	TESTED
HIST1H2BL	LOW_EXPRESSION
HIST1H2AJ	TESTED
HIST1H4K	LOW_EXPRESSION
HIST1H2AK	TESTED
HIST1H1B	TESTED
HIST1H3I	LOW_EXPRESSION
HIST1H4L	LOW_EXPRESSION
HIST1H3J	LOW_EXPRESSION
HIST1H2AM	TESTED
AL121944.1	TESTED
ZSCAN16-AS1	TESTED
ZKSCAN4	LOW_EXPRESSION
ZSCAN31	LOW_EXPRESSION
ZSCAN12	LOW_EXPRESSION
ZSCAN23	LOW_EXPRESSION
ZBED9	LOW_EXPRESSION
AL662890.1	LOW_EXPRESSION
LINC01623	LOW_EXPRESSION
TRIM27	TESTED
ZNF311	LOW_EXPRESSION
UBD	TESTED
GABBR1	LOW_EXPRESSION
ZFP57	LOW_EXPRESSION
AL645939.4	LOW_EXPRESSION
AL645929.2	LOW_EXPRESSION
RNF39	TESTED
TRIM31	TESTED
TRIM10	LOW_EXPRESSION
TRIM26	TESTED
HCG17	LOW_EXPRESSION
HCG18	LOW_EXPRESSION
GNL1	TESTED
PPP1R10	TESTED
DHX16	TESTED
PPP1R18	TESTED
NRM	TESTED
MDC1	TESTED
AL662797.1	LOW_EXPRESSION
FLOT1	TESTED
IER3	TESTED
LINC00243	LOW_EXPRESSION
LINC02570	LOW_EXPRESSION
DDR1-DT	LOW_EXPRESSION
SFTA2	TESTED
C6orf15	TESTED
CDSN	TESTED
PSORS1C2	LOW_EXPRESSION
CCHCR1	TESTED
POU5F1	LOW_EXPRESSION
AL662844.4	LOW_EXPRESSION
AL662844.3	LOW_EXPRESSION
HLA-C	TESTED
HLA-B	TESTED
AL645933.2	LOW_EXPRESSION
DDX39B	LOW_EXPRESSION
LTB	TESTED
NCR3	LOW_EXPRESSION
BAG6	TESTED
C6orf47	TESTED
GPANK1	TESTED
LY6G5C	TESTED
ABHD16A	LOW_EXPRESSION
LY6G6C	TESTED
DDAH2	TESTED
CLIC1	TESTED
SAPCD1-AS1	LOW_EXPRESSION
VWA7	LOW_EXPRESSION
VARS	TESTED
LSM2	TESTED
HSPA1L	TESTED
NEU1	TESTED
SLC44A4	TESTED
EHMT2	TESTED
ZBTB12	LOW_EXPRESSION
C2-AS1	LOW_EXPRESSION
NELFE	TESTED
DXO	TESTED
TNXB	LOW_EXPRESSION
ATF6B	TESTED
FKBPL	TESTED
PRRT1	LOW_EXPRESSION
AL662884.4	LOW_EXPRESSION
AGPAT1	TESTED
AGER	LOW_EXPRESSION
PBX2	TESTED
GPSM3	TESTED
NOTCH4	LOW_EXPRESSION
HLA-DRB5	TESTED
HLA-DRB1	TESTED
HLA-DQB1	TESTED
HLA-DQB2	LOW_EXPRESSION
HLA-DOB	LOW_EXPRESSION
TAP2	LOW_EXPRESSION
PSMB8	TESTED
TAP1	TESTED
HLA-DMB	LOW_EXPRESSION
HLA-DMA	TESTED
AL645941.3	LOW_EXPRESSION
HLA-DOA	LOW_EXPRESSION
HLA-DPA1	TESTED
COL11A2	LOW_EXPRESSION
RXRB	TESTED
AL645940.1	LOW_EXPRESSION
VPS52	TESTED
WDR46	TESTED
RGL2	TESTED
TAPBP	TESTED
ZBTB22	TESTED
DAXX	TESTED
CUTA	TESTED
SYNGAP1-AS1	LOW_EXPRESSION
BAK1	TESTED
LINC00336	LOW_EXPRESSION
UQCC2	TESTED
IP6K3	LOW_EXPRESSION
LEMD2	TESTED
GRM4	LOW_EXPRESSION
SMIM29	TESTED
NUDT3	TESTED
RPS10	TESTED
SPDEF	TESTED
C6orf106	TESTED
TAF11	TESTED
TCP11	LOW_EXPRESSION
Z97832.2	LOW_EXPRESSION
TEAD3	TESTED
TULP1	LOW_EXPRESSION
FKBP5	TESTED
AL157823.2	LOW_EXPRESSION
SRPK1	TESTED
Z84485.1	LOW_EXPRESSION
C6orf222	TESTED
ETV7	TESTED
PXT1	LOW_EXPRESSION
STK38	TESTED
CPNE5	LOW_EXPRESSION
PPIL1	TESTED
MTCH1	TESTED
TMEM217	LOW_EXPRESSION
CCDC167	TESTED
MDGA1	LOW_EXPRESSION
AL121574.1	LOW_EXPRESSION
BTBD9	TESTED
GLO1	TESTED
SAYSD1	TESTED
KCNK5	TESTED
KCNK17	LOW_EXPRESSION
KIF6	LOW_EXPRESSION
AL590999.1	LOW_EXPRESSION
MOCS1	LOW_EXPRESSION
LRFN2	LOW_EXPRESSION
UNC5CL	TESTED
OARD1	LOW_EXPRESSION
TREML1	LOW_EXPRESSION
TREM2	LOW_EXPRESSION
TREML2	LOW_EXPRESSION
TREM1	LOW_EXPRESSION
FOXP4-AS1	TESTED
TFEB	TESTED
PGC	LOW_EXPRESSION
FRS3	LOW_EXPRESSION
USP49	TESTED
MED20	TESTED
CCND3	TESTED
AL512274.1	TESTED
C6orf132	TESTED
GUCA1B	LOW_EXPRESSION
MRPS10	TESTED
TRERF1	TESTED
PRPH2	LOW_EXPRESSION
TBCC	TESTED
C6orf226	TESTED
PEX6	TESTED
MEA1	TESTED
AL136304.1	LOW_EXPRESSION
CUL7	TESTED
MRPL2	TESTED
AL355385.1	LOW_EXPRESSION
AL133375.1	LOW_EXPRESSION
DNPH1	TESTED
ZNF318	TESTED
DLK2	LOW_EXPRESSION
LRRC73	LOW_EXPRESSION
YIPF3	TESTED
AL355802.2	LOW_EXPRESSION
XPO5	TESTED
POLH-AS1	LOW_EXPRESSION
GTPBP2	LOW_EXPRESSION
MRPS18A	TESTED
AL136131.3	LOW_EXPRESSION
AL109615.3	LOW_EXPRESSION
MRPL14	TESTED
SLC35B2	TESTED
NFKBIE	TESTED
TCTE1	LOW_EXPRESSION
AARS2	TESTED
SUPT3H	TESTED
AL096865.1	LOW_EXPRESSION
CLIC5	LOW_EXPRESSION
AL035701.1	LOW_EXPRESSION
ENPP5	TESTED
RCAN2	LOW_EXPRESSION
CYP39A1	TESTED
PLA2G7	LOW_EXPRESSION
ADGRF5	LOW_EXPRESSION
ADGRF1	TESTED
TNFRSF21	TESTED
AL355353.1	TESTED
PTCHD4	LOW_EXPRESSION
MUT	TESTED
PKHD1	LOW_EXPRESSION
IL17F	LOW_EXPRESSION
MCM3	TESTED
TRAM2	TESTED
GSTA2	LOW_EXPRESSION
GSTA1	LOW_EXPRESSION
GSTA4	TESTED
ICK	TESTED
ELOVL5	TESTED
GCLC	TESTED
KLHL31	LOW_EXPRESSION
AL590652.1	LOW_EXPRESSION
AL513211.1	LOW_EXPRESSION
AL512363.1	LOW_EXPRESSION
HMGCLL1	LOW_EXPRESSION
BMP5	LOW_EXPRESSION
COL21A1	LOW_EXPRESSION
DST	TESTED
ZNF451-AS1	LOW_EXPRESSION
RAB23	TESTED
AL021368.3	LOW_EXPRESSION
AL021368.1	LOW_EXPRESSION
AL021368.2	LOW_EXPRESSION
KHDRBS2	LOW_EXPRESSION
LGSN	LOW_EXPRESSION
AL135905.1	TESTED
EYS	LOW_EXPRESSION
LMBRD1	TESTED
COL9A1	LOW_EXPRESSION
AL365226.1	LOW_EXPRESSION
B3GAT2	LOW_EXPRESSION
LINC00472	LOW_EXPRESSION
KHDC1	LOW_EXPRESSION
OOEP	LOW_EXPRESSION
CGAS	TESTED
AL603910.1	LOW_EXPRESSION
EEF1A1	TESTED
SLC17A5	TESTED
AL590428.1	LOW_EXPRESSION
COL12A1	LOW_EXPRESSION
COX7A2	TESTED
TMEM30A	TESTED
FILIP1	LOW_EXPRESSION
PHIP	TESTED
HMGN3	TESTED
LCA5	LOW_EXPRESSION
ELOVL4	LOW_EXPRESSION
TENT5A	TESTED
LINC02542	LOW_EXPRESSION
AL360157.1	LOW_EXPRESSION
IBTK	TESTED
UBE3D	TESTED
PGM3	TESTED
ME1	TESTED
CEP162	TESTED
TBX18	LOW_EXPRESSION
LINC02535	TESTED
SNX14	TESTED
SYNCRIP	TESTED
CGA	LOW_EXPRESSION
AL139274.2	TESTED
GJB7	LOW_EXPRESSION
RARS2	TESTED
AKIRIN2	TESTED
CNR1	LOW_EXPRESSION
RNGTT	TESTED
AL353135.1	LOW_EXPRESSION
SRSF12	LOW_EXPRESSION
GABRR1	LOW_EXPRESSION
GABRR2	LOW_EXPRESSION
UBE2J1	TESTED
RRAGD	TESTED
LYRM2	TESTED
MDN1	TESTED
BACH2	LOW_EXPRESSION
MAP3K7	TESTED
LINC02531	LOW_EXPRESSION
EPHA7	LOW_EXPRESSION
MANEA-DT	LOW_EXPRESSION
UFL1-AS1	LOW_EXPRESSION
GPR63	LOW_EXPRESSION
NDUFAF4	TESTED
MMS22L	TESTED
FBXL4	TESTED
FAXC	LOW_EXPRESSION
COQ3	TESTED
PNISR	TESTED
USP45	TESTED
CCNC	TESTED
ASCC3	TESTED
HACE1	TESTED
BVES	LOW_EXPRESSION
POPDC3	TESTED
AL133406.3	LOW_EXPRESSION
PREP	TESTED
AL591518.1	LOW_EXPRESSION
ATG5	TESTED
RTN4IP1	TESTED
LINC02532	LOW_EXPRESSION
CD24	TESTED
BEND3	TESTED
PDSS2	TESTED
SCML4	LOW_EXPRESSION
SEC63	TESTED
Z98200.1	LOW_EXPRESSION
OSTM1	TESTED
SNX3	TESTED
SESN1	TESTED
CD164	TESTED
PPIL6	TESTED
MICAL1	TESTED
ZBTB24	TESTED
AK9	TESTED
WASF1	TESTED
METTL24	LOW_EXPRESSION
DDO	LOW_EXPRESSION
SLC22A16	LOW_EXPRESSION
CDK19	TESTED
REV3L	TESTED
TRAF3IP2	TESTED
FYN	TESTED
LINC02527	LOW_EXPRESSION
TUBE1	TESTED
LAMA4	TESTED
LINC02541	LOW_EXPRESSION
