cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	human_gene_id	rna_symbol	original_effect	original_q	family_n_planned	model	nuisance_columns	design_rank	residual_df	min_category_n	n_excluded	bootstrap_valid	bootstrap_invalid	bootstrap_seed	ci_status	permutations	random_seed	ols_max_abs_error	loo_valid	loo_invalid	loo_min	loo_max	loo_max_abs_delta	loo_any_sign_change	m0_effect	m0_p	m0_q	m0_n	m0_cc_effect	m0_cc_p	m0_cc_q	m0_cc_n	m0_cc_origin	delta_adjustment	delta_case_selection
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00631	2-phosphoglycerate	ENO2	GEO_annotated_independent_individual	33	NA	partial_rank_rho	NA	NA	NA	NA	NA	COAD_covariates_v1_M3	0	NOT_EVALUABLE	SPARSE_SOURCE_CATEGORY_LT3	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2026	ENO2	-1.44511128689612	2.1849625495186e-06	674	M3	8	8	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46982532071697597	0.0041	0.40624615384615387	33	0.46982532071697597	0.0041	0.40624615384615387	33	IDENTICAL_INPUT_PRIMARY_REUSED	NA	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00631	2-phosphoglycerate	ENO3	GEO_annotated_independent_individual	33	NA	partial_rank_rho	NA	NA	NA	NA	NA	COAD_covariates_v1_M3	0	NOT_EVALUABLE	SPARSE_SOURCE_CATEGORY_LT3	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2027	ENO3	-1.44511128689612	2.1849625495186e-06	674	M3	8	8	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24397457307261364	0.1687	0.8362449438202246	33	0.24397457307261364	0.1687	0.8362449438202246	33	IDENTICAL_INPUT_PRIMARY_REUSED	NA	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00631	2-phosphoglycerate	ENO4	GEO_annotated_independent_individual	33	NA	partial_rank_rho	NA	NA	NA	NA	NA	COAD_covariates_v1_M3	0	NOT_EVALUABLE	SPARSE_SOURCE_CATEGORY_LT3	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:387712	ENO4	-1.44511128689612	2.1849625495186e-06	674	M3	8	8	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.11113290757103543	0.5412	0.9179794392523364	33	-0.11113290757103543	0.5412	0.9179794392523364	33	IDENTICAL_INPUT_PRIMARY_REUSED	NA	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00631	2-phosphoglycerate	GLYCTK	GEO_annotated_independent_individual	NA	NA	partial_rank_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:132158	GLYCTK	-1.44511128689612	2.1849625495186e-06	NA	M3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00631	2-phosphoglycerate	MINPP1	GEO_annotated_independent_individual	33	NA	partial_rank_rho	NA	NA	NA	NA	NA	COAD_covariates_v1_M3	0	NOT_EVALUABLE	SPARSE_SOURCE_CATEGORY_LT3	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:9562	MINPP1	-1.44511128689612	2.1849625495186e-06	674	M3	8	8	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.207926085132905	0.2352	0.8389832599118944	33	-0.207926085132905	0.2352	0.8389832599118944	33	IDENTICAL_INPUT_PRIMARY_REUSED	NA	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00631	2-phosphoglycerate	PGAM1	GEO_annotated_independent_individual	33	NA	partial_rank_rho	NA	NA	NA	NA	NA	COAD_covariates_v1_M3	0	NOT_EVALUABLE	SPARSE_SOURCE_CATEGORY_LT3	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5223	PGAM1	-1.44511128689612	2.1849625495186e-06	674	M3	8	8	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03704430252367848	0.845	0.9691861351819758	33	0.03704430252367848	0.845	0.9691861351819758	33	IDENTICAL_INPUT_PRIMARY_REUSED	NA	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00631	2-phosphoglycerate	PGAM2	GEO_annotated_independent_individual	33	NA	partial_rank_rho	NA	NA	NA	NA	NA	COAD_covariates_v1_M3	0	NOT_EVALUABLE	SPARSE_SOURCE_CATEGORY_LT3	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5224	PGAM2	-1.44511128689612	2.1849625495186e-06	674	M3	8	8	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35251836272532744	0.0425	0.7489189189189189	33	0.35251836272532744	0.0425	0.7489189189189189	33	IDENTICAL_INPUT_PRIMARY_REUSED	NA	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00631	2-phosphoglycerate	PGAM4	GEO_annotated_independent_individual	33	NA	partial_rank_rho	NA	NA	NA	NA	NA	COAD_covariates_v1_M3	0	NOT_EVALUABLE	SPARSE_SOURCE_CATEGORY_LT3	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:441531	PGAM4	-1.44511128689612	2.1849625495186e-06	674	M3	8	8	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07408860504735695	0.6858	0.9386414634146342	33	0.07408860504735695	0.6858	0.9386414634146342	33	IDENTICAL_INPUT_PRIMARY_REUSED	NA	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C05147	3-hydroxyproline	L3HYPDH	GEO_annotated_independent_individual	33	NA	partial_rank_rho	NA	NA	NA	NA	NA	COAD_covariates_v1_M3	0	NOT_EVALUABLE	SPARSE_SOURCE_CATEGORY_LT3	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:112849	L3HYPDH	0.611551652327855	0.0128731320770819	674	M3	8	8	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10661764705882353	0.5446	0.9179794392523364	33	0.10661764705882353	0.5446	0.9179794392523364	33	IDENTICAL_INPUT_PRIMARY_REUSED	NA	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00197	3PG	ACYP1	GEO_annotated_independent_individual	NA	NA	partial_rank_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:97	ACYP1	-1.62220266413497	2.50033886118489e-07	NA	M3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00197	3PG	ACYP2	GEO_annotated_independent_individual	NA	NA	partial_rank_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:98	ACYP2	-1.62220266413497	2.50033886118489e-07	NA	M3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00197	3PG	BPGM	GEO_annotated_independent_individual	33	NA	partial_rank_rho	NA	NA	NA	NA	NA	COAD_covariates_v1_M3	0	NOT_EVALUABLE	SPARSE_SOURCE_CATEGORY_LT3	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:669	BPGM	-1.62220266413497	2.50033886118489e-07	674	M3	8	8	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.002005347593582888	0.992	0.9994314814814814	33	-0.002005347593582888	0.992	0.9994314814814814	33	IDENTICAL_INPUT_PRIMARY_REUSED	NA	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00197	3PG	PGAM1	GEO_annotated_independent_individual	33	NA	partial_rank_rho	NA	NA	NA	NA	NA	COAD_covariates_v1_M3	0	NOT_EVALUABLE	SPARSE_SOURCE_CATEGORY_LT3	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5223	PGAM1	-1.62220266413497	2.50033886118489e-07	674	M3	8	8	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.14538770053475936	0.4239	0.9091539473684209	33	-0.14538770053475936	0.4239	0.9091539473684209	33	IDENTICAL_INPUT_PRIMARY_REUSED	NA	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00197	3PG	PGAM2	GEO_annotated_independent_individual	33	NA	partial_rank_rho	NA	NA	NA	NA	NA	COAD_covariates_v1_M3	0	NOT_EVALUABLE	SPARSE_SOURCE_CATEGORY_LT3	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5224	PGAM2	-1.62220266413497	2.50033886118489e-07	674	M3	8	8	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16176470588235295	0.3674	0.8613385714285714	33	0.16176470588235295	0.3674	0.8613385714285714	33	IDENTICAL_INPUT_PRIMARY_REUSED	NA	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00197	3PG	PGAM4	GEO_annotated_independent_individual	33	NA	partial_rank_rho	NA	NA	NA	NA	NA	COAD_covariates_v1_M3	0	NOT_EVALUABLE	SPARSE_SOURCE_CATEGORY_LT3	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:441531	PGAM4	-1.62220266413497	2.50033886118489e-07	674	M3	8	8	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.16911764705882354	0.3408	0.8579212355212354	33	-0.16911764705882354	0.3408	0.8579212355212354	33	IDENTICAL_INPUT_PRIMARY_REUSED	NA	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00197	3PG	PGK1	GEO_annotated_independent_individual	33	NA	partial_rank_rho	NA	NA	NA	NA	NA	COAD_covariates_v1_M3	0	NOT_EVALUABLE	SPARSE_SOURCE_CATEGORY_LT3	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5230	PGK1	-1.62220266413497	2.50033886118489e-07	674	M3	8	8	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.19752673796791445	0.2678	0.8389832599118944	33	-0.19752673796791445	0.2678	0.8389832599118944	33	IDENTICAL_INPUT_PRIMARY_REUSED	NA	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00197	3PG	PGK2	GEO_annotated_independent_individual	33	NA	partial_rank_rho	NA	NA	NA	NA	NA	COAD_covariates_v1_M3	0	NOT_EVALUABLE	SPARSE_SOURCE_CATEGORY_LT3	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5232	PGK2	-1.62220266413497	2.50033886118489e-07	674	M3	8	8	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26205398269817215	0.1408	0.8362449438202246	33	0.26205398269817215	0.1408	0.8362449438202246	33	IDENTICAL_INPUT_PRIMARY_REUSED	NA	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00197	3PG	PGM2L1	GEO_annotated_independent_individual	33	NA	partial_rank_rho	NA	NA	NA	NA	NA	COAD_covariates_v1_M3	0	NOT_EVALUABLE	SPARSE_SOURCE_CATEGORY_LT3	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:283209	PGM2L1	-1.62220266413497	2.50033886118489e-07	674	M3	8	8	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14772727272727273	0.4052	0.8895299663299664	33	0.14772727272727273	0.4052	0.8895299663299664	33	IDENTICAL_INPUT_PRIMARY_REUSED	NA	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00197	3PG	PHGDH	GEO_annotated_independent_individual	33	NA	partial_rank_rho	NA	NA	NA	NA	NA	COAD_covariates_v1_M3	0	NOT_EVALUABLE	SPARSE_SOURCE_CATEGORY_LT3	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:26227	PHGDH	-1.62220266413497	2.50033886118489e-07	674	M3	8	8	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.18516042780748662	0.2981	0.8440062992125984	33	-0.18516042780748662	0.2981	0.8440062992125984	33	IDENTICAL_INPUT_PRIMARY_REUSED	NA	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00233	4-methyl-2-oxopentanoate	BCAT1	GEO_annotated_independent_individual	33	NA	partial_rank_rho	NA	NA	NA	NA	NA	COAD_covariates_v1_M3	0	NOT_EVALUABLE	SPARSE_SOURCE_CATEGORY_LT3	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:586	BCAT1	-1.47479797958175	2.22833094147422e-06	674	M3	8	8	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.1826992072989819	0.3045	0.8440062992125984	33	-0.1826992072989819	0.3045	0.8440062992125984	33	IDENTICAL_INPUT_PRIMARY_REUSED	NA	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00233	4-methyl-2-oxopentanoate	BCAT2	GEO_annotated_independent_individual	33	NA	partial_rank_rho	NA	NA	NA	NA	NA	COAD_covariates_v1_M3	0	NOT_EVALUABLE	SPARSE_SOURCE_CATEGORY_LT3	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:587	BCAT2	-1.47479797958175	2.22833094147422e-06	674	M3	8	8	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.07120953355354019	0.6908	0.9386414634146342	33	-0.07120953355354019	0.6908	0.9386414634146342	33	IDENTICAL_INPUT_PRIMARY_REUSED	NA	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00233	4-methyl-2-oxopentanoate	BCKDHA	GEO_annotated_independent_individual	33	NA	partial_rank_rho	NA	NA	NA	NA	NA	COAD_covariates_v1_M3	0	NOT_EVALUABLE	SPARSE_SOURCE_CATEGORY_LT3	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:593	BCKDHA	-1.47479797958175	2.22833094147422e-06	674	M3	8	8	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.012408758626955224	0.9455	0.9852675159235668	33	-0.012408758626955224	0.9455	0.9852675159235668	33	IDENTICAL_INPUT_PRIMARY_REUSED	NA	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00233	4-methyl-2-oxopentanoate	BCKDHB	GEO_annotated_independent_individual	33	NA	partial_rank_rho	NA	NA	NA	NA	NA	COAD_covariates_v1_M3	0	NOT_EVALUABLE	SPARSE_SOURCE_CATEGORY_LT3	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:594	BCKDHB	-1.47479797958175	2.22833094147422e-06	674	M3	8	8	24	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19960248041522627	0.2691	0.8389832599118944	33	0.19960248041522627	0.2691	0.8389832599118944	33	IDENTICAL_INPUT_PRIMARY_REUSED	NA	0.0
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00233	4-methyl-2-oxopentanoate	DBT	GEO_annotated_independent_individual	NA	NA	partial_rank_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:1629	DBT	-1.47479797958175	2.22833094147422e-06	NA	M3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COAD	COAD	04_ROBUSTNESS	20260919T142500Z_covariates_v1	COAD_covariates_v1	M3	KEGG:C00233	4-methyl-2-oxopentanoate	DLD	GEO_annotated_independent_individual	NA	NA	partial_rank_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:1738	DLD	-1.47479797958175	2.22833094147422e-06	NA	M3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
