dataset	cancer	feature_name	metabolite_standard_name	kegg_id	hmdb_id	metabolite_key	identity_confidence	super_pathway	sub_pathway	hedges_g	hedges_g_variance	hedges_g_se	effect_fdr	max_input_raw_missing_rate	source_type	source_effects
ccRCC_meta	ccRCC	S-methylcysteine sulfoxide	S-methylcysteine sulfoxide	NA	HMDB29432	HMDB:HMDB29432	HIGH_ID	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	0.271090554980334	0.028909198258528	0.17002705154924	0.174841508270194	0.0576923076923077	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	2-hydroxypalmitate	2-hydroxypalmitate	NA	HMDB31057	HMDB:HMDB31057	HIGH_ID	Lipid	Fatty Acid, Monohydroxy	0.39849532236524	0.138615232565607	0.372310666736271	0.372796771787731	0.0	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	acesulfame	acesulfame	NA	HMDB33585	HMDB:HMDB33585	HIGH_ID	Xenobiotics	Food Component/Plant	-0.305421809140197	0.030374769983278	0.174283590688504	0.13290223492158	0.807692307692308	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	gamma-carboxyglutamate	gamma-carboxyglutamate	NA	HMDB41900	HMDB:HMDB41900	HIGH_ID	Amino Acid	Glutamate Metabolism	-1.78269815034116	0.0774589994899463	0.278314569309525	1.0434545866959901e-09	0.0192307692307692	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	guaiacol sulfate	guaiacol sulfate	NA	HMDB60013	HMDB:HMDB60013	HIGH_ID	Xenobiotics	Benzoate Metabolism	-0.870165710536817	0.143485051554545	0.378794207393071	0.043787211291928	0.746268656716418	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	10-heptadecenoate (17:1n7)	10-heptadecenoate (17:1n7)	NA	HMDB60038	HMDB:HMDB60038	HIGH_ID	Lipid	Long Chain Monounsaturated Fatty Acid	0.901166978223935	0.0248430383997492	0.157616745302487	6.42480970587909e-08	0.0	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	NA	HMDB61112	HMDB:HMDB61112	HIGH_ID	Lipid	Fatty Acid, Dicarboxylate	0.244906742189604	0.0228658706127264	0.151214650787304	0.166982375435609	0.223880597014925	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	1-arachidonoyl-GPI (20:4)	1-arachidonoyl-GPI (20:4)	NA	HMDB61690	HMDB:HMDB61690	HIGH_ID	Lipid	Lysophospholipid	-0.354481788403017	0.0257481888882977	0.160462422044221	0.0531166014375515	0.0298507462686567	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	1-oleoyl-GPS (18:1)	1-oleoyl-GPS (18:1)	NA	HMDB61694	HMDB:HMDB61694	HIGH_ID	Lipid	Lysophospholipid	-0.653653468236159	0.0238534304438872	0.154445558187626	8.84939248765869e-05	0.0447761194029851	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	1-palmitoyl-GPI (16:0)	1-palmitoyl-GPI (16:0)	NA	HMDB61695	HMDB:HMDB61695	HIGH_ID	Lipid	Lysophospholipid	-2.42962451833089	0.0384453115173496	0.196074760021145	2.97045267458533e-33	0.0597014925373134	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	1-stearoyl-GPI (18:0)	1-stearoyl-GPI (18:0)	NA	HMDB61696	HMDB:HMDB61696	HIGH_ID	Lipid	Lysophospholipid	-1.98818976243443	0.561841253519599	0.749560707027522	0.0177823715105728	0.0	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	2-palmitoyl-GPC (16:0)	2-palmitoyl-GPC (16:0)	NA	HMDB61702	HMDB:HMDB61702	HIGH_ID	Lipid	Lysophospholipid	-1.00696821638871	0.328970146162196	0.573559191507028	0.132346639592913	0.0895522388059701	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	methylphosphate	methylphosphate	NA	HMDB61711	HMDB:HMDB61711	HIGH_ID	Nucleotide	Purine and Pyrimidine Metabolism	-0.180188826100508	0.0796875882584404	0.282289901091839	0.607669635781569	0.0298507462686567	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	glutamate, gamma-methyl ester	glutamate, gamma-methyl ester	NA	HMDB61715	HMDB:HMDB61715	HIGH_ID	Amino Acid	Glutamate Metabolism	-0.336118489263494	0.142182299457781	0.377070682310069	0.465517066850034	0.0	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	nicotinamide adenine dinucleotide (NAD+)	nicotinamide adenine dinucleotide (NAD+)	C00003	HMDB00902	KEGG:C00003	HIGH_ID	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	-1.33876061706379	0.381363866192142	0.617546651024959	0.0584278118381254	0.582089552238806	ccRCC_random_effects_meta	ccRCC3;ccRCC4
ccRCC_meta	ccRCC	phosphate	phosphate	C00009	HMDB01429	KEGG:C00009	HIGH_ID	Energy	Oxidative Phosphorylation	-0.0339950762314651	0.160769503401527	0.400960725510027	0.949499232785912	0.0149253731343284	ccRCC_random_effects_meta	ccRCC3;ccRCC4
