pathway_id	pathway	background	direction	background_genes	selected_genes	pathway_tested_genes	overlap	fold_enrichment	p_value	overlap_genes	status	reason	selected
hsa04512	ECM-receptor interaction	all_tested	lower_in_LYPLA1_high	11058	276	43	2	1.8634984833164814	0.2915233029235421	COL1A2;THBS1	DONE	NOMINAL_P_ONLY	False
hsa05031	Amphetamine addiction	all_tested	lower_in_LYPLA1_high	11058	276	43	2	1.8634984833164814	0.2915233029235421	CREB3L1;PRKCG	DONE	NOMINAL_P_ONLY	False
hsa04066	HIF-1 signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	76	3	1.5815217391304348	0.2949537460730403	ALDOB;EDN1;PRKCG	DONE	NOMINAL_P_ONLY	False
hsa04260	Cardiac muscle contraction	all_tested	lower_in_LYPLA1_high	11058	276	44	2	1.8211462450592886	0.3008084578747315	CACNB2;CACNG8	DONE	NOMINAL_P_ONLY	False
hsa04728	Dopaminergic synapse	all_tested	lower_in_LYPLA1_high	11058	276	77	3	1.5609824957651044	0.3018027821092702	CREB3L1;ITPR2;PRKCG	DONE	NOMINAL_P_ONLY	False
hsa04720	Long-term potentiation	all_tested	lower_in_LYPLA1_high	11058	276	45	2	1.7806763285024154	0.31007318400286016	ITPR2;PRKCG	DONE	NOMINAL_P_ONLY	False
hsa04010	MAPK signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	197	4	1.421062777099531	0.3106438226298798	CDC25B;KITLG;MAP3K5;MYD88	DONE	NOMINAL_P_ONLY	False
hsa00051	Fructose and mannose metabolism	all_tested	higher_in_LYPLA1_high	11058	158	26	1	2.6918208373904577	0.3124371351106961	HK2	DONE	NOMINAL_P_ONLY	False
hsa00380	Tryptophan metabolism	all_tested	higher_in_LYPLA1_high	11058	158	26	1	2.6918208373904577	0.3124371351106961	EHHADH	DONE	NOMINAL_P_ONLY	False
hsa00640	Propanoate metabolism	all_tested	higher_in_LYPLA1_high	11058	158	26	1	2.6918208373904577	0.3124371351106961	EHHADH	DONE	NOMINAL_P_ONLY	False
hsa05016	Huntington disease	all_tested	lower_in_LYPLA1_high	11058	276	221	7	1.2690340350186897	0.31467631863220574	BBC3;CLTA;CREB3L1;KLC1;NRF1;REST;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa04371	Apelin signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	79	3	1.5214639515685195	0.31552197779320895	ITPR2;MAP1LC3A;NRF1	DONE	NOMINAL_P_ONLY	False
hsa04814	Motor proteins	all_tested	lower_in_LYPLA1_high	11058	276	114	4	1.4057971014492754	0.3175056265616103	DYNC2LI1;KLC1;MYO18A;MYO9B	DONE	NOMINAL_P_ONLY	False
hsa04622	RIG-I-like receptor signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	46	2	1.7419659735349717	0.31931272988056025	IKBKE;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa04713	Circadian entrainment	all_tested	lower_in_LYPLA1_high	11058	276	46	2	1.7419659735349717	0.31931272988056025	PRKCG;PRKG1	DONE	NOMINAL_P_ONLY	False
hsa04750	Inflammatory mediator regulation of TRP channels	all_tested	lower_in_LYPLA1_high	11058	276	46	2	1.7419659735349717	0.31931272988056025	ITPR2;PRKCG	DONE	NOMINAL_P_ONLY	False
hsa04917	Prolactin signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	46	2	1.7419659735349717	0.31931272988056025	IRF1;SHC2	DONE	NOMINAL_P_ONLY	False
hsa04930	Type II diabetes mellitus	all_tested	higher_in_LYPLA1_high	11058	158	27	1	2.592123769338959	0.322284391515021	HK2	DONE	NOMINAL_P_ONLY	False
hsa04330	Notch signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	47	2	1.7049028677150786	0.3285225922674479	MAML3;NRARP	DONE	NOMINAL_P_ONLY	False
hsa00230	Purine metabolism	all_tested	lower_in_LYPLA1_high	11058	276	81	3	1.4838969404186795	0.3292539238420808	ENTPD2;ENTPD8;FHIT	DONE	NOMINAL_P_ONLY	False
hsa04261	Adrenergic signaling in cardiomyocytes	all_tested	lower_in_LYPLA1_high	11058	276	81	3	1.4838969404186795	0.3292539238420808	CACNB2;CACNG8;CREB3L1	DONE	NOMINAL_P_ONLY	False
hsa04145	Phagocytosis	all_tested	lower_in_LYPLA1_high	11058	276	153	5	1.3093208297811878	0.3350607821502357	ANPEP;DYNC2LI1;MAP1LC3A;RILP;THBS1	DONE	NOMINAL_P_ONLY	False
hsa05130	Pathogenic Escherichia coli infection	all_tested	higher_in_LYPLA1_high	11058	158	143	3	1.468265911303886	0.3351496736206796	CLDN2;MYD88;MYO5B	DONE	NOMINAL_P_ONLY	False
hsa03320	PPAR signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	48	2	1.6693840579710144	0.33769850675820723	CYP27A1;FABP6	DONE	NOMINAL_P_ONLY	False
hsa05163	Human cytomegalovirus infection	all_tested	lower_in_LYPLA1_high	11058	276	154	5	1.3008187464709204	0.34001290402842765	CREB3L1;ITPR2;PRKCG;TAPBPL;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa04979	Cholesterol metabolism	all_tested	higher_in_LYPLA1_high	11058	158	29	1	2.413356612832824	0.341560429839375	NCEH1	DONE	NOMINAL_P_ONLY	False
hsa04071	Sphingolipid signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	85	2	1.6467609828741623	0.3434420051498985	MAP3K5;SGMS2	DONE	NOMINAL_P_ONLY	False
hsa04114	Oocyte meiosis	all_tested	higher_in_LYPLA1_high	11058	158	85	2	1.6467609828741623	0.3434420051498985	CCNB2;MAD2L1	DONE	NOMINAL_P_ONLY	False
hsa00650	Butanoate metabolism	all_tested	lower_in_LYPLA1_high	11058	276	17	1	2.3567774936061383	0.34949633680158537	ACADS	DONE	NOMINAL_P_ONLY	False
hsa04740	Olfactory transduction	all_tested	lower_in_LYPLA1_high	11058	276	17	1	2.3567774936061383	0.34949633680158537	PRKG1	DONE	NOMINAL_P_ONLY	False
hsa05204	Chemical carcinogenesis - DNA adducts	all_tested	lower_in_LYPLA1_high	11058	276	17	1	2.3567774936061383	0.34949633680158537	SULT1A1	DONE	NOMINAL_P_ONLY	False
hsa00520	Amino sugar and nucleotide sugar metabolism	all_tested	higher_in_LYPLA1_high	11058	158	30	1	2.3329113924050633	0.3509931483166059	HK2	DONE	NOMINAL_P_ONLY	False
hsa03020	RNA polymerase	all_tested	higher_in_LYPLA1_high	11058	158	30	1	2.3329113924050633	0.3509931483166059	CRCP	DONE	NOMINAL_P_ONLY	False
hsa04923	Regulation of lipolysis in adipocytes	all_tested	higher_in_LYPLA1_high	11058	158	30	1	2.3329113924050633	0.3509931483166059	PTGS2	DONE	NOMINAL_P_ONLY	False
hsa04137	Mitophagy - animal	all_tested	higher_in_LYPLA1_high	11058	158	87	2	1.608904408555216	0.3538350751209028	E2F1;MON1B	DONE	NOMINAL_P_ONLY	False
hsa04724	Glutamatergic synapse	all_tested	lower_in_LYPLA1_high	11058	276	50	2	1.602608695652174	0.3559325746506883	ITPR2;PRKCG	DONE	NOMINAL_P_ONLY	False
hsa04114	Oocyte meiosis	all_tested	lower_in_LYPLA1_high	11058	276	85	3	1.4140664961636829	0.3566860180653727	ANAPC2;ITPR2;MAD1L1	DONE	NOMINAL_P_ONLY	False
hsa04216	Ferroptosis	all_tested	higher_in_LYPLA1_high	11058	158	31	1	2.2576561861984485	0.3602915780015875	PRNP	DONE	NOMINAL_P_ONLY	False
hsa05161	Hepatitis B	all_tested	lower_in_LYPLA1_high	11058	276	122	4	1.3136136849607982	0.3629964513190742	CREB3L1;EGR2;IKBKE;PRKCG	DONE	NOMINAL_P_ONLY	False
hsa04072	Phospholipase D signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	89	2	1.5727492533067842	0.3641709400042538	KITLG;PLCG2	DONE	NOMINAL_P_ONLY	False
hsa04919	Thyroid hormone signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	89	2	1.5727492533067842	0.3641709400042538	PLCG2;SLC2A1	DONE	NOMINAL_P_ONLY	False
hsa05224	Breast cancer	all_tested	higher_in_LYPLA1_high	11058	158	89	2	1.5727492533067842	0.3641709400042538	E2F1;HES5	DONE	NOMINAL_P_ONLY	False
hsa04936	Alcoholic liver disease	all_tested	higher_in_LYPLA1_high	11058	158	90	2	1.5552742616033755	0.3693158105618949	MAP3K5;MYD88	DONE	NOMINAL_P_ONLY	False
hsa00071	Fatty acid degradation	all_tested	higher_in_LYPLA1_high	11058	158	32	1	2.1871044303797467	0.36945761869041904	EHHADH	DONE	NOMINAL_P_ONLY	False
hsa00590	Arachidonic acid metabolism	all_tested	higher_in_LYPLA1_high	11058	158	32	1	2.1871044303797467	0.36945761869041904	PTGS2	DONE	NOMINAL_P_ONLY	False
hsa04929	GnRH secretion	all_tested	higher_in_LYPLA1_high	11058	158	32	1	2.1871044303797467	0.36945761869041904	KISS1	DONE	NOMINAL_P_ONLY	False
hsa04518	Integrin signaling	all_tested	lower_in_LYPLA1_high	11058	276	87	3	1.381559220389805	0.37035333139439086	COL1A2;PDGFA;THBS1	DONE	NOMINAL_P_ONLY	False
hsa04722	Neurotrophin signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	91	2	1.53818333565169	0.3744444899501764	MAP3K5;PLCG2	DONE	NOMINAL_P_ONLY	False
hsa04340	Hedgehog signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	33	1	2.1208285385500574	0.378493143472472	KIF3A	DONE	NOMINAL_P_ONLY	False
hsa04927	Cortisol synthesis and secretion	all_tested	higher_in_LYPLA1_high	11058	158	33	1	2.1208285385500574	0.378493143472472	NCEH1	DONE	NOMINAL_P_ONLY	False
hsa05206	MicroRNAs in cancer	all_tested	lower_in_LYPLA1_high	11058	276	125	4	1.2820869565217392	0.3800623996896219	PDGFA;PRKCG;SLC45A3;THBS1	DONE	NOMINAL_P_ONLY	False
hsa04072	Phospholipase D signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	89	3	1.350512945774304	0.3839677168585375	PDGFA;PLPP1;SHC2	DONE	NOMINAL_P_ONLY	False
hsa04919	Thyroid hormone signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	89	3	1.350512945774304	0.3839677168585375	MED16;PLCD1;PRKCG	DONE	NOMINAL_P_ONLY	False
hsa03082	ATP-dependent chromatin remodeling	all_tested	higher_in_LYPLA1_high	11058	158	93	2	1.5051041241322989	0.38465094727228055	RUVBL1;UCHL5	DONE	NOMINAL_P_ONLY	False
hsa05168	Herpes simplex virus 1 infection	all_tested	lower_in_LYPLA1_high	11058	276	126	4	1.271911663216011	0.3857423343881948	CD74;IKBKE;TAPBPL;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa05171	Coronavirus disease	all_tested	higher_in_LYPLA1_high	11058	158	157	3	1.3373377408691445	0.3897654716250327	MMP1;MYD88;PLCG2	DONE	NOMINAL_P_ONLY	False
hsa04068	FoxO signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	95	2	1.4734177215189874	0.3947858519194438	CCNB2;SKP2	DONE	NOMINAL_P_ONLY	False
hsa04934	Cushing syndrome	all_tested	higher_in_LYPLA1_high	11058	158	95	2	1.4734177215189874	0.3947858519194438	E2F1;NCEH1	DONE	NOMINAL_P_ONLY	False
hsa00513	Various types of N-glycan biosynthesis	all_tested	higher_in_LYPLA1_high	11058	158	35	1	1.999638336347197	0.39618000637317746	B4GALT2	DONE	NOMINAL_P_ONLY	False
hsa00410	beta-Alanine metabolism	all_tested	lower_in_LYPLA1_high	11058	276	20	1	2.003260869565217	0.3970745815496418	ACADS	DONE	NOMINAL_P_ONLY	False
hsa04022	cGMP-PKG signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	91	3	1.320831342570473	0.39751492118484794	CREB3L1;ITPR2;PRKG1	DONE	NOMINAL_P_ONLY	False
hsa05162	Measles	all_tested	lower_in_LYPLA1_high	11058	276	91	3	1.320831342570473	0.39751492118484794	BBC3;HSPA1A;IKBKE	DONE	NOMINAL_P_ONLY	False
hsa05167	Kaposi sarcoma-associated herpesvirus infection	all_tested	lower_in_LYPLA1_high	11058	276	129	4	1.2423323222109874	0.40274037248404465	IKBKE;ITPR2;MAP1LC3A;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa05418	Fluid shear stress and atherosclerosis	all_tested	lower_in_LYPLA1_high	11058	276	92	3	1.3064744801512287	0.4042591080374268	DUSP1;EDN1;PDGFA	DONE	NOMINAL_P_ONLY	False
hsa04640	Hematopoietic cell lineage	all_tested	higher_in_LYPLA1_high	11058	158	36	1	1.9440928270042195	0.4048349604685269	KITLG	DONE	NOMINAL_P_ONLY	False
hsa04613	Neutrophil extracellular trap formation	all_tested	higher_in_LYPLA1_high	11058	158	98	2	1.428313097390855	0.4098450352198762	HIST2H2BE;PLCG2	DONE	NOMINAL_P_ONLY	False
hsa03082	ATP-dependent chromatin remodeling	all_tested	lower_in_LYPLA1_high	11058	276	93	3	1.2924263674614305	0.4109815372442139	HIST1H2AM;ING3;MBD3	DONE	NOMINAL_P_ONLY	False
hsa00512	Mucin type O-glycan biosynthesis	all_tested	lower_in_LYPLA1_high	11058	276	21	1	1.9078674948240166	0.4121504481461536	ST6GALNAC1	DONE	NOMINAL_P_ONLY	False
hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	all_tested	lower_in_LYPLA1_high	11058	276	21	1	1.9078674948240166	0.4121504481461536	B3GALT4	DONE	NOMINAL_P_ONLY	False
hsa01523	Antifolate resistance	all_tested	lower_in_LYPLA1_high	11058	276	21	1	1.9078674948240166	0.4121504481461536	ABCC5	DONE	NOMINAL_P_ONLY	False
hsa05223	Non-small cell lung cancer	all_tested	lower_in_LYPLA1_high	11058	276	57	2	1.4057971014492754	0.4181575398616167	FHIT;PRKCG	DONE	NOMINAL_P_ONLY	False
hsa00860	Porphyrin metabolism	all_tested	lower_in_LYPLA1_high	11058	276	22	1	1.8211462450592886	0.42685068157114797	PPOX	DONE	NOMINAL_P_ONLY	False
hsa04610	Complement and coagulation cascades	all_tested	lower_in_LYPLA1_high	11058	276	22	1	1.8211462450592886	0.42685068157114797	PROC	DONE	NOMINAL_P_ONLY	False
hsa04924	Renin secretion	all_tested	higher_in_LYPLA1_high	11058	158	39	1	1.7945472249269718	0.43006707900825264	REN	DONE	NOMINAL_P_ONLY	False
hsa04020	Calcium signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	104	2	1.3459104186952289	0.43940267327596044	PLCG2;TNNC1	DONE	NOMINAL_P_ONLY	False
hsa04062	Chemokine signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	104	2	1.3459104186952289	0.43940267327596044	PLCG2;PPBP	DONE	NOMINAL_P_ONLY	False
hsa04390	Hippo signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	104	2	1.3459104186952289	0.43940267327596044	SAV1;WWTR1	DONE	NOMINAL_P_ONLY	False
hsa00030	Pentose phosphate pathway	all_tested	lower_in_LYPLA1_high	11058	276	23	1	1.7419659735349717	0.4411846079834681	ALDOB	DONE	NOMINAL_P_ONLY	False
hsa00630	Glyoxylate and dicarboxylate metabolism	all_tested	lower_in_LYPLA1_high	11058	276	23	1	1.7419659735349717	0.4411846079834681	HYI	DONE	NOMINAL_P_ONLY	False
hsa00760	Nicotinate and nicotinamide metabolism	all_tested	lower_in_LYPLA1_high	11058	276	23	1	1.7419659735349717	0.4411846079834681	SIRT2	DONE	NOMINAL_P_ONLY	False
hsa05205	Proteoglycans in cancer	all_tested	lower_in_LYPLA1_high	11058	276	136	4	1.1783887468030692	0.4420252720009363	COL1A2;ITPR2;PRKCG;THBS1	DONE	NOMINAL_P_ONLY	False
hsa05146	Amoebiasis	all_tested	lower_in_LYPLA1_high	11058	276	60	2	1.3355072463768116	0.443898113133248	COL1A2;PRKCG	DONE	NOMINAL_P_ONLY	False
hsa00280	Valine, leucine and isoleucine degradation	all_tested	higher_in_LYPLA1_high	11058	158	41	1	1.7070083359061439	0.44629501731353083	EHHADH	DONE	NOMINAL_P_ONLY	False
hsa00240	Pyrimidine metabolism	all_tested	higher_in_LYPLA1_high	11058	158	42	1	1.666365280289331	0.45423596196856036	TYMS	DONE	NOMINAL_P_ONLY	False
hsa04911	Insulin secretion	all_tested	higher_in_LYPLA1_high	11058	158	42	1	1.666365280289331	0.45423596196856036	SLC2A1	DONE	NOMINAL_P_ONLY	False
hsa05134	Legionellosis	all_tested	higher_in_LYPLA1_high	11058	158	42	1	1.666365280289331	0.45423596196856036	MYD88	DONE	NOMINAL_P_ONLY	False
hsa04148	Efferocytosis	all_tested	lower_in_LYPLA1_high	11058	276	100	3	1.2019565217391304	0.4573057851428126	ABCA1;DOCK1;THBS1	DONE	NOMINAL_P_ONLY	False
hsa04650	Natural killer cell mediated cytotoxicity	all_tested	lower_in_LYPLA1_high	11058	276	62	2	1.2924263674614305	0.4607049504416341	PRKCG;SHC2	DONE	NOMINAL_P_ONLY	False
hsa04974	Protein digestion and absorption	all_tested	higher_in_LYPLA1_high	11058	158	43	1	1.6276125993523698	0.46206373230343395	DPP4	DONE	NOMINAL_P_ONLY	False
hsa04012	ErbB signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	63	2	1.271911663216011	0.46899706223045706	PRKCG;SHC2	DONE	NOMINAL_P_ONLY	False
hsa04140	Autophagy - animal	all_tested	lower_in_LYPLA1_high	11058	276	141	4	1.1366019118100523	0.46961954093058106	DAPK2;DAPK3;MAP1LC3A;PRAP1	DONE	NOMINAL_P_ONLY	False
hsa00010	Glycolysis / Gluconeogenesis	all_tested	higher_in_LYPLA1_high	11058	158	44	1	1.5906214039125433	0.46977993115010275	HK2	DONE	NOMINAL_P_ONLY	False
hsa04260	Cardiac muscle contraction	all_tested	higher_in_LYPLA1_high	11058	158	44	1	1.5906214039125433	0.46977993115010275	TNNC1	DONE	NOMINAL_P_ONLY	False
hsa04664	Fc epsilon RI signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	44	1	1.5906214039125433	0.46977993115010275	PLCG2	DONE	NOMINAL_P_ONLY	False
hsa05017	Spinocerebellar ataxia	all_tested	lower_in_LYPLA1_high	11058	276	102	3	1.1783887468030692	0.47026569780462996	ITPR2;PRKCG;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa05218	Melanoma	all_tested	higher_in_LYPLA1_high	11058	158	45	1	1.5552742616033755	0.4773861387838673	E2F1	DONE	NOMINAL_P_ONLY	False
hsa00051	Fructose and mannose metabolism	all_tested	lower_in_LYPLA1_high	11058	276	26	1	1.5409698996655519	0.4820783798559621	ALDOB	DONE	NOMINAL_P_ONLY	False
hsa00640	Propanoate metabolism	all_tested	lower_in_LYPLA1_high	11058	276	26	1	1.5409698996655519	0.4820783798559621	ACADS	DONE	NOMINAL_P_ONLY	False
hsa04215	Apoptosis - multiple species	all_tested	lower_in_LYPLA1_high	11058	276	26	1	1.5409698996655519	0.4820783798559621	BBC3	DONE	NOMINAL_P_ONLY	False
hsa05160	Hepatitis C	all_tested	higher_in_LYPLA1_high	11058	158	113	2	1.2387140136664052	0.4821843301279531	CLDN2;E2F1	DONE	NOMINAL_P_ONLY	False
hsa05225	Hepatocellular carcinoma	all_tested	higher_in_LYPLA1_high	11058	158	113	2	1.2387140136664052	0.4821843301279531	E2F1;PLCG2	DONE	NOMINAL_P_ONLY	False
hsa04062	Chemokine signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	104	3	1.1557274247491638	0.4830856352206411	CCL26;CXCL14;SHC2	DONE	NOMINAL_P_ONLY	False
hsa00510	N-Glycan biosynthesis	all_tested	higher_in_LYPLA1_high	11058	158	46	1	1.5214639515685195	0.4848839132387978	B4GALT2	DONE	NOMINAL_P_ONLY	False
hsa04750	Inflammatory mediator regulation of TRP channels	all_tested	higher_in_LYPLA1_high	11058	158	46	1	1.5214639515685195	0.4848839132387978	PLCG2	DONE	NOMINAL_P_ONLY	False
hsa05323	Rheumatoid arthritis	all_tested	higher_in_LYPLA1_high	11058	158	46	1	1.5214639515685195	0.4848839132387978	MMP1	DONE	NOMINAL_P_ONLY	False
hsa05170	Human immunodeficiency virus 1 infection	all_tested	lower_in_LYPLA1_high	11058	276	144	4	1.1129227053140096	0.4859381917447038	ITPR2;PRKCG;TAPBPL;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa04150	mTOR signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	115	2	1.2171711612548157	0.4914189401838231	RRAGC;SKP2	DONE	NOMINAL_P_ONLY	False
hsa03250	Viral life cycle - HIV-1	all_tested	higher_in_LYPLA1_high	11058	158	47	1	1.4890923781308916	0.4922747906187712	SAMHD1	DONE	NOMINAL_P_ONLY	False
hsa04330	Notch signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	47	1	1.4890923781308916	0.4922747906187712	HES5	DONE	NOMINAL_P_ONLY	False
hsa04920	Adipocytokine signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	47	1	1.4890923781308916	0.4922747906187712	SLC2A1	DONE	NOMINAL_P_ONLY	False
hsa05410	Hypertrophic cardiomyopathy	all_tested	higher_in_LYPLA1_high	11058	158	47	1	1.4890923781308916	0.4922747906187712	TNNC1	DONE	NOMINAL_P_ONLY	False
hsa00565	Ether lipid metabolism	all_tested	lower_in_LYPLA1_high	11058	276	27	1	1.4838969404186795	0.4950358098015522	PLPP1	DONE	NOMINAL_P_ONLY	False
hsa04024	cAMP signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	106	3	1.1339212469237079	0.49575724041510805	CREB3L1;EDN1;EDN3	DONE	NOMINAL_P_ONLY	False
hsa05164	Influenza A	all_tested	higher_in_LYPLA1_high	11058	158	116	2	1.206678306416412	0.49599761494297984	IL33;MYD88	DONE	NOMINAL_P_ONLY	False
hsa05165	Human papillomavirus infection	all_tested	lower_in_LYPLA1_high	11058	276	226	6	1.0636783378222394	0.49750469599620856	COL1A2;CREB3L1;IKBKE;IRF1;MAML3;THBS1	DONE	NOMINAL_P_ONLY	False
hsa04726	Serotonergic synapse	all_tested	higher_in_LYPLA1_high	11058	158	48	1	1.4580696202531647	0.49956028540418934	PTGS2	DONE	NOMINAL_P_ONLY	False
hsa05414	Dilated cardiomyopathy	all_tested	higher_in_LYPLA1_high	11058	158	48	1	1.4580696202531647	0.49956028540418934	TNNC1	DONE	NOMINAL_P_ONLY	False
hsa04914	Progesterone-mediated oocyte maturation	all_tested	lower_in_LYPLA1_high	11058	276	67	2	1.1959766385463984	0.5013900686282937	ANAPC2;MAD1L1	DONE	NOMINAL_P_ONLY	False
hsa05131	Shigellosis	all_tested	lower_in_LYPLA1_high	11058	276	188	5	1.0655642923219242	0.5066694948640025	DOCK1;ITPR2;MAP1LC3A;PLCD1;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa05221	Acute myeloid leukemia	all_tested	higher_in_LYPLA1_high	11058	158	49	1	1.428313097390855	0.5067418907544288	PIM1	DONE	NOMINAL_P_ONLY	False
hsa04922	Glucagon signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	68	2	1.1783887468030692	0.5092884568317384	CREB3L1;ITPR2	DONE	NOMINAL_P_ONLY	False
hsa04621	NOD-like receptor signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	119	2	1.176257844910116	0.5095766851904487	MYD88;NEK7	DONE	NOMINAL_P_ONLY	False
hsa04662	B cell receptor signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	50	1	1.399746835443038	0.5138210788060953	PLCG2	DONE	NOMINAL_P_ONLY	False
hsa04210	Apoptosis	all_tested	lower_in_LYPLA1_high	11058	276	109	3	1.1027124052652573	0.5144699436687865	BBC3;ITPR2;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa04081	Hormone signaling	all_tested	lower_in_LYPLA1_high	11058	276	69	2	1.1613106490233145	0.5171048716229212	GUCA2B;PRKG1	DONE	NOMINAL_P_ONLY	False
hsa04710	Circadian rhythm	all_tested	lower_in_LYPLA1_high	11058	276	29	1	1.381559220389805	0.5199896178642549	NFIL3	DONE	NOMINAL_P_ONLY	False
hsa05030	Cocaine addiction	all_tested	lower_in_LYPLA1_high	11058	276	29	1	1.381559220389805	0.5199896178642549	CREB3L1	DONE	NOMINAL_P_ONLY	False
hsa05161	Hepatitis B	all_tested	higher_in_LYPLA1_high	11058	158	122	2	1.1473334716746213	0.5229165756441057	E2F1;MYD88	DONE	NOMINAL_P_ONLY	False
hsa04670	Leukocyte transendothelial migration	all_tested	lower_in_LYPLA1_high	11058	276	70	2	1.14472049689441	0.5248384729108927	PRKCG;SIPA1	DONE	NOMINAL_P_ONLY	False
hsa00310	Lysine degradation	all_tested	higher_in_LYPLA1_high	11058	158	52	1	1.3459104186952289	0.5276779882068104	EHHADH	DONE	NOMINAL_P_ONLY	False
hsa05120	Epithelial cell signaling in Helicobacter pylori infection	all_tested	higher_in_LYPLA1_high	11058	158	52	1	1.3459104186952289	0.5276779882068104	PLCG2	DONE	NOMINAL_P_ONLY	False
hsa04923	Regulation of lipolysis in adipocytes	all_tested	lower_in_LYPLA1_high	11058	276	30	1	1.3355072463768116	0.5320018461233417	PRKG1	DONE	NOMINAL_P_ONLY	False
hsa05169	Epstein-Barr virus infection	all_tested	lower_in_LYPLA1_high	11058	276	153	4	1.0474566638249503	0.5336008155387709	ENTPD8;IKBKE;TAPBPL;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa01524	Platinum drug resistance	all_tested	higher_in_LYPLA1_high	11058	158	53	1	1.320515882493432	0.5344585513417663	MAP3K5	DONE	NOMINAL_P_ONLY	False
hsa05207	Chemical carcinogenesis - receptor activation	all_tested	lower_in_LYPLA1_high	11058	276	113	3	1.0636783378222394	0.538835054901011	CREB3L1;IKBKE;PRKCG	DONE	NOMINAL_P_ONLY	False
hsa04216	Ferroptosis	all_tested	lower_in_LYPLA1_high	11058	276	31	1	1.2924263674614305	0.5437145311496342	MAP1LC3A	DONE	NOMINAL_P_ONLY	False
hsa04350	TGF-beta signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	73	2	1.097677188802859	0.5475353585010672	FMOD;THBS1	DONE	NOMINAL_P_ONLY	False
hsa00071	Fatty acid degradation	all_tested	lower_in_LYPLA1_high	11058	276	32	1	1.252038043478261	0.5551351160233718	ACADS	DONE	NOMINAL_P_ONLY	False
