pathway_id	pathway	background	direction	background_genes	selected_genes	pathway_tested_genes	overlap	fold_enrichment	p_value	overlap_genes	status	reason	selected
hsa04620	Toll-like receptor signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	60	1	1.1664556962025316	0.5792894233848798	MYD88	DONE	NOMINAL_P_ONLY	False
hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	all_tested	higher_in_LYPLA1_high	11058	158	60	1	1.1664556962025316	0.5792894233848798	MYD88	DONE	NOMINAL_P_ONLY	False
hsa04723	Retrograde endocannabinoid signaling	all_tested	lower_in_LYPLA1_high	11058	276	78	2	1.0273132664437012	0.5836539071643236	ITPR2;PRKCG	DONE	NOMINAL_P_ONLY	False
hsa04727	GABAergic synapse	all_tested	lower_in_LYPLA1_high	11058	276	35	1	1.14472049689441	0.5877159633775924	PRKCG	DONE	NOMINAL_P_ONLY	False
hsa05032	Morphine addiction	all_tested	lower_in_LYPLA1_high	11058	276	35	1	1.14472049689441	0.5877159633775924	PRKCG	DONE	NOMINAL_P_ONLY	False
hsa04650	Natural killer cell mediated cytotoxicity	all_tested	higher_in_LYPLA1_high	11058	158	62	1	1.1288280930992243	0.5912912003257486	PLCG2	DONE	NOMINAL_P_ONLY	False
hsa05142	Chagas disease	all_tested	higher_in_LYPLA1_high	11058	158	62	1	1.1288280930992243	0.5912912003257486	MYD88	DONE	NOMINAL_P_ONLY	False
hsa04012	ErbB signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	63	1	1.110910186859554	0.5971638804229232	PLCG2	DONE	NOMINAL_P_ONLY	False
hsa04146	Peroxisome	all_tested	higher_in_LYPLA1_high	11058	158	63	1	1.110910186859554	0.5971638804229232	EHHADH	DONE	NOMINAL_P_ONLY	False
hsa04640	Hematopoietic cell lineage	all_tested	lower_in_LYPLA1_high	11058	276	36	1	1.1129227053140096	0.5980389602121918	ANPEP	DONE	NOMINAL_P_ONLY	False
hsa05212	Pancreatic cancer	all_tested	higher_in_LYPLA1_high	11058	158	64	1	1.0935522151898733	0.6029527032417658	E2F1	DONE	NOMINAL_P_ONLY	False
hsa04380	Osteoclast differentiation	all_tested	lower_in_LYPLA1_high	11058	276	81	2	0.9892646269457863	0.6042870287781409	ITPR2;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa00480	Glutathione metabolism	all_tested	lower_in_LYPLA1_high	11058	276	37	1	1.0828437132784958	0.608104397245528	ANPEP	DONE	NOMINAL_P_ONLY	False
hsa05220	Chronic myeloid leukemia	all_tested	higher_in_LYPLA1_high	11058	158	66	1	1.0604142692750287	0.6142835198578784	E2F1	DONE	NOMINAL_P_ONLY	False
hsa00620	Pyruvate metabolism	all_tested	lower_in_LYPLA1_high	11058	276	38	1	1.0543478260869565	0.617918677833518	HAGH	DONE	NOMINAL_P_ONLY	False
hsa00564	Glycerophospholipid metabolism	all_tested	higher_in_LYPLA1_high	11058	158	67	1	1.0445871906291329	0.6198278433533716	SGMS2	DONE	NOMINAL_P_ONLY	False
hsa05166	Human T-cell leukemia virus 1 infection	all_tested	lower_in_LYPLA1_high	11058	276	171	4	0.9371980676328503	0.6217642684279132	ANAPC2;CREB3L1;EGR2;MAD1L1	DONE	NOMINAL_P_ONLY	False
hsa04922	Glucagon signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	68	1	1.0292256142963514	0.6252929694338162	SLC2A1	DONE	NOMINAL_P_ONLY	False
hsa00600	Sphingolipid metabolism	all_tested	lower_in_LYPLA1_high	11058	276	39	1	1.0273132664437012	0.6274880467008457	PLPP1	DONE	NOMINAL_P_ONLY	False
hsa04721	Synaptic vesicle cycle	all_tested	lower_in_LYPLA1_high	11058	276	39	1	1.0273132664437012	0.6274880467008457	CLTA	DONE	NOMINAL_P_ONLY	False
hsa05415	Diabetic cardiomyopathy	all_tested	higher_in_LYPLA1_high	11058	158	148	2	0.9457748888128635	0.6280933926524619	REN;SLC2A1	DONE	NOMINAL_P_ONLY	False
hsa05165	Human papillomavirus infection	all_tested	higher_in_LYPLA1_high	11058	158	226	3	0.929035510249804	0.6305810264583745	E2F1;HES5;PTGS2	DONE	NOMINAL_P_ONLY	False
hsa04071	Sphingolipid signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	85	2	0.9427109974424552	0.6305844488536527	PRKCG;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa01522	Endocrine resistance	all_tested	higher_in_LYPLA1_high	11058	158	70	1	0.9998191681735985	0.6359901102342216	E2F1	DONE	NOMINAL_P_ONLY	False
hsa03008	Ribosome biogenesis in eukaryotes	all_tested	higher_in_LYPLA1_high	11058	158	71	1	0.9857372080584774	0.6412243259771218	UTP4	DONE	NOMINAL_P_ONLY	False
hsa04137	Mitophagy - animal	all_tested	lower_in_LYPLA1_high	11058	276	87	2	0.92103948025987	0.6432156964822293	MAP1LC3A;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa04611	Platelet activation	all_tested	higher_in_LYPLA1_high	11058	158	72	1	0.9720464135021097	0.6463837467922318	PLCG2	DONE	NOMINAL_P_ONLY	False
hsa04014	Ras signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	133	3	0.9037267080745341	0.6493946542210687	PDGFA;PRKCG;SHC2	DONE	NOMINAL_P_ONLY	False
hsa04141	Protein processing in endoplasmic reticulum	all_tested	higher_in_LYPLA1_high	11058	158	154	2	0.9089265165214532	0.649670752134663	ERO1A;MAP3K5	DONE	NOMINAL_P_ONLY	False
hsa05163	Human cytomegalovirus infection	all_tested	higher_in_LYPLA1_high	11058	158	154	2	0.9089265165214532	0.649670752134663	E2F1;PTGS2	DONE	NOMINAL_P_ONLY	False
hsa04350	TGF-beta signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	73	1	0.9587307092075602	0.6514694347593565	EMP3	DONE	NOMINAL_P_ONLY	False
hsa00240	Pyrimidine metabolism	all_tested	lower_in_LYPLA1_high	11058	276	42	1	0.9539337474120083	0.6547868323162486	ENTPD8	DONE	NOMINAL_P_ONLY	False
hsa05134	Legionellosis	all_tested	lower_in_LYPLA1_high	11058	276	42	1	0.9539337474120083	0.6547868323162486	HSPA1A	DONE	NOMINAL_P_ONLY	False
hsa05203	Viral carcinogenesis	all_tested	higher_in_LYPLA1_high	11058	158	157	2	0.8915584939127631	0.660084264406489	HIST2H2BE;SKP2	DONE	NOMINAL_P_ONLY	False
hsa05145	Toxoplasmosis	all_tested	higher_in_LYPLA1_high	11058	158	75	1	0.9331645569620253	0.6614237857484497	MYD88	DONE	NOMINAL_P_ONLY	False
hsa00561	Glycerolipid metabolism	all_tested	lower_in_LYPLA1_high	11058	276	43	1	0.9317492416582407	0.6634359639684559	PLPP1	DONE	NOMINAL_P_ONLY	False
hsa05133	Pertussis	all_tested	lower_in_LYPLA1_high	11058	276	43	1	0.9317492416582407	0.6634359639684559	IRF1	DONE	NOMINAL_P_ONLY	False
hsa05215	Prostate cancer	all_tested	higher_in_LYPLA1_high	11058	158	77	1	0.9089265165214532	0.6710955796222804	E2F1	DONE	NOMINAL_P_ONLY	False
hsa00010	Glycolysis / Gluconeogenesis	all_tested	lower_in_LYPLA1_high	11058	276	44	1	0.9105731225296443	0.6718691617845889	ALDOB	DONE	NOMINAL_P_ONLY	False
hsa04723	Retrograde endocannabinoid signaling	all_tested	higher_in_LYPLA1_high	11058	158	78	1	0.8972736124634859	0.6758280173255573	PTGS2	DONE	NOMINAL_P_ONLY	False
hsa05218	Melanoma	all_tested	lower_in_LYPLA1_high	11058	276	45	1	0.8903381642512077	0.6800917976432643	PDGFA	DONE	NOMINAL_P_ONLY	False
hsa04935	Growth hormone synthesis, secretion and action	all_tested	higher_in_LYPLA1_high	11058	158	79	1	0.8859157186348342	0.6804927872037503	PLCG2	DONE	NOMINAL_P_ONLY	False
hsa00510	N-Glycan biosynthesis	all_tested	lower_in_LYPLA1_high	11058	276	46	1	0.8709829867674859	0.6881091102602133	DHRSX	DONE	NOMINAL_P_ONLY	False
hsa04213	Longevity regulating pathway - multiple species	all_tested	lower_in_LYPLA1_high	11058	276	46	1	0.8709829867674859	0.6881091102602133	HSPA1A	DONE	NOMINAL_P_ONLY	False
hsa04261	Adrenergic signaling in cardiomyocytes	all_tested	higher_in_LYPLA1_high	11058	158	81	1	0.8640412564463197	0.6896231558629343	TNNC1	DONE	NOMINAL_P_ONLY	False
hsa04380	Osteoclast differentiation	all_tested	higher_in_LYPLA1_high	11058	158	81	1	0.8640412564463197	0.6896231558629343	PLCG2	DONE	NOMINAL_P_ONLY	False
hsa04934	Cushing syndrome	all_tested	lower_in_LYPLA1_high	11058	276	95	2	0.8434782608695652	0.6903510685550743	CREB3L1;ITPR2	DONE	NOMINAL_P_ONLY	False
hsa04156	Integrated stress response (ISR) signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	47	1	0.8524514338575393	0.6959262084774477	BBC3	DONE	NOMINAL_P_ONLY	False
hsa04920	Adipocytokine signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	47	1	0.8524514338575393	0.6959262084774477	TRAF2	DONE	NOMINAL_P_ONLY	False
hsa04926	Relaxin signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	83	1	0.8432209852066493	0.6984942157420359	MMP1	DONE	NOMINAL_P_ONLY	False
hsa04931	Insulin resistance	all_tested	higher_in_LYPLA1_high	11058	158	83	1	0.8432209852066493	0.6984942157420359	SLC2A1	DONE	NOMINAL_P_ONLY	False
hsa05132	Salmonella infection	all_tested	lower_in_LYPLA1_high	11058	276	191	4	0.8390621443205099	0.7065490166277307	DYNC2LI1;KLC1;RILP;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa05020	Prion disease	all_tested	lower_in_LYPLA1_high	11058	276	192	4	0.8346920289855072	0.7104035564643782	CREB3L1;HSPA1A;ITPR2;KLC1	DONE	NOMINAL_P_ONLY	False
hsa04550	Signaling pathways regulating pluripotency of stem cells	all_tested	higher_in_LYPLA1_high	11058	158	87	1	0.804452204277608	0.7154874797376811	LIF	DONE	NOMINAL_P_ONLY	False
hsa05200	Pathways in cancer	all_tested	lower_in_LYPLA1_high	11058	276	330	7	0.8498682476943347	0.7217876397030418	BBC3;DAPK2;DAPK3;EDN1;PDGFA;PRKCG;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa04921	Oxytocin signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	89	1	0.7863746266533921	0.7236237116397042	PTGS2	DONE	NOMINAL_P_ONLY	False
hsa05162	Measles	all_tested	higher_in_LYPLA1_high	11058	158	91	1	0.769091667825845	0.7315287016182872	MYD88	DONE	NOMINAL_P_ONLY	False
hsa04658	Th1 and Th2 cell differentiation	all_tested	lower_in_LYPLA1_high	11058	276	52	1	0.7704849498327759	0.732178599549087	MAML3	DONE	NOMINAL_P_ONLY	False
hsa05418	Fluid shear stress and atherosclerosis	all_tested	higher_in_LYPLA1_high	11058	158	92	1	0.7607319757842598	0.7353965292050755	MAP3K5	DONE	NOMINAL_P_ONLY	False
hsa04390	Hippo signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	104	2	0.7704849498327759	0.7371400413359437	BBC3;NKD1	DONE	NOMINAL_P_ONLY	False
hsa05135	Yersinia infection	all_tested	lower_in_LYPLA1_high	11058	276	104	2	0.7704849498327759	0.7371400413359437	DOCK1;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa01524	Platinum drug resistance	all_tested	lower_in_LYPLA1_high	11058	276	53	1	0.7559474979491386	0.7388948185682087	BBC3	DONE	NOMINAL_P_ONLY	False
hsa04151	PI3K-Akt signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	200	4	0.801304347826087	0.7399175918997671	COL1A2;CREB3L1;PDGFA;THBS1	DONE	NOMINAL_P_ONLY	False
hsa04217	Necroptosis	all_tested	lower_in_LYPLA1_high	11058	276	105	2	0.7631469979296066	0.7419497416667382	HIST1H2AM;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa03013	Nucleocytoplasmic transport	all_tested	higher_in_LYPLA1_high	11058	158	95	1	0.7367088607594937	0.7466708985064113	NDC1	DONE	NOMINAL_P_ONLY	False
hsa05226	Gastric cancer	all_tested	higher_in_LYPLA1_high	11058	158	95	1	0.7367088607594937	0.7466708985064113	E2F1	DONE	NOMINAL_P_ONLY	False
hsa05171	Coronavirus disease	all_tested	lower_in_LYPLA1_high	11058	276	157	3	0.7655774023816118	0.7554966988147436	IKBKE;PRKCG;RPS17	DONE	NOMINAL_P_ONLY	False
hsa05152	Tuberculosis	all_tested	higher_in_LYPLA1_high	11058	158	98	1	0.7141565486954276	0.7574677945554963	MYD88	DONE	NOMINAL_P_ONLY	False
hsa05132	Salmonella infection	all_tested	higher_in_LYPLA1_high	11058	158	191	2	0.7328517463052555	0.7614449037359932	FBXO22;MYD88	DONE	NOMINAL_P_ONLY	False
hsa04623	Cytosolic DNA-sensing pathway	all_tested	lower_in_LYPLA1_high	11058	276	57	1	0.7028985507246377	0.7641226764137768	IKBKE	DONE	NOMINAL_P_ONLY	False
hsa05017	Spinocerebellar ataxia	all_tested	higher_in_LYPLA1_high	11058	158	102	1	0.686150409530901	0.7711555349303119	MAP3K5	DONE	NOMINAL_P_ONLY	False
hsa04912	GnRH signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	59	1	0.6790714812085483	0.775810407446124	ITPR2	DONE	NOMINAL_P_ONLY	False
hsa04910	Insulin signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	104	1	0.6729552093476144	0.777708717299958	HK2	DONE	NOMINAL_P_ONLY	False
hsa05135	Yersinia infection	all_tested	higher_in_LYPLA1_high	11058	158	104	1	0.6729552093476144	0.777708717299958	MYD88	DONE	NOMINAL_P_ONLY	False
hsa05160	Hepatitis C	all_tested	lower_in_LYPLA1_high	11058	276	113	2	0.7091188918814929	0.7777826375775502	IKBKE;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa05225	Hepatocellular carcinoma	all_tested	lower_in_LYPLA1_high	11058	276	113	2	0.7091188918814929	0.7777826375775502	PRKCG;SHC2	DONE	NOMINAL_P_ONLY	False
hsa04217	Necroptosis	all_tested	higher_in_LYPLA1_high	11058	158	105	1	0.6665461121157323	0.7809150366962156	IL33	DONE	NOMINAL_P_ONLY	False
hsa04620	Toll-like receptor signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	60	1	0.6677536231884058	0.7814360395531218	IKBKE	DONE	NOMINAL_P_ONLY	False
hsa05034	Alcoholism	all_tested	higher_in_LYPLA1_high	11058	158	106	1	0.660257941246716	0.7840753967986532	HIST2H2BE	DONE	NOMINAL_P_ONLY	False
hsa05164	Influenza A	all_tested	lower_in_LYPLA1_high	11058	276	116	2	0.6907796101949025	0.79005896042887	IKBKE;PRSS2	DONE	NOMINAL_P_ONLY	False
hsa04210	Apoptosis	all_tested	higher_in_LYPLA1_high	11058	158	109	1	0.6420857043316688	0.7932872215741367	MAP3K5	DONE	NOMINAL_P_ONLY	False
hsa04820	Cytoskeleton in muscle cells	all_tested	higher_in_LYPLA1_high	11058	158	110	1	0.6362485615650173	0.7962701989228705	TNNC1	DONE	NOMINAL_P_ONLY	False
hsa05207	Chemical carcinogenesis - receptor activation	all_tested	higher_in_LYPLA1_high	11058	158	113	1	0.6193570068332026	0.8049648960764041	E2F1	DONE	NOMINAL_P_ONLY	False
hsa04310	Wnt signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	114	1	0.6139240506329114	0.8077803868411303	RUVBL1	DONE	NOMINAL_P_ONLY	False
hsa05202	Transcriptional misregulation in cancer	all_tested	lower_in_LYPLA1_high	11058	276	121	2	0.6622349982033776	0.8091971429394279	PDGFA;SLC45A3	DONE	NOMINAL_P_ONLY	False
hsa05220	Chronic myeloid leukemia	all_tested	lower_in_LYPLA1_high	11058	276	66	1	0.6070487483530962	0.8123555065174681	SHC2	DONE	NOMINAL_P_ONLY	False
hsa04360	Axon guidance	all_tested	higher_in_LYPLA1_high	11058	158	116	1	0.603339153208206	0.8132907730965563	PLCG2	DONE	NOMINAL_P_ONLY	False
hsa00564	Glycerophospholipid metabolism	all_tested	lower_in_LYPLA1_high	11058	276	67	1	0.5979883192731992	0.8170671040612435	PLPP1	DONE	NOMINAL_P_ONLY	False
hsa03018	RNA degradation	all_tested	lower_in_LYPLA1_high	11058	276	67	1	0.5979883192731992	0.8170671040612435	PABPC1L	DONE	NOMINAL_P_ONLY	False
hsa04211	Longevity regulating pathway	all_tested	lower_in_LYPLA1_high	11058	276	68	1	0.5891943734015346	0.8216608152139229	CREB3L1	DONE	NOMINAL_P_ONLY	False
hsa05016	Huntington disease	all_tested	higher_in_LYPLA1_high	11058	158	221	2	0.6333696087977547	0.8281785305302247	MAP3K5;RCOR1	DONE	NOMINAL_P_ONLY	False
hsa01522	Endocrine resistance	all_tested	lower_in_LYPLA1_high	11058	276	70	1	0.572360248447205	0.8305062617885126	SHC2	DONE	NOMINAL_P_ONLY	False
hsa04630	JAK-STAT signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	70	1	0.572360248447205	0.8305062617885126	PDGFA	DONE	NOMINAL_P_ONLY	False
hsa04932	Non-alcoholic fatty liver disease	all_tested	higher_in_LYPLA1_high	11058	158	125	1	0.5598987341772151	0.8362077481260547	MAP3K5	DONE	NOMINAL_P_ONLY	False
hsa05168	Herpes simplex virus 1 infection	all_tested	higher_in_LYPLA1_high	11058	158	126	1	0.555455093429777	0.8385748180790487	MYD88	DONE	NOMINAL_P_ONLY	False
hsa04064	NF-kappa B signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	72	1	0.5564613526570048	0.8389144937615116	TRAF2	DONE	NOMINAL_P_ONLY	False
hsa04120	Ubiquitin mediated proteolysis	all_tested	higher_in_LYPLA1_high	11058	158	127	1	0.5510814312767867	0.8409078933391576	SKP2	DONE	NOMINAL_P_ONLY	False
hsa05022	Pathways of neurodegeneration - multiple diseases	all_tested	higher_in_LYPLA1_high	11058	158	323	3	0.6500372300819062	0.8449843661305627	MAP3K5;PRNP;PTGS2	DONE	NOMINAL_P_ONLY	False
hsa04015	Rap1 signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	130	1	0.5383641674780916	0.8477079681568624	KITLG	DONE	NOMINAL_P_ONLY	False
hsa05145	Toxoplasmosis	all_tested	lower_in_LYPLA1_high	11058	276	75	1	0.5342028985507247	0.8507538839279245	HSPA1A	DONE	NOMINAL_P_ONLY	False
hsa05210	Colorectal cancer	all_tested	lower_in_LYPLA1_high	11058	276	75	1	0.5342028985507247	0.8507538839279245	BBC3	DONE	NOMINAL_P_ONLY	False
hsa03040	Spliceosome	all_tested	higher_in_LYPLA1_high	11058	158	133	1	0.5262206148282098	0.8542191485283963	PPIL1	DONE	NOMINAL_P_ONLY	False
hsa04142	Lysosome biogenesis	all_tested	lower_in_LYPLA1_high	11058	276	189	3	0.6359558316080055	0.8551263240660493	CLTA;GPR155;SLC2A6	DONE	NOMINAL_P_ONLY	False
hsa04510	Focal adhesion	all_tested	higher_in_LYPLA1_high	11058	158	135	1	0.5184247538677919	0.8584054837991268	ARHGAP5	DONE	NOMINAL_P_ONLY	False
hsa05205	Proteoglycans in cancer	all_tested	higher_in_LYPLA1_high	11058	158	136	1	0.5146128071481757	0.8604536329852239	PLCG2	DONE	NOMINAL_P_ONLY	False
hsa05012	Parkinson disease	all_tested	lower_in_LYPLA1_high	11058	276	192	3	0.6260190217391305	0.8623565584926471	DUSP1;ITPR2;KLC1	DONE	NOMINAL_P_ONLY	False
hsa04110	Cell cycle	all_tested	lower_in_LYPLA1_high	11058	276	140	2	0.572360248447205	0.8684924307600337	ANAPC2;MAD1L1	DONE	NOMINAL_P_ONLY	False
hsa04140	Autophagy - animal	all_tested	higher_in_LYPLA1_high	11058	158	141	1	0.4963641260436305	0.8702610793289237	RRAGC	DONE	NOMINAL_P_ONLY	False
hsa04519	Cadherin signaling	all_tested	lower_in_LYPLA1_high	11058	276	196	3	0.613243123336291	0.8715046783439347	CDH13;DES;TMC4	DONE	NOMINAL_P_ONLY	False
hsa04931	Insulin resistance	all_tested	lower_in_LYPLA1_high	11058	276	83	1	0.4827134625458355	0.8782555878858384	CREB3L1	DONE	NOMINAL_P_ONLY	False
hsa04152	AMPK signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	86	1	0.46587462082912035	0.8872122456437427	CREB3L1	DONE	NOMINAL_P_ONLY	False
hsa04810	Regulation of actin cytoskeleton	all_tested	higher_in_LYPLA1_high	11058	158	151	1	0.4634923296169	0.8878679019672644	RGCC	DONE	NOMINAL_P_ONLY	False
hsa05415	Diabetic cardiomyopathy	all_tested	lower_in_LYPLA1_high	11058	276	148	2	0.5414218566392479	0.8879900907587058	COL1A2;PRKCG	DONE	NOMINAL_P_ONLY	False
hsa04517	IgSF CAM signaling	all_tested	higher_in_LYPLA1_high	11058	158	152	1	0.46044303797468356	0.8894922598557007	PLCG2	DONE	NOMINAL_P_ONLY	False
hsa04550	Signaling pathways regulating pluripotency of stem cells	all_tested	lower_in_LYPLA1_high	11058	276	87	1	0.460519740129935	0.8900494148200393	REST	DONE	NOMINAL_P_ONLY	False
hsa04145	Phagocytosis	all_tested	higher_in_LYPLA1_high	11058	158	153	1	0.457433606353934	0.8910932339014367	MON1B	DONE	NOMINAL_P_ONLY	False
hsa04810	Regulation of actin cytoskeleton	all_tested	lower_in_LYPLA1_high	11058	276	151	2	0.5306651310106536	0.8945865913651425	DOCK1;PDGFA	DONE	NOMINAL_P_ONLY	False
hsa05014	Amyotrophic lateral sclerosis	all_tested	higher_in_LYPLA1_high	11058	158	264	2	0.5302071346375143	0.8948085709414735	MAP3K5;NDC1	DONE	NOMINAL_P_ONLY	False
hsa05224	Breast cancer	all_tested	lower_in_LYPLA1_high	11058	276	89	1	0.45017098192476795	0.8955121793130795	SHC2	DONE	NOMINAL_P_ONLY	False
hsa04517	IgSF CAM signaling	all_tested	lower_in_LYPLA1_high	11058	276	152	2	0.5271739130434783	0.8967041778273226	PMP22;PRKCG	DONE	NOMINAL_P_ONLY	False
hsa04936	Alcoholic liver disease	all_tested	lower_in_LYPLA1_high	11058	276	90	1	0.44516908212560385	0.8981412830152938	IKBKE	DONE	NOMINAL_P_ONLY	False
hsa04722	Neurotrophin signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	91	1	0.4402771141901577	0.900704467359548	SHC2	DONE	NOMINAL_P_ONLY	False
hsa04141	Protein processing in endoplasmic reticulum	all_tested	lower_in_LYPLA1_high	11058	276	154	2	0.5203274985883681	0.900821404510767	HSPA1A;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa05208	Chemical carcinogenesis - reactive oxygen species	all_tested	higher_in_LYPLA1_high	11058	158	161	1	0.43470398616243416	0.9030983678129387	MAP3K5	DONE	NOMINAL_P_ONLY	False
hsa05010	Alzheimer disease	all_tested	higher_in_LYPLA1_high	11058	158	275	2	0.5089988492520138	0.907519953020225	MAP3K5;PTGS2	DONE	NOMINAL_P_ONLY	False
hsa05022	Pathways of neurodegeneration - multiple diseases	all_tested	lower_in_LYPLA1_high	11058	276	323	5	0.6202046035805626	0.9099457528936885	ITPR2;KLC1;MAP1LC3A;PRKCG;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa05226	Gastric cancer	all_tested	lower_in_LYPLA1_high	11058	276	95	1	0.4217391304347826	0.9103303408669295	SHC2	DONE	NOMINAL_P_ONLY	False
hsa04382	Cornified envelope formation	all_tested	lower_in_LYPLA1_high	11058	276	96	1	0.4173460144927536	0.9125878274965682	S100A7	DONE	NOMINAL_P_ONLY	False
hsa05152	Tuberculosis	all_tested	lower_in_LYPLA1_high	11058	276	98	1	0.4088287488908607	0.9169343180278009	CD74	DONE	NOMINAL_P_ONLY	False
hsa04714	Thermogenesis	all_tested	higher_in_LYPLA1_high	11058	158	173	1	0.40455110850954856	0.9186841769251335	MAP3K5	DONE	NOMINAL_P_ONLY	False
hsa03010	Ribosome	all_tested	lower_in_LYPLA1_high	11058	276	164	2	0.4886002120890774	0.9192109368458181	MRPS25;RPS17	DONE	NOMINAL_P_ONLY	False
hsa04910	Insulin signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	104	1	0.38524247491638797	0.9287235228760262	SHC2	DONE	NOMINAL_P_ONLY	False
hsa04714	Thermogenesis	all_tested	lower_in_LYPLA1_high	11058	276	173	2	0.463181703945715	0.9329803242908669	CREB3L1;PRKG1	DONE	NOMINAL_P_ONLY	False
hsa04142	Lysosome biogenesis	all_tested	higher_in_LYPLA1_high	11058	158	189	1	0.3703033956198513	0.935656892732488	RRAGC	DONE	NOMINAL_P_ONLY	False
hsa05012	Parkinson disease	all_tested	higher_in_LYPLA1_high	11058	158	192	1	0.36451740506329117	0.9384225708452099	MAP3K5	DONE	NOMINAL_P_ONLY	False
hsa05020	Prion disease	all_tested	higher_in_LYPLA1_high	11058	158	192	1	0.36451740506329117	0.9384225708452099	PRNP	DONE	NOMINAL_P_ONLY	False
hsa04144	Endocytosis	all_tested	higher_in_LYPLA1_high	11058	158	199	1	0.3516951847846829	0.9444249584119796	ASAP1	DONE	NOMINAL_P_ONLY	False
hsa04151	PI3K-Akt signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	200	1	0.3499367088607595	0.9452335831997968	KITLG	DONE	NOMINAL_P_ONLY	False
hsa04150	mTOR signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	115	1	0.3483931947069943	0.9461756484776872	PRKCG	DONE	NOMINAL_P_ONLY	False
hsa04932	Non-alcoholic fatty liver disease	all_tested	lower_in_LYPLA1_high	11058	276	125	1	0.3205217391304348	0.9583138747913672	TRAF2	DONE	NOMINAL_P_ONLY	False
hsa04120	Ubiquitin mediated proteolysis	all_tested	lower_in_LYPLA1_high	11058	276	127	1	0.3154741526874358	0.9603921074528712	ANAPC2	DONE	NOMINAL_P_ONLY	False
hsa04218	Cellular senescence	all_tested	lower_in_LYPLA1_high	11058	276	127	1	0.3154741526874358	0.9603921074528712	ITPR2	DONE	NOMINAL_P_ONLY	False
hsa04144	Endocytosis	all_tested	lower_in_LYPLA1_high	11058	276	199	2	0.4026655014201442	0.9613525936938534	CLTA;HSPA1A	DONE	NOMINAL_P_ONLY	False
hsa05014	Amyotrophic lateral sclerosis	all_tested	lower_in_LYPLA1_high	11058	276	264	3	0.45528656126482214	0.9630077257461879	KLC1;MAP1LC3A;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa03040	Spliceosome	all_tested	lower_in_LYPLA1_high	11058	276	133	1	0.30124223602484473	0.9660274887553726	HSPA1A	DONE	NOMINAL_P_ONLY	False
hsa05010	Alzheimer disease	all_tested	lower_in_LYPLA1_high	11058	276	275	3	0.43707509881422923	0.9700971186248779	ITPR2;KLC1;TRAF2	DONE	NOMINAL_P_ONLY	False
hsa05130	Pathogenic Escherichia coli infection	all_tested	lower_in_LYPLA1_high	11058	276	143	1	0.2801763453937367	0.9737000408269207	TRAF2	DONE	NOMINAL_P_ONLY	False
hsa00020	Citrate cycle (TCA cycle)	all_tested	higher_in_LYPLA1_high	11058	158	26	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00020	Citrate cycle (TCA cycle)	all_tested	lower_in_LYPLA1_high	11058	276	26	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00052	Galactose metabolism	all_tested	lower_in_LYPLA1_high	11058	276	24	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00062	Fatty acid elongation	all_tested	higher_in_LYPLA1_high	11058	158	19	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00062	Fatty acid elongation	all_tested	lower_in_LYPLA1_high	11058	276	19	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
