pathway	pval	log2err	ES	NES	size	leadingEdge	pathway_id	selected	status	reason
Aldosterone-regulated sodium reabsorption	0.2782302850796	0.0343095321114226	-0.36551325379759	-1.14534051773431	23	SLC9A3R2;PRKCG;MAPK3;HSD11B2;INSR;ATP1A1;NR3C2;SCNN1A;SFN	hsa04960	FALSE	DONE	NOMINAL_P_ONLY
Nucleotide excision repair	0.283165062221179	0.0389670906894879	0.278282868087067	1.10520724753914	52	CUL4A;DDB1;GTF2H3;POLR2K;POLE3;POLR2H;ERCC8;RFC4;RPA3;CDK7;RAD23A;CUL4B;POLR2A;XPA;RFC5;PCNA;POLR2E;POLR2F;RBX1;POLR2D;POLR2C;POLE;POLR2B;UVSSA	hsa03420	FALSE	DONE	NOMINAL_P_ONLY
Glycine, serine and threonine metabolism	0.283254412397762	0.0370683414687486	0.359439113760294	1.13076348643977	20	PSAT1;PHGDH;SHMT2;ALAS1	hsa00260	FALSE	DONE	NOMINAL_P_ONLY
ATP-dependent chromatin remodeling	0.283333333333333	0.0402497346423665	0.244656753129555	1.08432503426879	93	UCHL5;ACTL6A;H2AFZ;ACTB;RUVBL1;SMARCD2;YEATS4;BAZ1A;H2AFV;MORF4L1;ARID2;MBD2;MEAF6;POLE3;HIST1H2AE;SMARCC1;HIST1H2AG;ACTR5	hsa03082	FALSE	DONE	NOMINAL_P_ONLY
Biosynthesis of unsaturated fatty acids	0.284330606973741	0.0369874447764411	0.364786974674299	1.13228938510817	19	HACD3;HSD17B12;SCD;ELOVL6;HACD1;FADS1;HSD17B4	hsa01040	FALSE	DONE	NOMINAL_P_ONLY
JAK-STAT signaling pathway	0.284893464208762	0.0392639551356622	0.257991186187911	1.09273003448794	70	PIM1;LIF;SOS1;BCL2L1;MCL1;EGFR;SOCS6;JAK2;PTPN2;PTPN11;IFNAR1;STAT5B;CCND1	hsa04630	FALSE	DONE	NOMINAL_P_ONLY
RNA polymerase	0.286258686393185	0.0377147373899938	0.319290992573006	1.11508087674055	30	CRCP;POLR1E;POLR2K;POLR1A;POLR2H;POLR3B;POLR2A;POLR3H;POLR2E;POLR2F;POLR2D;POLR2C;POLR2B;POLR1B	hsa03020	FALSE	DONE	NOMINAL_P_ONLY
Huntington disease	0.292941911305434	0.0300273375549225	-0.22423050539009	-1.06758269143512	221	SLC25A6;TUBB4B;BBC3;CLTA;PSMC3;TUBA1C;NDUFB10;COX6B1;GPX2;NDUFB7;NRF1;COX5B;TRAF2;NDUFS7;NDUFB8;CREB3L1;NDUFV1;KLC1;REST;NDUFA2;UQCRC1;NDUFA3;COX4I1;ATP5F1D;PPARG;KLC4;TUBA1A;TUBA4A;PLCB3;SIN3A;NDUFB11;NDUFA4L2;UQCR11;NDUFB1;NDUFS6;NDUFA11;NDUFC1;COX7C;NDUFA10	hsa05016	FALSE	DONE	NOMINAL_P_ONLY
Basal cell carcinoma	0.293187129246809	0.032686317971351	-0.3209523922363	-1.12104198540553	36	GADD45B;WNT11;BAK1;WNT4;GADD45A;DVL1;FZD3;CDKN1A;PTCH1;PTCH2;TCF7L1;SUFU;CTNNB1;LEF1;SHH;AXIN2;GADD45G	hsa05217	FALSE	DONE	NOMINAL_P_ONLY
Integrin signaling	0.293625399950775	0.0392078588986076	0.246360543770083	1.07924138122377	87	LIMS1;ITGAE;ACTB;ITGB1;CDC42;ITGAV;MET;EGFR;RAC1;COL6A1;LAMA4;CDH1;ITGB4;ITGA2;CCND1;PGF;LAMC1;TNC;FLNA;FERMT1;ITGA6;PDGFRA;CCND3;COL4A1;ITGA3;SPP1;GSK3B;PIK3R3;PIK3CB;THBS3;PARVA	hsa04518	FALSE	DONE	NOMINAL_P_ONLY
Starch and sucrose metabolism	0.299565217391304	0.0360950011612582	0.340396599111369	1.11406093051674	23	HK2;PGM2;UGP2;GYG1;AGL;PYGL	hsa00500	FALSE	DONE	NOMINAL_P_ONLY
Protein processing in endoplasmic reticulum	0.304562858966177	0.0297060926117293	-0.234983655677776	-1.06971441031427	154	HSPA1B;HSPA1A;SSR4;SIL1;TRAF2;UGGT1;DDIT3;MAN1B1;HSPA6;DNAJB1;EDEM2;NSFL1C;SSR2;UBXN1;ATXN3;ERP29;SELENOS;OST4;RRBP1;HERPUD1;BAK1;DNAJA1;XBP1;KRTCAP2;ATF4;BAG1;SEC23B;DNAJB2;SEC61B;OS9;UBE4B;UBXN4;RAD23B;SSR1	hsa04141	FALSE	DONE	NOMINAL_P_ONLY
Leishmaniasis	0.305988660524451	0.0315818918142659	-0.304773150533684	-1.10303759059603	42	JUN;CYBA;NFKBIA;FOS;MAPK3;STAT1;PTPN6;C3;HLA-DQB1;EEF1A1	hsa05140	FALSE	DONE	NOMINAL_P_ONLY
Aminoacyl-tRNA biosynthesis	0.306669671022983	0.0363555960049805	0.29708019451984	1.09306206134193	37	KARS;LARS;WARS;NARS2;GATC;NARS;IARS2;DARS2;EPRS;IARS;CARS2;QRSL1;YARS;CARS;HARS;DARS;RARS2	hsa00970	FALSE	DONE	NOMINAL_P_ONLY
Chagas disease	0.308212058212058	0.0310188345556625	-0.279716741676448	-1.09240942659577	62	JUN;NFKBIA;FOS;MAPK3;TNFRSF1A;AKT2;CFLAR;PLCB3;C3;SERPINE1	hsa05142	FALSE	DONE	NOMINAL_P_ONLY
Steroid biosynthesis	0.313458630373731	0.0350257838006445	0.386311790114527	1.11524239097722	15	SQLE;SC5D;MSMO1;LBR;CYP2R1;LIPA;DHCR24;FDFT1	hsa00100	FALSE	DONE	NOMINAL_P_ONLY
Arrhythmogenic right ventricular cardiomyopathy	0.314077780304753	0.0360494877805622	0.289841353995153	1.08615701394807	40	PKP2;ACTB;ITGB1;ITGAV;CACNA1C;ITGB4;DAG1;DSG2;ITGA2;CTNNA1	hsa05412	FALSE	DONE	NOMINAL_P_ONLY
Cocaine addiction	0.327551942186089	0.0306629252686305	-0.325843989798251	-1.08684786717298	29	JUN;FOSB;CREB3L1;ATF4;SLC18A1;MAOA;GRIN2B;RELA;PRKACA	hsa05030	FALSE	DONE	NOMINAL_P_ONLY
Influenza A	0.328585624378933	0.029003707427331	-0.244522898204057	-1.06416780309236	116	PRSS2;NFKBIA;TNFSF10;SLC25A6;PYCARD;MAPK3;STAT1;IKBKE;DNAJB1;MAP2K2;SOCS3;TNFRSF1A;AKT2;BAK1;DDX58;IRF3;HLA-DQB1	hsa05164	FALSE	DONE	NOMINAL_P_ONLY
Thyroid cancer	0.329456497427868	0.0347183931048166	0.307044872890076	1.08358079941452	31	TPM3;BAX;CCDC6;KRAS;CDH1;POLK;MAP2K1;TFG;CCND1	hsa05216	FALSE	DONE	NOMINAL_P_ONLY
Cobalamin transport and metabolism	0.330465681690668	0.0311467176047931	-0.382199462826344	-1.10579535397819	17	CD320;ZNF76;MTRR;MMACHC	hsa04980	FALSE	DONE	NOMINAL_P_ONLY
Neutrophil extracellular trap formation	0.335787184206123	0.0287956022589584	-0.250656518137834	-1.06384647497797	98	CYBA;SLC25A6;PRKCG;H2AFX;MAPK3;HIST1H2AM;HIST1H2BK;HIST2H2BF;MAP2K2;HIST2H2AC;HIST1H3B;HIST3H2BB;AKT2;PLCB3;HIST1H4E;C3;HIST1H3A;H2AFJ;HIST1H2AK;HIST1H3F;HIST1H2AH;GSDMD;HIST4H4;H3F3A;HIST1H4D	hsa04613	FALSE	DONE	NOMINAL_P_ONLY
Rheumatoid arthritis	0.335869757565033	0.0298123151023384	-0.292995532057413	-1.07911255683787	46	JUN;FOS;ATP6V1F;CCL20;ATP6V1E2;TCIRG1;ATP6AP1;HLA-DQB1;IL23A	hsa05323	FALSE	DONE	NOMINAL_P_ONLY
Human T-cell leukemia virus 1 infection	0.33736281215206	0.0278104263660417	-0.22843926511006	-1.05337166084657	171	JUN;ZFP36;NFKBIA;EGR2;MAD1L1;HLA-A;SLC25A6;ANAPC2;ETS2;HLA-E;FOS;EGR1;MAPK3;HLA-C;CREB3L1;MAP2K2;HLA-F;TNFRSF1A;LTBR;HLA-B;AKT2;PPP3CB;KAT5;HLA-DQB1;ANAPC11;ATF4;B2M;CDKN1A;RB1	hsa05166	FALSE	DONE	NOMINAL_P_ONLY
Dilated cardiomyopathy	0.341609195402299	0.0345397882178118	0.272223323505078	1.06616249737783	48	TPM3;ACTB;ITGB1;TNNC1;ITGAV;CACNA1C;ITGB4;DAG1	hsa05414	FALSE	DONE	NOMINAL_P_ONLY
Fatty acid elongation	0.345243219974171	0.0330134770815452	0.348080336050797	1.08043240860533	19	HACD3;HSD17B12;PPT1;ECHS1;ELOVL6;HACD1;ACAA2	hsa00062	FALSE	DONE	NOMINAL_P_ONLY
Serotonergic synapse	0.346666666666667	0.0342425086513012	0.271239044586795	1.06230756953358	48	PTGS2;GNB1;ALOX5;GNG4;KRAS;CACNA1C;CYP2J2;MAP2K1;GNAQ;PTGS1;GNAI1;GNG5	hsa04726	FALSE	DONE	NOMINAL_P_ONLY
Glycerolipid metabolism	0.349121873336881	0.0291504450086787	-0.294827410413842	-1.07207111728269	43	ALDH2;ALDH1B1;PLPP1;MOGAT3;MOGAT2;CEL;AKR1A1;AKR1B10;PLPP2;AKR1B1;AGPAT2;DGAT2	hsa00561	FALSE	DONE	NOMINAL_P_ONLY
Chemical carcinogenesis - DNA adducts	0.351599027492052	0.0299879836796466	-0.376656577828015	-1.08975844897193	17	SULT1A1;MGST3;MGST2	hsa05204	FALSE	DONE	NOMINAL_P_ONLY
Toxoplasmosis	0.356460961472895	0.0280625306368806	-0.260378573349799	-1.05894448403634	75	HSPA1B;HSPA1A;NFKBIA;MAPK3;STAT1;HSPA6;TNFRSF1A;BAD;AKT2;HLA-DQB1;MAP2K3;LAMA1;SOCS1;LAMB2;NOS2;TNF;LAMB1;CASP9;LAMB3;MAPK14;LAMA5;MAP2K6;HLA-DPA1;RELA;CASP8	hsa05145	FALSE	DONE	NOMINAL_P_ONLY
Rap1 signaling pathway	0.35869387755102	0.027192973763518	-0.235905618624178	-1.04558193440907	130	RAP1GAP;PDGFA;PRKCG;RRAS;SIPA1L2;SIPA1;ID1;THBS1;RAPGEF2;MAPK3;P2RY1;MAP2K2;FGFR2;VAV3;MAGI3;EFNA1;AKT2;PLCB3;FGFR4;PRKD2;VEGFB;INSR;MAP2K3	hsa04015	FALSE	DONE	NOMINAL_P_ONLY
Breast cancer	0.361979807929082	0.0347599263707937	0.237845024937299	1.04529266869057	89	E2F1;SOS1;BAX;CDK4;HES5;EGFR;CDK6;DVL3;JAG2;KRAS;NOTCH2;POLK;KIT;FGF2;MAP2K1;FRAT2	hsa05224	FALSE	DONE	NOMINAL_P_ONLY
Autophagy - animal	0.362797474502186	0.0268486259097474	-0.2323847102911	-1.04255534975895	141	UBB;DAPK3;UBC;RRAS;UBA52;DAPK2;MAPK3;EIF2AK4;PRAP1;SNAP29;MAP1LC3A;MAP2K2;SQSTM1;RPS27A;BAD;AKT2;CFLAR;OPTN;RAB1A;DEPTOR;RAB33B;MLST8;MTMR14;STX17;VPS39;DDIT4;ATG2B;ATG12	hsa04140	FALSE	DONE	NOMINAL_P_ONLY
Staphylococcus aureus infection	0.370233246945576	0.0288585899410337	-0.340714670763328	-1.06763383641307	23	C3;HLA-DQB1;KRT19;KRT18;DEFA6;DEFA5;KRT17;DEFB1;CFD;HLA-DPA1;HLA-DRB1;ICAM1;HLA-DPB1;HLA-DMA;KRT10	hsa05150	FALSE	DONE	NOMINAL_P_ONLY
Epstein-Barr virus infection	0.377497203132492	0.0259470481488096	-0.226970235230394	-1.03198104798248	153	JUN;NFKBIA;HLA-A;GADD45B;ENTPD8;PSMC3;HES1;TAPBPL;HLA-E;TRAF2;STAT1;HLA-C;IKBKE;HLA-F;HLA-B;AKT2;BAK1;SIN3A;DDX58;IRF3;HLA-DQB1;GADD45A;MAP2K3;TRAF5;B2M;CDKN1A;RB1	hsa05169	FALSE	DONE	NOMINAL_P_ONLY
Pertussis	0.381901489117984	0.0322617382382484	0.274336008023574	1.0441986004768	43	C4BPB;MYD88;CALM1;IRAK1;ITGB1;RHOA;CD14;IRF8;C4BPA;TRAF6;GNAI1;NFKB1;IL1B;CASP1;MAPK1	hsa05133	FALSE	DONE	NOMINAL_P_ONLY
beta-Alanine metabolism	0.383681852128454	0.0283716689736199	-0.350686126308386	-1.05770431905193	20	ALDH2;ACADS;ALDH1B1	hsa00410	FALSE	DONE	NOMINAL_P_ONLY
Ferroptosis	0.386938045180049	0.0315487678108982	0.294261605538432	1.03846783945644	31	PRNP;VDAC3;SLC39A8;GCLC;ATG7;VDAC2;ACSL1	hsa04216	FALSE	DONE	NOMINAL_P_ONLY
Alcoholism	0.38781163434903	0.0338208621100742	0.226385347480822	1.0277281570274	106	HIST2H2BE;PPP1CC;H2AFZ;GNB1;CALM1;SOS1;GNG4;HDAC7;KRAS;HDAC3;H2AFV;HIST1H4A;ATF6B;MAP2K1;HIST1H2BD;HIST1H2AE;HIST1H2AG	hsa05034	FALSE	DONE	NOMINAL_P_ONLY
Adrenergic signaling in cardiomyocytes	0.390237979601748	0.0329767453836388	0.23745009050503	1.03024558594735	81	PPP1CC;TPM3;CALM1;TNNC1;ATP1B3;ATF6B;CACNA1C;PPP2R5E;PPP2R3C;GNAQ;CREM;ATP2B4;GNAI1;TPM4;PPP1CA;PPP2R2A;RPS6KA5	hsa04261	FALSE	DONE	NOMINAL_P_ONLY
Fatty acid degradation	0.394604316546763	0.0272167928225599	-0.305517016982874	-1.04233556043686	32	ALDH2;ACADS;ALDH1B1;ECI1;ACADM;ACAA1	hsa00071	FALSE	DONE	NOMINAL_P_ONLY
Cell adhesion molecule (CAM) interaction	0.404643449419569	0.0317935593641976	0.250901145679299	1.02341122181566	59	ALCAM;CLDN2;ITGB1;CD276;ITGAV;F11R;NRCAM;CDH1;CLDN9;CLDN1;VCAN;CLDN18;NRXN3;CXADR;CD99;OCLN;PTPRF	hsa04514	FALSE	DONE	NOMINAL_P_ONLY
Lysine degradation	0.407607419582062	0.0314827597042554	0.258231178167367	1.02557146838753	52	EHHADH;SMYD3;ALDH9A1;PLOD2;ACAT1;KMT5B;NSD1;SUV39H2;SMYD2;ECHS1;ALDH3A2;EZH2;PHYKPL;NSD3;AADAT	hsa00310	FALSE	DONE	NOMINAL_P_ONLY
AMPK signaling pathway	0.409381139489195	0.0322617382382484	0.234033586719297	1.02402161650261	86	EIF4EBP1;RAB14;ADIPOR1;IRS1;PPP2R5E;PPP2R3C;CAB39;RAB11B;RHEB;CCND1;SCD;PFKM;RPTOR;PPP2R2A;ADIPOR2;PRKAB2;RAB2A;CCNA2;RAB10;HMGCR	hsa04152	FALSE	DONE	NOMINAL_P_ONLY
Bladder cancer	0.410496046010065	0.0265208488012292	-0.293121797760979	-1.03015442808793	37	DAPK3;THBS1;DAPK2;MAPK3;HBEGF;MAP2K2;MMP9;RASSF1;CDKN1A;RB1;ERBB2	hsa05219	FALSE	DONE	NOMINAL_P_ONLY
Thyroid hormone signaling pathway	0.410736271854223	0.0322501280764486	0.232479075095686	1.02171013619287	89	SLC2A1;MED13;ACTB;PLCG2;ITGAV;ATP1B3;BMP4;KRAS;NOTCH2;HDAC3;MED30;MED24;MAP2K1;NCOA3;RHEB;CCND1	hsa04919	FALSE	DONE	NOMINAL_P_ONLY
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0.413613539148224	0.026980572442754	-0.33676264707646	-1.03090748616175	21	B3GALT4;PIGU;MPPE1;PGAP2;PGAP1;PIGZ;TMEM246	hsa00563	FALSE	DONE	NOMINAL_P_ONLY
Tyrosine metabolism	0.416232315711095	0.0268872924008882	-0.361979073550554	-1.03301453526518	16	COMT;FAH;FAHD1;MIF;ALDH3A1;GSTZ1;MAOA;ADH6	hsa00350	FALSE	DONE	NOMINAL_P_ONLY
AGE-RAGE signaling pathway in diabetic complications	0.4172637325145	0.0253569537599162	-0.253443968063917	-1.02009732878737	71	JUN;PLCD1;EDN1;COL1A2;EGR1;MAPK3;STAT1;FN1;AKT2;PLCB3;SERPINE1;VEGFB	hsa04933	FALSE	DONE	NOMINAL_P_ONLY
Base excision repair	0.417484388938448	0.0261062735278064	-0.286642236646639	-1.02580862069645	40	RFC1;MPG;PARP4;ADPRHL2;POLD1;PARP2;MUTYH;SMUG1;NTHL1;POLE4	hsa03410	FALSE	DONE	NOMINAL_P_ONLY
Endocytosis	0.419813902572523	0.0338989746763238	0.203219068553539	1.01041544628069	199	SH3KBP1;CAPZA1;CLTC;SNX2;ACTR3;ASAP1;SNX4;CDC42;PIP5K1B;SH3GLB1;ARPC2;EGFR;WIPF2;CHMP2B;CAV2;CHMP4C;RAB7A;CAPZA2;RHOA;PRKCI;PARD6A;GRK2;RAB11B;RAB11FIP1;SMAD2;WASHC5;ACTR2;PML;TRAF6;VPS37C;VTA1;SPG21;VPS26B;KIF5B;VPS4B;RAB11FIP2;RAB31;AP2M1;VPS35;ZFYVE27;WIPF3;SMAP2;RAB10;PARD6B;EHD1;ARPC3;EPN2;EPS15;VPS26A;PDGFRA;ARPC5L;RBSN;STAM2;WASHC4;VPS37B;RAB11A;CBLB;EPS15L1;CAPZB;ITCH;MVB12B;PARD3;SNX5	hsa04144	FALSE	DONE	NOMINAL_P_ONLY
Cortisol synthesis and secretion	0.422234195402299	0.0260264100244707	-0.297948849262948	-1.02244352786223	33	ITPR2;NR4A1;CREB3L1;PLCB3;ATF4;CACNA1D	hsa04927	FALSE	DONE	NOMINAL_P_ONLY
Necroptosis	0.425270032655112	0.0319630032939332	0.222281734577377	1.00654320826081	105	IL33;CAPN2;H2AFZ;BAX;VDAC3;VDAC1;CHMP2B;H2AFV;BIRC2;CHMP4C;HMGB1;JAK2;GLUD1;IFNAR1;HIST1H2AE;HIST1H2AG;SMPD1;STAT5B;VDAC2;VPS4B;EIF2AK2;PYGL;IFNGR2	hsa04217	FALSE	DONE	NOMINAL_P_ONLY
Transcriptional misregulation in cancer	0.429016904644674	0.0242541732601094	-0.230866583763065	-1.01223744878988	121	PDGFA;GADD45B;SLC45A3;DDIT3;ASPSCR1;CEBPB;RARA;HIST1H3B;MLF1;MMP9;REL;PPARG;BAK1;SIN3A;NFKBIZ;TSPAN7;LDB1;GADD45A;HIST1H3A;PRCC;CDKN1A;HIST1H3F;PER2;NUPR1;FUS;H3F3A	hsa05202	FALSE	DONE	NOMINAL_P_ONLY
Apelin signaling pathway	0.440265486725664	0.0244249524970778	-0.245695234537085	-1.00745861638626	79	ITPR2;RPS6;RRAS;NRF1;EGR1;MAPK3;MAP1LC3A;MAP2K2;AKT2;PLCB3;SERPINE1	hsa04371	FALSE	DONE	NOMINAL_P_ONLY
Cytokine-cytokine receptor interaction	0.441205533596838	0.0309447894171407	0.228531400751399	1.0089218805844	91	IL1RN;PPBP;IL33;LIF;TNFRSF10D;BMP4;ACVR2A;TNFRSF21;IL18;IL1R2;IL17RB;IFNAR1;CXCL16;CXCL11;CX3CL1;PF4;CXCL10;BMP7;IFNGR2	hsa04060	FALSE	DONE	NOMINAL_P_ONLY
PD-L1 expression and PD-1 checkpoint pathway in cancer	0.446657429857984	0.0244760079391778	-0.25741624477716	-0.999796009684741	60	JUN;NFKBIA;FOS;MAPK3;STAT1;MAP2K2;PTPN6;AKT2;PPP3CB	hsa05235	FALSE	DONE	NOMINAL_P_ONLY
Propanoate metabolism	0.447635881573133	0.0286261470897588	0.296374115430508	1.00132915303869	26	LDHB;LDHA;EHHADH;ECHS1;BCKDHB	hsa00640	FALSE	DONE	NOMINAL_P_ONLY
Morphine addiction	0.44862323707186	0.0288225599314661	0.274833255777941	1.00039504252773	35	GNB1;GNG4;GABRE;PDE7A;GRK2;GNAI1;GNG5	hsa05032	FALSE	DONE	NOMINAL_P_ONLY
Focal adhesion	0.449297971918877	0.0315708415605313	0.212503474690569	0.999453592686102	135	PPP1CC;ARHGAP5;CAPN2;ACTB;ITGB1;CDC42;SOS1;PIP5K1B;ITGAV;MET;EGFR;RAC1;BIRC2;COL6A1;CAV2;LAMA4;MYL12B;ITGB4;MAP2K1;RHOA;ITGA2;CCND1;PAK2;ELK1;PPP1CA;PGF;PPP1R12B;LAMC1;DIAPH1;TNC;RAP1B;FLNA;EMP1;ZYX;ITGA6;ARHGAP35;MAPK1;VASP;PDGFRA;CCND3;COL4A1;ITGA3;SPP1;GSK3B;PIK3R3;PIK3CB;THBS3;PARVA;MYL12A;GRB2;LAMC2	hsa04510	FALSE	DONE	NOMINAL_P_ONLY
Melanogenesis	0.453068280034572	0.0242102780498793	-0.259466512025003	-1.00167533892039	58	PRKCG;EDN1;MAPK3;CREB3L1;MAP2K2;WNT11;PLCB3;WNT4;DVL1;FZD3	hsa04916	FALSE	DONE	NOMINAL_P_ONLY
GABAergic synapse	0.453548242668458	0.0286261470897588	0.274293273682314	0.998429503786833	35	GNB1;GNG4;GABRE;CACNA1C;SLC38A1;GNAI1;GNG5;GLS	hsa04727	FALSE	DONE	NOMINAL_P_ONLY
Chronic myeloid leukemia	0.457081545064378	0.0296293699405098	0.239111689807585	0.999076017163853	66	E2F1;SOS1;BCL2L1;BAX;CDK4;CDK6;KRAS;POLK;MAP2K1;CDKN2A;IKBKB;PTPN11;STAT5B;CCND1	hsa05220	FALSE	DONE	NOMINAL_P_ONLY
Hypertrophic cardiomyopathy	0.462851868943239	0.0288045819903911	0.255548966362408	0.994591475351639	47	TPM3;ACTB;ITGB1;TNNC1;ITGAV;CACNA1C;ITGB4;DAG1	hsa05410	FALSE	DONE	NOMINAL_P_ONLY
Pantothenate and CoA biosynthesis	0.465759343270685	0.0275223895362111	0.340840620872255	0.983971803840214	15	VNN1;AASDHPPT;COASY;PANK2;ALDH3A2;PANK1	hsa00770	FALSE	DONE	NOMINAL_P_ONLY
Inflammatory bowel disease	0.46781588116633	0.0246563706853499	-0.308132071570622	-0.988550809969174	25	JUN;STAT1;STAT6;HLA-DQB1;IL23A	hsa05321	FALSE	DONE	NOMINAL_P_ONLY
Glycolysis / Gluconeogenesis	0.471372729363072	0.0284151918036318	0.258766708050827	0.990234159461695	44	LDHB;HK2;LDHA;ADH1C;PGK1;ALDH9A1;PGM2	hsa00010	FALSE	DONE	NOMINAL_P_ONLY
Signaling pathways regulating pluripotency of stem cells	0.478194982320256	0.0229102368569071	-0.236823209276215	-0.986473752082888	87	KLF4;ID1;MAPK3;REST;LEFTY1;MAP2K2;FGFR2;ISL1;WNT11;AKT2;ID4;WNT4;FGFR4;DVL1;FZD3	hsa04550	FALSE	DONE	NOMINAL_P_ONLY
Wnt signaling pathway	0.479232169452259	0.0225987248994441	-0.227748332419388	-0.98866928653155	114	JUN;NKD1;APCDD1;PRKCG;NOTUM;LGR6;LGR5;WNT11;LZTS2;PPP3CB;PLCB3;PRICKLE3;WNT4;CELSR3;CBY1;DVL1;FZD3;CXXC4;LRP5	hsa04310	FALSE	DONE	NOMINAL_P_ONLY
Vibrio cholerae infection	0.481380563124432	0.0278187511834534	0.262903193011305	0.979399953739746	39	ERO1A;ACTB;TJP1;PLCG2;ATP6V1A;ATP6V0D1;ATP6V0B;SEC61A1;ATP6V1D;ATP6V0E2	hsa05110	FALSE	DONE	NOMINAL_P_ONLY
Glutathione metabolism	0.486161035226456	0.0236953211013832	-0.279719040908369	-0.983051451012308	37	MGST3;ANPEP;GPX2;GPX4;MGST2	hsa00480	FALSE	DONE	NOMINAL_P_ONLY
Proteoglycans in cancer	0.49009900990099	0.0299781633235894	0.208922612290768	0.983375090606021	136	PPP1CC;ACTB;ITGB1;PLCG2;CDC42;CTTN;SOS1;ITGAV;ARHGEF12;MET;EGFR;RAC1;CTSL;KRAS;FRS2;CAV2;FGF2;LUM;MAP2K1;PTPN11;RHOA;ITGA2;TIMP3;SMAD2;CCND1	hsa05205	FALSE	DONE	NOMINAL_P_ONLY
Pathogenic Escherichia coli infection	0.497899159663866	0.021622510658181	-0.21814503329509	-0.980818373484038	143	JUN;NFKBIA;TNFSF10;RPS3;TUBB4B;TUBA1C;PYCARD;CLDN4;FOS;CLDN3;TRAF2;MAPK3;TNFRSF1A;PTPN6;BAIAP2L1;TUBA1A;BAK1;TUBA4A;MYO1D;GAPDH;RAB1A;ARHGEF11;ABL1;ARPC1B	hsa05130	FALSE	DONE	NOMINAL_P_ONLY
Toll-like receptor signaling pathway	0.498441288534811	0.0226979944189286	-0.250024943458282	-0.971088444739142	60	JUN;NFKBIA;FOS;MAPK3;STAT1;IKBKE;MAP2K2;AKT2;IRF3;MAP2K3	hsa04620	FALSE	DONE	NOMINAL_P_ONLY
Arachidonic acid metabolism	0.5020261143629	0.026933847286694	0.272763307100083	0.969065581240267	32	PTGS2;PTGES3;ALOX5;CYP2J2;HPGD;PTGS1;CYP4F3	hsa00590	FALSE	DONE	NOMINAL_P_ONLY
N-Glycan biosynthesis	0.502413238336015	0.0272805274490333	0.251153366591019	0.971532886950272	46	B4GALT2;MAN2A1;RPN2;ALG2;GANAB;FUT8;MGAT5;B4GALT3;MGAT4A;MAGT1;DPM1;MGAT4B;ALG6;MAN1A2;ALG12;ALG1;ALG3;ALG13	hsa00510	FALSE	DONE	NOMINAL_P_ONLY
RNA degradation	0.507989506320057	0.0277357434056359	0.231861323501068	0.973022075628181	67	LSM5;HSPD1;BTG3;XRN2;DCPS;LSM2;PARN;PATL1;LSM3;DIS3;CNOT7;PFKM;CNOT6L;EXOSC7;EXOSC9;EXOSC8;EXOSC2;LSM1;EDC3;DCP1A;DHX36;XRN1;DCP2	hsa03018	FALSE	DONE	NOMINAL_P_ONLY
Hepatitis B	0.509013438216978	0.021496365992353	-0.221592765659095	-0.972771475144222	122	JUN;NFKBIA;EGR2;PRKCG;FOS;MAPK3;STAT1;CREB3L1;IKBKE;MAP2K2;MMP9;BAD;AKT2;DDX58;IRF3;STAT6;ATP6AP1;MAP2K3;ATF4;CDKN1A;RB1	hsa05161	FALSE	DONE	NOMINAL_P_ONLY
VEGF signaling pathway	0.511569301260023	0.0269105486313134	0.253501740520921	0.964897625278674	43	PTGS2;PLCG2;CDC42;MAPKAPK2;RAC1;KRAS;MAP2K1	hsa04370	FALSE	DONE	NOMINAL_P_ONLY
Insulin secretion	0.518426647767541	0.0224350400847643	-0.266449528445576	-0.964336410072233	42	PRKCG;KCNN4;TRPM4;CREB3L1;PLCB3;ATF4;CACNA1D;CHRM3;ATP1A1	hsa04911	FALSE	DONE	NOMINAL_P_ONLY
Colorectal cancer	0.524177949709865	0.0274250979400026	0.225344322642781	0.96412049734507	75	SOS1;AREG;BAX;BIRC5;TGFA;EGFR;RAC1;KRAS;MLH1;POLK;MAP2K1;RHOA;RALA;SMAD2;CCND1	hsa05210	FALSE	DONE	NOMINAL_P_ONLY
Folate biosynthesis	0.535066392369553	0.0227924918760918	-0.325089443067358	-0.940562273721917	17	ALPG;FPGS;AKR1B10;PTS;AKR1B1;SPR	hsa00790	FALSE	DONE	NOMINAL_P_ONLY
Arginine and proline metabolism	0.537921095298144	0.0221140852246087	-0.274612925518616	-0.947553425474016	34	ALDH2;SAT2;ALDH1B1;AOC1;CKB;SMOX;NOS2;MAOA;CKMT1B;CNDP2;GATM	hsa00330	FALSE	DONE	NOMINAL_P_ONLY
Dopaminergic synapse	0.538015930485156	0.0269416229575224	0.22307345337061	0.958599227089058	77	PPP1CC;GNB1;CALM1;GNG4;CLOCK;ATF6B;CACNA1C;PPP2R5E;PPP2R3C;GNAQ;GNAI1;GNG5;KIF5B;PPP3CA;PPP1CA;PPP2R2A	hsa04728	FALSE	DONE	NOMINAL_P_ONLY
SNARE interactions in vesicular transport	0.544402242720203	0.0219880216705666	-0.284113561911734	-0.939999932841502	28	SNAP29;STX4;STX19;STX17;STX5;STX8;USE1;STX3;BET1;STX1A;VAMP2	hsa04130	FALSE	DONE	NOMINAL_P_ONLY
