cohort	contrast	direction	library	term	universe_n	selected_n	term_n	overlap_n	p_value	genes	q_contrast	q_joint4
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cardiac Muscle Cell Contraction (GO:0086004)	13204	1491	17	3	0.2998715714	ATP2A2;DSP;JUP	0.9201290671	0.8870317015
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cardiac Muscle Contraction (GO:0055117)	13204	1491	18	3	0.3323473937	ATP2A2;CALM1;P2RX4	0.9402123612	0.9185166056
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cardiac Muscle Hypertrophy (GO:0010611)	13204	1491	18	4	0.1374924598	MTPN;P2RX4;ROCK1;ROCK2	0.6481483806	0.6668942347
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Catabolic Process (GO:0009894)	13204	1491	22	2	0.7279666379	MDM2;SCARB2	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cation Channel Activity (GO:2001257)	13204	1491	28	3	0.6270821431	CACNB4;CALM1;KCNG1	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell Adhesion (GO:0030155)	13204	1491	99	18	0.02754399893	ADGRG1;C1QBP;CD164;CELSR2;EPB41L4B;ERBB2;MDK;PKP4;PPP2CA;PPP2R1A;PTK2;PTPN11;RHOD;ROCK1;ROCK2;RSU1;TNPO1;YTHDF2	0.3380651781	0.3376864667
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell Adhesion Mediated By Integrin (GO:0033628)	13204	1491	22	3	0.4596357543	ADAM9;PTK2;PTPN11	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell Communication (GO:0010646)	13204	1491	33	5	0.3142600995	CRK;LURAP1L;MGLL;SOCS2;YWHAG	0.932386482	0.8994650421
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell Cycle (GO:0051726)	13204	1491	256	29	0.5225368499	ANAPC13;ANAPC7;ANKRD17;BEX1;BMP7;CDC16;CDKN1B;CITED2;DYNLT3;EIF4G2;ETFA;HIPK2;HPGD;HRAS;JADE3;MDM2;NBN;NEK6;NUPR2;PPM1A;RHOB;RNF20;SDCBP;TGFBR1;TP53INP1;UCHL5;UHMK1;YY1;ZNF703	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806)	13204	1491	66	9	0.3265155383	APC;ARID1A;ARID1B;CDKN1B;MLF1;PEX2;PPP2CA;SUSD2;TMEM14B	0.9402123612	0.9139230369
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell Cycle G2/M Phase Transition (GO:1902749)	13204	1491	16	3	0.2675717769	AURKA;CENPF;MACROH2A1	0.9137552285	0.8560181971
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell Cycle Phase Transition (GO:1901987)	13204	1491	24	2	0.7716571886	CDKN1B;MLF1	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell Cycle Process (GO:0010564)	13204	1491	114	14	0.4118697821	APC;ARID1A;ARID1B;AURKA;BECN1;BIRC6;CALM1;GIT1;KIF13A;PRPF40A;PUM2;RAB11FIP4;YTHDF2;ZNF207	1	0.9863009213
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell Death (GO:0010941)	13204	1491	41	5	0.4995324714	AGR2;BNIP3L;SNCG;TXNDC12;VPS35	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell Development (GO:0060284)	13204	1491	38	4	0.6355509613	ASCL2;CLOCK;KAT6B;YTHDF2	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell Differentiation (GO:0045595)	13204	1491	150	27	0.009455472286	APC;ARID1A;ARID1B;CD24;EIF2AK2;EMP2;GSK3B;HDAC2;MBOAT2;MDK;MTA3;OCIAD1;PLEKHB2;PPP2CA;PPP2R1A;PTK2;RBBP7;REST;ROCK1;SIX1;SUPT6H;SUZ12;TFAP2A;TGFBR1;YWHAG;YWHAH;ZFP36L1	0.188491441	0.1961111839
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell Division (GO:0051302)	13204	1491	65	13	0.02795938719	AURKA;BECN1;BIRC6;CALM1;CSPP1;EFHC1;GIT1;KIF13A;NCOA3;PRPF40A;RAB11FIP4;SUSD2;TXNIP	0.3397455416	0.3399558047
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell Growth (GO:0001558)	13204	1491	184	21	0.514152136	CDKN1B;CHPT1;CISH;CSNK2A1;DDX3X;EIF4G2;ERBB2;FBP1;JADE3;MTPN;PAK4;PPP2CA;PPP2R1A;RBBP7;RTN4;SDCBP;SGK3;SOCS2;TGFBR1;URI1;USP47	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell Junction Assembly (GO:1901888)	13204	1491	21	4	0.2068290903	CLDN3;RAP1B;ROCK1;ROCK2	0.8124001613	0.7800342118
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell Migration (GO:0030334)	13204	1491	313	47	0.02513738684	ACTG1;ADAM9;APC;ARID4B;BEX4;CD151;CDH1;CEACAM6;CITED2;CLDN3;CPNE3;CTSH;CYRIB;ERBB4;FAM83H;FOXO3;GCNT2;GRB7;HDAC2;HRAS;HSPA5;LDLRAD4;MDK;MIEN1;PDCD10;PTK2;RBBP7;RHOB;RHOD;RNF20;ROCK1;ROCK2;RUFY3;SASH1;SDCBP;SEMA3B;SEMA3C;SEMA4C;SGK3;SRGAP1;STK24;TCAF1;TGFBR1;TP53INP1;XBP1;YTHDF3;ZNF703	0.3269468224	0.3226843274
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090049)	13204	1491	22	2	0.7279666379	GATA2;PDCD10	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell Morphogenesis (GO:0022604)	13204	1491	27	4	0.3641070701	CAPZB;CLDN3;LARP4;ZNF135	0.9561816749	0.9458145369
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell Motility (GO:2000145)	13204	1491	80	10	0.4171044776	BEX4;CRK;CYRIB;ERBB4;RHOB;ROCK1;ROCK2;SGK3;SPINT2;TACSTD2	1	0.9863009213
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell Size (GO:0008361)	13204	1491	20	4	0.1826480635	DEPTOR;EZR;MTPN;VAV3	0.755358093	0.745208528
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell-Cell Adhesion (GO:0022407)	13204	1491	25	5	0.1441637137	CDH1;CELSR2;CITED2;PTK2;SPINT2	0.6677286662	0.674175553
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell-Matrix Adhesion (GO:0001952)	13204	1491	55	8	0.2781101531	ACTG1;EMP2;GSK3B;JUP;PTK2;ROCK1;ROCK2;UTRN	0.9201290671	0.8693695343
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell-Substrate Adhesion (GO:0010810)	13204	1491	33	4	0.5205634111	AGR2;GCNT2;PTK2;RSU1	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cell-Substrate Junction Assembly (GO:0090109)	13204	1491	20	3	0.3968971609	PTK2;ROCK1;ROCK2	0.9857787792	0.9696127477
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cellular Biosynthetic Process (GO:0031326)	13204	1491	63	10	0.1685576177	FGFR4;FOXO3;JADE3;MED1;MSI2;MTPN;NOS1AP;PKP3;RBM3;TM9SF2	0.7246416482	0.7199445846
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cellular Catabolic Process (GO:0031329)	13204	1491	57	9	0.1891340972	BECN1;BOK;GPR137B;ITPR1;LONP2;ROCK1;USP10;VPS29;WDR24	0.7769144732	0.7571238966
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cellular Component Biogenesis (GO:0044087)	13204	1491	30	7	0.04581616761	EZR;HSP90AA1;HSPA8;PTPN11;RAP1B;ROCK1;ROCK2	0.4103367567	0.4196511398
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cellular Component Organization (GO:0051128)	13204	1491	125	18	0.1671507537	AURKA;CHPT1;CISH;HSP90AA1;HSPA8;JADE3;PAK4;PTPN11;RAB4A;RAP1B;ROCK1;ROCK2;SGK3;SOCS2;TLK1;TLK2;URI1;ZFYVE16	0.721599149	0.7189057952
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cellular Component Size (GO:0032535)	13204	1491	38	7	0.1303213915	EPS8;EZR;MTPN;PEX11A;PEX11B;RAB22A;VAV3	0.6344457207	0.6484031802
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cellular Localization (GO:0060341)	13204	1491	50	5	0.6800361431	DNAJB6;HSP90AA1;RAB14;REEP5;UFL1	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cellular Metabolic Process (GO:0031323)	13204	1491	40	3	0.8451482218	HIF1A;JMJD8;NEK6	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cellular Response To Heat (GO:1900034)	13204	1491	15	4	0.08011425123	CHORDC1;DNAJB6;GSK3B;IER5	0.5198903537	0.529369935
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cellular Response To Stress (GO:0080135)	13204	1491	98	15	0.1367444434	CHORDC1;DNAJB6;FEM1B;GSK3B;HAPSTR1;ROCK2;SOX4;SUPT20H;TAF2;TAF4;UBE2N;UBE2V2;UCHL5;USP22;YY1	0.6481483806	0.6662276358
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903844)	13204	1491	19	2	0.6493341096	TRIM33;ZNF703	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cellular Senescence (GO:2000772)	13204	1491	28	1	0.9652168748	NEK6	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Centriole Replication (GO:0046599)	13204	1491	16	0	1		1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Centrosome Cycle (GO:0046605)	13204	1491	21	1	0.9194000132	AURKA	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Centrosome Duplication (GO:0010824)	13204	1491	27	1	0.9607789457	TMEM67	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Chemokine Production (GO:0032642)	13204	1491	23	2	0.750635306	EIF2AK2;HIF1A	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Chemotaxis (GO:0050920)	13204	1491	20	6	0.01969610277	CYRIB;EFNB2;MYCBP2;P2RX4;USP14;YTHDF1	0.2847066989	0.2855536656
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cholesterol Efflux (GO:0010874)	13204	1491	25	2	0.7911148777	APOA1;RXRA	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cholesterol Metabolic Process (GO:0090181)	13204	1491	20	3	0.3968971609	APOA1;DGKQ;ERLIN2	0.9857787792	0.9696127477
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cholesterol Transport (GO:0032374)	13204	1491	16	1	0.853141462	APOA1	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Chromatin Organization (GO:1902275)	13204	1491	24	3	0.5193945977	MSL1;TLK1;TLK2	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Chromosome Organization (GO:0033044)	13204	1491	42	4	0.7135671186	SMG1;UCHL5;XRCC5;YY1	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Chromosome Segregation (GO:0051983)	13204	1491	24	3	0.5193945977	CSNK2A1;PUM2;ZNF207	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cilium Assembly (GO:1902017)	13204	1491	63	7	0.5773604814	ATG5;GSK3B;IFT140;RABEP2;TBC1D20;TBC1D24;TBC1D30	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cold-Induced Thermogenesis (GO:0120161)	13204	1491	103	8	0.9075755679	ADIPOR1;APC;DECR1;DYNC1H1;EHMT1;HOXC10;PRLR;UCP2	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Collagen Biosynthetic Process (GO:0032965)	13204	1491	15	2	0.5178897614	CREB3L1;HDAC2	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904029)	13204	1491	46	5	0.605377886	CCNG2;CCNI;CCNO;CCNT2;CDKN1B	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079)	13204	1491	69	7	0.6749690596	APC;CCNG2;CCNI;CCNO;CCNT2;CDKN1B;NR2F2	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043281)	13204	1491	69	8	0.5246545096	ARL6IP1;CSNK2A1;CTSD;DDX3X;DNAJB6;PDCD6;REST;USP47	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cytokine Production (GO:0001817)	13204	1491	104	10	0.7508165326	AGPAT2;ATP2B1;EIF2AK2;EOLA1;EREG;PATZ1;PPP1R11;TRIL;VTCN1;ZBTB37	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900015)	13204	1491	28	4	0.3909462675	APOD;HIF1A;MACIR;PDCD4	0.9851047619	0.9696127477
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959)	13204	1491	37	3	0.8044457845	AGPAT2;CD24;PTPN11	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cytokinesis (GO:0032465)	13204	1491	62	11	0.08530275634	AURKA;BECN1;BIRC6;CALM1;CSPP1;CUL3;GIT1;KIF13A;PKP4;PRPF40A;RAB11FIP4	0.539508799	0.5459783829
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cytoplasmic Translation (GO:2000765)	13204	1491	19	4	0.1594812465	PKM;RBM24;SYNCRIP;ZNF385A	0.7059764902	0.7025349064
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cytoskeleton Organization (GO:0051493)	13204	1491	92	15	0.09148483817	CAPN2;CRK;DIAPH1;EZR;GSK3B;HRAS;IQGAP2;MAPK1;MAPK3;PTK2;ROCK1;ROCK2;SIGLEC15;TAOK1;TRAF3IP1	0.5566178327	0.5613228501
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Cytosolic Calcium Ion Concentration (GO:0051480)	13204	1491	16	2	0.5536494734	ATP2B1;TMEM64	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Defense Response (GO:0031347)	13204	1491	66	5	0.8800792275	IL20;MGLL;NLRP1;TKFC;UFL1	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Defense Response To Virus (GO:0050688)	13204	1491	15	5	0.02075670109	ATG5;C1QBP;PCBP2;PPM1B;TRAF3IP1	0.2944555271	0.2944658963
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Defense Response To Virus By Host (GO:0050691)	13204	1491	27	3	0.6017818707	HSP90AA1;PARP9;STAT1	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Dendrite Development (GO:0050773)	13204	1491	24	6	0.04634787301	BMP7;CAMK1D;COBL;GSK3B;RTN4IP1;SDC2	0.4103367567	0.4196511398
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Dendrite Morphogenesis (GO:0048814)	13204	1491	20	5	0.06681397848	CAPRIN1;GSK3B;SDC2;SS18L1;YWHAH	0.4919258621	0.5000536829
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Dendritic Spine Development (GO:0060998)	13204	1491	15	1	0.8344232127	TANC2	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Dendritic Spine Morphogenesis (GO:0061001)	13204	1491	22	2	0.7279666379	CAPRIN1;TANC2	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Developmental Growth (GO:0048638)	13204	1491	25	7	0.01776472395	AGR2;FGFR3;GSK3B;MYCBP2;NIPBL;PLCB1;SIX1	0.2736485255	0.2730088869
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Double-Strand Break Repair (GO:2000779)	13204	1491	77	10	0.3696569665	ACTR2;ARID1A;ARID1B;DEK;PPP4C;SHLD2;SPIDR;TRIP12;UBE2N;UBE2V2	0.9648726982	0.9508989043
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569)	13204	1491	62	4	0.9306494856	ACTR2;PPP4C;SHLD2;SPIDR	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001032)	13204	1491	21	4	0.2068290903	KMT5B;NUDT16L1;PRKDC;SHLD2	0.8124001613	0.7800342118
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Early Endosome To Late Endosome Transport (GO:2000641)	13204	1491	18	4	0.1374924598	EZR;MAPK1;MAPK3;SNX3	0.6481483806	0.6668942347
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Embryonic Development (GO:0045995)	13204	1491	54	8	0.2613125546	EHMT1;LHX1;NIPBL;PLCB1;RAB14;TRIP12;UCHL5;YY1	0.9108609045	0.8493588744
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Endocytosis (GO:0030100)	13204	1491	50	4	0.8313333321	CD151;RAB4A;ROCK1;ZFYVE16	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Endopeptidase Activity (GO:0052548)	13204	1491	42	1	0.9935312939	SERPINH1	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902235)	13204	1491	22	6	0.03119207414	BOK;CREB3L1;HERPUD1;TMBIM6;TXNDC12;XBP1	0.3611488558	0.3575564048
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Endothelial Cell Apoptotic Process (GO:2000351)	13204	1491	22	4	0.2318581558	GATA2;PAK4;PDCD4;PDPK1	0.8593301698	0.8172421134
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Endothelial Cell Migration (GO:0010594)	13204	1491	62	13	0.01940006052	ANXA3;DNAJA4;EMP2;GLUL;GPI;NELL2;NR2F2;PDCD6;PTK2;RHOB;ROCK2;SASH1;SYNJ2BP	0.2847066989	0.2839981962
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Endothelial Cell Proliferation (GO:0001936)	13204	1491	60	11	0.07055036641	HIF1A;LRG1;NELL2;NR2F2;NRAS;PDCD6;SLC39A9;SORD;STAT1;SYNJ2BP;TGFBR1	0.5039311887	0.5086584602
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Epidermal Cell Differentiation (GO:0045604)	13204	1491	15	5	0.02075670109	AQP3;IL20;ROCK1;ROCK2;ZFP36L1	0.2944555271	0.2944658963
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058)	13204	1491	42	3	0.8680109138	AGR2;PTPN12;RNF115	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007176)	13204	1491	23	4	0.2575699648	AREG;EREG;GPRC5A;SNX6	0.9007281967	0.8459750124
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Epithelial Cell Migration (GO:0010632)	13204	1491	40	10	0.01159327222	CTSH;EMP2;EVL;GLUL;HIF1A;PFN2;PTK2;RTN4;SASH1;TACSTD2	0.2104730969	0.217122955
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Epithelial Cell Proliferation (GO:0050678)	13204	1491	67	7	0.6440451956	EPB41L4B;ERBB2;EREG;HRAS;PEX2;PRKDC;ZFP36L1	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Epithelial To Mesenchymal Transition (GO:0010717)	13204	1491	67	12	0.0703037866	ADIPOR1;BAMBI;FOXA1;GCNT2;LDLRAD4;LRG1;MDK;PPP2CA;PTK2;SDCBP;TGFBR1;ZNF703	0.5029464658	0.5086584602
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Erythrocyte Differentiation (GO:0045646)	13204	1491	32	9	0.00731269516	FAM210B;FOXO3;HIF1A;HSPA9;MAFB;MED1;PRKDC;STAT1;ZFP36L1	0.1582176729	0.1694924334
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Establishment Of Cell Polarity (GO:2000114)	13204	1491	15	7	0.0006530588207	ARFGEF1;CYRIB;RAP1B;ROCK1;ROCK2;RUFY3;SHTN1	0.0349443755	0.03829243964
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Establishment Of Planar Polarity (GO:0090175)	13204	1491	24	2	0.7716571886	CELSR2;DAAM1	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Exocytosis (GO:0017157)	13204	1491	40	5	0.4770360324	RAB26;RAB27B;RAB3D;RAB5A;SEPTIN2	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Exosomal Secretion (GO:1903541)	13204	1491	16	4	0.09766933631	ATP9A;RAB7A;SDC1;SDCBP	0.5581563347	0.5747362538
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Extracellular Matrix Organization (GO:1903053)	13204	1491	16	1	0.853141462	FGFR4	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236)	13204	1491	53	6	0.5617381332	BID;BIRC6;DEPTOR;ETFA;FEM1B;TGFBR1	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239)	13204	1491	18	0	1		1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041)	13204	1491	23	5	0.1097270629	DDX3X;ETFA;FAIM2;FEM1B;GSK3B	0.5861077789	0.6005911385
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Fat Cell Differentiation (GO:0045598)	13204	1491	59	9	0.2173728321	CDS1;CREB1;LMO3;TMEM64;TRIB2;XBP1;ZFP36L1;ZFP36L2;ZNF385A	0.8412140819	0.7962732467
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Fatty Acid Biosynthetic Process (GO:0042304)	13204	1491	19	2	0.6493341096	ELOVL5;ERLIN2	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036)	13204	1491	15	2	0.5178897614	CREB3L1;SHISA2	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Fibroblast Migration (GO:0010762)	13204	1491	18	2	0.6193789187	MACIR;PTK2	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Fibroblast Proliferation (GO:0048145)	13204	1491	39	2	0.9445142551	EREG;PEX2	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Filopodium Assembly (GO:0051489)	13204	1491	28	5	0.2030718861	CAPZB;FNBP1L;MIEN1;RAB5A;WASL	0.8085760478	0.775809416
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Focal Adhesion Assembly (GO:0051893)	13204	1491	46	5	0.605377886	ACTG1;APOD;PTK2;ROCK1;ROCK2	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Gluconeogenesis (GO:0006111)	13204	1491	25	3	0.5478937629	DGKQ;FBP1;USP7	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Glucose Import (GO:0046324)	13204	1491	26	3	0.5753735595	CLTCL1;OCLN;PTPN11	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Glucose Metabolic Process (GO:0010906)	13204	1491	24	4	0.2838027984	ADIPOR1;BCKDK;DGKQ;FBP1	0.9201290671	0.8724211045
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Glycogen Biosynthetic Process (GO:0005979)	13204	1491	18	2	0.6193789187	EPM2AIP1;GSK3B	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Glycolytic Process (GO:0006110)	13204	1491	33	6	0.1619893643	CBFA2T3;FBP1;GIT1;HIF1A;JMJD8;NCOR1	0.7099063014	0.7076214248
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Heart Contraction (GO:0008016)	13204	1491	30	7	0.04581616761	ATP2A2;ATP2A3;ATP2B1;CALM1;P2RX4;TH;TMEM65	0.4103367567	0.4196511398
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Heart Rate By Cardiac Conduction (GO:0086091)	13204	1491	17	3	0.2998715714	CACNA1D;DSP;JUP	0.9201290671	0.8870317015
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034114)	13204	1491	17	4	0.1168394024	APOA1;BMP7;CEACAM6;GCNT2	0.6026561048	0.6167862101
