cohort	contrast	direction	library	term	universe_n	selected_n	term_n	overlap_n	p_value	genes	q_contrast	q_joint4
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	mRNA Transcription (GO:0009299)	13204	1491	40	8	0.07524580476	CREB1;EREG;MED1;NCOA2;RXRA;SUPT6H;TAF2;TAF4	0.5180580238	0.5225148634
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	mRNA Transcription By RNA Polymerase II (GO:0042789)	13204	1491	35	7	0.09279428944	CREB1;MED1;NCOA2;RXRA;SUPT6H;TAF2;TAF4	0.5569431714	0.5644123819
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	mRNA Transport (GO:0051028)	13204	1491	54	7	0.4101591993	FYTTD1;PEG10;RAE1;SLBP;SMG1;THOC2;ZFP36L1	0.9975961388	0.9851986281
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Macroautophagy (GO:0016236)	13204	1491	95	8	0.854868605	ARL8B;ATG5;BECN1;SNX14;STK3;UBQLN1;VPS36;VTA1	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Macromolecule Biosynthetic Process (GO:0009059)	13204	1491	170	14	0.9228523126	COPS5;DARS1;EIF4G2;GOLPH3;GSPT1;HBS1L;LARGE1;MRPL13;MRPL3;MRPL42;RPL19;RRBP1;TUFM;TYMS	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Macromolecule Catabolic Process (GO:0009057)	13204	1491	72	9	0.4265932559	BECN1;CASP3;DNASE1L2;EXOSC3;KIF16B;RNASET2;SLC16A3;TRIM24;XRN2	1	0.9896691836
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Macromolecule Modification (GO:0043412)	13204	1491	73	6	0.846703601	FBXW2;ICMT;PRKDC;RPN2;SLC35A1;YES1	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Macrophage Activation (GO:0042116)	13204	1491	21	0	1		1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Maintenance Of Blood-Brain Barrier (GO:0035633)	13204	1491	21	4	0.2068290903	ACTG1;CLDN3;LSR;OCLN	0.8124001613	0.7800342118
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Maintenance Of Protein Localization In Organelle (GO:0072595)	13204	1491	17	2	0.587486527	HK2;HSPA5	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Maintenance Of Protein Location In Nucleus (GO:0051457)	13204	1491	18	0	1		1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Male Gonad Development (GO:0008584)	13204	1491	24	5	0.1264057971	BIK;DNAAF11;KITLG;NCOA4;TFAP2C	0.6277441021	0.6386837846
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Maturation Of 5.8S rRNA (GO:0000460)	13204	1491	16	1	0.853141462	PRKDC	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Maturation Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)	13204	1491	20	1	0.9091225326	EXOSC3	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Maturation Of LSU-rRNA (GO:0000470)	13204	1491	20	0	1		1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Maturation Of SSU-rRNA (GO:0030490)	13204	1491	35	3	0.7725680475	DCAF13;NOL10;NOL11	1	1
Pal2021_reprocessed	high_vs_zero	up	GO_Biological_Process_2023	Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)	13204	1491	27	2	0.8256782369	DCAF13;NOL10	1	1
