cohort	contrast	gene	n_high	n_reference	mean_log_high	mean_log_reference	mean_log_difference	mean_CP10k_high	mean_CP10k_reference	descriptive_log2ratio	detection_high	detection_reference	welch_t	welch_df	p_value	q_contrast	q_joint4
Wu2021	high_vs_zero	CDC42BPB	7222	10045	0.08480793894	0.1204731851	-0.03566524618	0.1366245414	0.2327164524	-0.4916934973	0.1517585156	0.1316077651	-7.905200976	17264.58043	2.835345036e-15	1.250816759e-14	7.107435565e-15
Wu2021	high_vs_zero	TNFAIP2	7222	10045	0.1169361746	0.1450031879	-0.02806701329	0.2250636966	0.3539444548	-0.4817933349	0.1599279978	0.1308113489	-4.868225203	17177.34838	1.136054461e-06	2.813179255e-06	1.975827342e-06
Wu2021	high_vs_zero	ENSG00000278071	7222	10045	0.005837832365	0.0027321089	0.003105723465	0.008078709846	0.004585720388	0.04739647153	0.0126003877	0.003285216526	3.659421941	14127.32985	0.0002537051897	0.0004968307979	0.00038191972
Wu2021	high_vs_zero	EIF5	7222	10045	0.8571602197	0.9498710239	-0.09271080419	2.055785736	2.832980872	-0.4441538663	0.704513985	0.5954206073	-7.610148383	17095.33377	2.879961882e-14	1.201331951e-13	6.960952617e-14
Wu2021	high_vs_zero	MARK3	7222	10045	0.1645101682	0.1738968772	-0.009386709042	0.268824702	0.3476259731	-0.2793584662	0.2673774578	0.1787954206	-1.646408383	17070.27275	0.09969811657	0.131838058	0.118861939
Wu2021	high_vs_zero	CKB	7222	10045	0.2830076354	0.5863372321	-0.3033295967	0.6872955789	2.021208849	-1.42990939	0.3003323179	0.3466401195	-27.47227349	16864.9764	1.401322324e-162	1.906584149e-160	3.817812597e-161
Wu2021	high_vs_zero	TRMT61A	7222	10045	0.111426382	0.1058453561	0.005581025916	0.1830887934	0.2063263203	-0.1138146937	0.1888673498	0.1163763066	1.194587824	16687.34889	0.2322650876	0.2830026067	0.2631465622
Wu2021	high_vs_zero	BAG5	7222	10045	0.2058104307	0.2182601707	-0.01244974004	0.3560056763	0.4678397485	-0.3164320576	0.3015785101	0.2132404181	-1.902110703	17020.38099	0.05717354776	0.07958811516	0.07019667129
Wu2021	high_vs_zero	KLC1	7222	10045	0.1100920883	0.127116671	-0.01702458262	0.1792954688	0.2544636709	-0.3438456044	0.1926059263	0.1352911896	-3.488662839	17172.89875	0.0004866586713	0.0009216569451	0.0007180960447
Wu2021	high_vs_zero	COA8	7222	10045	0.2373084452	0.2066720816	0.03063636368	0.414304127	0.433542231	-0.05298073756	0.3421489892	0.2040816327	4.630426542	16558.55616	3.676863831e-06	8.70370466e-06	6.218525354e-06
Wu2021	high_vs_zero	KLC1-AS1	7222	10045	0.0065667814	0.00553442316	0.00103235824	0.009268824603	0.01115220739	-0.02465475371	0.01564663528	0.006470881035	0.9670704589	17108.9404	0.3335224817	0.3902129944	0.3685054082
