module	GO	description	overlap	module_annotated_genes	term_universe_genes	universe_genes	p	genes	q_all_module_terms
pink	GO:0032635	interleukin-6 production	3	199	33	5553	0.112962787938225	CEBPB;HYAL2;UNC93B1	1
pink	GO:0032637	interleukin-8 production	2	199	23	5553	0.198565271552289	RAB1A;HYAL2	1
pink	GO:0032640	tumor necrosis factor production	0	199	42	5553	1		1
pink	GO:0032642	regulation of chemokine production	0	199	23	5553	1		1
pink	GO:0032647	regulation of interferon-alpha production	0	199	11	5553	1		1
pink	GO:0032648	regulation of interferon-beta production	0	199	26	5553	1		1
pink	GO:0032649	regulation of type II interferon production	0	199	26	5553	1		1
pink	GO:0032651	regulation of interleukin-1 beta production	0	199	22	5553	1		1
pink	GO:0032652	regulation of interleukin-1 production	0	199	28	5553	1		1
pink	GO:0032653	regulation of interleukin-10 production	0	199	12	5553	1		1
pink	GO:0032655	regulation of interleukin-12 production	1	199	13	5553	0.378083716675758	UNC93B1	1
pink	GO:0032663	regulation of interleukin-2 production	0	199	19	5553	1		1
pink	GO:0032675	regulation of interleukin-6 production	3	199	33	5553	0.112962787938225	CEBPB;HYAL2;UNC93B1	1
pink	GO:0032677	regulation of interleukin-8 production	2	199	23	5553	0.198565271552289	RAB1A;HYAL2	1
pink	GO:0032680	regulation of tumor necrosis factor production	0	199	42	5553	1		1
pink	GO:0032720	negative regulation of tumor necrosis factor production	0	199	14	5553	1		1
pink	GO:0032722	positive regulation of chemokine production	0	199	17	5553	1		1
pink	GO:0032727	positive regulation of interferon-alpha production	0	199	10	5553	1		1
pink	GO:0032728	positive regulation of interferon-beta production	0	199	17	5553	1		1
pink	GO:0032729	positive regulation of type II interferon production	0	199	17	5553	1		1
pink	GO:0032731	positive regulation of interleukin-1 beta production	0	199	12	5553	1		1
pink	GO:0032732	positive regulation of interleukin-1 production	0	199	17	5553	1		1
pink	GO:0032733	positive regulation of interleukin-10 production	0	199	10	5553	1		1
pink	GO:0032743	positive regulation of interleukin-2 production	0	199	10	5553	1		1
pink	GO:0032755	positive regulation of interleukin-6 production	2	199	21	5553	0.172406519227862	HYAL2;UNC93B1	1
pink	GO:0032757	positive regulation of interleukin-8 production	2	199	17	5553	0.122285313279779	RAB1A;HYAL2	1
pink	GO:0032760	positive regulation of tumor necrosis factor production	0	199	23	5553	1		1
pink	GO:0032768	regulation of monooxygenase activity	0	199	11	5553	1		1
pink	GO:0032781	positive regulation of ATP-dependent activity	0	199	23	5553	1		1
pink	GO:0032784	regulation of DNA-templated transcription elongation	1	199	61	5553	0.89338140216056	TSFM	1
pink	GO:0032785	negative regulation of DNA-templated transcription, elongation	0	199	15	5553	1		1
pink	GO:0032786	positive regulation of DNA-templated transcription, elongation	0	199	35	5553	1		1
pink	GO:0032787	monocarboxylic acid metabolic process	10	199	231	5553	0.314598647025155	MPC2;ECH1;SCP2;LYPLA1;ACADM;ETFB;ACAT1;ARL2;HEXA;CHST12	1
pink	GO:0032790	ribosome disassembly	0	199	10	5553	1		1
pink	GO:0032801	receptor catabolic process	0	199	15	5553	1		1
pink	GO:0032835	glomerulus development	1	199	16	5553	0.442735211515897	HES1	1
pink	GO:0032868	response to insulin	4	199	103	5553	0.507944925123866	SRSF6;VAMP2;MAPK3;STXBP3	1
pink	GO:0032869	cellular response to insulin stimulus	2	199	83	5553	0.804666697407009	VAMP2;MAPK3	1
pink	GO:0032870	cellular response to hormone stimulus	7	199	230	5553	0.725440559562885	ATP1A1;CSNK2B;VAMP2;PGRMC2;EGLN2;MAPK3;SOCS2	1
pink	GO:0032872	regulation of stress-activated MAPK cascade	3	199	63	5553	0.394294380664136	ZNF622;MAP2K1;MAPK3	1
pink	GO:0032873	negative regulation of stress-activated MAPK cascade	0	199	22	5553	1		1
pink	GO:0032874	positive regulation of stress-activated MAPK cascade	1	199	34	5553	0.711937923032192	ZNF622	1
pink	GO:0032878	regulation of establishment or maintenance of cell polarity	1	199	13	5553	0.378083716675758	LLGL2	1
pink	GO:0032880	regulation of protein localization	16	199	358	5553	0.211581285879901	MPC2;LYPLA1;IER3IP1;ARF6;CRIPT;SVIP;VAMP2;OAZ2;RAP1A;SCFD1;SIRT7;LLGL2;NDFIP2;TERF1;TARDBP;HYAL2	1
pink	GO:0032881	regulation of polysaccharide metabolic process	1	199	14	5553	0.400423308802387	PPP1CB	1
pink	GO:0032885	regulation of polysaccharide biosynthetic process	1	199	12	5553	0.354916112710665	PPP1CB	1
pink	GO:0032890	regulation of organic acid transport	1	199	21	5553	0.535963037271251	ARL6IP1	1
pink	GO:0032892	positive regulation of organic acid transport	1	199	11	5553	0.330889967554278	ARL6IP1	1
pink	GO:0032922	circadian regulation of gene expression	1	199	34	5553	0.711937923032192	PPP1CB	1
pink	GO:0032941	secretion by tissue	0	199	12	5553	1		1
pink	GO:0032943	mononuclear cell proliferation	2	199	84	5553	0.810026490525602	HES1;CEBPB	1
pink	GO:0032944	regulation of mononuclear cell proliferation	2	199	65	5553	0.683107144982601	HES1;CEBPB	1
pink	GO:0032945	negative regulation of mononuclear cell proliferation	1	199	19	5553	0.50069609178015	CEBPB	1
pink	GO:0032946	positive regulation of mononuclear cell proliferation	1	199	41	5553	0.777267858791771	HES1	1
pink	GO:0032956	regulation of actin cytoskeleton organization	3	199	125	5553	0.832386846866033	RHOC;ARF6;CTTN	1
pink	GO:0032963	collagen metabolic process	0	199	31	5553	1		1
pink	GO:0032964	collagen biosynthetic process	0	199	15	5553	1		1
pink	GO:0032965	regulation of collagen biosynthetic process	0	199	10	5553	1		1
pink	GO:0032967	positive regulation of collagen biosynthetic process	0	199	10	5553	1		1
pink	GO:0032968	positive regulation of transcription elongation by RNA polymerase II	0	199	28	5553	1		1
pink	GO:0032970	regulation of actin filament-based process	3	199	143	5553	0.892968168354971	RHOC;ARF6;CTTN	1
pink	GO:0032984	protein-containing complex disassembly	5	199	117	5553	0.409782751501681	CHMP2A;CHMP5;LAMP2;CHMP3;CHMP4A	1
pink	GO:0032986	protein-DNA complex disassembly	0	199	15	5553	1		1
pink	GO:0032989	cellular component morphogenesis	4	199	212	5553	0.950670765686158	CTTN;LLPH;MAP2K1;NBL1	1
pink	GO:0032990	cell part morphogenesis	4	199	188	5553	0.911308822481428	CTTN;LLPH;MAP2K1;NBL1	1
pink	GO:0033002	muscle cell proliferation	0	199	61	5553	1		1
pink	GO:0033013	tetrapyrrole metabolic process	0	199	25	5553	1		1
pink	GO:0033014	tetrapyrrole biosynthetic process	0	199	17	5553	1		1
pink	GO:0033028	myeloid cell apoptotic process	1	199	14	5553	0.400423308802387	ARF6	1
pink	GO:0033032	regulation of myeloid cell apoptotic process	0	199	10	5553	1		1
pink	GO:0033044	regulation of chromosome organization	3	199	134	5553	0.865635838512704	NAA10;TERF1;MAPK3	1
pink	GO:0033045	regulation of sister chromatid segregation	0	199	54	5553	1		1
pink	GO:0033046	negative regulation of sister chromatid segregation	0	199	23	5553	1		1
pink	GO:0033047	regulation of mitotic sister chromatid segregation	0	199	28	5553	1		1
pink	GO:0033048	negative regulation of mitotic sister chromatid segregation	0	199	23	5553	1		1
pink	GO:0033059	cellular pigmentation	3	199	32	5553	0.105334471632607	RAB1A;BLOC1S1;RAB27A	1
pink	GO:0033077	T cell differentiation in thymus	0	199	28	5553	1		1
pink	GO:0033119	negative regulation of RNA splicing	1	199	21	5553	0.535963037271251	SRSF6	1
pink	GO:0033120	positive regulation of RNA splicing	0	199	27	5553	1		1
pink	GO:0033135	regulation of peptidyl-serine phosphorylation	0	199	41	5553	1		1
pink	GO:0033138	positive regulation of peptidyl-serine phosphorylation	0	199	31	5553	1		1
pink	GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	0	199	35	5553	1		1
pink	GO:0033144	negative regulation of intracellular steroid hormone receptor signaling pathway	0	199	15	5553	1		1
pink	GO:0033146	regulation of intracellular estrogen receptor signaling pathway	0	199	18	5553	1		1
pink	GO:0033157	regulation of intracellular protein transport	6	199	125	5553	0.290818600043231	SVIP;VAMP2;OAZ2;SIRT7;TARDBP;HYAL2	1
pink	GO:0033173	calcineurin-NFAT signaling cascade	0	199	15	5553	1		1
pink	GO:0033209	tumor necrosis factor-mediated signaling pathway	0	199	43	5553	1		1
pink	GO:0033233	regulation of protein sumoylation	0	199	13	5553	1		1
pink	GO:0033238	regulation of amine metabolic process	0	199	10	5553	1		1
pink	GO:0033260	nuclear DNA replication	1	199	13	5553	0.378083716675758	TERF1	1
pink	GO:0033273	response to vitamin	1	199	26	5553	0.613659421097603	FOLR1	1
pink	GO:0033344	cholesterol efflux	0	199	15	5553	1		1
pink	GO:0033363	secretory granule organization	1	199	23	5553	0.568750633557049	BLOC1S1	1
pink	GO:0033365	protein localization to organelle	17	199	488	5553	0.587420636106166	NDUFA13;ARF6;EMC7;LAMP2;SNF8;MAPRE1;CRIPT;CPE;CHMP4A;RAP1A;BOD1;SRP19;TERF1;ARL2;TARDBP;SNX10;HYAL2	1
pink	GO:0033500	carbohydrate homeostasis	2	199	71	5553	0.729266173765477	MPC2;STXBP3	1
pink	GO:0033555	multicellular organismal response to stress	0	199	15	5553	1		1
pink	GO:0033559	unsaturated fatty acid metabolic process	1	199	37	5553	0.741993308836291	SCP2	1
pink	GO:0033574	response to testosterone	1	199	24	5553	0.58426937206015	MTAP	1
pink	GO:0033598	mammary gland epithelial cell proliferation	1	199	15	5553	0.421964338148537	CEBPB	1
pink	GO:0033617	mitochondrial cytochrome c oxidase assembly	2	199	20	5553	0.159556215202764	COA8;COX19	1
pink	GO:0033619	membrane protein proteolysis	1	199	28	5553	0.640981445489882	PSENEN	1
pink	GO:0033627	cell adhesion mediated by integrin	0	199	26	5553	1		1
pink	GO:0033628	regulation of cell adhesion mediated by integrin	0	199	16	5553	1		1
pink	GO:0033673	negative regulation of kinase activity	1	199	88	5553	0.960734344364316	HYAL2	1
pink	GO:0033674	positive regulation of kinase activity	3	199	107	5553	0.744745649328533	RAP1A;ZNF622;MAP2K1	1
pink	GO:0033687	osteoblast proliferation	0	199	12	5553	1		1
pink	GO:0033688	regulation of osteoblast proliferation	0	199	10	5553	1		1
pink	GO:0033750	ribosome localization	0	199	10	5553	1		1
pink	GO:0033865	nucleoside bisphosphate metabolic process	2	199	54	5553	0.582182824987425	MPC2;ACAT1	1
pink	GO:0033866	nucleoside bisphosphate biosynthetic process	2	199	29	5553	0.278908796488909	MPC2;ACAT1	1
pink	GO:0033875	ribonucleoside bisphosphate metabolic process	2	199	54	5553	0.582182824987425	MPC2;ACAT1	1
pink	GO:0033962	P-body assembly	0	199	11	5553	1		1
pink	GO:0033993	response to lipid	14	199	314	5553	0.234355523606477	SLPI;ARPC1B;HES1;CEBPB;NDUFA13;CHMP5;ATP1A1;MGST2;CRLS1;PGRMC2;EGLN2;MAPK3;SOCS2;MTAP	1
pink	GO:0034030	ribonucleoside bisphosphate biosynthetic process	2	199	29	5553	0.278908796488909	MPC2;ACAT1	1
pink	GO:0034032	purine nucleoside bisphosphate metabolic process	2	199	54	5553	0.582182824987425	MPC2;ACAT1	1
pink	GO:0034033	purine nucleoside bisphosphate biosynthetic process	2	199	29	5553	0.278908796488909	MPC2;ACAT1	1
pink	GO:0034063	stress granule assembly	0	199	26	5553	1		1
pink	GO:0034067	protein localization to Golgi apparatus	0	199	17	5553	1		1
pink	GO:0034097	response to cytokine	12	199	329	5553	0.518622475098624	HES1;NDUFA13;RAD23B;ACTR2;CSNK2B;SYNGR1;EEF1E1;SNX10;NFYB;HYAL2;MAPK3;STXBP3	1
pink	GO:0034101	erythrocyte homeostasis	0	199	65	5553	1		1
pink	GO:0034103	regulation of tissue remodeling	0	199	23	5553	1		1
pink	GO:0034109	homotypic cell-cell adhesion	1	199	38	5553	0.751301381994663	STXBP3	1
pink	GO:0034110	regulation of homotypic cell-cell adhesion	0	199	11	5553	1		1
pink	GO:0034113	heterotypic cell-cell adhesion	0	199	19	5553	1		1
pink	GO:0034138	toll-like receptor 3 signaling pathway	1	199	10	5553	0.305973632139476	UNC93B1	1
pink	GO:0034142	toll-like receptor 4 signaling pathway	0	199	16	5553	1		1
pink	GO:0034198	cellular response to amino acid starvation	1	199	27	5553	0.6275696391547	MAPK3	1
pink	GO:0034204	lipid translocation	0	199	10	5553	1		1
pink	GO:0034205	amyloid-beta formation	1	199	21	5553	0.535963037271251	PSENEN	1
pink	GO:0034219	carbohydrate transmembrane transport	1	199	31	5553	0.678400977865032	STXBP3	1
pink	GO:0034220	monoatomic ion transmembrane transport	9	199	238	5553	0.483720463743536	FXYD3;ATP6V1F;ATP5PO;ATP1A1;ATP6V1E1;VAMP2;COA8;ATP5F1EP2;SLC39A3	1
pink	GO:0034243	regulation of transcription elongation by RNA polymerase II	0	199	51	5553	1		1
pink	GO:0034244	negative regulation of transcription elongation by RNA polymerase II	0	199	13	5553	1		1
pink	GO:0034248	regulation of amide metabolic process	4	199	272	5553	0.990013768178002	EIF4A3;TARDBP;TSFM;UNK	1
pink	GO:0034249	negative regulation of amide metabolic process	3	199	125	5553	0.832386846866033	EIF4A3;TARDBP;UNK	1
pink	GO:0034250	positive regulation of amide metabolic process	1	199	97	5553	0.971886117544454	EIF4A3	1
pink	GO:0034284	response to monosaccharide	2	199	62	5553	0.657721686360675	MPC2;VAMP2	1
pink	GO:0034308	primary alcohol metabolic process	0	199	29	5553	1		1
pink	GO:0034311	diol metabolic process	1	199	15	5553	0.421964338148537	PTS	1
pink	GO:0034312	diol biosynthetic process	1	199	12	5553	0.354916112710665	PTS	1
pink	GO:0034314	Arp2/3 complex-mediated actin nucleation	3	199	27	5553	0.0705840435004524	ARPC1B;ACTR2;ARPC4	1
pink	GO:0034315	regulation of Arp2/3 complex-mediated actin nucleation	0	199	16	5553	1		1
pink	GO:0034329	cell junction assembly	6	199	121	5553	0.265990887843539	RHOC;ARF6;CTTN;CRIPT;RAP1A;ARL2	1
pink	GO:0034330	cell junction organization	6	199	214	5553	0.786920222119211	RHOC;ARF6;CTTN;CRIPT;RAP1A;ARL2	1
pink	GO:0034331	cell junction maintenance	1	199	12	5553	0.354916112710665	ARF6	1
pink	GO:0034332	adherens junction organization	0	199	19	5553	1		1
pink	GO:0034340	response to type I interferon	0	199	35	5553	1		1
pink	GO:0034341	response to type II interferon	2	199	58	5553	0.621394111972296	ACTR2;STXBP3	1
pink	GO:0034381	plasma lipoprotein particle clearance	1	199	13	5553	0.378083716675758	CNPY2	1
pink	GO:0034383	low-density lipoprotein particle clearance	1	199	10	5553	0.305973632139476	CNPY2	1
pink	GO:0034389	lipid droplet organization	0	199	21	5553	1		1
pink	GO:0034394	protein localization to cell surface	1	199	28	5553	0.640981445489882	ARF6	1
pink	GO:0034405	response to fluid shear stress	0	199	12	5553	1		1
pink	GO:0034446	substrate adhesion-dependent cell spreading	1	199	41	5553	0.777267858791771	RAB1A	1
pink	GO:0034453	microtubule anchoring	0	199	11	5553	1		1
pink	GO:0034470	ncRNA processing	9	199	240	5553	0.493938329122368	RPL7;EIF4A3;PIN4;C1D;GAR1;SIRT7;TSNAX;EMG1;RPF1	1
pink	GO:0034471	ncRNA 5'-end processing	0	199	13	5553	1		1
pink	GO:0034472	snRNA 3'-end processing	0	199	11	5553	1		1
pink	GO:0034497	protein localization to phagophore assembly site	0	199	10	5553	1		1
pink	GO:0034502	protein localization to chromosome	2	199	51	5553	0.550877001376138	BOD1;TERF1	1
pink	GO:0034504	protein localization to nucleus	3	199	162	5553	0.934985698572625	ARL2;TARDBP;HYAL2	1
pink	GO:0034508	centromere complex assembly	0	199	16	5553	1		1
pink	GO:0034599	cellular response to oxidative stress	2	199	119	5553	0.931549591128554	PYCR2;MAPK3	1
pink	GO:0034605	cellular response to heat	1	199	41	5553	0.777267858791771	STUB1	1
pink	GO:0034612	response to tumor necrosis factor	3	199	98	5553	0.688888821820895	HES1;HYAL2;MAPK3	1
pink	GO:0034614	cellular response to reactive oxygen species	1	199	74	5553	0.934047925785246	MAPK3	1
pink	GO:0034620	cellular response to unfolded protein	2	199	60	5553	0.639915894061522	STUB1;TMEM33	1
pink	GO:0034643	establishment of mitochondrion localization, microtubule-mediated	0	199	14	5553	1		1
pink	GO:0034644	cellular response to UV	1	199	42	5553	0.785309167953679	HYAL2	1
pink	GO:0034655	nucleobase-containing compound catabolic process	6	199	203	5553	0.742843532309281	EIF4A3;ACAT1;SMUG1;ALKBH5;TARDBP;RBM7	1
pink	GO:0034660	ncRNA metabolic process	10	199	334	5553	0.767777148488833	RPL7;EIF4A3;PIN4;C1D;GAR1;SIRT7;TSNAX;EMG1;RPF1;RBM7	1
pink	GO:0034661	ncRNA catabolic process	1	199	30	5553	0.666380278127079	RBM7	1
pink	GO:0034694	response to prostaglandin	0	199	10	5553	1		1
pink	GO:0034728	nucleosome organization	0	199	60	5553	1		1
pink	GO:0034755	iron ion transmembrane transport	0	199	11	5553	1		1
pink	GO:0034762	regulation of transmembrane transport	6	199	128	5553	0.309750451655846	FXYD3;ARL6IP1;VAMP2;OAZ2;COA8;STXBP3	1
pink	GO:0034763	negative regulation of transmembrane transport	2	199	38	5553	0.39759460197654	OAZ2;STXBP3	1
pink	GO:0034764	positive regulation of transmembrane transport	2	199	58	5553	0.621394111972296	ARL6IP1;COA8	1
pink	GO:0034765	regulation of monoatomic ion transmembrane transport	3	199	88	5553	0.616732895619766	FXYD3;VAMP2;COA8	1
pink	GO:0034766	negative regulation of monoatomic ion transmembrane transport	0	199	25	5553	1		1
pink	GO:0034767	positive regulation of monoatomic ion transmembrane transport	1	199	36	5553	0.732338677106021	COA8	1
pink	GO:0034968	histone lysine methylation	0	199	18	5553	1		1
pink	GO:0034976	response to endoplasmic reticulum stress	9	199	167	5553	0.144144820251001	STUB1;CEBPB;RNF5;SVIP;ERP44;TMEM33;TARDBP;UBQLN2;NPLOC4	1
pink	GO:0035019	somatic stem cell population maintenance	1	199	23	5553	0.568750633557049	HES1	1
pink	GO:0035023	regulation of Rho protein signal transduction	0	199	25	5553	1		1
pink	GO:0035036	sperm-egg recognition	1	199	15	5553	0.421964338148537	FOLR1	1
pink	GO:0035050	embryonic heart tube development	2	199	21	5553	0.172406519227862	HES1;FOLR1	1
pink	GO:0035051	cardiocyte differentiation	4	199	44	5553	0.0713478265514731	HES1;ACADM;FOLR1;MAPK3	1
pink	GO:0035088	establishment or maintenance of apical/basal cell polarity	1	199	22	5553	0.552655617817712	LLGL2	1
pink	GO:0035094	response to nicotine	0	199	10	5553	1		1
pink	GO:0035107	appendage morphogenesis	0	199	40	5553	1		1
pink	GO:0035108	limb morphogenesis	0	199	40	5553	1		1
pink	GO:0035113	embryonic appendage morphogenesis	0	199	32	5553	1		1
pink	GO:0035136	forelimb morphogenesis	0	199	11	5553	1		1
pink	GO:0035148	tube formation	1	199	51	5553	0.845845571429434	FOLR1	1
pink	GO:0035150	regulation of tube size	0	199	29	5553	1		1
pink	GO:0035162	embryonic hemopoiesis	0	199	11	5553	1		1
pink	GO:0035188	hatching	0	199	11	5553	1		1
pink	GO:0035194	regulatory ncRNA-mediated post-transcriptional gene silencing	1	199	37	5553	0.741993308836291	TSNAX	1
pink	GO:0035195	miRNA-mediated post-transcriptional gene silencing	0	199	28	5553	1		1
pink	GO:0035196	miRNA processing	0	199	24	5553	1		1
pink	GO:0035239	tube morphogenesis	6	199	269	5553	0.926772024142999	HES1;CSNK2B;CXCL17;AIMP1;RAP1A;FOLR1	1
pink	GO:0035249	synaptic transmission, glutamatergic	0	199	15	5553	1		1
pink	GO:0035264	multicellular organism growth	1	199	57	5553	0.876428650121726	SOCS2	1
pink	GO:0035265	organ growth	1	199	48	5553	0.82783886475027	IER3IP1	1
pink	GO:0035270	endocrine system development	3	199	37	5553	0.145415481158212	HES1;MAP2K1;MAPK3	1
pink	GO:0035278	miRNA-mediated gene silencing by inhibition of translation	0	199	10	5553	1		1
pink	GO:0035282	segmentation	0	199	24	5553	1		1
pink	GO:0035295	tube development	11	199	332	5553	0.651908551365558	HES1;CSNK2B;CXCL17;AIMP1;YIPF6;SRSF6;ACAT1;RAP1A;FOLR1;MAP2K1;MAPK3	1
pink	GO:0035296	regulation of tube diameter	0	199	29	5553	1		1
pink	GO:0035303	regulation of dephosphorylation	2	199	46	5553	0.495161973470537	BOD1;PPP2R3C	1
pink	GO:0035304	regulation of protein dephosphorylation	1	199	37	5553	0.741993308836291	BOD1	1
pink	GO:0035305	negative regulation of dephosphorylation	1	199	21	5553	0.535963037271251	BOD1	1
pink	GO:0035306	positive regulation of dephosphorylation	0	199	19	5553	1		1
pink	GO:0035307	positive regulation of protein dephosphorylation	0	199	18	5553	1		1
pink	GO:0035308	negative regulation of protein dephosphorylation	1	199	17	5553	0.462763330155655	BOD1	1
pink	GO:0035315	hair cell differentiation	1	199	11	5553	0.330889967554278	HES1	1
pink	GO:0035329	hippo signaling	1	199	14	5553	0.400423308802387	ARRDC3	1
pink	GO:0035335	peptidyl-tyrosine dephosphorylation	0	199	12	5553	1		1
pink	GO:0035336	long-chain fatty-acyl-CoA metabolic process	0	199	10	5553	1		1
pink	GO:0035337	fatty-acyl-CoA metabolic process	1	199	17	5553	0.462763330155655	ACAT1	1
pink	GO:0035383	thioester metabolic process	2	199	41	5553	0.435289774463969	MPC2;ACAT1	1
pink	GO:0035384	thioester biosynthetic process	2	199	23	5553	0.198565271552289	MPC2;ACAT1	1
pink	GO:0035418	protein localization to synapse	1	199	22	5553	0.552655617817712	RAP1A	1
pink	GO:0035455	response to interferon-alpha	0	199	10	5553	1		1
pink	GO:0035456	response to interferon-beta	1	199	19	5553	0.50069609178015	NDUFA13	1
pink	GO:0035458	cellular response to interferon-beta	1	199	14	5553	0.400423308802387	NDUFA13	1
pink	GO:0035459	vesicle cargo loading	1	199	18	5553	0.482075125187993	RAB1A	1
pink	GO:0035510	DNA dealkylation	0	199	14	5553	1		1
pink	GO:0035567	non-canonical Wnt signaling pathway	0	199	11	5553	1		1
pink	GO:0035592	establishment of protein localization to extracellular region	6	199	113	5553	0.218237628714583	MPC2;IER3IP1;ARF6;LLGL2;TARDBP;STXBP3	1
pink	GO:0035601	protein deacylation	2	199	29	5553	0.278908796488909	LYPLA1;SIRT7	1
pink	GO:0035633	maintenance of blood-brain barrier	0	199	14	5553	1		1
pink	GO:0035710	CD4-positive, alpha-beta T cell activation	0	199	32	5553	1		1
pink	GO:0035725	sodium ion transmembrane transport	2	199	28	5553	0.265450868104792	FXYD3;ATP1A1	1
pink	GO:0035751	regulation of lysosomal lumen pH	1	199	24	5553	0.58426937206015	ATP6V1F	1
pink	GO:0035767	endothelial cell chemotaxis	0	199	10	5553	1		1
pink	GO:0035773	insulin secretion involved in cellular response to glucose stimulus	1	199	20	5553	0.518650822126328	MPC2	1
pink	GO:0035794	positive regulation of mitochondrial membrane permeability	0	199	24	5553	1		1
pink	GO:0035825	homologous recombination	0	199	19	5553	1		1
pink	GO:0035850	epithelial cell differentiation involved in kidney development	0	199	13	5553	1		1
pink	GO:0035872	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	0	199	14	5553	1		1
pink	GO:0035886	vascular associated smooth muscle cell differentiation	1	199	11	5553	0.330889967554278	HES1	1
pink	GO:0035904	aorta development	1	199	16	5553	0.442735211515897	HES1	1
pink	GO:0035914	skeletal muscle cell differentiation	0	199	21	5553	1		1
pink	GO:0035924	cellular response to vascular endothelial growth factor stimulus	0	199	17	5553	1		1
pink	GO:0035966	response to topologically incorrect protein	5	199	108	5553	0.345031905355536	STUB1;RNF5;ERP44;TMEM33;UBE2W	1
pink	GO:0035967	cellular response to topologically incorrect protein	4	199	74	5553	0.273322374648378	STUB1;RNF5;TMEM33;UBE2W	1
pink	GO:0035970	peptidyl-threonine dephosphorylation	0	199	11	5553	1		1
pink	GO:0035987	endodermal cell differentiation	1	199	19	5553	0.50069609178015	MAP2K1	1
pink	GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress	1	199	15	5553	0.421964338148537	CEBPB	1
pink	GO:0036010	protein localization to endosome	1	199	11	5553	0.330889967554278	ARF6	1
pink	GO:0036260	RNA capping	1	199	25	5553	0.599232366265256	SNRPE	1
pink	GO:0036293	response to decreased oxygen levels	7	199	125	5553	0.160498459162216	STUB1;SDHD;NDRG1;SCFD1;FUNDC1;EGLN2;ALKBH5	1
pink	GO:0036294	cellular response to decreased oxygen levels	4	199	69	5553	0.233753497821867	STUB1;SDHD;NDRG1;EGLN2	1
pink	GO:0036296	response to increased oxygen levels	0	199	15	5553	1		1
pink	GO:0036465	synaptic vesicle recycling	2	199	29	5553	0.278908796488909	ARF6;VAMP2	1
pink	GO:0036480	neuron intrinsic apoptotic signaling pathway in response to oxidative stress	0	199	10	5553	1		1
pink	GO:0036498	IRE1-mediated unfolded protein response	1	199	13	5553	0.378083716675758	TMEM33	1
pink	GO:0036499	PERK-mediated unfolded protein response	1	199	14	5553	0.400423308802387	TMEM33	1
pink	GO:0036503	ERAD pathway	5	199	73	5553	0.119880237666522	STUB1;RNF5;SVIP;UBQLN2;NPLOC4	1
pink	GO:0038034	signal transduction in absence of ligand	0	199	25	5553	1		1
pink	GO:0038061	non-canonical NF-kappaB signal transduction	0	199	59	5553	1		1
pink	GO:0038066	p38MAPK cascade	0	199	19	5553	1		1
pink	GO:0038093	Fc receptor signaling pathway	0	199	12	5553	1		1
pink	GO:0038127	ERBB signaling pathway	1	199	52	5553	0.851421131459521	STUB1	1
pink	GO:0038179	neurotrophin signaling pathway	1	199	10	5553	0.305973632139476	RAP1A	1
pink	GO:0038202	TORC1 signaling	2	199	47	5553	0.506650245113803	MAPK3;UBE2W	1
pink	GO:0039529	RIG-I signaling pathway	1	199	15	5553	0.421964338148537	NPLOC4	1
pink	GO:0039531	regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway	1	199	41	5553	0.777267858791771	NPLOC4	1
pink	GO:0039532	negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway	1	199	17	5553	0.462763330155655	NPLOC4	1
pink	GO:0039535	regulation of RIG-I signaling pathway	1	199	11	5553	0.330889967554278	NPLOC4	1
pink	GO:0039694	viral RNA genome replication	0	199	15	5553	1		1
pink	GO:0040001	establishment of mitotic spindle localization	1	199	16	5553	0.442735211515897	MAPRE1	1
pink	GO:0040007	growth	9	199	323	5553	0.82795595747886	NDUFA13;CHPT1;IER3IP1;CTTN;EBAG9;EGLN2;LLPH;HYAL2;SOCS2	1
pink	GO:0040008	regulation of growth	7	199	211	5553	0.638123682707597	NDUFA13;CHPT1;CTTN;EBAG9;EGLN2;HYAL2;SOCS2	1
pink	GO:0040011	locomotion	10	199	387	5553	0.897055223131755	RHOC;ARF6;CSNK2B;CXCL17;CKLF;MAP2K1;HYAL2;MAPK3;ARRDC3;NBL1	1
pink	GO:0040012	regulation of locomotion	8	199	335	5553	0.921170360016127	RHOC;ARF6;CSNK2B;CXCL17;HYAL2;MAPK3;ARRDC3;NBL1	1
pink	GO:0040013	negative regulation of locomotion	4	199	119	5553	0.623097222313978	CSNK2B;HYAL2;ARRDC3;NBL1	1
pink	GO:0040014	regulation of multicellular organism growth	1	199	23	5553	0.568750633557049	SOCS2	1
pink	GO:0040017	positive regulation of locomotion	4	199	192	5553	0.919372547576401	RHOC;ARF6;CXCL17;MAPK3	1
pink	GO:0040029	epigenetic regulation of gene expression	2	199	103	5553	0.889720969838905	DPY30;SIRT7	1
pink	GO:0042026	protein refolding	0	199	20	5553	1		1
pink	GO:0042058	regulation of epidermal growth factor receptor signaling pathway	0	199	25	5553	1		1
pink	GO:0042059	negative regulation of epidermal growth factor receptor signaling pathway	0	199	15	5553	1		1
pink	GO:0042060	wound healing	9	199	150	5553	0.0886595075381895	CHMP2A;CHMP5;RHOC;VKORC1;CHMP3;SRSF6;CHMP4A;RAB27A;STXBP3	1
