dataset	cancer	feature_name	metabolite_standard_name	kegg_id	hmdb_id	metabolite_key	identity_confidence	super_pathway	sub_pathway	n_tumor	n_normal	missing_rate_tumor_raw	missing_rate_normal_raw	missing_rate_tumor_processed	missing_rate_normal_processed	tumor_mean_processed	normal_mean_processed	tumor_sd_processed	normal_sd_processed	author_log2_fc_tumor_vs_normal	wilcoxon_p	rank_biserial_tumor_vs_normal	hedges_g	hedges_g_variance	hedges_g_se	hedges_g_ci_lower	hedges_g_ci_upper	analysis_design	wilcoxon_fdr	duplicate_metabolite_key_within_dataset	meta_eligible	high_missing_flag
GBM	GBM	SM(d42:0)	SM(d42:0)	NA	NA	NAME:SM(d42:0)	MODERATE_NAME_ONLY	Lipid	Sphingomyelins (SM)	74	6	0.0	0.0	0	0	19.7563783783784	21.5411666666667	0.890272479494497	0.781528864896664	-1.65227301599273	0.0006148471647606	-0.846846846846847	-2.00017650711876	0.205184593052867	0.452973059963688	-2.88800370464759	-1.11234930958994	Unpaired; author supplied processed values; no new transformation	0.0016171640522195	No	Yes	No
GBM	GBM	SM(d43:3);SM(d18:2/25:1)	SM(d43:3);SM(d18:2/25:1)	NA	NA	NAME:SM(d43:3);SM(d18:2/25:1)	MODERATE_NAME_ONLY	Lipid	Sphingomyelins (SM)	74	6	0.0	0.0	0	0	18.0228378378378	21.8748333333333	1.44897537749131	0.4944756482039	-3.11642314287069	7.66278701644305e-05	-0.977477477477477	-2.71065019646587	0.226102833227683	0.475502716319984	-3.64263552045304	-1.7786648724787	Unpaired; author supplied processed values; no new transformation	0.0005881716412019	No	Yes	No
GBM	GBM	TG(10:0/16:0/20:4)	TG(10:0/16:0/20:4)	NA	NA	NAME:TG(10:0/16:0/20:4)	MODERATE_NAME_ONLY	Lipid	Triglycerides (TG)	74	6	0.0	0.0	0	0	15.4571756756757	13.264	1.4396964230813	0.29913274645214	2.78911726922095	0.0007028483135804	0.837837837837838	1.55716735268831	0.19533499370692	0.441967186233231	0.690911667671173	2.42342303770544	Unpaired; author supplied processed values; no new transformation	0.001775075170471	No	Yes	No
GBM	GBM	TG(12:0/18:2/22:6)	TG(12:0/18:2/22:6)	NA	NA	NAME:TG(12:0/18:2/22:6)	MODERATE_NAME_ONLY	Lipid	Triglycerides (TG)	74	6	0.0540540540540541	0.833333333333333	0	0	14.3740540540541	11.7933333333333	1.46260295169209	1.19371800131634	2.63244732990094	0.0012907580199571	0.795045045045045	1.76644703997423	0.199682274836641	0.446858226775161	0.890604915494913	2.64228916445354	Unpaired; author supplied processed values; no new transformation	0.0030291526596299	No	Yes	Yes
GBM	GBM	TG(14:0/16:0/16:0)	TG(14:0/16:0/16:0)	NA	HMDB42123	HMDB:HMDB42123	HIGH_ID	Lipid	Triglycerides (TG)	74	6	0.0	0.0	0	0	19.4455810810811	16.7363333333333	0.859102351003759	0.597867432351576	2.91182034847774	7.0945647230231e-05	0.981981981981982	3.17608047140201	0.243226974935313	0.493180468931316	2.20944675229663	4.14271419050739	Unpaired; author supplied processed values; no new transformation	0.0005881716412019	No	Yes	No
GBM	GBM	TG(14:0/16:0/20:4)	TG(14:0/16:0/20:4)	NA	HMDB42140	HMDB:HMDB42140	HIGH_ID	Lipid	Triglycerides (TG)	74	6	0.0	0.0	0	0	19.4839864864865	16.4416666666667	1.21764644409967	0.923427022924208	3.24049388852163	0.0001504593958698	0.936936936936937	2.50881054746746	0.219518494949455	0.468528008713946	1.59049565038813	3.4271254445468	Unpaired; author supplied processed values; no new transformation	0.0006679630504541	No	Yes	No
GBM	GBM	TG(14:0/18:1/18:1);TG(16:0/16:1/18:1)	TG(14:0/18:1/18:1);TG(16:0/16:1/18:1)	NA	NA	NAME:TG(14:0/18:1/18:1);TG(16:0/16:1/18:1)	MODERATE_NAME_ONLY	Lipid	Triglycerides (TG)	74	6	0.0	0.0	0	0	22.5359054054054	19.9983333333333	0.62930721136163	0.906856695772087	2.41253007495661	7.66278701644305e-05	0.977477477477477	3.86235628434473	0.273416405600288	0.522892346090749	2.83748728600686	4.8872252826826	Unpaired; author supplied processed values; no new transformation	0.0005881716412019	No	Yes	No
GBM	GBM	TG(14:0/20:4/20:4);TG(14:0/18:2/22:6)	TG(14:0/20:4/20:4);TG(14:0/18:2/22:6)	NA	NA	NAME:TG(14:0/20:4/20:4);TG(14:0/18:2/22:6)	MODERATE_NAME_ONLY	Lipid	Triglycerides (TG)	74	6	0.0	0.166666666666667	0	0	17.5405135135135	14.0481666666667	1.20934245966409	2.17994581736948	2.4967145817355	0.0011116964812287	0.806306306306306	2.67366847500301	0.224858324644086	0.474192286571688	1.74425159332251	3.60308535668352	Unpaired; author supplied processed values; no new transformation	0.0026359077438661	No	Yes	No
GBM	GBM	TG(14:0/20:4/22:6)	TG(14:0/20:4/22:6)	NA	HMDB42659	HMDB:HMDB42659	HIGH_ID	Lipid	Triglycerides (TG)	74	6	0.027027027027027	0.666666666666667	0	0	16.0101756756757	12.8793333333333	1.55674986648385	1.74901614248316	2.80871340512367	0.0010383540777814	0.810810810810811	1.97519572557273	0.204563918644685	0.452287429235752	1.08871236427065	2.8616790868748	Unpaired; author supplied processed values; no new transformation	0.0024876725737822	No	Yes	Yes
GBM	GBM	TG(16:0/16:0/16:0)	TG(16:0/16:0/16:0)	NA	HMDB05356	HMDB:HMDB05356	HIGH_ID	Lipid	Triglycerides (TG)	74	6	0.0	0.0	0	0	20.8237027027027	18.3155	0.789662364640472	0.465009139695125	2.6571420159508	5.20856749216929e-05	1.0	3.21364488936332	0.244727139398499	0.494699039213236	2.24403477250538	4.18325500622126	Unpaired; author supplied processed values; no new transformation	0.0005881716412019	No	Yes	No
