cohort	annotation_level	gene	celltype	n_units_total	n_units_ge20cells	n_units_detected	n_cells_total	mean_unit_log1p_cpm	median_unit_log1p_cpm	mean_unit_positive_fraction	status	source_rank
GSE242230	broad	ABHD6	Epithelial/Ductal	25	24	20	11133	1.3131685656682648	1.5506685603344776	0.04572080582534619	EVALUABLE	3.0
GSE242230	broad	ABHD6	Erythrocyte	12	3	1	1199	0.04056894076711789	0.0	0.00029895366218236175	LOW_DETECTION	NA
GSE242230	broad	ABHD6	Fibroblast/CAF	20	7	6	911	1.3013294150323245	1.1514571236729916	0.03988720776282916	EVALUABLE	4.0
GSE242230	broad	ABHD6	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	ABHD6	Myeloid	25	20	19	6246	2.3632667228491098	2.4690021682691237	0.07101399771329218	EVALUABLE	1.0
GSE242230	broad	ABHD6	Platelet	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	ABHD6	T/NK	25	21	16	9408	1.2076084705282903	1.264601116056496	0.014011418088083477	EVALUABLE	5.0
GSE242230	broad	ACE2	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	ACE2	B/Plasma	23	15	0	1740	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	ACE2	Endothelial	18	3	1	274	0.41019733280404713	0.0	0.005797101449275362	LOW_DETECTION	NA
GSE242230	broad	ACE2	Epithelial/Ductal	25	24	19	11133	1.438364580059065	1.0169160094567762	0.07586344900661636	EVALUABLE	1.0
GSE242230	broad	ACE2	Erythrocyte	12	3	0	1199	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	ACE2	Fibroblast/CAF	20	7	2	911	0.44473682912988727	0.0	0.009126632019267333	LOW_DETECTION	NA
GSE242230	broad	ACE2	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	ACE2	Myeloid	25	20	2	6246	0.05879959564117274	0.0	0.000890554480980013	LOW_DETECTION	NA
GSE242230	broad	ACE2	Platelet	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	ACE2	T/NK	25	21	2	9408	0.029373780576130142	0.0	0.00011385141647093732	LOW_DETECTION	NA
GSE242230	broad	ACOT8	Acinar	17	1	1	91	4.565817339699055	4.565817339699055	0.2	INSUFFICIENT_UNITS	NA
GSE242230	broad	ACOT8	B/Plasma	23	15	15	1740	3.0144737821933942	3.129659488903336	0.07619892328532171	EVALUABLE	5.0
GSE242230	broad	ACOT8	Endothelial	18	3	3	274	3.109042910354867	2.7433872923772684	0.07933497790112036	EVALUABLE	4.0
GSE242230	broad	ACOT8	Epithelial/Ductal	25	24	24	11133	3.490019563016879	3.5102938131577153	0.254292839686776	EVALUABLE	1.0
GSE242230	broad	ACOT8	Erythrocyte	12	3	1	1199	0.21499536406260558	0.0	0.002092675635276532	LOW_DETECTION	NA
GSE242230	broad	ACOT8	Fibroblast/CAF	20	7	7	911	2.8019871899912197	2.91564002417487	0.13988212461675512	EVALUABLE	6.0
GSE242230	broad	ACOT8	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	ACOT8	Myeloid	25	20	20	6246	3.215747904596366	3.1963045288853698	0.14348501571431516	EVALUABLE	3.0
GSE242230	broad	ACOT8	Platelet	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	ACOT8	T/NK	25	21	21	9408	3.30385736468103	3.2446103524631495	0.08847833263938604	EVALUABLE	2.0
GSE242230	broad	ACY3	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	ACY3	B/Plasma	23	15	6	1740	0.5488232149125659	0.0	0.006351868086832576	EVALUABLE	2.0
GSE242230	broad	ACY3	Endothelial	18	3	0	274	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	ACY3	Epithelial/Ductal	25	24	23	11133	2.152862507793298	2.1843158030674252	0.10512257304579337	EVALUABLE	1.0
GSE242230	broad	ACY3	Erythrocyte	12	3	1	1199	0.04056894076711789	0.0	0.00029895366218236175	LOW_DETECTION	NA
GSE242230	broad	ACY3	Fibroblast/CAF	20	7	0	911	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	ACY3	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	ACY3	Myeloid	25	20	12	6246	0.5209162825671655	0.3217759016494921	0.003913701654566327	EVALUABLE	3.0
GSE242230	broad	ACY3	Platelet	13	2	1	122	1.6915446736660202	1.6915446736660202	0.016129032258064516	INSUFFICIENT_UNITS	NA
GSE242230	broad	ACY3	T/NK	25	21	4	9408	0.1382892157055602	0.0	0.001000691130672848	EVALUABLE	4.0
GSE242230	broad	ADA	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	ADA	B/Plasma	23	15	10	1740	1.3667155860952755	1.5421160533682077	0.014587603694559748	EVALUABLE	5.0
GSE242230	broad	ADA	Endothelial	18	3	2	274	2.069679357213634	2.8184675537437434	0.08743961352657004	LOW_DETECTION	NA
GSE242230	broad	ADA	Epithelial/Ductal	25	24	22	11133	1.5468053463518743	1.6082916325854142	0.05206654189911733	EVALUABLE	4.0
GSE242230	broad	ADA	Erythrocyte	12	3	1	1199	0.04056894076711789	0.0	0.00029895366218236175	LOW_DETECTION	NA
GSE242230	broad	ADA	Fibroblast/CAF	20	7	7	911	2.1901150369451385	2.213595181515036	0.05965903427058429	EVALUABLE	3.0
GSE242230	broad	ADA	Mast	11	1	1	91	2.3195435371491993	2.3195435371491993	0.043478260869565216	INSUFFICIENT_UNITS	NA
GSE242230	broad	ADA	Myeloid	25	20	19	6246	2.2216166407185076	2.3385330958223074	0.049800287788472494	EVALUABLE	2.0
GSE242230	broad	ADA	Platelet	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	ADA	T/NK	25	21	20	9408	3.1870177873017242	3.4171850591772306	0.09732022681673826	EVALUABLE	1.0
GSE242230	broad	AGMAT	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AGMAT	B/Plasma	23	15	14	1740	1.6485022381208136	1.7693429417506916	0.02010036434347646	EVALUABLE	2.0
GSE242230	broad	AGMAT	Endothelial	18	3	0	274	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	AGMAT	Epithelial/Ductal	25	24	18	11133	1.1947306260946813	1.009175636715502	0.04776383665075915	EVALUABLE	3.0
GSE242230	broad	AGMAT	Erythrocyte	12	3	0	1199	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	AGMAT	Fibroblast/CAF	20	7	1	911	0.07817596439726028	0.0	0.0012315270935960591	LOW_DETECTION	NA
GSE242230	broad	AGMAT	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AGMAT	Myeloid	25	20	7	6246	0.2004501980554471	0.0	0.0020678296768332277	EVALUABLE	4.0
GSE242230	broad	AGMAT	Platelet	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AGMAT	T/NK	25	21	17	9408	1.6529452241773983	1.8127002389733593	0.024474325198384217	EVALUABLE	1.0
GSE242230	broad	AGXT2	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AGXT2	B/Plasma	23	15	0	1740	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	AGXT2	Endothelial	18	3	0	274	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	AGXT2	Epithelial/Ductal	25	24	1	11133	0.007077331802244981	0.0	0.00010575296108291032	LOW_DETECTION	NA
GSE242230	broad	AGXT2	Erythrocyte	12	3	0	1199	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	AGXT2	Fibroblast/CAF	20	7	1	911	0.040023219472116345	0.0	0.000725163161711385	LOW_DETECTION	NA
GSE242230	broad	AGXT2	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AGXT2	Myeloid	25	20	0	6246	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	AGXT2	Platelet	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AGXT2	T/NK	25	21	0	9408	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	AK4	Acinar	17	1	1	91	4.4616118649773675	4.4616118649773675	0.2	INSUFFICIENT_UNITS	NA
GSE242230	broad	AK4	B/Plasma	23	15	3	1740	0.3089338597388268	0.0	0.002665533457986288	EVALUABLE	5.0
GSE242230	broad	AK4	Endothelial	18	3	2	274	1.3636770352923413	1.7658450725052932	0.015787850755473325	LOW_DETECTION	NA
GSE242230	broad	AK4	Epithelial/Ductal	25	24	24	11133	3.616627042848428	3.765919014539544	0.2608117482035695	EVALUABLE	1.0
GSE242230	broad	AK4	Erythrocyte	12	3	0	1199	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	AK4	Fibroblast/CAF	20	7	7	911	2.8155705515528147	2.354488792305455	0.15608108696683906	EVALUABLE	2.0
GSE242230	broad	AK4	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AK4	Myeloid	25	20	20	6246	2.737966666878971	2.7052619871148806	0.08351153163319386	EVALUABLE	3.0
GSE242230	broad	AK4	Platelet	13	2	1	122	1.6885708883348212	1.6885708883348212	0.015151515151515152	INSUFFICIENT_UNITS	NA
GSE242230	broad	AK4	T/NK	25	21	16	9408	1.1912441178652937	0.8739781358154008	0.01174314019916986	EVALUABLE	4.0
GSE242230	broad	AK9	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AK9	B/Plasma	23	15	10	1740	1.50853459554509	2.022852355008444	0.025232515764394635	EVALUABLE	3.0
GSE242230	broad	AK9	Endothelial	18	3	1	274	0.5112036697969936	0.0	0.008695652173913044	LOW_DETECTION	NA
GSE242230	broad	AK9	Epithelial/Ductal	25	24	21	11133	1.6380679609608597	1.7600258203789916	0.058800199436310686	EVALUABLE	2.0
GSE242230	broad	AK9	Erythrocyte	12	3	1	1199	0.10935249985896787	0.0	0.0008968609865470852	LOW_DETECTION	NA
GSE242230	broad	AK9	Fibroblast/CAF	20	7	6	911	1.1893319384882706	1.1514571236729916	0.021351695287902366	EVALUABLE	5.0
GSE242230	broad	AK9	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AK9	Myeloid	25	20	19	6246	1.3587599576714298	1.4775024310385185	0.02348258492112599	EVALUABLE	4.0
GSE242230	broad	AK9	Platelet	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AK9	T/NK	25	21	19	9408	2.0012047355703513	1.9952631984342168	0.032863627507776286	EVALUABLE	1.0
GSE242230	broad	AKR1A1	Acinar	17	1	1	91	4.34527075690994	4.34527075690994	0.1	INSUFFICIENT_UNITS	NA
GSE242230	broad	AKR1A1	B/Plasma	23	15	15	1740	4.31867928054567	4.417980950856839	0.22568763025995153	EVALUABLE	5.0
GSE242230	broad	AKR1A1	Endothelial	18	3	3	274	4.625794272585838	4.795386721667137	0.345647034638709	EVALUABLE	3.0
GSE242230	broad	AKR1A1	Epithelial/Ductal	25	24	24	11133	4.607462813178155	4.6210673902359725	0.4338434337630826	EVALUABLE	4.0
GSE242230	broad	AKR1A1	Erythrocyte	12	3	1	1199	0.21499536406260558	0.0	0.0014947683109118087	LOW_DETECTION	NA
GSE242230	broad	AKR1A1	Fibroblast/CAF	20	7	7	911	4.874303823583261	4.814038087035627	0.48087266359272757	EVALUABLE	2.0
GSE242230	broad	AKR1A1	Mast	11	1	1	91	5.1124608684645105	5.1124608684645105	0.43478260869565216	INSUFFICIENT_UNITS	NA
GSE242230	broad	AKR1A1	Myeloid	25	20	20	6246	5.213455535973546	5.213143718281028	0.4796648197826433	EVALUABLE	1.0
GSE242230	broad	AKR1A1	Platelet	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AKR1A1	T/NK	25	21	20	9408	3.929783910038027	4.156474385849519	0.18716141791056	EVALUABLE	6.0
GSE242230	broad	AKR1B1	Acinar	17	1	1	91	4.967809298642764	4.967809298642764	0.2	INSUFFICIENT_UNITS	NA
GSE242230	broad	AKR1B1	B/Plasma	23	15	15	1740	3.6389602105140173	3.8022745261001	0.14191355128348535	EVALUABLE	5.0
GSE242230	broad	AKR1B1	Endothelial	18	3	3	274	3.755129766642758	3.44332072840287	0.1337907287491006	EVALUABLE	4.0
GSE242230	broad	AKR1B1	Epithelial/Ductal	25	24	24	11133	3.0604781467982094	3.08735695608219	0.1887662811607397	EVALUABLE	6.0
GSE242230	broad	AKR1B1	Erythrocyte	12	3	1	1199	0.04056894076711789	0.0	0.00029895366218236175	LOW_DETECTION	NA
GSE242230	broad	AKR1B1	Fibroblast/CAF	20	7	7	911	3.885760914787386	3.8246555105259765	0.29690937145270585	EVALUABLE	3.0
GSE242230	broad	AKR1B1	Mast	11	1	1	91	4.6238087638428045	4.6238087638428045	0.34782608695652173	INSUFFICIENT_UNITS	NA
GSE242230	broad	AKR1B1	Myeloid	25	20	20	6246	4.447927608563449	4.438803087197907	0.2857178389577536	EVALUABLE	1.0
GSE242230	broad	AKR1B1	Platelet	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AKR1B1	T/NK	25	21	20	9408	3.978969434194998	4.136599582375969	0.20196081221315104	EVALUABLE	2.0
GSE242230	broad	AQP1	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP1	B/Plasma	23	15	3	1740	0.3168480240233262	0.0	0.00260732139977423	EVALUABLE	4.0
GSE242230	broad	AQP1	Endothelial	18	3	3	274	7.1956902852090705	7.070722547612117	0.8232346592661116	EVALUABLE	1.0
GSE242230	broad	AQP1	Epithelial/Ductal	25	24	21	11133	2.3730118624157943	1.630373163899088	0.12891041431082964	EVALUABLE	3.0
GSE242230	broad	AQP1	Erythrocyte	12	3	2	1199	1.2055333711080254	1.3804592266079179	0.020852017937219733	LOW_DETECTION	NA
GSE242230	broad	AQP1	Fibroblast/CAF	20	7	7	911	3.5561839848673515	3.8033373699719446	0.12857556873692028	EVALUABLE	2.0
GSE242230	broad	AQP1	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP1	Myeloid	25	20	5	6246	0.16228286482188098	0.0	0.0010352896898695556	EVALUABLE	5.0
GSE242230	broad	AQP1	Platelet	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP1	T/NK	25	21	1	9408	0.09561854068514548	0.0	0.001443001443001443	LOW_DETECTION	NA
GSE242230	broad	AQP10	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP10	B/Plasma	23	15	2	1740	0.1441787599934627	0.0	0.001074074074074074	LOW_DETECTION	NA
GSE242230	broad	AQP10	Endothelial	18	3	0	274	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	AQP10	Epithelial/Ductal	25	24	6	11133	0.14260284066325915	0.0	0.004450539960310573	EVALUABLE	2.0
GSE242230	broad	AQP10	Erythrocyte	12	3	0	1199	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	AQP10	Fibroblast/CAF	20	7	0	911	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	AQP10	Mast	11	1	1	91	2.3195435371491993	2.3195435371491993	0.043478260869565216	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP10	Myeloid	25	20	1	6246	0.03576531903887121	0.0	0.00030674846625766873	LOW_DETECTION	NA
GSE242230	broad	AQP10	Platelet	13	2	2	122	6.332993959650047	6.332993959650047	0.3098729227761486	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP10	T/NK	25	21	10	9408	0.2199674568362774	0.0	0.0012077126420812576	EVALUABLE	1.0
GSE242230	broad	AQP11	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP11	B/Plasma	23	15	3	1740	0.16665010568981795	0.0	0.0012016360472736313	EVALUABLE	4.0
GSE242230	broad	AQP11	Endothelial	18	3	0	274	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	AQP11	Epithelial/Ductal	25	24	24	11133	1.623127960891331	1.7047582832052885	0.053482717853823324	EVALUABLE	1.0
GSE242230	broad	AQP11	Erythrocyte	12	3	0	1199	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	AQP11	Fibroblast/CAF	20	7	6	911	1.0849093316824925	1.110915297871034	0.02526861245643624	EVALUABLE	2.0
GSE242230	broad	AQP11	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP11	Myeloid	25	20	5	6246	0.1010957094842421	0.0	0.0009438612593397368	EVALUABLE	5.0
GSE242230	broad	AQP11	Platelet	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP11	T/NK	25	21	16	9408	0.7513536691433176	0.8402693348264247	0.006294776641397392	EVALUABLE	3.0
GSE242230	broad	AQP2	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP2	B/Plasma	23	15	0	1740	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	AQP2	Endothelial	18	3	0	274	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	AQP2	Epithelial/Ductal	25	24	3	11133	0.027443157535317887	0.0	0.00039347048451423135	EVALUABLE	1.0
GSE242230	broad	AQP2	Erythrocyte	12	3	0	1199	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	AQP2	Fibroblast/CAF	20	7	1	911	0.09686444802398754	0.0	0.002175489485134155	LOW_DETECTION	NA
GSE242230	broad	AQP2	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP2	Myeloid	25	20	0	6246	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	AQP2	Platelet	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP2	T/NK	25	21	0	9408	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	AQP3	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP3	B/Plasma	23	15	11	1740	2.3920399997924915	2.373415740080596	0.05952646572120387	EVALUABLE	4.0
GSE242230	broad	AQP3	Endothelial	18	3	3	274	2.510890940873112	2.476929058477062	0.03257529036899989	EVALUABLE	3.0
GSE242230	broad	AQP3	Epithelial/Ductal	25	24	21	11133	3.189591921632869	3.3562093155589254	0.19123424897343955	EVALUABLE	2.0
GSE242230	broad	AQP3	Erythrocyte	12	3	1	1199	0.2767989923950714	0.0	0.0026905829596412557	LOW_DETECTION	NA
GSE242230	broad	AQP3	Fibroblast/CAF	20	7	6	911	1.9107308785894286	2.195250127347749	0.05335617890541196	EVALUABLE	6.0
GSE242230	broad	AQP3	Mast	11	1	1	91	2.962282056084401	2.962282056084401	0.08695652173913043	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP3	Myeloid	25	20	19	6246	2.235329263883479	2.166507816602535	0.05146092341967538	EVALUABLE	5.0
GSE242230	broad	AQP3	Platelet	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP3	T/NK	25	21	20	9408	4.558197561224502	4.87984636684836	0.26718598750475014	EVALUABLE	1.0
GSE242230	broad	AQP7	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP7	B/Plasma	23	15	0	1740	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	AQP7	Endothelial	18	3	2	274	2.1385860301210418	2.100557095191125	0.06353427895981087	LOW_DETECTION	NA
GSE242230	broad	AQP7	Epithelial/Ductal	25	24	20	11133	1.0878730944783852	1.1808987994061242	0.037458329416532404	EVALUABLE	1.0
GSE242230	broad	AQP7	Erythrocyte	12	3	1	1199	0.04056894076711789	0.0	0.00029895366218236175	LOW_DETECTION	NA
GSE242230	broad	AQP7	Fibroblast/CAF	20	7	3	911	0.33063371962580274	0.0	0.004645943296425369	EVALUABLE	2.0
GSE242230	broad	AQP7	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP7	Myeloid	25	20	1	6246	0.019817775289843444	0.0	0.00010989010989010989	LOW_DETECTION	NA
GSE242230	broad	AQP7	Platelet	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP7	T/NK	25	21	5	9408	0.11811305050462913	0.0	0.0005394878568581675	EVALUABLE	3.0
GSE242230	broad	AQP7B	Acinar	17	1	0	91	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	broad	AQP7B	B/Plasma	23	15	0	1740	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	broad	AQP7B	Endothelial	18	3	0	274	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	broad	AQP7B	Epithelial/Ductal	25	24	0	11133	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	broad	AQP7B	Erythrocyte	12	3	0	1199	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	broad	AQP7B	Fibroblast/CAF	20	7	0	911	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	broad	AQP7B	Mast	11	1	0	91	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	broad	AQP7B	Myeloid	25	20	0	6246	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	broad	AQP7B	Platelet	13	2	0	122	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	broad	AQP7B	T/NK	25	21	0	9408	NA	NA	NA	GENE_ABSENT_OR_AMBIGUOUS	NA
GSE242230	broad	AQP9	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP9	B/Plasma	23	15	3	1740	0.26782642517174854	0.0	0.0024629629629629632	EVALUABLE	3.0
GSE242230	broad	AQP9	Endothelial	18	3	1	274	0.7750620111239103	0.0	0.0070921985815602835	LOW_DETECTION	NA
GSE242230	broad	AQP9	Epithelial/Ductal	25	24	3	11133	0.01979943741010022	0.0	0.0003414634979819027	EVALUABLE	5.0
GSE242230	broad	AQP9	Erythrocyte	12	3	0	1199	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	AQP9	Fibroblast/CAF	20	7	5	911	1.309986799576474	1.3635639664864363	0.028143239282964663	EVALUABLE	2.0
GSE242230	broad	AQP9	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP9	Myeloid	25	20	20	6246	3.825950714008152	3.8650575796885267	0.2019635691850084	EVALUABLE	1.0
GSE242230	broad	AQP9	Platelet	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	AQP9	T/NK	25	21	3	9408	0.09087992886286562	0.0	0.0005105982098217841	EVALUABLE	4.0
GSE242230	broad	ARG1	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	ARG1	B/Plasma	23	15	0	1740	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	ARG1	Endothelial	18	3	0	274	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	ARG1	Epithelial/Ductal	25	24	4	11133	0.09985391645858054	0.0	0.0017025880206317844	EVALUABLE	2.0
GSE242230	broad	ARG1	Erythrocyte	12	3	1	1199	0.8559134259123032	0.0	0.020029895366218235	LOW_DETECTION	NA
GSE242230	broad	ARG1	Fibroblast/CAF	20	7	0	911	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	ARG1	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	ARG1	Myeloid	25	20	5	6246	0.2290661383912756	0.0	0.0012317915318799883	EVALUABLE	1.0
GSE242230	broad	ARG1	Platelet	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	ARG1	T/NK	25	21	1	9408	0.03412052815671967	0.0	0.00014819205690574984	LOW_DETECTION	NA
GSE242230	broad	ARG2	Acinar	17	1	1	91	5.811123018545541	5.811123018545541	0.3	INSUFFICIENT_UNITS	NA
GSE242230	broad	ARG2	B/Plasma	23	15	8	1740	0.8834400946577727	0.9816205662482125	0.009817219903527597	EVALUABLE	5.0
GSE242230	broad	ARG2	Endothelial	18	3	1	274	0.6513937943416136	0.0	0.011594202898550725	LOW_DETECTION	NA
GSE242230	broad	ARG2	Epithelial/Ductal	25	24	21	11133	1.4072233526440094	1.2424509521105658	0.044527461326687424	EVALUABLE	1.0
GSE242230	broad	ARG2	Erythrocyte	12	3	1	1199	1.4572052542878458	0.0	0.08849028400597908	LOW_DETECTION	NA
GSE242230	broad	ARG2	Fibroblast/CAF	20	7	4	911	0.9919910786123088	1.2772490347583296	0.023009173662713565	EVALUABLE	4.0
GSE242230	broad	ARG2	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	ARG2	Myeloid	25	20	18	6246	1.1883819892963126	1.163683182392612	0.01858566773141699	EVALUABLE	3.0
GSE242230	broad	ARG2	Platelet	13	2	2	122	4.70884857221038	4.70884857221038	0.09286412512218964	INSUFFICIENT_UNITS	NA
GSE242230	broad	ARG2	T/NK	25	21	17	9408	1.2497657795909396	1.2031046180776153	0.011151072131140352	EVALUABLE	2.0
GSE242230	broad	ASPG	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	ASPG	B/Plasma	23	15	0	1740	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	ASPG	Endothelial	18	3	0	274	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	ASPG	Epithelial/Ductal	25	24	17	11133	0.777446573732318	0.39334846762200937	0.017846285929344407	EVALUABLE	1.0
GSE242230	broad	ASPG	Erythrocyte	12	3	0	1199	0.0	0.0	0.0	LOW_DETECTION	NA
GSE242230	broad	ASPG	Fibroblast/CAF	20	7	1	911	0.16896770707503198	0.0	0.003625815808556925	LOW_DETECTION	NA
GSE242230	broad	ASPG	Mast	11	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	ASPG	Myeloid	25	20	2	6246	0.03217759016494921	0.0	0.00041286940947163255	LOW_DETECTION	NA
GSE242230	broad	ASPG	Platelet	13	2	0	122	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
GSE242230	broad	ASPG	T/NK	25	21	1	9408	0.019571762919908368	0.0	8.281573498964804e-05	LOW_DETECTION	NA
GSE242230	broad	AWAT2	Acinar	17	1	0	91	0.0	0.0	0.0	INSUFFICIENT_UNITS	NA
