gene	cohort	source_status	reason	display_top	mechanical_top	top_n	top_detection	bootstrap
 [hsa:102724197]	Lee	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
AADAT	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.06083703229117669	0.957
AANAT	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.0031443799690488512	0.853
AASS	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.09205098229094147	1.0
ABAT	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.08960870352639141	0.709
ABCC1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.16212314492884936	0.993
ABCC4	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.13545345192246724	1.0
ABCC5	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.08614597971011954	0.613
ABCG2	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.024627615816461678	0.688
ABHD3	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3683944440818149	0.847
ACHE	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.18641769129057198	1.0
ACLY	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.395186073850765	0.507
ACO1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.1973318535366669	1.0
ACO2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.5161410275470483	1.0
ACOD1	Lee	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
ACOT8	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.384805132561228	1.0
ACSF3	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.22052694509559423	1.0
ACYP1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.29399912635832526	1.0
ACYP2	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.16845115943836675	0.598
ADA	Lee	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.12975116657364635	0.995
ADA2	Lee	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
ADHFE1	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	T cells	23	0.007170740530662974	1.0
ADK	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.40075089131059516	1.0
ADO	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.08926264388400709	0.705
ADPGK	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.3143589935411301	1.0
ADPRM	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.08086203768068723	0.987
ADSL	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.29366506934933173	0.801
ADSS1	Lee	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
ADSS2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4421692361123208	0.742
AFMID	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.2836997674598675	0.996
AGMAT	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.2282152299492025	1.0
AGXT	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.016877272991594024	1.0
AGXT2	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	2.998320940273447e-05	0.6984000000000025
AHCY	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.6950938078633736	1.0
AHCYL1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.452918229297605	1.0
AHCYL2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.14377909911708683	1.0
AK3	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.5604228729073948	0.628
AK4	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3117533194254776	1.0
AK9	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.08105785671416793	0.761
AKR1A1	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.4631748265443954	0.796
ALDH18A1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.40323920015722015	1.0
ALDH1B1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3148769054927291	0.998
ALDH2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.6826173097999163	1.0
ALDH3A1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.08090824050880772	1.0
ALDH3A2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.35719963825426987	1.0
ALDH3B1	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.08803160182879324	0.998
ALDH3B2	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.008838382161104342	1.0
ALDH4A1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.11041957326595608	1.0
ALDH5A1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.11878136409575323	1.0
ALDH7A1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.29057642268484096	0.927
ALDH9A1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.404861460604671	0.926
ALDOA	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.9368398737420054	1.0
ALDOB	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.13233106121691376	1.0
ALDOC	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.24767530860334014	0.92
ALG5	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.5871312202887565	0.99
ALLC	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.00149430179221639	0.8782000000000001
AMD1	Lee	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.3430645855606684	1.0
AMDHD2	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.16124589991714033	1.0
AMPD1	Lee	DONE	DESCRIPTIVE_ONLY	B cells	B cells	22	0.028148668403503187	1.0
AMPD2	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.11993410205856705	0.988
AMPD3	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.15484845423360605	1.0
ANKH	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4375216571377232	0.905
AOC1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3192562850658329	1.0
AOX1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.01272974811479505	0.948
APRT	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.8486049774197336	1.0
AQP10	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.0007024414010097722	0.807
AQP3	Lee	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.15496531662911522	0.941
AQP7	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.020209478062968553	0.993
AQP9	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.33311568462422325	1.0
ARF1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.8152920526963094	0.972
ARF6	Lee	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.4851605466261736	1.0
ARG1	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.00022901306365450004	0.9000000000000014
ARG2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.18423987561846938	0.987
ARL8B	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.45519311578554306	1.0
ASH1L	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.33089736250769114	1.0
ASMT	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	T cells	23	0.0022471448454992006	0.94
ASMTL	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.19218983800850276	0.998
ASNS	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.2641925048816086	1.0
ASPA	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.013823726053387287	1.0
ASRGL1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.19932385863197657	0.998
ATIC	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4864756912813052	1.0
ATP13A2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.28489992316016155	1.0
B3GALNT2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.18159887950286094	0.998
B3GNT2	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.260271675292599	1.0
B3GNT3	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.40485458405448166	1.0
B3GNT4	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.01477476991078196	1.0
B4GALNT1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.034659251389551886	1.0
B4GALT1	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.41939586260890016	0.998
B4GALT2	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.16277461474488866	0.973
B4GALT4	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.2913410170149135	0.994
B4GALT5	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4687641309766514	0.977
B4GALT6	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.04693872056194293	0.999
BAAT	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.015535190162591106	1.0
BBOX1	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.000782705426668275	0.629
BCAT1	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.27317277434005766	1.0
BCAT2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.26620563002231445	0.972
BCKDHA	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.01613051723475498	0.998
BCKDHB	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.22191453734232322	1.0
BDH1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.32037154994581285	1.0
BDH2	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.3136771832698627	1.0
BEST1	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.2351573248891743	1.0
BEST2	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.0039910175520899965	1.0
BHMT	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	2.631994525451387e-05	0.7144000000000019
BHMT2	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.022001645699126795	1.0
BPGM	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.31107680946015404	1.0
CAD	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.128734613349006	0.891
CAMKMT	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.15973894363427016	1.0
CANT1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4448382661840124	1.0
CARM1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.33524569216708555	1.0
CARNMT1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.20103991922652426	1.0
CARNS1	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.007579773022823078	0.546
CBS [hsa:102724560]	Lee	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
CBS [hsa:875]	Lee	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
CDA	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.23809462728788117	0.985
CDADC1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.10131388610948105	0.893
CDIPT	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.49431747549313504	1.0
CDKAL1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.10798431000893173	0.962
CEPT1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.16136721718267946	0.565
CHAC1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.10542725033719819	0.969
CHAC2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.1005714366221095	0.798
CHAT	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.0	0.19999999999999718
CHPF	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.40238700005073086	0.999
CHPF2	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.23786174450908876	1.0
CHPT1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.572478689109369	0.998
CHSY1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.31492610353573697	1.0
CHSY3	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.05447761350927074	1.0
CISD1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.5535488098001441	0.998
CKB	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.6218229226175075	1.0
CKM	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.011190738627557201	1.0
CKMT1A	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.30424484579126326	1.0
CKMT1B	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3006388975564835	1.0
CKMT2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.08508329497698919	0.996
CLIC1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.9121173199200889	1.0
CLIC2	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.19245082770638097	1.0
CMAS	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.5592307710454072	1.0
CMPK1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.770678253986362	0.995
CMPK2	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.07787774166519593	0.901
CMTR1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.09075856906440848	0.62
CMTR2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.2034070065519188	0.999
CNDP1	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.007948878714775426	0.822
CNDP2	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.3316329848570613	1.0
CNPY3-GNMT	Lee	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
COLGALT1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.42202701608234466	1.0
COLGALT2	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.012389484596535945	0.767
COMT	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.6382110742888036	0.941
COQ3	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.14584947550010546	1.0
COQ5	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.17016230558723916	0.507
CRACR2A	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.08590886968637843	0.614
CRLS1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.6091049606316185	1.0
CS	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.44704550770153184	1.0
CSAD	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.14803396233045643	1.0
CTPS1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.18127672654291446	0.944
CTPS2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.16590796859655607	1.0
D2HGDH	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.19553460210809037	0.95
DBT	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.10602269594454632	0.642
DDC	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.24613400540358263	1.0
DDO	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.008112305871794945	0.523
DGLUCY	Lee	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
DIMT1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.22424700737678852	0.981
DLD	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4905012831386351	1.0
DNMT1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.2602424590109363	0.75
DNMT3A	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.09988956540274258	0.959
DNMT3B	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.011470442136061977	0.503
DOT1L	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.10896289784032573	0.996
DPAGT1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.23792228173805652	0.719
DPH1	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.005415673024261069	0.519
DPH5	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.2679503017530313	0.939
DPM1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.6391609743633762	0.998
DPM2	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.3778395309385188	0.586
DPM3	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.5739083418835115	0.875
DPYD	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.18346184274780003	1.0
EARS2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.09269669843035538	0.999
EHMT1	Lee	DONE	DESCRIPTIVE_ONLY	B cells	B cells	22	0.2985839426629824	1.0
EHMT2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.2568055305348178	0.998
ENO1	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.7997157135612407	0.696
ENO2	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.11155623570063798	0.934
ENO3	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.01586027078700355	0.788
ENO4	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.0021543809736400744	0.612
ENPP1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.04963807002002254	0.763
ENPP3	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.04679717642004169	1.0
ENTPD1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.3593717549512511	0.936
ENTPD3	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.008367822450909633	0.602
ENTPD4	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.15810276020355918	0.997
ENTPD5	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.15827126307849787	1.0
ENTPD6	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.5262972851955291	1.0
ENTPD8	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.09837515978910322	1.0
EOGT	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.18143371206086273	1.0
EPRS1	Lee	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
ESD	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.6694664939560494	0.815
ETHE1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.7459851515034905	1.0
EZH1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.06360833783814548	0.822
EZH2	Lee	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.08049459609126097	0.881
FAAH	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.27703061237121557	1.0
FARS2	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.12609679990320102	0.911
FARSA	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4388151933960993	1.0
FARSB	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.354477906396745	1.0
FBP1	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.2777320162302739	1.0
FBP2	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.002507147068100834	1.0
FGGY	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3146170937103105	1.0
FMO1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.033585593122759085	1.0
FMO2	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.012192471740234615	1.0
FMO3	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.017674325082424114	1.0
FMO4	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.015666137563284863	0.403
FMO5	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.06818621514217327	1.0
FOLH1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.03596116132451843	1.0
FPGS	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.32552313964104096	0.994
FTCD	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.0014936466992289924	0.461
FTO	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.12074273737445555	1.0
G6PC1	Lee	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
G6PC2	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	2.631994525451387e-05	0.7144000000000019
G6PC3	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.2853979780855419	1.0
GAA	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.2617955517762683	1.0
GAD1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.03361196925860888	1.0
GAD2	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.0003605678787321388	0.7636000000000006
GADL1	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.0009155677028406336	0.8880000000000005
GALE	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.534565821270042	1.0
GALT	Lee	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.057114340711002784	0.84
GAMT	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.17843223489560633	1.0
GANAB	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.4458390288198761	1.0
GANC	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.05685876083623969	0.64
