gene	cohort	source_status	reason	display_top	mechanical_top	top_n	top_detection	bootstrap
UGT1A8	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.000351792320646817	0.9856000000000004
UGT1A9	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	1.6711229946524065e-05	0.7256000000000037
UGT2A1	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.0	0.19999999999999718
UGT2A2	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.0	0.19999999999999718
UGT2A3	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.02645468734080699	1.0
UGT2B10	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.001497805342545869	1.0
UGT2B11	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.00045473847788328725	0.9896000000000001
UGT2B15	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.012427477749750115	1.0
UGT2B17	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.00663102209782632	0.7464000000000001
UGT2B28	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.0	0.19999999999999718
UGT2B4	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.0007845092026488586	0.8662000000000001
UGT2B7	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.030165522931796782	1.0
UGT8	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.2242354289062859	1.0
UMPS	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.24276379914710586	1.0
UPB1	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Myeloids	23	0.00760327089772102	0.979
UPP1	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.5674971999471842	1.0
UPP2	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.0004268459978140531	1.0
URAD	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.22035781516680783	1.0
UXS1	Lee	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.11060406946074462	0.788
VDAC1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.8294088357273449	1.0
VNN1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.04663757227243986	0.734
VNN2	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.03540487359766571	0.75
XDH	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.07301868465989433	1.0
XYLB	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.0636192665463158	1.0
YARS1	Lee	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
YARS2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.24222154484821548	0.96
YRDC	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.34134292505782776	0.985
 [hsa:102724197]	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
AADAT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.050047369950595756	0.946
AANAT	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Plasma	11	0.005416681870173118	0.998
AASS	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.14535082310545133	0.619
ABAT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.047171240659439256	0.556
ABCC1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.1360633998289381	0.975
ABCC4	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.19257448552110554	0.841
ABCC5	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.11674127905825209	0.66
ABCG2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.1678375503102551	1.0
ABHD3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.20026794659079825	0.999
ACHE	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.07661726242371404	0.769
ACLY	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.463826392747632	1.0
ACO1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.3470600610354605	1.0
ACO2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.31698909109112455	0.935
ACOD1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.07632268983834857	1.0
ACOT8	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.13703594144230155	0.906
ACSF3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.17050805462937282	0.998
ACYP1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.2012109851787271	0.846
ACYP2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.197153443766347	0.503
ADA	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.2257162439713834	0.613
ADA2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.6193755219436533	1.0
ADHFE1	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Tcells	12	0.002000766813386029	0.639
ADK	Uhlitz	DONE	DESCRIPTIVE_ONLY	Bcells	Bcells	11	0.1235833906755898	0.813
ADO	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.14053122574940274	0.452
ADPGK	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.4129923762640397	1.0
ADPRM	Uhlitz	DONE	DESCRIPTIVE_ONLY	Bcells	Bcells	11	0.03777127283881035	0.498
ADSL	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Pericytes	5	0.004	0.557
ADSS1	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
ADSS2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.31785125541680553	0.942
AFMID	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.18466972187607675	0.618
AGMAT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.10108834355245017	1.0
AGXT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.01204470770976071	0.998
AGXT2	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
AHCY	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.3461394124052289	0.999
AHCYL1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.6695993342487975	0.987
AHCYL2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.21939713335113664	1.0
AK3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.5096425979543803	0.586
AK4	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.09606418024938994	0.758
AK9	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.10363319223038357	0.427
AKR1A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.4911548861533735	0.987
ALDH18A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.25674744985084014	0.912
ALDH1B1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.16181911363678847	0.673
ALDH2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.6166768639133782	0.993
ALDH3A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.04259605739975295	1.0
ALDH3A2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.22714741554198734	0.999
ALDH3B1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.1840743835842411	1.0
ALDH3B2	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.003966474296799507	1.0
ALDH4A1	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.002188299896819291	0.366
ALDH5A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.061031148326068055	0.657
ALDH7A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.12990583432322733	0.511
ALDH9A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.4813309061849277	0.997
ALDOA	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.04436558981811265	0.765
ALDOB	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.1587975351667779	1.0
ALDOC	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0026601680732748927	0.79
ALG5	Uhlitz	DONE	DESCRIPTIVE_ONLY	Plasma	Plasma	11	0.5740361573984116	0.871
ALLC	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
AMD1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Tcells	Tcells	12	0.47268711836849486	0.707
AMDHD2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.0763473406644454	0.712
AMPD1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Plasma	Plasma	11	0.10973550817596595	1.0
AMPD2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.2725273279107039	1.0
AMPD3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.23385943606571633	1.0
ANKH	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.2857322263442672	0.596
AOC1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.46827407249724645	1.0
AOX1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.016028744796832882	1.0
APRT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.26863103989845966	0.896
AQP10	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.01702228277730242	0.988
AQP3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Tcells	Tcells	12	0.1724910774475109	0.976
AQP7	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.04072241310951992	0.56
AQP9	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.32590155495347817	1.0
ARF1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.8417062360494748	0.988
ARF6	Uhlitz	DONE	DESCRIPTIVE_ONLY	Tcells	Tcells	12	0.46458807361769466	1.0
ARG1	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Monocyte	12	0.0014029180695847362	0.6352222222222221
ARG2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.11359304920084749	0.999
ARL8B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.5888892075123601	1.0
ASH1L	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.6005524926209147	0.755
ASMT	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Tcells	12	0.0018149915408275593	0.491
ASMTL	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.19671112701815804	0.401
ASNS	Uhlitz	DONE	DESCRIPTIVE_ONLY	Plasma	Plasma	11	0.2112584673159521	0.959
ASPA	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.0855507120023249	0.821
ASRGL1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.335828757545417	1.0
ATIC	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.2643081297468654	0.996
ATP13A2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.22841435875382862	0.566
B3GALNT2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.06567209305125236	0.494
B3GNT2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.4934850334205173	0.984
B3GNT3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.24396407613825943	1.0
B3GNT4	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Tcells	12	0.0021120176532954823	0.621
B4GALNT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.05419035164196454	0.513
B4GALT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.12077308440859932	0.565
B4GALT2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.21271892550905935	0.653
B4GALT4	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.1855473772259549	0.992
B4GALT5	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.41738943492697744	1.0
B4GALT6	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.056206665804102184	0.619
BAAT	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0022903647210966243	0.621
BBOX1	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
BCAT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.377758246387111	0.987
BCAT2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.16869049694856147	0.716
BCKDHA	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
BCKDHB	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.14621156190228904	0.966
BDH1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.21941478567030645	1.0
BDH2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.20083378691011317	0.86
BEST1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.06941430666025854	0.951
BEST2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.05053177372036882	1.0
BHMT	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0002611487624526217	0.9051249999999984
BHMT2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.05638992876003194	1.0
BPGM	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.24736079114032944	0.961
CAD	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.10638237628694967	0.903
CAMKMT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.08886642742742645	0.999
CANT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.3421945720178292	1.0
CARM1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.26095536173656586	0.975
CARNMT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.18043535467715366	0.893
CARNS1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.015537311046222269	0.936
CBS [hsa:102724560]	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
CBS [hsa:875]	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
CDA	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.32272938540718743	0.995
CDADC1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.08313604352951462	0.625
CDIPT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.20783750990930064	0.983
CDKAL1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.11102582007947517	0.337
CEPT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.14460597803408434	0.592
CHAC1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Plasma	Plasma	11	0.11813318116284913	0.91
CHAC2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Plasma	Plasma	11	0.07041615067261059	0.61
CHAT	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.00016023769320409363	0.9662222222222215
CHPF	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.3559527238493582	0.986
CHPF2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.22812375083912736	0.627
CHPT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.14080616024982365	0.511
CHSY1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.5206178436501018	0.979
CHSY3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.1711793083405987	0.999
CISD1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.40877940489622133	0.923
CKB	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.5698597874447519	1.0
CKM	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Monocyte	12	0.007412300632019115	0.456
CKMT1A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.16697590865253567	1.0
CKMT1B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.17049202642017305	1.0
CKMT2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.033548157757793365	0.587
CLIC1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.9171360479188073	1.0
CLIC2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.5097073930793578	1.0
CMAS	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.366982302694924	0.998
CMPK1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.5609121165303241	0.722
CMPK2	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Tcells	12	0.002751583709241739	0.413
CMTR1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.05527134874901602	0.529
CMTR2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.1048469435961326	0.662
CNDP1	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Endothelial	7	0.002012072434607646	0.516
CNDP2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.47958673103603316	0.98
CNPY3-GNMT	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
COLGALT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.461913055503138	0.843
COLGALT2	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Tcells	12	0.0031868701754189047	0.612
COMT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.5817372856727696	0.878
COQ3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.06633855860831593	0.891
COQ5	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.1401519144294964	0.522
CRACR2A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.10010717184551553	0.999
CRLS1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.27523835419072556	0.999
CS	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.10561300823665067	0.806
CSAD	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.09718081416242454	0.992
CTPS1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.10570147780575359	0.501
CTPS2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.10443700290382824	0.852
D2HGDH	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.23652412900204642	1.0
DBT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.1759077994346852	0.642
DDC	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.038824331849110334	1.0
DDO	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.016451612903225808	0.506
DGLUCY	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.1565835512932287	0.582
DIMT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.21675937227550132	0.762
DLD	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.07089246102666118	0.558
DNMT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.4190701266732402	0.497
DNMT3A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.23079545678231161	0.949
DNMT3B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.018451612903225806	0.525
DOT1L	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.16779882206518812	0.83
DPAGT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.21896126083863957	0.984
DPH1	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.004388713457353625	0.66
DPH5	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.10848997384481256	0.551
DPM1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.365076346622156	0.736
DPM2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.2295544899738448	0.551
DPM3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.5098382779932974	0.858
DPYD	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.3884851881743053	1.0
EARS2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.043217730947411444	0.563
EHMT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.2138956293109398	0.682
EHMT2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.19229322871258353	0.515
ENO1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.8663497572427108	1.0
ENO2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.09163729647046234	0.717
ENO3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.0216552422624758	0.273
ENO4	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Fibroblast	10	0.0008130081300813009	0.6281111111111111
ENPP1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.12606451612903227	0.862
ENPP3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.10838091969643736	0.993
ENTPD1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.13609647341879008	0.914
ENTPD3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.02752574845140871	0.999
ENTPD4	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.04019035164196454	0.853
ENTPD5	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.08336707097109286	1.0
ENTPD6	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.34777941699014403	1.0
ENTPD8	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.22160998386964084	1.0
EOGT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.40164105372979014	0.991
EPRS1	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
