gene	human_gene_id	current_direct	current_conditional	current_unresolved	historical_retained	identity_status	RNA_effect	RNA_p_value	RNA_q_value	RNA_status	Lee_display_top	Uhlitz_display_top	Lee_shared_top	Uhlitz_shared_top	descriptive_stable_concordance	counterevidence_or_limit_cn	Lee__source_status	Lee__reason	Lee__display_top	Lee__mechanical_top	Lee__top_n	Lee__top_detection	Lee__bootstrap	Uhlitz__source_status	Uhlitz__reason	Uhlitz__display_top	Uhlitz__mechanical_top	Uhlitz__top_n	Uhlitz__top_detection	Uhlitz__bootstrap
GSTT1	hsa:2952	True	False	False	True	DONE	-0.52080840580963	0.009566134716123307	0.015790254419242	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GSTT2	hsa:2953	True	False	False	True	DONE	-0.18160444321752223	0.3782055483748604	0.42434827323105256	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	与GSTT2B高度相似，探针特异性及基因归属需核查	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GSTT2B	hsa:653689	True	False	False	True	DONE	0.014217130343209348	0.9443303989519812	0.9480119989478955	DONE	Stromal cells	暂不可定位	Stromal	暂不可定位	False	高度同源/近名基因可能导致文献和测量归属问题	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.115875216512882	1.0	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GSTT4	hsa:25774	True	False	False	True	DONE	-0.5898397731726406	0.029745495893429542	0.04303070332897813	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GUK1	hsa:2987	True	False	False	False	DONE	0.25231850031320613	0.00048073687912553593	0.001095484481193146	DONE	Stromal cells	Endothelial	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.9234767430777254	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.9276351518345057	1.0
GUSB	hsa:2990	True	False	False	False	DONE	-0.14514109745679693	0.12533490051166213	0.15859330163023586	DONE	Stromal cells	Monocyte	Stromal	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.3050751659751001	0.504	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.4186930556544623	0.758
GYG1	hsa:2992	True	False	False	True	DONE	0.5581284829991517	0.00026240052294966364	0.0006285407875305896	DONE	T cells	Monocyte	Tcells	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.14597934862321368	0.806	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.26090160849853045	0.484
GYG2	hsa:8908	True	False	False	True	DONE	0.40946913348839914	0.08499595718488008	0.11138147061122962	DONE	Epithelial cells	Fibroblast	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.054155307971011604	0.97	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.03348354182085335	0.698
GYS1	hsa:2997	True	False	False	True	DONE	-0.034827821799528896	0.6845470512335613	0.7264415282526081	DONE	Stromal cells	Pericytes	Stromal	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.0651810404647551	0.694	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.10351031676838127	0.871
GYS2	hsa:2998	True	False	False	True	DONE	-0.15270934096124242	0.5696205244959993	0.6228334821983856	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	T cells	23	0.0002918004085205719	0.6426000000000002	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
H6PD	hsa:9563	True	True	False	True	DONE	0.317472365164496	0.0897259015168271	0.11698440324345812	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.20203211352008085	1.0	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.16798200803807706	0.676
HAGH	hsa:3029	True	False	False	True	DONE	-0.483792777939391	1.0415306029124523e-05	3.250837942423715e-05	DONE	Epithelial cells	Endothelial	Epithelial	Stromal	False	GLO1不是HAGH；前列腺模型不当作CRC复现	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4214275006346693	0.934	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.21340453649349425	0.898
HDC	hsa:3067	True	False	False	True	DONE	-1.218287232603699	1.0362973938679582e-07	5.390839978202006e-07	DONE	暂不可定位	Mast	暂不可定位	暂不可定位	False	不能由正相关推出抑制HDC；bulk数据不能定位癌细胞来源	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	T cells	23	0.000803410725154681	0.677	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.6103766594786911	1.0
HDDC3	hsa:374659	True	False	False	False	DONE	0.3098379889430606	0.001341577088442199	0.0027636488021909296	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3294954279179446	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.17321905111241687	0.755
HEMK1	hsa:51409	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.168435972438886	0.877	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.11099495923603055	0.79
HIF1AN	hsa:55662	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.11034846963930725	0.961	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.16039118431225452	0.528
HK1	hsa:3098	True	False	False	True	DONE	0.1253049340189727	0.359818448169141	0.40548468447944774	DONE	Stromal cells	Monocyte	Stromal	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.28129732926243356	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.3814030956111491	0.561
HK2	hsa:3099	True	False	False	True	DONE	-0.8987433536681416	0.0019622471234162888	0.0038718669293463168	DONE	Myeloids	Epithelial	Myeloid	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.1481429999549213	0.688	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.2697638310444832	0.813
HK3	hsa:3101	True	False	False	True	DONE	-0.1462561041586557	0.40268867292395705	0.446949712404823	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.07475600336520725	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.13114218953573242	1.0
HKDC1	hsa:80201	True	False	False	True	DONE	0.8220260389832306	0.014495085632306904	0.022350206888137894	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.22397726875659593	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.17733240409548892	1.0
HNMT	hsa:3176	True	False	False	True	DONE	-0.206949731794945	0.0619688648117963	0.08398411941598709	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.3892574413803742	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.37982812685423295	0.93
HPGDS	hsa:27306	True	False	False	True	DONE	-1.5149582762494125	3.984917441650659e-06	1.4056386866096504e-05	DONE	Myeloids	Mast	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.03493620169162595	1.0	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.8975322211838148	1.0
HPRT1	hsa:3251	True	False	True	True	DONE	0.9330324448824182	1.8617400145178286e-09	1.7354117342936226e-08	DONE	Epithelial cells	Endothelial	Epithelial	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4888107268806289	0.968	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.0413012518172442	0.52
HYKK	hsa:123688	True	False	False	True	DONE	-0.07006897243554062	0.6344079899709022	0.6863867958718795	DONE	Epithelial cells	Fibroblast	Epithelial	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.06877005891028572	0.982	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.040672437802001325	0.721
IARS1	hsa:3376	True	False	False	True	DONE	1.559471754465185	3.932713498378958e-12	1.557959578203972e-10	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
IARS2	hsa:55699	True	False	False	True	DONE	0.1354301957647758	0.09519328696291211	0.12317724318065261	DONE	Epithelial cells	Endothelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4584013682078289	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.4677908798127483	0.886
ICMT	hsa:23463	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	ICMT敲低减弱某药杀伤，不可改写成敲低本身抑瘤	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.27449747993940204	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.41153256969515467	0.859
IDH1	hsa:3417	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.5414196667492868	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.3154397316215936	0.919
IDH2	hsa:3418	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Monocyte	Epithelial	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.7067315613421034	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.44573501133272736	0.696
IDH3A	hsa:3419	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Fibroblast	Epithelial	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3438108070972043	0.988	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.03678166687556177	0.777
IDH3B	hsa:3420	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.5775112402607246	0.998	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.15461188032459683	0.382
IDH3G	hsa:3421	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Monocyte	Epithelial	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.5974250159905491	0.922	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.4412442304218746	0.326
IDNK	hsa:414328	True	False	False	True	DONE	-0.7606467816101496	1.2892424112828742e-06	4.992179261734437e-06	DONE	T cells	Mast	Tcells	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.026148021120402588	0.855	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.13250767927599943	1.0
IDO1	hsa:3620	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.09281092780908205	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.10804177138231165	0.998
IDO2	hsa:169355	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.010225154454866332	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.02744357540396299	1.0
IL4I1	hsa:259307	True	False	True	True	DONE	0.7128096201458576	0.007665785655353219	0.012776309425588698	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.3221521516276803	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.3367692601602264	1.0
IMPDH1	hsa:3614	True	False	False	True	DONE	1.809678044070506	2.2632374145425334e-13	3.885224228298016e-11	DONE	Stromal cells	Monocyte	Stromal	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.25815308634599143	0.571	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.24575735010065314	0.687
IMPDH2	hsa:3615	True	False	False	True	DONE	1.113386821181797	1.0301636491844613e-07	5.390839978202006e-07	DONE	Epithelial cells	Pericytes	Epithelial	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.7074057250263425	1.0	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.48640598663179313	0.795
INMT	hsa:11185	True	False	True	True	DONE	-0.2979997525106155	0.2621885156653364	0.30687973992647327	DONE	Stromal cells	暂不可定位	Stromal	暂不可定位	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.09748689231481773	1.0	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
ITPA	hsa:3704	True	False	False	True	DONE	0.6484394969437878	7.795009147796557e-06	2.524798560449828e-05	DONE	Epithelial cells	Pericytes	Epithelial	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.5831786099125681	0.989	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.3492133100842778	0.696
KCNK1	hsa:3775	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4225806408912795	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.29315797616204375	1.0
KCNK2	hsa:3776	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.0039967578244617455	0.986	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Fibroblast	10	0.008560477633518502	0.9759999999999996
KDM2A	hsa:22992	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	T cells	Endothelial	Tcells	Tcells	False	NA	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.13627711600702996	0.698	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.4672263983738108	0.689
KDM2B	hsa:84678	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	T cells	Monocyte	Tcells	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.0769386268467556	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.19287949659525083	1.0
KL	hsa:9365	True	False	False	False	DONE	-0.04879149734784392	0.8803760595531742	0.8942675950096346	DONE	Stromal cells	Endothelial	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.02333086535952805	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.19027760443410635	1.0
KMO	hsa:8564	True	False	False	True	DONE	-0.5035177493215748	0.001431922097483684	0.0029263487309686403	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.22405949322185592	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.16569821695241513	1.0
KMT2A	hsa:4297	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Tcells	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.3239185885594394	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.5683548855340702	0.672
KMT2B	hsa:9757	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.18309467183545083	0.99	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.3203233366626394	0.924
KMT2C	hsa:58508	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Epithelial	Stromal	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.24924618101540494	0.597	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.5324785448806182	0.907
KMT2D	hsa:8085	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Epithelial	Stromal	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.09926269920846678	0.718	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.14269649767417705	0.654
KMT2E	hsa:55904	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	T cells	Tcells	Tcells	Tcells	True	NA	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.47728105150005695	1.0	DONE	DESCRIPTIVE_ONLY	Tcells	Tcells	12	0.5092781578836759	0.578
KMT5A	hsa:387893	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Epithelial	False	不应合成一个统一的抑制建议；模型、底物和终点均需拆分	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.23138580219573202	0.736	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.21530059905122592	0.506
KMT5B	hsa:51111	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.28078836759753245	0.694	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.29720050902420525	0.531
KMT5C	hsa:84787	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.22330691761002147	0.901	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.07965778710036278	0.788
KYAT1	hsa:883	True	True	False	True	DONE	1.217015979552963	6.835242741211819e-09	5.090186719719882e-08	DONE	暂不可定位	Pericytes	暂不可定位	Stromal	False	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.031236559139784948	0.625
KYAT3	hsa:56267	True	True	False	True	DONE	-0.091049074649172	0.14214628443700833	0.1772526307144293	DONE	暂不可定位	Pericytes	暂不可定位	Myeloid	False	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.13431095611740773	0.387
KYNU	hsa:8942	True	False	False	True	DONE	0.5048839656690094	0.13008802048333487	0.16340324524126212	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.4743918089412406	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.5226024560835477	1.0
L2HGDH	hsa:79944	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.08071256233923975	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.021654979378329452	0.841
L3HYPDH	hsa:112849	True	False	False	True	DONE	0.5756930953785869	0.014278189759500322	0.022148396765489957	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.13242384534232948	1.0	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.059878523684975295	0.513
LACC1	hsa:144811	True	False	False	True	DONE	0.007244003212317524	0.9605781059735533	0.9624469349735018	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.11764634151751018	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.062112791720020454	1.0
LALBA	hsa:3906	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.0	0.19999999999999718	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
LANCL1	hsa:10314	True	False	False	True	DONE	0.4271951051713541	0.0015471138332326753	0.0031368646618694005	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.0925826752663048	0.881	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.19982127288578902	0.652
LAP3	hsa:51056	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.4492351809206004	0.998	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.6708072309963401	0.992
LARS1	hsa:51520	True	False	False	True	DONE	0.7848323259535576	4.154743837538771e-09	3.507693567758142e-08	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
LARS2	hsa:23395	True	False	False	True	DONE	0.6718442490961531	5.9504319667905277e-05	0.00016300385440942136	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.07195266887939729	0.999	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.06853483255247093	0.511
LCMT2	hsa:9836	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.022859231420382726	0.477	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.039809332120918375	0.431
LCT	hsa:3938	True	False	False	True	DONE	-0.39217693283881816	0.11481886275998177	0.1456446165551493	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.0009569377990430621	0.622	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
LDHA	hsa:3939	False	False	True	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.8855332720480633	0.894	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.8290965772801925	0.483
LDHAL6A	hsa:160287	False	False	True	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	T cells	23	0.00018081944596846727	0.9048000000000023	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Fibroblast	10	0.0022222222222222222	0.498
LDHAL6B	hsa:92483	False	False	True	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.00040225261464199515	0.6147999999999999	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Monocyte	12	0.002858500373917301	0.902
LDHB	hsa:3945	False	False	True	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Mast	Epithelial	Tcells	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.7419247508754893	0.538	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.7300402259491238	0.965
LDHC	hsa:3948	False	False	True	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.01036264744358209	0.964	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.01692395432357766	0.416
