gene	human_gene_id	current_direct	current_conditional	current_unresolved	historical_retained	identity_status	RNA_effect	RNA_p_value	RNA_q_value	RNA_status	Lee_display_top	Uhlitz_display_top	Lee_shared_top	Uhlitz_shared_top	descriptive_stable_concordance	counterevidence_or_limit_cn
 [hsa:102724197]	hsa:102724197	False	True	True	True	NEEDS_REVIEW	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
AADAT	hsa:51166	True	True	False	True	DONE	1.1175085363728539	0.001700340151651311	0.0034072964128421214	DONE	Epithelial cells	Pericytes	Epithelial	Stromal	False	NA
AANAT	hsa:15	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
AASS	hsa:10157	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
ABAT	hsa:18	False	True	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	False	NA
ABCC1	hsa:4363	True	False	False	True	DONE	1.3651875430158649	6.591873045122917e-09	5.066887489907913e-08	DONE	Epithelial cells	Mast	Epithelial	Myeloid	False	NA
ABCC4	hsa:10257	True	False	False	True	DONE	0.05956491226573652	0.8058023708196562	0.8299764419442459	DONE	Stromal cells	Mast	Stromal	Stromal	True	NA
ABCC5	hsa:10057	True	False	False	True	DONE	-0.0007380661772739431	0.9955035033809236	0.9955035033809237	DONE	Myeloids	Monocyte	Myeloid	Myeloid	False	NA
ABCG2	hsa:9429	True	False	False	True	DONE	-2.60010137817878	1.459939757889612e-12	8.354099725701668e-11	DONE	Stromal cells	Endothelial	Stromal	Stromal	False	NA
ABHD3	hsa:171586	True	True	False	False	DONE	-2.2206971080042504	1.3329370931940458e-11	3.12028455906788e-10	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
ACHE	hsa:43	True	False	False	True	DONE	-0.3929465586892317	0.00040427110909394996	0.000933630588266297	DONE	Epithelial cells	Pericytes	Epithelial	Epithelial	True	NA
ACLY	hsa:47	True	False	False	True	DONE	0.8346034636629339	1.904870464992705e-09	1.7354117342936226e-08	DONE	Epithelial cells	Endothelial	Epithelial	Stromal	False	NA
ACO1	hsa:48	True	True	True	True	DONE	0.3229016620181968	0.006093948397701947	0.010426523006034891	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
ACO2	hsa:50	True	True	True	True	DONE	-0.9658685023907999	3.2026115883761266e-13	4.123362420034263e-11	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
ACOD1	hsa:730249	True	False	False	True	DONE	-0.04860800279189879	0.7773847047992566	0.8102140786288381	DONE	暂不可定位	Monocyte	暂不可定位	Myeloid	False	NA
ACOT8	hsa:10005	True	True	False	False	DONE	-0.42401262788466365	0.0030340440539112267	0.00568193704641557	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
ACSF3	hsa:197322	True	False	False	False	DONE	-0.1819518723915944	0.022946693597778702	0.03425376000827835	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
ACYP1	hsa:97	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Pericytes	Epithelial	Epithelial	True	NA
ACYP2	hsa:98	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Myeloid	False	NA
ADA	hsa:100	True	False	False	True	DONE	1.0079503918325579	5.008718970357108e-06	1.7312015233113497e-05	DONE	T cells	Endothelial	Tcells	Tcells	True	NA
ADA2	hsa:51816	True	False	False	True	DONE	-1.346197010958427	6.768294924291729e-06	2.220173175802701e-05	DONE	暂不可定位	Monocyte	暂不可定位	Myeloid	False	NA
ADHFE1	hsa:137872	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
ADK	hsa:132	True	False	False	True	DONE	0.8471459552545461	1.4682925169209742e-06	5.601264046031865e-06	DONE	Epithelial cells	Bcells	Epithelial	Epithelial	True	NA
ADO	hsa:84890	True	False	False	True	DONE	0.4494201576402886	1.6747303187575224e-06	6.29551908146076e-06	DONE	Stromal cells	Endothelial	Stromal	Epithelial	False	NA
ADPGK	hsa:83440	True	False	False	True	DONE	-0.3358698464874487	0.05837387863720241	0.07932070579989246	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
ADPRM	hsa:56985	True	False	False	False	DONE	-0.7151106293542521	5.493980085776564e-07	2.397796393368585e-06	DONE	Stromal cells	Bcells	Stromal	Tcells	False	NA
ADSL	hsa:158	True	False	False	True	DONE	0.5935027382009846	0.00017016322452918244	0.00042748322259770225	DONE	Stromal cells	暂不可定位	Stromal	暂不可定位	False	NA
ADSS1	hsa:122622	True	False	False	True	DONE	-1.0857598181051455	3.3703375211422844e-06	1.1970509126815699e-05	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
ADSS2	hsa:159	True	False	False	True	DONE	0.3184567294790425	8.333692588231354e-05	0.00022009495809944347	DONE	Epithelial cells	Endothelial	Epithelial	Epithelial	False	ADSS1、ADSL及其他癌种结果不能替代；未命中不等于无功能
AFMID	hsa:125061	True	False	False	True	DONE	0.3699361315435083	0.022203488849798822	0.033240688248972076	DONE	Epithelial cells	Endothelial	Epithelial	Epithelial	True	NA
AGMAT	hsa:79814	True	False	False	True	DONE	0.7008241684993027	0.0005802236946511412	0.0012769880459202467	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
AGXT	hsa:189	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
AGXT2	hsa:64902	True	True	False	True	DONE	-0.5258507161057603	0.008169549666468814	0.013571993800746578	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
AHCY	hsa:191	True	False	False	True	DONE	1.7685134055464777	9.617670726045971e-11	1.4151715496896216e-09	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
AHCYL1	hsa:10768	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
AHCYL2	hsa:23382	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
AK3	hsa:50808	True	False	True	True	DONE	-0.35956352317788476	0.0001685730469956809	0.0004255643098175278	DONE	Epithelial cells	Endothelial	Epithelial	Stromal	False	NA
AK4	hsa:205	True	False	False	False	DONE	0.3312956172160192	0.2044430185075286	0.24773683419147582	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
AK9	hsa:221264	True	False	False	True	DONE	0.7398540321315381	0.00019929260161788236	0.0004910798556612891	DONE	Epithelial cells	Endothelial	Epithelial	Epithelial	False	NA
AKR1A1	hsa:10327	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
ALDH18A1	hsa:5832	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
ALDH1B1	hsa:219	True	False	True	True	DONE	0.9472631774997254	6.715363318063219e-05	0.00018202168993697676	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
ALDH2	hsa:217	True	False	True	True	DONE	-0.2599015661866819	0.02992912640117825	0.043070625189626	DONE	Epithelial cells	Monocyte	Epithelial	Myeloid	False	NA
ALDH3A1	hsa:218	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
ALDH3A2	hsa:224	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
ALDH3B1	hsa:221	True	False	True	True	DONE	0.26669579093293194	0.010615149436111998	0.01730000620125848	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
ALDH3B2	hsa:222	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
ALDH4A1	hsa:8659	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA
ALDH5A1	hsa:7915	True	False	False	False	DONE	0.3953914076303057	0.06243829298486346	0.08439821755171832	DONE	Epithelial cells	Mast	Epithelial	Epithelial	True	NA
ALDH7A1	hsa:501	True	False	True	True	DONE	0.4313601777639726	0.0028108090459138943	0.005321936245020792	DONE	Epithelial cells	Fibroblast	Epithelial	Epithelial	False	NA
ALDH9A1	hsa:223	True	False	True	True	DONE	-0.18170089001615145	0.024456439743678792	0.03616114450828556	DONE	Epithelial cells	Endothelial	Epithelial	Stromal	False	NA
ALDOA	hsa:226	True	True	False	True	DONE	-0.14069100080492436	0.2851123904680342	0.32996153054165756	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
ALDOB	hsa:229	True	True	False	True	DONE	0.6410611745900987	0.3423094794776478	0.38915978351211616	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
ALDOC	hsa:230	True	True	False	True	DONE	-0.06400858917556182	0.8303488716575615	0.850158387482394	DONE	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA
ALG5	hsa:29880	True	False	False	True	DONE	0.7891421580259151	3.62909868443564e-09	3.167772580481957e-08	DONE	Epithelial cells	Plasma	Epithelial	B_lineage	False	NA
ALLC	hsa:55821	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
AMD1	hsa:262	True	False	False	True	DONE	0.1490055775432366	0.094009148935839	0.12195141486639065	DONE	T cells	Tcells	Tcells	Tcells	True	NA
AMDHD2	hsa:51005	True	False	False	True	DONE	-0.06588867780186375	0.6701894934711443	0.7175625553797076	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
AMPD1	hsa:270	True	False	False	True	DONE	-3.5266125907601418	1.1787282477798816e-10	1.640662290828754e-09	DONE	B cells	Plasma	B_lineage	B_lineage	True	NA
AMPD2	hsa:271	True	False	False	True	DONE	1.242645279583471	2.0391225910531917e-12	9.826015681989232e-11	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
AMPD3	hsa:272	True	False	False	True	DONE	0.26429139887951325	0.13608649961403987	0.17052201289837113	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
ANKH	hsa:56172	True	False	False	True	DONE	0.4848351139631685	0.005169253327938222	0.00899481548091141	DONE	Epithelial cells	Endothelial	Epithelial	Epithelial	False	NA
AOC1	hsa:26	True	False	False	True	DONE	-1.8583801028755935	1.5675892971464097e-07	7.993153346835653e-07	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
AOX1	hsa:316	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	暂不可定位	False	NA
APRT	hsa:353	True	False	False	True	DONE	0.6595148231158245	3.7053843222720493e-09	3.1804548766168426e-08	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
AQP10	hsa:89872	True	False	False	True	DONE	-0.3044461409378309	0.10784200462607701	0.13815580194634244	DONE	暂不可定位	Mast	暂不可定位	暂不可定位	False	NA
AQP3	hsa:360	True	False	False	True	DONE	-0.32037094663669174	0.31945873957816845	0.3656027797394595	DONE	T cells	Tcells	Tcells	Tcells	True	NA
AQP7	hsa:364	True	False	False	True	DONE	-1.2929214445908268	9.084144490318064e-06	2.887860748465311e-05	DONE	Epithelial cells	Endothelial	Epithelial	Epithelial	True	NA
AQP9	hsa:366	True	False	False	True	DONE	0.8927933206094316	0.024505319288139146	0.03616114450828556	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	不能据同一基因标签确定统一抑制方向
ARF1	hsa:375	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA
ARF6	hsa:382	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	T cells	Tcells	Tcells	Tcells	True	NA
ARG1	hsa:383	True	False	False	True	DONE	-0.5336184485968565	0.012952898902776025	0.020399825489081508	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
ARG2	hsa:384	True	False	False	True	DONE	0.6200198455977343	0.017566590163155957	0.02668670776998619	DONE	Epithelial cells	Mast	Epithelial	Tcells	False	NA
ARL8B	hsa:55207	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
ASH1L	hsa:55870	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Epithelial	Stromal	Epithelial	False	NA
ASMT	hsa:438	True	False	False	True	DONE	0.46838643510149064	0.06453093665822482	0.086771363913801	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
ASMTL	hsa:8623	True	False	False	False	DONE	0.25965359934499704	0.02371835336132532	0.03530332942509405	DONE	Stromal cells	Endothelial	Stromal	Stromal	True	NA
ASNS	hsa:440	True	True	False	True	DONE	1.295009069615676	3.945467412523679e-07	1.7981555021678713e-06	DONE	Epithelial cells	Plasma	Epithelial	B_lineage	False	NA
ASPA	hsa:443	True	False	False	True	DONE	-3.1755987307549964	8.366270272923583e-13	7.630356979195547e-11	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	ASPN/asporin不是ASPA；E40仅作为排除记录
ASRGL1	hsa:80150	True	False	False	True	DONE	-0.39489420901054534	0.02785847713691454	0.04052857549579375	DONE	Epithelial cells	Endothelial	Epithelial	Epithelial	False	NA
ATIC	hsa:471	True	False	False	True	DONE	1.1522517716324665	2.098760631104496e-12	9.826015681989232e-11	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
ATP13A2	hsa:23400	True	False	False	True	DONE	0.02435242684562061	0.8180843211659714	0.8392697717140942	DONE	Epithelial cells	Endothelial	Epithelial	Epithelial	True	NA
B3GALNT2	hsa:148789	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
B3GNT2	hsa:10678	True	False	False	True	DONE	-0.6510278702630061	3.4421293271831166e-07	1.582764824552951e-06	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	NA
B3GNT3	hsa:10331	True	False	False	True	DONE	-0.20754224517514372	0.43694766616683134	0.4839312861847702	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
B3GNT4	hsa:79369	True	False	False	True	DONE	-0.4482741769871872	0.06557184453686724	0.0877129868480172	DONE	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA
B4GALNT1	hsa:2583	True	False	False	True	DONE	-0.8421550917891379	5.177341592695968e-05	0.00014490928914339258	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	NA
B4GALT1	hsa:2683	True	False	False	True	DONE	-0.4887825317776302	0.0013166467097487115	0.002724080759826024	DONE	Myeloids	Fibroblast	Myeloid	Stromal	False	NA
B4GALT2	hsa:8704	True	False	False	True	DONE	0.8089672001821243	9.64242358459577e-07	3.81988318928217e-06	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	不能把同文B3GNT2/ST6GALNAC2的迁移表型归给B4GALT2
B4GALT4	hsa:8702	True	False	False	True	DONE	-0.5565221143252728	5.331163029323985e-05	0.00014840805189739742	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
B4GALT5	hsa:9334	True	False	False	True	DONE	0.03931931259426354	0.7722692080188451	0.8067315256180634	DONE	Epithelial cells	Mast	Epithelial	Myeloid	False	NA
B4GALT6	hsa:9331	True	False	False	True	DONE	0.5360600778893889	0.002262997963304437	0.004381368237224756	DONE	Epithelial cells	Endothelial	Epithelial	Epithelial	False	NA
BAAT	hsa:570	True	False	False	True	DONE	-0.125586340717673	0.6520667638303397	0.7025405509887551	DONE	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA
BBOX1	hsa:8424	True	False	False	False	DONE	-0.8468047523270735	0.006626958197337393	0.011263641820556955	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
BCAT1	hsa:586	True	True	False	True	DONE	-0.09657292767910743	0.7268505794261891	0.7686407564773868	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
BCAT2	hsa:587	True	True	False	True	DONE	-0.28730967842853894	0.02849634548293381	0.04133976879918567	DONE	Epithelial cells	Pericytes	Epithelial	Epithelial	True	正常BCAA饮食下，单独sh-BCAT2与对照的肿瘤发展未见显著差异；作用依circRNA和营养背景，不能概括为单独抑制BCAT2普遍抑瘤。图中原始数值和全部生物重复未独立重分析。
BCKDHA	hsa:593	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA
BCKDHB	hsa:594	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
BDH1	hsa:622	True	False	False	False	DONE	-1.356335556253889	2.3338693797789343e-08	1.4308842030787512e-07	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
BDH2	hsa:56898	True	False	False	False	DONE	-1.305188903302543	5.635006320768455e-08	3.154378538256255e-07	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
BEST1	hsa:7439	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
BEST2	hsa:54831	True	True	False	True	DONE	-2.437614357177436	2.273934740167428e-09	2.0190972261831473e-08	DONE	暂不可定位	Epithelial	暂不可定位	Epithelial	False	NA
BHMT	hsa:635	True	False	False	False	DONE	-0.516743648335855	0.030872968832715585	0.0441654970801348	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
BHMT2	hsa:23743	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
BPGM	hsa:669	True	False	False	True	DONE	-0.025557291047212268	0.7340538023477222	0.7746087226046634	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	子集n=11，rho约0.209、P约0.540；其他癌种不作CRC验证
CAD	hsa:790	True	True	False	True	DONE	1.67477339430591	5.8784547152275965e-15	2.0393545792236828e-12	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	False	NA
CAMKMT	hsa:79823	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
CANT1	hsa:124583	True	False	False	True	DONE	-0.5848040613112141	0.003650347157410786	0.006738096007407006	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	数据库反应注释不等同IMP特异性，其他癌种证据不代替
CARM1	hsa:10498	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
CARNMT1	hsa:138199	True	False	False	True	DONE	0.5989398434463654	1.2786809564354316e-05	3.919766027168139e-05	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
CARNS1	hsa:57571	True	True	False	True	DONE	-0.44691299389463335	0.04997763393079216	0.06918946632891924	DONE	暂不可定位	Fibroblast	暂不可定位	暂不可定位	False	NA
CBS [hsa:102724560]	hsa:102724560	False	True	False	False	NEEDS_REVIEW	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
CBS [hsa:875]	hsa:875	False	True	False	False	NEEDS_REVIEW	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
CDA	hsa:978	True	False	False	True	DONE	-1.3199850796062171	6.568616560963396e-06	2.168485595446249e-05	DONE	Epithelial cells	Endothelial	Epithelial	Epithelial	True	NA
CDADC1	hsa:81602	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Mast	Stromal	Stromal	True	NA
CDIPT	hsa:10423	True	False	False	False	DONE	-0.39879318066784364	0.0003433200860051158	0.00080735088718098	DONE	Stromal cells	Endothelial	Stromal	Stromal	True	NA
CDKAL1	hsa:54901	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Stromal	False	NA
CEPT1	hsa:10390	True	False	False	True	DONE	0.2897900912032478	0.0004983602875386233	0.0011256822284315396	DONE	Epithelial cells	Monocyte	Epithelial	Myeloid	False	NA
CHAC1	hsa:79094	True	False	False	True	DONE	0.6491004620276642	0.0020560163574095966	0.0040414061987249705	DONE	Epithelial cells	Plasma	Epithelial	Epithelial	False	NA
CHAC2	hsa:494143	True	False	False	True	DONE	0.2071905908459913	0.06509115762677609	0.08729673483799398	DONE	Epithelial cells	Plasma	Epithelial	B_lineage	False	NA
CHAT	hsa:1103	True	False	False	True	DONE	-0.39861006372741625	0.0022558980221949717	0.004381368237224756	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
CHPF	hsa:79586	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
CHPF2	hsa:54480	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA
CHPT1	hsa:56994	True	False	False	True	DONE	-0.41555082497179674	0.0011219777954852477	0.002368108871618453	DONE	Epithelial cells	Mast	Epithelial	Myeloid	False	NA
CHSY1	hsa:22856	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Stromal	True	NA
CHSY3	hsa:337876	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Stromal	True	NA
CISD1	hsa:55847	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
CKB	hsa:1152	True	False	False	True	DONE	-2.9245234094647055	3.6549692937654436e-10	4.590998015339521e-09	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
CKM	hsa:1158	True	False	False	True	DONE	1.1340849001071318	0.004935080461465673	0.008664213042144814	DONE	Myeloids	暂不可定位	Myeloid	暂不可定位	False	NA
CKMT1A	hsa:548596	True	False	False	True	DONE	-0.9211692435938904	0.002882099100166704	0.005436926873940852	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
CKMT1B	hsa:1159	True	False	False	True	DONE	NA	NA	NA	NOT_EVALUABLE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
CKMT2	hsa:1160	True	False	False	True	DONE	2.41530087744069	0.00048541079978693083	0.0011012623871818035	DONE	Epithelial cells	Fibroblast	Epithelial	Epithelial	False	NA
CLIC1	hsa:1192	True	False	False	False	DONE	0.30036180112933025	0.010754860655073509	0.01747240768884182	DONE	Epithelial cells	Mast	Epithelial	Myeloid	False	NA
CLIC2	hsa:1193	True	False	False	False	DONE	-1.0186669184839725	3.747563406995707e-05	0.00010722195303348829	DONE	Stromal cells	Endothelial	Stromal	Stromal	False	NA
CMAS	hsa:55907	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
CMPK1	hsa:51727	True	False	False	True	DONE	-0.3144368434529515	0.0023433730863273374	0.004486383418061631	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
CMPK2	hsa:129607	True	False	True	True	DONE	-0.3645196602765946	0.1472983475767282	0.18279192530606028	DONE	Stromal cells	暂不可定位	Stromal	暂不可定位	False	NA
CMTR1	hsa:23070	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Tcells	False	NA
CMTR2	hsa:55783	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
CNDP1	hsa:84735	True	True	False	True	DONE	-0.755422013160966	0.0058533239005065865	0.010048206029202972	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
CNDP2	hsa:55748	True	True	True	True	DONE	-0.5122569543539788	0.0005331558773974701	0.0011835141243952462	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
CNPY3-GNMT	hsa:107080644	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
COLGALT1	hsa:79709	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Myeloid	False	NA
COLGALT2	hsa:23127	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	暂不可定位	Myeloid	暂不可定位	False	NA
COMT	hsa:1312	True	False	False	True	DONE	0.8165957478166695	9.466560079213666e-08	5.026060248242307e-07	DONE	Stromal cells	Pericytes	Stromal	Stromal	False	NA
COQ3	hsa:51805	True	False	False	True	DONE	0.5127521711939106	0.00010399702986023104	0.00027187040801024864	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
COQ5	hsa:84274	True	False	False	True	DONE	-0.11880183733002116	0.05249801648622644	0.0719055279000176	DONE	Stromal cells	Endothelial	Stromal	Stromal	False	NA
CRACR2A	hsa:84766	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	False	NA
CRLS1	hsa:54675	True	False	False	False	DONE	0.6105521371913364	7.446262473787621e-05	0.00019869560487049872	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
CS	hsa:1431	True	False	False	True	DONE	-0.11260442163125453	0.10212863331085499	0.13182016580223138	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
CSAD	hsa:51380	True	False	False	True	DONE	-0.012605452076537819	0.935127755912668	0.9424477383464266	DONE	Stromal cells	Epithelial	Stromal	Epithelial	False	NA
CTPS1	hsa:1503	True	True	False	True	DONE	1.9216867504084623	1.3336964062443638e-08	8.585670615198093e-08	DONE	Epithelial cells	Fibroblast	Epithelial	Epithelial	False	NA
CTPS2	hsa:56474	True	True	False	True	DONE	0.7965006658219423	1.1617048789647371e-10	1.640662290828754e-09	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
D2HGDH	hsa:728294	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
DBT	hsa:1629	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Stromal	False	NA
DDC	hsa:1644	True	False	True	True	DONE	0.04327480288178087	0.8440442493691309	0.860757996881391	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
