gene	human_gene_id	current_direct	current_conditional	current_unresolved	historical_retained	identity_status	RNA_effect	RNA_p_value	RNA_q_value	RNA_status	Lee_display_top	Uhlitz_display_top	Lee_shared_top	Uhlitz_shared_top	descriptive_stable_concordance	counterevidence_or_limit_cn
SDHD	hsa:6392	False	False	True	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	暂不可定位	Stromal	暂不可定位	False	NA
SDS	hsa:10993	True	True	False	False	DONE	-0.5866114859127357	0.013759104916468756	0.02140767079148462	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
SDSL	hsa:113675	True	True	False	False	DONE	-0.8209718605223333	1.7573559190203032e-07	8.872924493092707e-07	DONE	Myeloids	Mast	Myeloid	Myeloid	True	NA
SELENOI	hsa:85465	True	False	False	False	DONE	0.4299665777033547	0.0007755693946120359	0.0016782278917025148	DONE	暂不可定位	Epithelial	暂不可定位	Epithelial	False	NA
SETD1A	hsa:9739	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA
SETD1B	hsa:23067	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	T cells	Pericytes	Tcells	Tcells	True	NA
SETD2	hsa:29072	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	T cells	Endothelial	Tcells	Epithelial	False	NA
SETD7	hsa:80854	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Stromal	True	NA
SETDB1	hsa:9869	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	False	NA
SETDB2	hsa:83852	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
SETDB2-PHF11	hsa:107303344	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SETMAR	hsa:6419	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Stromal	False	NA
SFXN1	hsa:94081	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	T cells	Epithelial	Tcells	Epithelial	False	NA
SFXN2	hsa:118980	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SFXN3	hsa:81855	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA
SFXN5	hsa:94097	True	False	False	True	DONE	-0.3665306043950091	0.0005233450924835599	0.001171837924474058	DONE	Stromal cells	Epithelial	Stromal	Epithelial	False	NA
SHMT1	hsa:6470	True	True	False	False	DONE	0.13441921683953456	0.3957708921281786	0.44213017233408236	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SHMT2	hsa:6472	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Pericytes	Epithelial	Epithelial	True	NA
SI	hsa:6476	True	False	False	True	DONE	-3.1999495676978933	1.8275612893843731e-06	6.820246840818494e-06	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC13A2	hsa:9058	True	False	False	True	DONE	-0.40407731697808214	0.00016294327991791123	0.0004133782717129275	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC13A3	hsa:64849	True	True	False	True	DONE	0.6071334430063933	0.004477876741750925	0.007952091455178367	DONE	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA
SLC13A5	hsa:284111	True	False	False	True	DONE	0.09250472747984972	0.5867872797435076	0.6398300633053131	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC14A1	hsa:6563	True	False	False	True	DONE	-1.1881427149190171	0.00022357660463700254	0.0005456964520760962	DONE	Stromal cells	Endothelial	Stromal	Stromal	True	NA
SLC14A2	hsa:8170	True	False	False	True	DONE	-0.4761073541533479	0.001592792127961585	0.0032042497886727197	DONE	暂不可定位	Pericytes	暂不可定位	暂不可定位	False	NA
SLC15A1	hsa:6564	True	False	False	True	DONE	-1.732655870534012	4.991551260337331e-05	0.0001404726174357227	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC15A2	hsa:6565	True	False	False	True	DONE	-0.3495705512826061	0.22031838669678297	0.26510273165617576	DONE	Epithelial cells	Plasma	Epithelial	B_lineage	False	NA
SLC15A3	hsa:51296	True	False	False	True	DONE	-0.1641734009448768	0.3616455617019779	0.40665385213213673	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	淋巴瘤、SLC15A4或试验登记不能替代已完成CRC功能
SLC15A4	hsa:121260	True	False	False	True	DONE	0.4218263152086005	8.25048855394584e-05	0.0002190207013032014	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
SLC16A1	hsa:6566	True	False	False	True	DONE	-1.3182043688737257	1.0970353722651677e-06	4.303869304592628e-06	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	False	NA
SLC16A10	hsa:117247	True	False	False	True	DONE	0.8080606240974185	0.0003353385618784947	0.0007921988961808477	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
SLC16A6	hsa:9120	True	False	False	True	DONE	0.20270885070395178	0.38729100370446645	0.4335975367560874	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
SLC16A7	hsa:9194	True	False	False	True	DONE	-0.8833166074320539	0.0013154668093942853	0.002724080759826024	DONE	Stromal cells	Endothelial	Stromal	Tcells	False	NA
SLC16A9	hsa:220963	True	False	False	True	DONE	-2.5977374851106916	1.7000287031617579e-09	1.6590477150936525e-08	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC17A1	hsa:6568	True	False	False	True	DONE	-0.3390363083482548	0.20973692715673384	0.25355520536553505	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC17A2	hsa:10246	True	False	False	True	DONE	-0.3535277994081605	0.00914679378691051	0.015146619936523834	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC17A3	hsa:10786	True	False	False	True	DONE	0.029018459183750976	0.9078336194928299	0.9185349981116059	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC17A4	hsa:10050	True	False	False	True	DONE	-3.6549211973395455	3.0437550654714625e-12	1.3062782155981694e-10	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC17A5	hsa:26503	True	True	False	True	DONE	-0.9255433581779302	2.7193320932680195e-07	1.321184932106632e-06	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC17A6	hsa:57084	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC17A7	hsa:57030	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	Fibroblast	暂不可定位	Stromal	False	NA
SLC17A8	hsa:246213	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC18A1	hsa:6570	True	False	False	True	DONE	-0.4473633099400972	0.12627468910558207	0.159390845317095	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC18A2	hsa:6571	True	False	False	True	DONE	-0.9918507462575225	5.104082202836548e-06	1.745784578591897e-05	DONE	暂不可定位	Mast	暂不可定位	暂不可定位	False	NA
SLC18A3	hsa:6572	True	False	False	True	DONE	-0.10678231881067075	0.3445971779252335	0.39089767980505563	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC18B1	hsa:116843	True	False	False	True	DONE	-0.016837090639642498	0.8981508192693445	0.9105269132356544	DONE	Stromal cells	Endothelial	Stromal	Stromal	False	NA
SLC1A1	hsa:6505	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC1A2	hsa:6506	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	Pericytes	暂不可定位	Myeloid	False	NA
SLC1A3	hsa:6507	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
SLC1A4	hsa:6509	True	True	False	True	DONE	0.8450939980821481	6.851305599462156e-09	5.090186719719882e-08	DONE	Myeloids	Plasma	Myeloid	B_lineage	False	NA
SLC1A5	hsa:6510	True	True	False	True	DONE	0.9871187462972814	1.3158663872212633e-06	5.0572476822309745e-06	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC1A6	hsa:6511	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC1A7	hsa:6512	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC22A1	hsa:6580	True	False	False	True	DONE	0.042753995638654535	0.7710753585170151	0.8067315256180634	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC22A11	hsa:55867	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA
SLC22A12	hsa:116085	True	False	False	True	DONE	-0.22470258659075157	0.29648866971163235	0.3423579930526697	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC22A15	hsa:55356	True	False	False	True	DONE	0.733997081091761	0.00010501625659691106	0.0002731483441788343	DONE	Myeloids	Monocyte	Myeloid	Myeloid	False	NA
SLC22A16	hsa:85413	True	False	False	True	DONE	-0.3170032238442935	0.07511114781896185	0.09944020855209601	DONE	暂不可定位	Monocyte	暂不可定位	Myeloid	False	NA
SLC22A2	hsa:6582	True	False	False	True	DONE	-0.5013603264328418	0.024493314080819072	0.03616114450828556	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC22A24	hsa:283238	True	True	False	False	DONE	-0.3467071263640297	0.08193886842974292	0.10792459652510895	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC22A3	hsa:6581	True	False	False	True	DONE	1.9057192777670708	7.551084838541535e-07	3.161633082803976e-06	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC22A4	hsa:6583	True	False	False	True	DONE	-1.194694221734438	2.4125247331698203e-05	7.099715643328329e-05	DONE	Myeloids	Monocyte	Myeloid	Myeloid	False	NA
SLC22A5	hsa:6584	True	False	False	False	DONE	-1.5708612035249885	1.0615868509344688e-08	7.009195233733993e-08	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC22A7	hsa:10864	True	True	False	True	DONE	0.08048341048950793	0.6550110481967675	0.7042394359526831	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC22A8	hsa:9376	True	True	False	True	DONE	-0.25999010347560875	0.0013170798236828737	0.002724080759826024	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC23A1	hsa:9963	True	False	False	True	DONE	-1.6260329539552991	9.187423755160036e-06	2.9027749901272506e-05	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC25A1	hsa:6576	True	False	False	True	DONE	-0.4210590607076	2.6683753625769125e-05	7.80803018026767e-05	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC25A10	hsa:1468	True	False	False	False	DONE	0.3733640799593936	0.012679245927709176	0.020231331310655114	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC25A11	hsa:8402	True	False	False	False	DONE	-0.6582042856761425	1.533432583826436e-09	1.5996564609795087e-08	DONE	Stromal cells	Pericytes	Stromal	Stromal	False	NA
SLC25A12	hsa:8604	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
SLC25A13	hsa:10165	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Epithelial	True	NA
SLC25A14	hsa:9016	True	True	False	True	DONE	0.7423238985571241	3.808622118282909e-08	2.2238947624163754e-07	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	NA
SLC25A18	hsa:83733	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC25A21	hsa:89874	True	True	False	True	DONE	-0.16259174495941334	0.6747151107661196	0.7209092988476173	DONE	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA
SLC25A22	hsa:79751	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	False	NA
SLC25A26	hsa:115286	True	False	False	True	DONE	0.5323970958656199	0.0057231192015560605	0.009890625465776412	DONE	T cells	Fibroblast	Tcells	Stromal	False	NA
SLC25A30	hsa:253512	True	False	False	False	DONE	0.08264249902319475	0.6088113638424457	0.6614722624026573	DONE	Stromal cells	Endothelial	Stromal	Myeloid	False	NA
SLC25A33	hsa:84275	True	False	False	True	DONE	0.14457059472083444	0.2527166725471961	0.29850707881148164	DONE	Epithelial cells	Monocyte	Epithelial	Myeloid	False	NA
SLC25A35	hsa:399512	True	False	False	True	DONE	-0.432394503780041	0.01534933431811547	0.023526509445921034	DONE	Stromal cells	Endothelial	Stromal	Stromal	False	NA
SLC25A36	hsa:55186	True	False	False	True	DONE	0.4145026246539716	0.0004697992412771983	0.0010753182633678094	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	NA
SLC25A39	hsa:51629	True	False	False	True	DONE	0.5691701219185457	4.886997354645305e-07	2.1511142202071215e-06	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC25A40	hsa:55972	True	False	False	True	DONE	0.09990124424437508	0.39864681521181866	0.44341924370213087	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
SLC25A44	hsa:9673	True	False	False	True	DONE	-0.38685101143873946	5.118708181890804e-06	1.745784578591897e-05	DONE	Stromal cells	Mast	Stromal	Myeloid	False	NA
SLC26A7	hsa:115111	True	False	False	False	DONE	-0.6728151013725712	0.0029857105398576568	0.005611828204476982	DONE	暂不可定位	Pericytes	暂不可定位	暂不可定位	False	NA
SLC28A1	hsa:9154	True	False	False	True	DONE	-0.6530869412746887	0.0246635946039971	0.0361873254161211	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC28A2	hsa:9153	True	False	False	True	DONE	-2.8266246481075403	5.208045888885781e-06	1.764568179458011e-05	DONE	暂不可定位	Epithelial	暂不可定位	Epithelial	False	NA
SLC28A3	hsa:64078	True	False	False	True	DONE	0.9292748351964496	0.005788644209384284	0.009970407250277279	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC29A1	hsa:2030	True	False	False	True	DONE	1.9405586967489004	8.628274205108599e-10	1.0099002762797564e-08	DONE	Stromal cells	Endothelial	Stromal	Stromal	True	抑制转运可能降低特定药物疗效，不宜直接建议抑制
SLC29A2	hsa:3177	True	False	False	True	DONE	0.8340404251992869	5.411687400708266e-08	3.0626582542469856e-07	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC29A3	hsa:55315	True	False	False	True	DONE	0.5708589549735935	6.411055009679052e-07	2.751411108320593e-06	DONE	Myeloids	Monocyte	Myeloid	暂不可定位	False	不能借用ENT1功能，也不能因旧资料未列鸟嘌呤就直接否定
SLC29A4	hsa:222962	True	False	False	True	DONE	-0.5700615190617133	0.024974267639932282	0.03653905634819638	DONE	Stromal cells	Fibroblast	Stromal	Stromal	False	NA
SLC2A1	hsa:6513	True	False	False	True	DONE	0.8556509251495417	0.0032149762498339973	0.005955801326131326	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC2A10	hsa:81031	True	False	False	True	DONE	-0.5053339443417197	0.030175703994051957	0.043288266175311306	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
SLC2A11	hsa:66035	True	False	False	True	DONE	0.32708801499009366	0.05190174328962209	0.07127839411774767	DONE	B cells	Plasma	B_lineage	B_lineage	False	NA
SLC2A12	hsa:154091	True	False	False	True	DONE	0.3388066659100494	0.1371447116821928	0.171430889602741	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC2A14	hsa:144195	True	False	False	True	DONE	0.2688173860041024	0.2810817646129846	0.3260295242695655	DONE	Stromal cells	暂不可定位	Stromal	暂不可定位	False	NA
SLC2A2	hsa:6514	True	False	False	True	DONE	-0.5209858935887671	0.0478740603703576	0.06645590590494384	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC2A3	hsa:6515	True	False	False	True	DONE	0.4123413091361399	0.18306554007958484	0.22394003121374392	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
SLC2A4	hsa:6517	True	False	False	True	DONE	-0.9101252742073241	0.019954348226097342	0.03004821443403547	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	NA
SLC2A7	hsa:155184	True	False	False	True	DONE	-0.2525376655210197	0.22967652942570968	0.27443947251563916	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC2A8	hsa:29988	True	False	False	True	DONE	0.7026564852601997	1.1705988301468392e-05	3.609930524105522e-05	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC32A1	hsa:140679	True	False	False	True	DONE	-0.8326444629058612	0.00029524863743106227	0.0007039492975786901	DONE	Myeloids	暂不可定位	Myeloid	暂不可定位	False	NA
SLC35A1	hsa:10559	True	False	False	False	DONE	-0.6601788660974778	1.5143286744731214e-05	4.614670221027559e-05	DONE	Stromal cells	Endothelial	Stromal	Epithelial	False	NA
SLC35A2	hsa:7355	True	False	False	True	DONE	0.4695593053805547	0.000809925540502114	0.0017452370433413752	DONE	Epithelial cells	Endothelial	Epithelial	Stromal	False	NA
SLC35A3	hsa:23443	True	False	False	True	DONE	-1.0471295944162322	2.7965262546903373e-07	1.3459916085659099e-06	DONE	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA
SLC35A5	hsa:55032	True	False	False	True	DONE	-0.4359686237065218	0.0001876182879305996	0.0004667797984746802	DONE	Stromal cells	Endothelial	Stromal	Stromal	True	NA
SLC35B1	hsa:10237	True	False	False	True	DONE	0.20941022086219402	0.1092717984466362	0.13964013945413808	DONE	Epithelial cells	Endothelial	Epithelial	Stromal	False	NA
SLC35B4	hsa:84912	True	False	False	True	DONE	0.3902631817698558	0.004121364154394493	0.007473600491243535	DONE	Stromal cells	Endothelial	Stromal	Stromal	True	NA
SLC35D1	hsa:23169	True	False	False	True	DONE	-1.3955540768924388	3.277629626531197e-10	4.3281519427270935e-09	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	False	NA
SLC35D2	hsa:11046	True	False	False	True	DONE	-0.7663631163861839	5.620704511081031e-06	1.8761808904108642e-05	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC35D3	hsa:340146	True	False	False	False	DONE	2.4001797275830885	6.790129565763864e-08	3.7565742754043714e-07	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC35D4	hsa:85019	True	False	False	True	DONE	0.9041337327006665	9.281549000008855e-07	3.707222119741377e-06	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC36A1	hsa:206358	True	True	False	True	DONE	-1.8426968199468388	1.4842731428630842e-10	2.0115807067749695e-09	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
SLC36A2	hsa:153201	True	True	False	True	DONE	-0.3325076626231643	0.012799861725048552	0.020255310421122167	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC36A4	hsa:120103	True	False	False	True	DONE	0.07525212903462361	0.6855351120985778	0.7264415282526081	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
SLC38A1	hsa:81539	True	True	False	True	DONE	-0.015420148027718147	0.9151176019538497	0.9240893431494758	DONE	T cells	Tcells	Tcells	Tcells	True	NA
SLC38A10	hsa:124565	True	True	False	True	DONE	-0.26408083855624537	0.0021750624045389234	0.004243019463399793	DONE	Stromal cells	Endothelial	Stromal	Stromal	True	NA
SLC38A2	hsa:54407	True	True	False	True	DONE	0.15448017682466064	0.2705956080136549	0.31600167375744276	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	NA
SLC38A3	hsa:10991	True	False	False	True	DONE	-0.5480667358739096	0.012728060863402441	0.020231331310655114	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	单主要模型；尚未获得广泛CRC体内证据
SLC38A4	hsa:55089	True	True	False	True	DONE	-1.542644847891881	0.0004162389672373489	0.0009569779827108691	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC38A6	hsa:145389	True	True	False	True	DONE	-0.30484325797823913	0.010884800517709394	0.01762790020949792	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
SLC38A7	hsa:55238	True	False	False	True	DONE	0.2109164792481697	0.07111221143407981	0.09438863115605954	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
SLC38A8	hsa:146167	True	False	False	True	DONE	-0.3453887856714658	0.06333387637490195	0.08538467626459295	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC38A9	hsa:153129	True	False	False	True	DONE	-0.24296895657103776	0.018939001280802503	0.02868701664592144	DONE	Myeloids	Endothelial	Myeloid	Myeloid	False	NA
SLC43A1	hsa:8501	True	False	False	True	DONE	0.5991741034298396	0.02128530441197688	0.03195898475850756	DONE	Epithelial cells	Fibroblast	Epithelial	Epithelial	False	NA
SLC43A2	hsa:124935	True	False	False	True	DONE	-0.04347113156253115	0.7836523597866745	0.8127757697459037	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
SLC43A3	hsa:29015	True	False	False	True	DONE	0.3154053412409882	0.23968634446779563	0.2850772919189717	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
SLC45A1	hsa:50651	True	False	False	True	DONE	-0.09807561287084753	0.5374924474975398	0.5889544903430489	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	NA
SLC45A2	hsa:51151	True	False	False	True	DONE	-0.6662448237645737	0.00023341107818717317	0.0005670127606905385	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC45A4	hsa:57210	True	False	False	True	DONE	0.2631993160341116	0.14263989936198174	0.17743852215318984	DONE	Epithelial cells	Endothelial	Epithelial	Epithelial	False	NA
SLC47A1	hsa:55244	True	False	False	True	DONE	-0.8802325949412959	0.0015742265241223017	0.0031793202349921	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
SLC47A2	hsa:146802	True	False	False	True	DONE	-0.8116517818447101	0.001352789346383448	0.0027756434796313775	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC5A1	hsa:6523	True	False	False	True	DONE	0.6458319463863217	0.015203272425525138	0.023372194922822227	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC5A11	hsa:115584	True	False	False	True	DONE	-1.6152493068177314	5.618313310731498e-05	0.00015556082553907103	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC5A2	hsa:6524	True	False	False	True	DONE	-0.13450003225695295	0.038654951855335073	0.05469038517993836	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC5A6	hsa:8884	True	False	False	False	DONE	0.34774923140844244	8.595520140533183e-06	2.7494986784935337e-05	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC5A8	hsa:160728	True	True	False	True	DONE	-0.2020960586140979	0.4479580351953053	0.4940008311040305	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC60A2	hsa:91749	True	False	False	True	DONE	-0.3049792049689837	0.0005020394713716739	0.0011290407325607514	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC6A1	hsa:6529	True	False	False	True	DONE	-0.2820466886637494	0.1589248617887976	0.19627410988304742	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	NA
SLC6A11	hsa:6538	True	False	False	True	DONE	-0.5568777088193478	0.012821808150069567	0.020255310421122167	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC6A12	hsa:6539	True	False	False	False	DONE	-0.25610350357002515	0.39681003136945325	0.442331528474607	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA
SLC6A13	hsa:6540	True	False	False	True	DONE	-0.6652138869721068	0.004369039700458926	0.007812692519917872	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC6A14	hsa:11254	True	True	False	True	DONE	2.0366156740099606	0.0037961939509023887	0.006957437312152064	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC6A15	hsa:55117	True	True	False	True	DONE	-0.44438951575589725	0.006652105429673361	0.011269191764084805	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC6A17	hsa:388662	True	False	False	True	DONE	0.048946109249656256	0.6488824129931003	0.7005753515543955	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	相关较强不等于CRC依赖；不能把囊泡转运视作癌细胞质膜摄取
SLC6A19	hsa:340024	True	True	False	True	DONE	-3.3028091643460855	6.288468291020928e-09	4.9069108634481486e-08	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC6A20	hsa:54716	True	False	False	True	DONE	0.5559142581230687	0.0847955426289172	0.11138147061122962	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC6A4	hsa:6532	True	False	False	True	DONE	0.5839367473143684	0.34612362141341757	0.3917662967646375	DONE	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA
SLC6A6	hsa:6533	True	False	False	True	DONE	2.569528912012918	1.1186975636706886e-12	7.630356979195547e-11	DONE	Stromal cells	Endothelial	Stromal	Myeloid	False	主要为存活/耐药和侧群表型，非全部条件增殖加速；机制已知
SLC6A7	hsa:6534	True	False	False	True	DONE	-0.962738690914072	0.0027380111211795103	0.005203231466448147	DONE	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA
SLC6A8	hsa:6535	True	False	False	True	DONE	-1.4824029376534928	2.7013778101184955e-06	9.728738267209966e-06	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA
SLC7A10	hsa:56301	True	True	False	True	DONE	-0.07564219285571507	0.8096499832409774	0.8322749328724618	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC7A11	hsa:23657	True	True	False	True	DONE	2.052017411806586	7.922194084354234e-07	3.2902660914858314e-06	DONE	Myeloids	Epithelial	Myeloid	Epithelial	False	NA
SLC7A13	hsa:157724	True	True	False	True	DONE	-0.1992510568491755	0.22163802980901492	0.2659747619486858	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA
SLC7A5	hsa:8140	True	True	False	True	DONE	3.6914888644255046	1.238442651224657e-11	3.037133168479516e-10	DONE	Myeloids	Monocyte	Myeloid	Myeloid	False	NA
