gene	Lee_shared_top	Uhlitz_shared_top	Lee_status	Uhlitz_status	Lee_top_frequency	Uhlitz_top_frequency	common_category_n	both_evaluable	same_common_top	descriptive_stable_concordance	interpretation
OGT	Epithelial	Epithelial	DONE	DONE	0.995	0.935	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
OPLAH	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
OXCT1	Tcells	Tcells	DONE	DONE	1.0	0.756	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
OXCT2	Myeloid	暂不可定位	DONE	NOT_EVALUABLE	0.786	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
P4HA1	Stromal	Stromal	DONE	DONE	0.964	0.823	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
P4HA2	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
P4HA3	Stromal	暂不可定位	DONE	NOT_EVALUABLE	1.0	0.948	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PAH	Epithelial	暂不可定位	DONE	NOT_EVALUABLE	0.999	0.999	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PANK1	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PANK2	Stromal	Myeloid	DONE	DONE	1.0	0.585	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PANK3	Epithelial	Epithelial	DONE	DONE	0.859	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PANX1	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PANX2	暂不可定位	Myeloid	NOT_EVALUABLE	DONE	0.657	0.961	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PAOX	B_lineage	暂不可定位	DONE	NOT_EVALUABLE	1.0	0.882	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PARS2	Epithelial	Epithelial	DONE	DONE	0.955	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PCK1	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PCK2	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PCYT1A	Stromal	Stromal	DONE	DONE	0.998	0.92	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PCYT1B	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.991	0.922	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PEMT	Epithelial	Stromal	DONE	DONE	0.925	0.789	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PFAS	Epithelial	Epithelial	DONE	DONE	0.84	0.999	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PFKL	Epithelial	Epithelial	DONE	DONE	0.695	1.0	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PFKM	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PFKP	Epithelial	Epithelial	DONE	DONE	1.0	0.99	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PGAM1	Stromal	Stromal	DONE	DONE	1.0	0.54	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PGAM2	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.487	0.864	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PGAM4	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.5527999999999994	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PGD	Myeloid	Myeloid	DONE	DONE	0.99	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PGK1	Myeloid	Myeloid	DONE	DONE	0.57	1.0	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PGK2	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.19999999999999718	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PGLS	Epithelial	Myeloid	DONE	DONE	0.534	1.0	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PGM2L1	Stromal	Stromal	DONE	DONE	1.0	0.731	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PGM3	Stromal	Epithelial	DONE	DONE	0.921	0.76	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PGS1	Stromal	暂不可定位	DONE	NOT_EVALUABLE	1.0	0.508	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PHGDH	Epithelial	B_lineage	DONE	DONE	1.0	0.993	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PKLR	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	1.0	1.0	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PKM	Stromal	Myeloid	DONE	DONE	0.906	0.998	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PLA2G15	Myeloid	Myeloid	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PLB1	Myeloid	Myeloid	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PLOD1	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PLOD2	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PLOD3	Epithelial	Stromal	DONE	DONE	0.911	0.694	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PNMT	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.895	0.871	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PNP	Myeloid	Myeloid	DONE	DONE	0.683	0.996	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PNPLA6	Myeloid	Myeloid	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PNPLA7	Epithelial	Epithelial	DONE	DONE	0.883	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
POMGNT2	Epithelial	Stromal	DONE	DONE	0.754	1.0	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PPAT	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PRDM16	Epithelial	Stromal	DONE	DONE	0.992	1.0	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PRDM2	B_lineage	B_lineage	DONE	DONE	1.0	0.478	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PRDM6	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PRDM7	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.9712000000000007	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PRDM9	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.19999999999999718	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PRDX6	Stromal	Stromal	DONE	DONE	0.984	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PRMT1	Stromal	Stromal	DONE	DONE	0.646	1.0	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PRMT2	Stromal	Stromal	DONE	DONE	1.0	0.964	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PRMT3	Epithelial	Epithelial	DONE	DONE	1.0	0.986	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PRMT5	Epithelial	Epithelial	DONE	DONE	1.0	0.995	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PRMT6	Epithelial	Stromal	DONE	DONE	0.916	0.986	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PRMT7	Epithelial	Epithelial	DONE	DONE	0.996	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PRMT8	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.622	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PRMT9	Myeloid	Myeloid	DONE	DONE	1.0	0.971	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PRODH	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	1.0	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PSAT1	Epithelial	B_lineage	DONE	DONE	1.0	0.92	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PSPH	Epithelial	Epithelial	DONE	DONE	1.0	0.897	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PTDSS1	Epithelial	Myeloid	DONE	DONE	0.938	1.0	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PTDSS2	Stromal	Stromal	DONE	DONE	1.0	0.998	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PYCR1	Epithelial	Epithelial	DONE	DONE	1.0	0.985	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PYCR2	Epithelial	暂不可定位	DONE	NOT_EVALUABLE	0.826	0.406	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
PYCR3	暂不可定位	Epithelial	NOT_EVALUABLE	DONE	NA	1.0	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
QARS1	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
QRSL1	Epithelial	Epithelial	DONE	DONE	0.974	0.903	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
QTRT1	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB10	Myeloid	Myeloid	DONE	DONE	0.552	1.0	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB11A	Epithelial	Stromal	DONE	DONE	0.675	0.816	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB11B	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB12	Stromal	Stromal	DONE	DONE	0.966	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB13	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB14	Stromal	Stromal	DONE	DONE	0.79	0.991	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB15	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB17	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB18	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB1A	Stromal	Stromal	DONE	DONE	0.636	0.617	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB1B	Stromal	Epithelial	DONE	DONE	1.0	0.747	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB20	Myeloid	Myeloid	DONE	DONE	0.999	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB21	Myeloid	Myeloid	DONE	DONE	0.868	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB22A	Epithelial	Epithelial	DONE	DONE	1.0	0.547	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB23	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB24	Stromal	Myeloid	DONE	DONE	0.872	0.927	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB25	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB26	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB29	Stromal	Stromal	DONE	DONE	1.0	0.592	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB2A	Stromal	Stromal	DONE	DONE	0.982	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB2B	Stromal	Stromal	DONE	DONE	0.989	0.992	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB33B	Stromal	Stromal	DONE	DONE	0.922	0.997	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB34	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB35	Tcells	Myeloid	DONE	DONE	1.0	0.874	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB36	Epithelial	Stromal	DONE	DONE	0.771	0.608	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB37	Tcells	Tcells	DONE	DONE	0.727	1.0	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB38	Myeloid	Myeloid	DONE	DONE	0.986	0.826	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB39A	Myeloid	Myeloid	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB39B	Tcells	Tcells	DONE	DONE	0.996	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB3A	Stromal	Stromal	DONE	DONE	0.703	0.797	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB3B	Epithelial	Epithelial	DONE	DONE	0.646	0.968	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB3C	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB3D	Epithelial	Epithelial	DONE	DONE	0.998	0.705	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB4A	Epithelial	Epithelial	DONE	DONE	1.0	0.666	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB4B	Myeloid	暂不可定位	DONE	NOT_EVALUABLE	0.971	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB5A	Epithelial	Myeloid	DONE	DONE	0.491	0.993	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB5B	Stromal	Epithelial	DONE	DONE	0.935	0.714	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB5C	Stromal	Myeloid	DONE	DONE	0.996	0.962	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB6A	Stromal	Stromal	DONE	DONE	0.97	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB6B	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB7A	Myeloid	Myeloid	DONE	DONE	0.997	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB8A	Epithelial	Myeloid	DONE	DONE	0.834	1.0	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB8B	Tcells	Tcells	DONE	DONE	0.621	0.923	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB9A	Epithelial	Myeloid	DONE	DONE	0.468	0.922	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAB9B	Stromal	Stromal	DONE	DONE	0.999	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RAN	Epithelial	Tcells	DONE	DONE	1.0	0.529	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RGN	Stromal	Stromal	DONE	DONE	0.613	1.0	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RHOB	Epithelial	Stromal	DONE	DONE	0.593	0.859	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RIMKLA	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RIMKLB	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RNMT	Tcells	Myeloid	DONE	DONE	0.981	0.565	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RPE	Epithelial	Myeloid	DONE	DONE	0.685	0.63	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RPEL1	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.441	0.96	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RPIA	Epithelial	Epithelial	DONE	DONE	1.0	0.999	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RRM1	Epithelial	Tcells	DONE	DONE	1.0	0.379	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RRM2	Epithelial	暂不可定位	DONE	NOT_EVALUABLE	1.0	0.853	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
RRM2B	Stromal	Stromal	DONE	DONE	0.845	0.493	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SAR1A	Stromal	Stromal	DONE	DONE	1.0	0.98	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SAR1B	Stromal	Stromal	DONE	DONE	0.984	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SARS1	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SARS2	Epithelial	Epithelial	DONE	DONE	1.0	0.998	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SDHA	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SDHB	Epithelial	Myeloid	DONE	DONE	1.0	0.997	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SDHC	Epithelial	Stromal	DONE	DONE	0.545	0.683	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SDHD	Stromal	暂不可定位	DONE	NOT_EVALUABLE	0.581	0.566	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SDS	Myeloid	Myeloid	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SDSL	Myeloid	Myeloid	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SELENOI	暂不可定位	Epithelial	NOT_EVALUABLE	DONE	NA	1.0	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SETD1A	Stromal	Stromal	DONE	DONE	0.835	0.945	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SETD1B	Tcells	Tcells	DONE	DONE	0.959	0.883	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SETD2	Tcells	Epithelial	DONE	DONE	0.963	0.997	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SETD7	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SETDB1	Epithelial	Epithelial	DONE	DONE	0.749	1.0	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SETDB2	Myeloid	Myeloid	DONE	DONE	0.996	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SETDB2-PHF11	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SETMAR	Stromal	Stromal	DONE	DONE	0.743	1.0	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SFXN1	Tcells	Epithelial	DONE	DONE	0.987	0.562	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
