gene	stable_gene_id	in_current_pool	history_only	RNA_effect	RNA_p	RNA_q	RNA_n	RNA_background	GSE263733__source_status	GSE263733__reason	GSE263733__display_top	GSE263733__mechanical_top	GSE263733__top_n	GSE263733__top_detection	GSE263733__bootstrap	GSE278688__source_status	GSE278688__reason	GSE278688__display_top	GSE278688__mechanical_top	GSE278688__top_n	GSE278688__top_detection	GSE278688__bootstrap	GSE242230__source_status	GSE242230__reason	GSE242230__display_top	GSE242230__mechanical_top	GSE242230__top_n	GSE242230__top_detection	GSE242230__bootstrap
MGLL	UniProtKB:Q99685	True	False	0.705331767947608	0.0040136862138126	0.0381300190312199	11	FDR_SUPPORTED	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.6630114856573094	0.656	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.4928948745902535	0.885	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.4896906156850653	0.402
MMP14	UniProtKB:P50281	False	True	1.1252887751232865	0.0064804789086181	0.0584311321184284	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.6499849076031528	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.5124382844950581	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	7	0.569821247491422	0.983
MOGAT1	UniProtKB:Q96PD6	False	True	0.09294469103294	0.4601553803530462	0.5719608822940356	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.0536569469806791	0.9	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.0201056731067847	0.894	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2363011336212235	0.962
MOGAT2	UniProtKB:Q3SYC2	True	False	-0.3080210192181418	0.040138615681644	0.1221125620901547	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.0387174808123489	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.0105085138090529	0.9933333333333334	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.0135341606374945	1.0
MOGAT3	UniProtKB:Q86VF5	True	False	-0.3523262428209764	0.0203598580285569	0.0824407366074353	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.0607978952081053	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.0134686176523973	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.028015431547655	1.0
MPC1	UniProtKB:Q9Y5U8	True	False	-0.0967548552135019	0.5179729064481211	0.6092347994889805	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.5299548476325634	0.591	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.3315800875154359	0.894	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.6252716056501664	0.96
MPC1L	UniProtKB:P0DKB6	True	False	-0.0682570695498464	0.6886710266349763	0.7460602788545576	11	NOT_SUPPORTED_THIS_TEST	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA
MPC2	UniProtKB:O95563	True	False	-0.0538799514315065	0.6285878513262746	0.6962385617829141	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.7832726950966302	1.0	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.3506468172450935	0.645	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.8126713352725347	0.96
MPST	UniProtKB:P25325	False	True	-0.3373771680646417	0.0308211292570246	0.1057781156101085	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.7003926024721764	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.3515369705160062	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.6739043939568677	0.937
MRM1	UniProtKB:Q6IN84	False	True	-0.2326512480774591	0.0286262794792269	0.1008423389197996	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.0976391958143242	0.741	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.040403495239736	0.499	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	21	0.0284952663852629	0.579
MRM2	UniProtKB:Q9UI43	False	True	0.0056270283891071	0.9578879259296706	0.976090071790567	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.4065062504193778	0.76	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.0621862801779439	0.43	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	15	0.0917062737140983	0.564
MRM3	UniProtKB:Q9HC36	False	True	-0.4797718343721609	0.0023640453509007	0.0548657216119157	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Acinar	Acinar	4	0.1231577564057752	0.566	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.0816561004974388	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2223602942118684	0.954
MTHFD2	UniProtKB:P13995	False	True	-0.4043518627163909	0.2221548447288732	0.3470483938379258	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.5147612665166557	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.4507626468266416	0.952	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.3186625807927423	0.976
MTO1	UniProtKB:Q9Y2Z2	True	False	0.1490238426958672	0.0922029508960867	0.1942622785443826	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.1660153253949992	0.545	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.1120483835253311	0.948	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	21	0.0950074322206536	0.981
MTRR	UniProtKB:Q9UBK8	False	True	0.3339431721598673	0.0390912619998707	0.1215083389042385	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.2018079149664305	0.432	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.0796490455920279	0.946	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2271447609528568	0.85
NAAA	UniProtKB:Q02083	True	False	0.491346169036891	0.0128064106689604	0.0644720412952697	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.4152678653779397	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.2564967659251001	0.999	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.3260921274447744	1.0
NADK	UniProtKB:O95544	False	True	0.1104682635024	0.4294223666392407	0.5515634589468092	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.4452933604595165	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.2047500392845356	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.3262235160028451	0.998
NADK2	UniProtKB:Q4G0N4	False	True	-0.3042799980672662	0.0329755540707669	0.1107105641920391	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.2392147123713729	0.903	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.1159308198388599	0.997	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	7	0.0815936926536066	0.677
NADSYN1	UniProtKB:Q6IA69	False	True	0.2693760665262983	0.014815407677688	0.0702742022750811	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.4341982949826504	0.963	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.2160682358150931	0.982	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.2246611563994291	0.592
NDUFAF7	UniProtKB:Q7L592	False	True	0.3078849698922317	0.0393698347498581	0.1215083389042385	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.2177135705929535	0.685	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.0937021028954124	0.578	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.1564516352934643	0.432
NIT1	UniProtKB:Q86X76	False	True	-0.0849229131693724	0.5115919813810255	0.6199801130295478	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.4783431767492471	0.999	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.1527227764301731	0.817	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.4467807762785274	0.95
NIT2	UniProtKB:Q9NQR4	True	False	0.1042261750773617	0.3183565801075601	0.4227638456267062	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.5543170812683322	0.617	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.2122791629364959	0.686	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.5101868403405135	0.96
NMNAT1	UniProtKB:Q9HAN9	False	True	-0.1236146992061419	0.0923055424307797	0.1950693482896773	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.1544116237152937	0.592	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.0516735051465401	0.999	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.0877351218008017	0.596
NMNAT2	UniProtKB:Q9BZQ4	False	True	-0.0236601075666616	0.8694986678258977	0.9255953560727298	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.0671993075730504	0.699	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.024089839960905	0.985	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	7	0.0098835130539686	0.689
NMNAT3	UniProtKB:Q96T66	False	True	-0.4214848039365091	0.0011464337138759	0.0548657216119157	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.0459540142276422	0.444	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.054248455403308	0.578	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	7	0.0584419343361425	0.864
NNMT	UniProtKB:P40261	True	False	0.7385902619945846	0.0311516490694738	0.1058573216640263	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.8248294177936628	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.7778966230355523	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	7	0.7200928198344776	0.979
NOCT	UniProtKB:Q9UK39	False	True	0.014859443415281	0.9024503865408706	0.9445515705634976	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.0916548815723092	0.764	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.1503526375089548	0.856	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.0384203482199237	0.731
NOP2	UniProtKB:P46087	False	True	0.3179264212683099	0.109563345934926	0.2196386701218845	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.3011775243348541	0.942	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.11862873311513	0.835	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	21	0.103888927866565	0.817
NPL	UniProtKB:Q9BXD5	True	False	0.3171858753491537	0.0688706054993978	0.1620099005557264	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.4626071306542644	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.1894434471279981	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Erythrocyte	Erythrocyte	3	0.3283746019366998	0.424
NQO1	UniProtKB:P15559	False	True	2.3613090432827746	0.0022183122621913	0.0548657216119157	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.7678594695714015	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.4056616078355332	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.5047064935493835	1.0
NSD1	UniProtKB:Q96L73	False	True	0.2614959277846255	0.1328537079779446	0.2452928398591395	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.4367893369381807	0.549	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.2972235931380791	0.802	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	21	0.1953004044801067	0.586
NSD2	UniProtKB:O96028	False	True	0.1083128573005673	0.3289200259962623	0.4551828746851502	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.4105950156966717	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.1613842156263661	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.1837132117859278	0.865
NSD3	UniProtKB:Q9BZ95	False	True	0.6771936545637753	0.0064015021827628	0.0584311321184284	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	20	0.5800335519980423	0.818	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.4731843451030466	0.723	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.7286630723099989	0.891
NSUN2	UniProtKB:Q08J23	False	True	0.4434617735863465	0.0431332808110558	0.129846447865114	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.4392127609472689	1.0	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.1552156284845285	0.969	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2742721054002913	0.337
NSUN3	UniProtKB:Q9H649	False	True	0.3516889204925381	0.0639190338947892	0.1585044250917028	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.2315893371361015	0.949	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.0875039302390175	0.794	DONE	Descriptive donor-equal ranking;not differential expression	Erythrocyte	Erythrocyte	3	0.0878663807109897	0.316
NSUN4	UniProtKB:Q96CB9	False	True	0.165461260282319	0.2787351837037657	0.4081139720440802	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.3323069420393661	0.961	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.0832256090063398	0.817	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2080270228133796	0.856
NSUN5	UniProtKB:Q96P11	False	True	0.0426314952984455	0.7626479080257254	0.838912698828298	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.4832591378638056	0.9	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.1538772633923012	0.521	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2884308379998035	0.476
NSUN6	UniProtKB:Q8TEA1	False	True	-0.0627925607925837	0.6427875403625095	0.7432772366995055	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.2751098951142813	0.694	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.150721866809544	0.838	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	21	0.1223238673020543	0.959
