cohort	gene	matrix_label	method
GSE278688	METTL16	METTL16	EXACT_CANONICAL
GSE278688	METTL18	METTL18	EXACT_CANONICAL
GSE278688	METTL21A	METTL21A	EXACT_CANONICAL
GSE278688	METTL21C	METTL21C	EXACT_CANONICAL
GSE278688	METTL22	METTL22	EXACT_CANONICAL
GSE278688	METTL23	METTL23	EXACT_CANONICAL
GSE278688	METTL2A	METTL2A	EXACT_CANONICAL
GSE278688	METTL2B	METTL2B	EXACT_CANONICAL
GSE278688	METTL3	METTL3	EXACT_CANONICAL
GSE278688	METTL4	METTL4	EXACT_CANONICAL
GSE278688	METTL5	METTL5	EXACT_CANONICAL
GSE278688	METTL6	METTL6	EXACT_CANONICAL
GSE278688	METTL8	METTL8	EXACT_CANONICAL
GSE278688	METTL9	METTL9	EXACT_CANONICAL
GSE278688	MGLL	MGLL	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	MOGAT1	MOGAT1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	MOGAT2	MOGAT2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	MOGAT3	MOGAT3	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	MPC1	MPC1	EXACT_CANONICAL
GSE278688	MPC1L	MPC1L	EXACT_CANONICAL
GSE278688	MPC2	MPC2	EXACT_CANONICAL
GSE278688	MPST	MPST	EXACT_CANONICAL
GSE278688	MRM1	MRM1	EXACT_CANONICAL
GSE278688	MRM2	MRM2	EXACT_CANONICAL
GSE278688	MRM3	MRM3	EXACT_CANONICAL
GSE278688	MTO1	MTO1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	MTRR	MTRR	EXACT_CANONICAL
GSE278688	NAAA	NAAA	EXACT_CANONICAL
GSE278688	NDUFAF7	NDUFAF7	EXACT_CANONICAL
GSE278688	NIT1	NIT1	EXACT_CANONICAL
GSE278688	NIT2	NIT2	EXACT_CANONICAL
GSE278688	NNMT	NNMT	EXACT_CANONICAL
GSE278688	NOP2	NOP2	EXACT_CANONICAL
GSE278688	NPL	NPL	EXACT_CANONICAL
GSE278688	NSD1	NSD1	EXACT_CANONICAL
GSE278688	NSD2	NSD2	EXACT_CANONICAL
GSE278688	NSD3	NSD3	EXACT_CANONICAL
GSE278688	NSUN2	NSUN2	EXACT_CANONICAL
GSE278688	NSUN3	NSUN3	EXACT_CANONICAL
GSE278688	NSUN4	NSUN4	EXACT_CANONICAL
GSE278688	NSUN5	NSUN5	EXACT_CANONICAL
GSE278688	NSUN6	NSUN6	EXACT_CANONICAL
GSE278688	NT5C	NT5C	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	NT5C1A	NT5C1A	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	NT5C2	NT5C2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	NT5E	NT5E	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	NT5M	NT5M	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	NTMT1	NTMT1	EXACT_CANONICAL
GSE278688	NTMT2	METTL11B	UNIQUE_REVIEWED_ALIAS
GSE278688	OAT	OAT	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	ODC1	ODC1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	OGDH	OGDH	EXACT_CANONICAL
GSE278688	OGDHL	OGDHL	EXACT_CANONICAL
GSE278688	OGFOD1	OGFOD1	EXACT_CANONICAL
GSE278688	OLAH	OLAH	EXACT_CANONICAL
GSE278688	OTC	OTC	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	P3H1	P3H1	EXACT_CANONICAL
GSE278688	P3H2	P3H2	EXACT_CANONICAL
GSE278688	P3H3	P3H3	EXACT_CANONICAL
GSE278688	P4HA1	P4HA1	EXACT_CANONICAL
GSE278688	P4HA2	P4HA2	EXACT_CANONICAL
GSE278688	P4HA3	P4HA3	EXACT_CANONICAL
GSE278688	P4HTM	P4HTM	EXACT_CANONICAL
GSE278688	PAOX	PAOX	EXACT_CANONICAL
GSE278688	PC	PC	EXACT_CANONICAL
GSE278688	PCIF1	PCIF1	EXACT_CANONICAL
GSE278688	PCMT1	PCMT1	EXACT_CANONICAL
GSE278688	PDHA1	PDHA1	EXACT_CANONICAL
GSE278688	PDHA2	PDHA2	EXACT_CANONICAL
GSE278688	PDHB	PDHB	EXACT_CANONICAL
GSE278688	PEMT	PEMT	EXACT_CANONICAL
GSE278688	PEPD	PEPD	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PGP	PGP	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PHF2	PHF2	EXACT_CANONICAL
GSE278688	PHF8	PHF8	EXACT_CANONICAL
GSE278688	PHGDH	PHGDH	EXACT_CANONICAL
GSE278688	PHYH	PHYH	EXACT_CANONICAL
GSE278688	PIPOX	PIPOX	EXACT_CANONICAL
GSE278688	PKLR	PKLR	EXACT_CANONICAL
GSE278688	PKM	PKM	EXACT_CANONICAL
GSE278688	PLA2G15	PLA2G15	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PLA2G4A	PLA2G4A	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PLA2G4B	PLA2G4B	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PLA2G4C	PLA2G4C	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PLA2G4E	PLA2G4E	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PLA2G4F	PLA2G4F	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PLA2G6	PLA2G6	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PLB1	PLB1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PLBD1	PLBD1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PLD3	PLD3	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PLD4	PLD4	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PLOD1	PLOD1	EXACT_CANONICAL
GSE278688	PLOD2	PLOD2	EXACT_CANONICAL
GSE278688	PLOD3	PLOD3	EXACT_CANONICAL
GSE278688	PM20D1	PM20D1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PM20D2	PM20D2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PNLIPRP2	NA	MISSING_OR_AMBIGUOUS
GSE278688	PNMT	PNMT	EXACT_CANONICAL
GSE278688	PNP	PNP	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PNPLA2	PNPLA2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PNPLA3	PNPLA3	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PNPLA4	PNPLA4	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PNPLA6	PNPLA6	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PNPLA7	PNPLA7	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PNPLA8	PNPLA8	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	PRDM16	PRDM16	EXACT_CANONICAL
GSE278688	PRDM2	PRDM2	EXACT_CANONICAL
GSE278688	PRDM6	PRDM6	EXACT_CANONICAL
GSE278688	PRDM7	PRDM7	EXACT_CANONICAL
GSE278688	PRDM9	PRDM9	EXACT_CANONICAL
GSE278688	PRMT1	PRMT1	EXACT_CANONICAL
GSE278688	PRMT2	PRMT2	EXACT_CANONICAL
GSE278688	PRMT3	PRMT3	EXACT_CANONICAL
GSE278688	PRMT5	PRMT5	EXACT_CANONICAL
GSE278688	PRMT6	PRMT6	EXACT_CANONICAL
GSE278688	PRMT7	PRMT7	EXACT_CANONICAL
GSE278688	PRMT8	PRMT8	EXACT_CANONICAL
GSE278688	PRMT9	PRMT9	EXACT_CANONICAL
GSE278688	PSAT1	PSAT1	EXACT_CANONICAL
GSE278688	PTER	PTER	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	RAD23A	RAD23A	EXACT_CANONICAL
GSE278688	RAD23B	RAD23B	EXACT_CANONICAL
GSE278688	RIDA	RIDA	EXACT_CANONICAL
GSE278688	RIOX1	RIOX1	EXACT_CANONICAL
GSE278688	RIOX2	RIOX2	EXACT_CANONICAL
GSE278688	RNMT	RNMT	EXACT_CANONICAL
GSE278688	RSBN1	RSBN1	EXACT_CANONICAL
GSE278688	SAMHD1	SAMHD1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SDS	SDS	EXACT_CANONICAL
GSE278688	SDSL	SDSL	EXACT_CANONICAL
GSE278688	SETD1A	SETD1A	EXACT_CANONICAL
GSE278688	SETD1B	SETD1B	EXACT_CANONICAL
GSE278688	SETD2	SETD2	EXACT_CANONICAL
GSE278688	SETD3	SETD3	EXACT_CANONICAL
GSE278688	SETD4	SETD4	EXACT_CANONICAL
GSE278688	SETD5	SETD5	EXACT_CANONICAL
GSE278688	SETD6	SETD6	EXACT_CANONICAL
GSE278688	SETD7	SETD7	EXACT_CANONICAL
GSE278688	SETDB1	SETDB1	EXACT_CANONICAL
GSE278688	SETDB2	SETDB2	EXACT_CANONICAL
GSE278688	SETMAR	SETMAR	EXACT_CANONICAL
GSE278688	SLC13A2	SLC13A2	EXACT_CANONICAL
GSE278688	SLC13A3	SLC13A3	EXACT_CANONICAL
GSE278688	SLC15A1	SLC15A1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC15A2	SLC15A2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC16A1	SLC16A1	EXACT_CANONICAL
GSE278688	SLC16A10	SLC16A10	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC16A11	SLC16A11	EXACT_CANONICAL
GSE278688	SLC16A3	SLC16A3	EXACT_CANONICAL
GSE278688	SLC16A6	SLC16A6	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC16A7	SLC16A7	EXACT_CANONICAL
GSE278688	SLC22A1	SLC22A1	EXACT_CANONICAL
GSE278688	SLC22A2	SLC22A2	EXACT_CANONICAL
GSE278688	SLC22A7	SLC22A7	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC22A8	SLC22A8	EXACT_CANONICAL
GSE278688	SLC25A11	SLC25A11	EXACT_CANONICAL
GSE278688	SLC25A15	SLC25A15	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC25A2	SLC25A2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC25A20	SLC25A20	EXACT_CANONICAL
GSE278688	SLC25A21	SLC25A21	EXACT_CANONICAL
GSE278688	SLC25A26	SLC25A26	EXACT_CANONICAL
GSE278688	SLC25A29	SLC25A29	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC25A36	SLC25A36	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC25A44	SLC25A44	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC28A1	SLC28A1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC28A2	SLC28A2	EXACT_CANONICAL
GSE278688	SLC28A3	SLC28A3	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC29A1	SLC29A1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC29A2	SLC29A2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC29A3	SLC29A3	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC32A1	SLC32A1	EXACT_CANONICAL
GSE278688	SLC36A1	SLC36A1	EXACT_CANONICAL
GSE278688	SLC36A2	SLC36A2	EXACT_CANONICAL
GSE278688	SLC36A4	SLC36A4	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC38A10	SLC38A10	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC38A2	SLC38A2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC38A8	SLC38A8	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC38A9	SLC38A9	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC43A1	SLC43A1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC43A2	SLC43A2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC45A4	SLC45A4	EXACT_CANONICAL
GSE278688	SLC5A12	SLC5A12	EXACT_CANONICAL
GSE278688	SLC5A8	SLC5A8	EXACT_CANONICAL
GSE278688	SLC6A1	SLC6A1	EXACT_CANONICAL
GSE278688	SLC6A11	SLC6A11	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC6A12	SLC6A12	EXACT_CANONICAL
GSE278688	SLC6A13	SLC6A13	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC6A14	SLC6A14	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC6A15	SLC6A15	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC6A17	SLC6A17	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC6A19	SLC6A19	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC6A20	SLC6A20	EXACT_CANONICAL
GSE278688	SLC6A6	SLC6A6	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC6A7	SLC6A7	EXACT_CANONICAL
GSE278688	SLC7A1	SLC7A1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC7A13	SLC7A13	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC7A14	SLC7A14	EXACT_CANONICAL
GSE278688	SLC7A2	SLC7A2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC7A3	SLC7A3	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC7A5	SLC7A5	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC7A6	SLC7A6	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC7A7	SLC7A7	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC7A8	SLC7A8	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLC7A9	SLC7A9	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SLCO3A1	SLCO3A1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	SMYD1	SMYD1	EXACT_CANONICAL
GSE278688	SMYD2	SMYD2	EXACT_CANONICAL
GSE278688	SMYD3	SMYD3	EXACT_CANONICAL
GSE278688	SMYD4	SMYD4	EXACT_CANONICAL
GSE278688	SMYD5	SMYD5	EXACT_CANONICAL
GSE278688	SPOUT1	SPOUT1	EXACT_CANONICAL
GSE278688	SRM	SRM	EXACT_CANONICAL
GSE278688	SRR	SRR	EXACT_CANONICAL
GSE278688	SUV39H1	SUV39H1	EXACT_CANONICAL
GSE278688	SUV39H2	SUV39H2	EXACT_CANONICAL
GSE278688	TARBP1	TARBP1	EXACT_CANONICAL
GSE278688	TAT	TAT	EXACT_CANONICAL
GSE278688	TDO2	TDO2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	TET1	TET1	EXACT_CANONICAL
GSE278688	TET2	TET2	EXACT_CANONICAL
GSE278688	TET3	TET3	EXACT_CANONICAL
GSE278688	TFB1M	TFB1M	EXACT_CANONICAL
GSE278688	TFB2M	TFB2M	EXACT_CANONICAL
GSE278688	TGS1	TGS1	EXACT_CANONICAL
GSE278688	THEM4	THEM4	EXACT_CANONICAL
GSE278688	THUMPD2	THUMPD2	EXACT_CANONICAL
GSE278688	THUMPD3	THUMPD3	EXACT_CANONICAL
GSE278688	TK1	TK1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	TK2	TK2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	TKFC	TKFC	EXACT_CANONICAL
GSE278688	TMEM68	TMEM68	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	TMEM86A	TMEM86A	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	TMEM86B	TMEM86B	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	TMLHE	TMLHE	EXACT_CANONICAL
GSE278688	TMT1A	METTL7A	UNIQUE_REVIEWED_ALIAS
GSE278688	TMT1B	METTL7B	UNIQUE_REVIEWED_ALIAS
GSE278688	TOMT	LRTOMT	UNIQUE_REVIEWED_ALIAS
GSE278688	TPH1	TPH1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	TPH2	TPH2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	TPMT	TPMT	EXACT_CANONICAL
GSE278688	TRDMT1	TRDMT1	EXACT_CANONICAL
GSE278688	TRMO	TRMO	EXACT_CANONICAL
GSE278688	TRMT1	TRMT1	EXACT_CANONICAL
GSE278688	TRMT10A	TRMT10A	EXACT_CANONICAL
GSE278688	TRMT10B	TRMT10B	EXACT_CANONICAL
GSE278688	TRMT10C	TRMT10C	EXACT_CANONICAL
GSE278688	TRMT11	TRMT11	EXACT_CANONICAL
GSE278688	TRMT13	TRMT13	EXACT_CANONICAL
GSE278688	TRMT1L	TRMT1L	EXACT_CANONICAL
GSE278688	TRMT2A	TRMT2A	EXACT_CANONICAL
GSE278688	TRMT2B	TRMT2B	EXACT_CANONICAL
GSE278688	TRMT44	TRMT44	EXACT_CANONICAL
GSE278688	TRMT5	TRMT5	EXACT_CANONICAL
GSE278688	TRMT61A	TRMT61A	EXACT_CANONICAL
GSE278688	TRMT61B	TRMT61B	EXACT_CANONICAL
GSE278688	TYMP	TYMP	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	TYW1	TYW1	EXACT_CANONICAL
GSE278688	TYW1B	TYW1B	EXACT_CANONICAL
GSE278688	TYW3	TYW3	EXACT_CANONICAL
GSE278688	TYW5	TYW5	EXACT_CANONICAL
GSE278688	UCK1	UCK1	EXACT_CANONICAL
GSE278688	UCK2	UCK2	EXACT_CANONICAL
GSE278688	UCKL1	UCKL1	EXACT_CANONICAL
GSE278688	UPP1	UPP1	EXACT_CANONICAL
GSE278688	UPP2	UPP2	EXACT_CANONICAL
GSE278688	USB1	USB1	EXACT_CANONICAL
GSE278688	UTY	UTY	EXACT_CANONICAL
GSE278688	VCPKMT	VCPKMT	EXACT_CANONICAL
GSE278688	WARS1	WARS	UNIQUE_REVIEWED_ALIAS
GSE278688	WARS2	WARS2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE278688	ZCCHC4	ZCCHC4	EXACT_CANONICAL
GSE242230	AADAT	AADAT	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	AASS	AASS	EXACT_CANONICAL
GSE242230	ABAT	ABAT	EXACT_CANONICAL
GSE242230	ABHD11	ABHD11	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	ABHD12	ABHD12	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	ABHD16A	ABHD16A	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	ABHD16B	ABHD16B	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	ABHD2	ABHD2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	ABHD6	ABHD6	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	ACAA2	ACAA2	EXACT_CANONICAL
GSE242230	ACE2	ACE2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	ACER2	ACER2	EXACT_CANONICAL
GSE242230	ACOT1	ACOT1	EXACT_CANONICAL
GSE242230	ACOT11	ACOT11	EXACT_CANONICAL
GSE242230	ACOT13	ACOT13	EXACT_CANONICAL
GSE242230	ACOT2	ACOT2	EXACT_CANONICAL
GSE242230	ACOT4	ACOT4	EXACT_CANONICAL
GSE242230	ACOT7	ACOT7	EXACT_CANONICAL
GSE242230	ACOT8	ACOT8	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	ACOT9	ACOT9	EXACT_CANONICAL
GSE242230	ACSL3	ACSL3	EXACT_CANONICAL
GSE242230	ACSM1	ACSM1	EXACT_CANONICAL
GSE242230	ACSM2A	ACSM2A	EXACT_CANONICAL
GSE242230	ACSM2B	ACSM2B	EXACT_CANONICAL
GSE242230	ACSM4	ACSM4	EXACT_CANONICAL
GSE242230	ACY3	ACY3	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	ADA	ADA	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	ADA2	ADA2	EXACT_CANONICAL
GSE242230	ADHFE1	ADHFE1	EXACT_CANONICAL
GSE242230	AGMAT	AGMAT	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	AGXT	AGXT	EXACT_CANONICAL
GSE242230	AGXT2	AGXT2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	AHCY	AHCY	EXACT_CANONICAL
GSE242230	AK4	AK4	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	AK9	AK9	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	AKR1A1	AKR1A1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	AKR1B1	AKR1B1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	AKR7A2	AKR7A2	EXACT_CANONICAL
GSE242230	ALDH1A1	ALDH1A1	EXACT_CANONICAL
GSE242230	ALDH2	ALDH2	EXACT_CANONICAL
GSE242230	ALDH3A2	ALDH3A2	EXACT_CANONICAL
GSE242230	ALDH9A1	ALDH9A1	EXACT_CANONICAL
GSE242230	ALKBH1	ALKBH1	EXACT_CANONICAL
GSE242230	ALKBH2	ALKBH2	EXACT_CANONICAL
GSE242230	ALKBH3	ALKBH3	EXACT_CANONICAL
GSE242230	ALKBH4	ALKBH4	EXACT_CANONICAL
GSE242230	ALKBH5	ALKBH5	EXACT_CANONICAL
GSE242230	ALKBH7	ALKBH7	EXACT_CANONICAL
GSE242230	ALKBH8	ALKBH8	EXACT_CANONICAL
GSE242230	ANTKMT	FAM173A	UNIQUE_REVIEWED_ALIAS
GSE242230	AOC1	AOC1	EXACT_CANONICAL
GSE242230	AQP1	AQP1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	AQP10	AQP10	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	AQP11	AQP11	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	AQP2	AQP2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	AQP3	AQP3	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	AQP7	AQP7	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	AQP7B	NA	MISSING_OR_AMBIGUOUS
GSE242230	AQP9	AQP9	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	ARG1	ARG1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	ARG2	ARG2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	AS3MT	AS3MT	EXACT_CANONICAL
GSE242230	ASAH1	ASAH1	EXACT_CANONICAL
GSE242230	ASAH2	ASAH2	EXACT_CANONICAL
GSE242230	ASH1L	ASH1L	EXACT_CANONICAL
GSE242230	ASMT	ASMT	EXACT_CANONICAL
GSE242230	ASPG	ASPG	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	ASPH	ASPH	EXACT_CANONICAL
GSE242230	ATP13A3	ATP13A3	EXACT_CANONICAL
GSE242230	ATP13A4	ATP13A4	EXACT_CANONICAL
GSE242230	ATPSCKMT	FAM173B	UNIQUE_REVIEWED_ALIAS
GSE242230	AWAT2	AWAT2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	BAAT	BAAT	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	BBOX1	BBOX1	EXACT_CANONICAL
GSE242230	BCAT1	BCAT1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	BCAT2	BCAT2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	BCDIN3D	BCDIN3D	EXACT_CANONICAL
GSE242230	BEST1	BEST1	EXACT_CANONICAL
GSE242230	BUD23	BUD23	EXACT_CANONICAL
GSE242230	CAMKMT	CAMKMT	EXACT_CANONICAL
GSE242230	CARM1	CARM1	EXACT_CANONICAL
GSE242230	CARNMT1	CARNMT1	EXACT_CANONICAL
GSE242230	CARNS1	CARNS1	EXACT_CANONICAL
GSE242230	CDA	CDA	EXACT_CANONICAL
GSE242230	CDK5RAP1	CDK5RAP1	EXACT_CANONICAL
GSE242230	CDKAL1	CDKAL1	EXACT_CANONICAL
GSE242230	CEL	CEL	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	CES1	CES1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	CES2	CES2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	CISD1	CISD1	EXACT_CANONICAL
GSE242230	CLYBL	CLYBL	EXACT_CANONICAL
GSE242230	CMPK1	CMPK1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	CMPK2	CMPK2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	CMTR1	CMTR1	EXACT_CANONICAL
GSE242230	CMTR2	CMTR2	EXACT_CANONICAL
GSE242230	CNDP1	CNDP1	EXACT_CANONICAL
GSE242230	CNDP2	CNDP2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	COMT	COMT	EXACT_CANONICAL
GSE242230	COQ3	COQ3	EXACT_CANONICAL
GSE242230	COQ5	COQ5	EXACT_CANONICAL
GSE242230	CRAT	CRAT	EXACT_CANONICAL
GSE242230	CRYM	CRYM	EXACT_CANONICAL
GSE242230	CSAD	CSAD	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	CSKMT	CSKMT	EXACT_CANONICAL
GSE242230	CTH	CTH	EXACT_CANONICAL
GSE242230	CYP2E1	CYP2E1	EXACT_CANONICAL
GSE242230	CYP4A11	CYP4A11	EXACT_CANONICAL
GSE242230	CYP4B1	CYP4B1	EXACT_CANONICAL
GSE242230	CYP4F11	CYP4F11	EXACT_CANONICAL
GSE242230	CYP4V2	CYP4V2	EXACT_CANONICAL
GSE242230	CYP4Z1	CYP4Z1	EXACT_CANONICAL
GSE242230	D2HGDH	D2HGDH	EXACT_CANONICAL
GSE242230	DAGLA	DAGLA	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	DAGLB	DAGLB	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	DAO	DAO	EXACT_CANONICAL
GSE242230	DCK	DCK	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	DCPH1	ARMT1	UNIQUE_REVIEWED_ALIAS
GSE242230	DCTD	DCTD	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	DCTPP1	DCTPP1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	DDHD2	DDHD2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	DDO	DDO	EXACT_CANONICAL
GSE242230	DGAT1	DGAT1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	DGAT2	DGAT2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	DGAT2L6	DGAT2L6	EXACT_CANONICAL
GSE242230	DGKA	DGKA	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	DGKB	DGKB	EXACT_CANONICAL
GSE242230	DGUOK	DGUOK	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	DIMT1	DIMT1	EXACT_CANONICAL
GSE242230	DNMT1	DNMT1	EXACT_CANONICAL
GSE242230	DNMT3A	DNMT3A	EXACT_CANONICAL
GSE242230	DNMT3B	DNMT3B	EXACT_CANONICAL
