cohort	gene	top_celltype	second_celltype	mean_expression	detection_fraction	donor_count	bootstrap_top_frequency	bootstrap_valid_draws	eligible_categories	seed
GSE278688	KMT5B	Endothelial	Epithelial/Ductal	3.8699171195083273	0.2446497071427408	13	0.757	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	KMT5C	T/NK	Epithelial/Ductal	3.212784071839387	0.08792273943949833	13	0.949	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	KYAT1	Epithelial/Ductal	B/Plasma	2.0500202469341104	0.035010054892281144	12	0.93	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	KYAT3	Fibroblast/CAF	Epithelial/Ductal	3.0779132345969478	0.1371685041909725	13	0.641	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	L2HGDH	T/NK	Epithelial/Ductal	1.931497218212158	0.023660059217455218	13	0.439	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	LACC1	Myeloid	Endothelial	2.8790968853499543	0.09778665789606569	13	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	LARS1	Endothelial	Epithelial/Ductal	4.511647966672073	0.38501400923232343	13	0.937	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	LARS2	B/Plasma	Endothelial	2.3954979051025362	0.041100041592794984	11	0.694	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	LCMT1	T/NK	Epithelial/Ductal	3.8343165950391924	0.14999786136197715	13	0.999	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	LCMT2	Fibroblast/CAF	B/Plasma	1.5886595693057666	0.03250712885505165	13	0.74	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	LDHA	T/NK	Fibroblast/CAF	6.472505731857305	0.7412099425243728	13	0.88	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	LDHAL6A	B/Plasma	T/NK	0.25750852904748006	0.001436238030077109	11	0.936	1000	B/Plasma;Epithelial/Ductal;Myeloid;T/NK	2436680333
GSE278688	LDHAL6B	Epithelial/Ductal	NOT_EVALUABLE	0.07033391841684601	0.0004709848049118417	12	1.0	1000	Epithelial/Ductal	2436680333
GSE278688	LDHB	T/NK	Fibroblast/CAF	5.993655837804656	0.6459771237265725	13	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	LDHC	Endothelial	Epithelial/Ductal	0.3988664914102766	0.005146347616685592	13	0.7911666666666666	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	LDHD	Epithelial/Ductal	Myeloid	1.8833125382731648	0.03328487575427961	12	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	LIPA	Myeloid	Endothelial	4.752693284295775	0.3328089701628755	13	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	LIPC	Epithelial/Ductal	T/NK	2.082965547489238	0.05214211699053128	12	0.993	1000	Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	LIPE	B/Plasma	T/NK	2.497974328631301	0.04886555593659629	11	0.997	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	LRRC8A	Endothelial	Epithelial/Ductal	4.738465877254149	0.44859681161660375	13	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	LRRC8B	Endothelial	T/NK	2.812226518198516	0.10314460969033759	13	0.711	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	LRRC8C	Endothelial	T/NK	4.581335056141162	0.41539998671255063	13	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	LRRC8D	T/NK	Myeloid	3.1946722329610493	0.07962217505552933	13	0.557	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	LRRC8E	Epithelial/Ductal	Fibroblast/CAF	1.9735905986040176	0.03759984299231688	12	1.0	1000	Epithelial/Ductal;Fibroblast/CAF;T/NK	2436680333
GSE278688	LYPLA1	Epithelial/Ductal	Endothelial	4.533789533180778	0.29033957653773523	12	0.757	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	LYPLA2	Epithelial/Ductal	T/NK	3.9808536117128153	0.20809802734792163	12	0.655	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	MBLAC2	Fibroblast/CAF	Endothelial	1.9937736130788162	0.04846117706576965	13	0.5	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	MDH1	Epithelial/Ductal	Fibroblast/CAF	4.803684119763737	0.3382639461128302	12	0.819	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	ME1	Myeloid	Epithelial/Ductal	2.406664882317353	0.05854105992347888	13	0.693	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	ME2	Myeloid	T/NK	4.2561097591927	0.3085324344577648	13	0.999	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	ME3	Endothelial	Epithelial/Ductal	3.48465730937532	0.17762301817408116	13	0.891	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	MECOM	Endothelial	Epithelial/Ductal	5.1086564147375	0.517719030581391	13	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	MEPCE	B/Plasma	Epithelial/Ductal	3.242575555643151	0.11098935367775152	11	0.648	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	METTL1	Fibroblast/CAF	Epithelial/Ductal	2.5354134608581194	0.07942190031687213	13	0.873	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	METTL13	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0		2436680333
GSE278688	METTL15	T/NK	Epithelial/Ductal	3.6146556217771564	0.12629275156438843	13	0.978	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	METTL16	B/Plasma	T/NK	3.517631204497145	0.12961849654587726	11	0.669	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	METTL18	B/Plasma	T/NK	2.2171856457394856	0.034164984727442005	11	0.59	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	METTL21A	B/Plasma	Myeloid	4.053788602006369	0.2111421370163453	11	0.985	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	METTL21C	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0		2436680333
GSE278688	METTL22	Myeloid	Epithelial/Ductal	3.0475344324454525	0.11845920602804375	13	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	METTL23	T/NK	B/Plasma	4.227990662223219	0.21729898469927547	13	0.989	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	METTL2A	Epithelial/Ductal	B/Plasma	2.76333060274486	0.07998373288630249	12	0.755	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	METTL2B	Epithelial/Ductal	T/NK	3.121758479420517	0.10763075196466232	12	0.814	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	METTL3	Endothelial	Fibroblast/CAF	3.0554755745924944	0.12345146601925291	13	0.751	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	METTL4	B/Plasma	T/NK	3.199093144179757	0.09230997990943682	11	0.637	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	METTL5	Epithelial/Ductal	T/NK	4.303686556484421	0.25197598902133905	12	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	METTL6	B/Plasma	Epithelial/Ductal	2.567289278048472	0.052408059458766386	11	0.512	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	METTL8	B/Plasma	T/NK	3.6195798044674365	0.1347818160417692	11	0.982	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	METTL9	T/NK	Endothelial	4.740260539124867	0.31985982795915907	13	0.999	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	MGLL	Endothelial	Epithelial/Ductal	5.107937227853681	0.49289487459025355	13	0.563	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	MOGAT1	Epithelial/Ductal	Myeloid	1.6789820594673797	0.02010567310678468	12	0.96	1000	Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid	2436680333
GSE278688	MOGAT2	Epithelial/Ductal	NOT_EVALUABLE	0.6234982903087299	0.010508513809052891	12	1.0	1000	Epithelial/Ductal	2436680333
GSE278688	MOGAT3	Epithelial/Ductal	NOT_EVALUABLE	0.8871023306404789	0.013468617652397276	12	1.0	1000	Epithelial/Ductal	2436680333
GSE278688	MPC1	T/NK	Myeloid	4.20189373920152	0.20294397466953182	13	0.567	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	MPC1L	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0		2436680333
GSE278688	MPC2	Epithelial/Ductal	T/NK	4.986437872687556	0.36161055339972886	12	0.814	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	MPST	Epithelial/Ductal	Fibroblast/CAF	4.85428070010018	0.35153697051600613	12	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	MRM1	Epithelial/Ductal	B/Plasma	2.0495899817420544	0.04040349523973597	12	0.821	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	MRM2	Epithelial/Ductal	Myeloid	2.8544687407195313	0.0875238670618735	12	0.572	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	MRM3	B/Plasma	T/NK	3.031296995183314	0.08165610049743877	11	0.937	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	MTO1	T/NK	B/Plasma	3.359119276867702	0.09695674687291453	13	0.527	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	MTRR	T/NK	B/Plasma	3.1510729398356867	0.07964904559202791	13	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NAAA	Myeloid	T/NK	4.124994087906253	0.2564967659251001	13	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NDUFAF7	T/NK	B/Plasma	3.307293673102376	0.09082622955370365	13	0.881	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NIT1	Epithelial/Ductal	Fibroblast/CAF	3.523985000169461	0.15272277643017304	12	0.999	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NIT2	Epithelial/Ductal	Fibroblast/CAF	3.999975751173159	0.21227916293649587	12	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NNMT	Fibroblast/CAF	Endothelial	6.584894954692962	0.7778966230355523	13	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NOP2	T/NK	Epithelial/Ductal	3.5619895855077184	0.11862873311513002	13	0.904	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NPL	Myeloid	T/NK	3.719261268769018	0.18944344712799815	13	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NSD1	B/Plasma	T/NK	4.154907448437121	0.21733816408213602	11	0.539	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NSD2	Epithelial/Ductal	T/NK	3.6707497232282473	0.16138421562636615	12	0.993	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NSD3	T/NK	B/Plasma	5.29254838260115	0.46756181755835236	13	0.789	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NSUN2	T/NK	B/Plasma	3.716857663025334	0.13531178033053032	13	0.473	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NSUN3	Epithelial/Ductal	T/NK	2.8024506359047314	0.07669947444685499	12	0.52	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NSUN4	B/Plasma	Endothelial	3.049696133148652	0.08322560900633975	11	0.921	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NSUN5	Epithelial/Ductal	B/Plasma	3.596542856568331	0.15387726339230115	12	0.805	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NSUN6	Endothelial	Epithelial/Ductal	3.2244519588148637	0.15072186680954397	13	0.475	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NT5C	Epithelial/Ductal	B/Plasma	4.898505699364121	0.40587460009330756	12	0.969	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NT5C1A	Fibroblast/CAF	T/NK	0.1247148683361329	0.0017975147784448386	13	0.6215	1000	Fibroblast/CAF;T/NK	2436680333
GSE278688	NT5C2	Epithelial/Ductal	Endothelial	3.8772225888290373	0.19370714095052788	12	0.934	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NT5E	Endothelial	Fibroblast/CAF	3.7178222561843453	0.20587350055059653	13	0.594	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NT5M	T/NK	Myeloid	1.641598514938845	0.016579962183537113	13	0.962	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NTMT1	Fibroblast/CAF	Epithelial/Ductal	3.8570159479918873	0.26144747686960507	13	0.445	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	NTMT2	Fibroblast/CAF	NOT_EVALUABLE	0.24564620568696943	0.004805513032990062	13	1.0	1000	Fibroblast/CAF	2436680333
GSE278688	OAT	Fibroblast/CAF	T/NK	4.94444058885418	0.5056176696198593	13	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	ODC1	B/Plasma	T/NK	5.553663256466263	0.5197329038846045	11	0.725	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	OGDH	T/NK	Myeloid	4.009305579562241	0.1767571245270365	13	0.781	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	OGDHL	Epithelial/Ductal	NOT_EVALUABLE	0.9229242007971573	0.012295697946051858	12	1.0	1000	Epithelial/Ductal	2436680333
GSE278688	OGFOD1	T/NK	Fibroblast/CAF	3.3132645103919622	0.09251060374606702	13	0.82	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	OLAH	Myeloid	T/NK	0.2187261283523043	0.0015324166000694152	13	0.546	1000	B/Plasma;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	OTC	Epithelial/Ductal	Endothelial	0.544476119238353	0.007098866292565234	12	0.754	1000	Endothelial;Epithelial/Ductal	2436680333
GSE278688	P3H1	Fibroblast/CAF	Endothelial	4.254749278825082	0.3064601478102704	13	0.973	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	P3H2	Epithelial/Ductal	Myeloid	3.2686565296466945	0.11292954963186973	12	0.871	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	P3H3	Fibroblast/CAF	Endothelial	3.7824692762577823	0.23055448398812203	13	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	P4HA1	Myeloid	Fibroblast/CAF	4.810548076313639	0.39341912208005525	13	0.966	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	P4HA2	Fibroblast/CAF	Epithelial/Ductal	4.124708280796941	0.2862008010076406	13	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	P4HA3	Fibroblast/CAF	Endothelial	2.8392170311101905	0.09808399630311487	13	0.911	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	P4HTM	Epithelial/Ductal	Fibroblast/CAF	4.130109066292574	0.23714991611847316	12	0.98	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PAOX	B/Plasma	T/NK	3.003076356398158	0.07827416612246212	11	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PC	Myeloid	Epithelial/Ductal	1.9482971474882491	0.04105738976496921	13	0.896	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PCIF1	T/NK	B/Plasma	4.082590090736001	0.19174800911792983	13	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PCMT1	T/NK	Myeloid	4.384500972550911	0.24735426069850586	13	0.965	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PDHA1	Epithelial/Ductal	T/NK	3.9665586277515934	0.20798524654259853	12	0.998	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PDHA2	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0		2436680333
GSE278688	PDHB	Fibroblast/CAF	Endothelial	4.06554590789256	0.30156689943988507	13	0.995	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PEMT	Endothelial	Fibroblast/CAF	3.592339371320702	0.19942808314507265	13	0.98	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PEPD	Myeloid	Endothelial	4.348272360192892	0.33908358060494037	13	0.977	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PGP	T/NK	Myeloid	4.038302027130723	0.18185037387874475	13	0.608	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PHF2	Endothelial	Fibroblast/CAF	3.34920048117151	0.16190443207891542	13	0.983	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PHF8	T/NK	B/Plasma	3.2734671505605197	0.08958418771196702	13	0.822	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PHGDH	Epithelial/Ductal	Fibroblast/CAF	3.828291126040375	0.14841961637947063	12	0.991	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PHYH	T/NK	Fibroblast/CAF	3.7123660511374528	0.13259770083956673	13	0.424	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PIPOX	Myeloid	Epithelial/Ductal	1.5418207845287417	0.030039226996553644	13	0.946	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PKLR	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0		2436680333
GSE278688	PKM	Epithelial/Ductal	Myeloid	6.5377756697795695	0.6735034371808548	12	0.941	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PLA2G15	Myeloid	Epithelial/Ductal	3.1516781785270913	0.12272956738020395	13	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PLA2G4A	Myeloid	Epithelial/Ductal	2.8770838287385416	0.1015315577792189	13	0.94	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PLA2G4B	Epithelial/Ductal	T/NK	2.070005355079905	0.035110023727838675	12	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PLA2G4C	Endothelial	Fibroblast/CAF	3.0126838949251846	0.1118282264745407	13	0.778	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PLA2G4E	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0		2436680333
GSE278688	PLA2G4F	Epithelial/Ductal	NOT_EVALUABLE	0.7775447013340911	0.007979395470110501	12	1.0	1000	Epithelial/Ductal	2436680333
GSE278688	PLA2G6	Epithelial/Ductal	T/NK	2.564629457143906	0.06502688129921587	12	0.715	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PLB1	Myeloid	T/NK	2.814352288802282	0.09755880174707988	13	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PLBD1	Epithelial/Ductal	Myeloid	4.532925371401354	0.27410222189954553	12	0.678	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PLD3	Fibroblast/CAF	Myeloid	5.398304677197375	0.6006039059245262	13	0.641	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PLD4	Myeloid	B/Plasma	4.857562959260739	0.2209019901398723	13	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PLOD1	Fibroblast/CAF	Endothelial	4.638914468800462	0.39455021394981193	13	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PLOD2	Fibroblast/CAF	Epithelial/Ductal	4.845776397995939	0.41011851829057755	13	0.998	1000	Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PLOD3	Endothelial	Epithelial/Ductal	4.222221634666611	0.33513025897043475	13	0.945	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PM20D1	T/NK	B/Plasma	1.2964473010152369	0.010709269753836277	13	0.535	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PM20D2	Fibroblast/CAF	Epithelial/Ductal	3.109041990021512	0.13595035429781074	13	0.931	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PNLIPRP2	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0		2436680333
GSE278688	PNMT	Myeloid	Epithelial/Ductal	1.1662098458347216	0.01562593391065933	13	0.838	1000	Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PNP	Endothelial	T/NK	5.841361690637372	0.625398523032011	13	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PNPLA2	Epithelial/Ductal	T/NK	5.1843616952992475	0.43964438988948756	12	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PNPLA3	Epithelial/Ductal	Fibroblast/CAF	1.4971128154628568	0.020514713936366554	12	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PNPLA4	Epithelial/Ductal	B/Plasma	3.074308060771733	0.10003372720045384	12	1.0	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
GSE278688	PNPLA6	Myeloid	Endothelial	3.8972390231860126	0.24565304830195805	13	0.978	1000	B/Plasma;Endothelial;Epithelial/Ductal;Fibroblast/CAF;Myeloid;T/NK	2436680333
