cohort	contrast	direction	pathway	universe_n	selected_n	term_n	overlap_n	p_value	genes	q_contrast	q_joint4
Wu2021	high_vs_low_detected	up	Glycolysis / Gluconeogenesis	14558	1358	43	3	0.7781679441	ALDH3A2;FBP1;G6PC3	1	1
Wu2021	high_vs_low_detected	up	Glycosaminoglycan biosynthesis	14558	1358	42	5	0.3541011324	B4GALT1;CHST15;FUT8;HS6ST1;ST3GAL1	0.7492574687	0.7814098239
Wu2021	high_vs_low_detected	up	Glycosaminoglycan degradation	14558	1358	15	1	0.769982561	GNS	1	1
Wu2021	high_vs_low_detected	up	Glycosphingolipid biosynthesis	14558	1358	39	3	0.7182165633	B4GALT1;FUT9;ST3GAL1	0.9777120583	0.9818871108
Wu2021	high_vs_low_detected	up	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	14558	1358	24	3	0.3907023434	PIGG;PIGP;PIGQ	0.7822281322	0.8057810983
Wu2021	high_vs_low_detected	up	Glyoxylate and dicarboxylate metabolism	14558	1358	26	2	0.7121820978	AMT;GLUL	0.9777120583	0.9799939559
Wu2021	high_vs_low_detected	up	GnRH secretion	14558	1358	40	3	0.7342890124	CGA;KCNJ3;KISS1R	0.9880755374	0.9915893532
Wu2021	high_vs_low_detected	up	GnRH signaling pathway	14558	1358	75	7	0.5573963934	ADCY1;CGA;EGR1;GRB2;MAP3K1;PLA2G4C;PRKCD	0.9225043149	0.9131750497
Wu2021	high_vs_low_detected	up	Graft-versus-host disease	14558	1358	24	0	1		1	1
Wu2021	high_vs_low_detected	up	Growth hormone synthesis, secretion and action	14558	1358	96	9	0.5450401469	ADCY1;CREB3L4;GRB2;IRS1;MAP3K1;PTK2;SHC2;SOCS2;SOCS3	0.9181432061	0.9025593395
Wu2021	high_vs_low_detected	up	HIF-1 signaling pathway	14558	1358	84	10	0.2555754732	ARNT;BCL2;CDKN1B;EGF;EGLN2;EIF4E;ELOC;IGF1R;INSR;RPS6KB1	0.6846609005	0.6902620462
Wu2021	high_vs_low_detected	up	Hedgehog signaling pathway	14558	1358	45	9	0.02129369711	BCL2;CDON;CSNK1A1;GLI3;HHAT;KIF3A;LRP2;SPOP;SPOPL	0.1837412947	0.2158057375
Wu2021	high_vs_low_detected	up	Hematopoietic cell lineage	14558	1358	52	3	0.8751806498	ANPEP;CSF3R;KITLG	1	1
Wu2021	high_vs_low_detected	up	Hepatitis B	14558	1358	135	10	0.8198483593	ATP6AP1;BCL2;BRAF;CREB3L4;EGR3;GRB2;IKBKB;MAP3K1;NFATC4;TBK1	1	1
Wu2021	high_vs_low_detected	up	Hepatitis C	14558	1358	123	11	0.6042423594	BRAF;CLDN15;CTNNB1;EGF;GRB2;IKBKB;OAS1;OCLN;PPP2CA;SOCS3;TBK1	0.948595532	0.9331013749
Wu2021	high_vs_low_detected	up	Hepatocellular carcinoma	14558	1358	141	14	0.4445337191	BRAF;CSNK1A1;CTNNB1;GADD45B;GADD45G;GRB2;GSTM2;GSTM3;GSTT2B;IGF1R;POLK;RPS6KB1;SHC2;SMARCE1	0.8320759358	0.8456905811
Wu2021	high_vs_low_detected	up	Herpes simplex virus 1 infection	14558	1358	431	17	0.9999953973	BCL2;IKBKB;OAS1;SOCS3;SRSF1;SRSF6;TBK1;TRAF5;ZNF107;ZNF44;ZNF443;ZNF468;ZNF552;ZNF688;ZNF736;ZNF799;ZNF823	1	1
Wu2021	high_vs_low_detected	up	Hippo signaling pathway	14558	1358	132	10	0.7981218989	BMPR1B;CTNNA1;CTNNB1;DLG5;FRMD6;LATS1;MOB1B;PARD6B;PPP2CA;SMAD7	1	1
Wu2021	high_vs_low_detected	up	Homologous recombination	14558	1358	39	2	0.8903079262	POLD4;RAD51C	1	1
Wu2021	high_vs_low_detected	up	Human T-cell leukemia virus 1 infection	14558	1358	197	11	0.9802638599	ADCY1;ANAPC11;BUB3;CDC23;CREB3L4;EGR1;IKBKB;MAP3K1;MSX2;NFATC4;VDAC1	1	1
Wu2021	high_vs_low_detected	up	Human cytomegalovirus infection	14558	1358	185	15	0.7530567578	ADCY1;CREB3L4;CTNNB1;GNA13;GRB2;IKBKB;MDM2;NFATC4;PTGER3;PTK2;RAC3;RHOA;RPS6KB1;TBK1;TRAF5	0.9971376994	1
Wu2021	high_vs_low_detected	up	Human immunodeficiency virus 1 infection	14558	1358	173	11	0.9376481287	AP1G2;BCL2;ELOC;IKBKB;NFATC4;PTK2;RAC3;RPS6KB1;SKP1;TBK1;TRAF5	1	1
Wu2021	high_vs_low_detected	up	Human papillomavirus infection	14558	1358	262	24	0.569159246	ATP6AP1;ATP6V1C1;ATP6V1G1;ATP6V1H;CDKN1B;CHAD;COL9A2;CREB3L4;CSNK1A1;CTNNB1;EGF;GRB2;IKBKB;LAMB2;LFNG;MAGI1;MDM2;PARD6B;PPP2CA;PTK2;RBL2;RPS6KB1;TBK1;THBS1	0.9225043149	0.9156392141
Wu2021	high_vs_low_detected	up	Huntington disease	14558	1358	259	30	0.1262871784	AP2B1;ATP5MC2;BECN1;CLTC;COX6A1;COX6C;COX7C;CREB3L4;DCTN6;DNAL1;DNALI1;GPX1;HIP1;NDUFA2;NDUFA5;NDUFB2;NDUFB8;NDUFV2;PIK3R4;POLR2K;PSMA1;PSMC5;SLC1A2;TUBA3D;TUBA3E;UCP1;UQCR11;UQCRQ;VDAC1;WIPI1	0.5025622839	0.513458839
Wu2021	high_vs_low_detected	up	Hypertrophic cardiomyopathy	14558	1358	52	2	0.9612166441	ATP2A3;CACNG4	1	1
Wu2021	high_vs_low_detected	up	IL-17 signaling pathway	14558	1358	76	7	0.5718263048	IKBKB;JUND;S100A7;SRSF1;TBK1;TRAF4;TRAF5	0.9225043149	0.9168189544
Wu2021	high_vs_low_detected	up	Inflammatory bowel disease	14558	1358	42	1	0.983737575	GATA3	1	1
Wu2021	high_vs_low_detected	up	Inflammatory mediator regulation of TRP channels	14558	1358	67	3	0.9560693939	ADCY1;PLA2G4C;PRKCD	1	1
Wu2021	high_vs_low_detected	up	Influenza A	14558	1358	132	10	0.7981218989	DNAJB1;IKBKB;NXT2;OAS1;PYCARD;SOCS3;TBK1;TPSAB1;TPSB2;VDAC1	1	1
Wu2021	high_vs_low_detected	up	Inositol phosphate metabolism	14558	1358	68	9	0.1801308675	ALDH6A1;FIG4;INPP4B;INPP5J;ITPK1;MTMR14;MTMR4;PIP4K2C;SACM1L	0.6011224379	0.592493717
