stable_gene_id	cancer	gene	all3_same_unique_top	all3_top_bootstrap_ge080	cell_background	source_type	GSE263733_top_celltype	GSE263733_runner_celltype	GSE263733_top_gap	GSE263733_bootstrap_top_frequency	GSE263733_bootstrap_valid	GSE263733_max_detection	GSE263733_n_evaluable_celltypes	GSE263733_status	GSE263733_matrix_coverage_status	GSE263733_top_detection_fraction	GSE263733_top_source_labels	GSE278688_top_celltype	GSE278688_runner_celltype	GSE278688_top_gap	GSE278688_bootstrap_top_frequency	GSE278688_bootstrap_valid	GSE278688_max_detection	GSE278688_n_evaluable_celltypes	GSE278688_status	GSE278688_matrix_coverage_status	GSE278688_top_detection_fraction	GSE278688_top_source_labels	GSE242230_top_celltype	GSE242230_runner_celltype	GSE242230_top_gap	GSE242230_bootstrap_top_frequency	GSE242230_bootstrap_valid	GSE242230_max_detection	GSE242230_n_evaluable_celltypes	GSE242230_status	GSE242230_matrix_coverage_status	GSE242230_top_detection_fraction	GSE242230_top_source_labels
UniProtKB:P21964	PDAC	COMT	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Myeloid	0.0111505471744499	0.554	1000	0.7843782895822639	7	DONE	DONE	0.7843782895822639	18.0	Myeloid	Ductal (unresolved)	0.0623045283144456	0.833	1000	0.5399652006610934	6	DONE	DONE	0.5399652006610934	13.0	Normal epithelial (author)	Myeloid	0.1831481927502568	0.956	1000	0.7976746669400342	8	DONE	DONE	0.7976746669400342	6.0
UniProtKB:Q9NZJ6	PDAC	COQ3	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.0044640211348104	0.862	1000	0.161468166879812	7	DONE	DONE	0.161468166879812	18.0	Fibroblast/CAF	Ductal (unresolved)	0.0080264706039675	0.966	1000	0.032758193270631	6	DONE	DONE	0.032758193270631	13.0	Normal epithelial (author)	Fibroblast/CAF	0.0146703673414887	0.753	1000	0.1037094700512991	8	DONE	DONE	0.1037094700512991	6.0
UniProtKB:Q5HYK3	PDAC	COQ5	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.0124229260539452	0.765	1000	0.3781448120212671	7	DONE	DONE	0.3134041234542578	11.0	Fibroblast/CAF	Ductal (unresolved)	0.0036235053084385	0.638	1000	0.1034101377512989	6	DONE	DONE	0.1034101377512989	13.0	Normal epithelial (author)	Fibroblast/CAF	0.0603326247773529	0.951	1000	0.3085223413934058	8	DONE	DONE	0.3085223413934058	6.0
UniProtKB:Q99807	PDAC	COQ7	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.0701355308606552	0.998	1000	0.4746042989420563	7	DONE	DONE	0.4746042989420563	18.0	Ductal (unresolved)	B/Plasma	0.0226703495117372	0.88	1000	0.1090412161823745	6	DONE	DONE	0.1090412161823745	12.0	Myeloid	B/Plasma	0.0751384062773324	0.988	1000	0.1959477526194168	8	DONE	DONE	0.1503880719503128	20.0
UniProtKB:P43155	PDAC	CRAT	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Acinar	Fibroblast/CAF	0.0605134299033648	0.709	1000	0.3355802905940167	7	DONE	DONE	0.3355802905940167	4.0	Fibroblast/CAF	Endothelial	0.0244296260375242	0.924	1000	0.1713185469966568	6	DONE	DONE	0.1713185469966568	13.0	Normal epithelial (author)	Fibroblast/CAF	0.1039835389764234	0.951	1000	0.4104859429259729	8	DONE	DONE	0.4104859429259729	6.0
UniProtKB:Q9Y2S2	PDAC	CRYL1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.0069723284778424	0.568	1000	0.4027485203284414	7	DONE	DONE	0.4027485203284414	18.0	Myeloid	Ductal (unresolved)	0.0409814720621591	0.937	1000	0.2107905874575708	6	DONE	DONE	0.2107905874575708	13.0	Endothelial	Normal epithelial (author)	0.0179402434573457	0.392	1000	0.3343845171431378	8	DONE	DONE	0.1625680953849316	3.0
UniProtKB:Q14894	PDAC	CRYM	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	B/Plasma	0.0187432985200008	0.997	1000	0.1058663551911272	7	DONE	DONE	0.1058663551911272	18.0	Ductal (unresolved)	B/Plasma	0.0177496851166402	0.998	1000	0.0232255791274784	6	DONE	DONE	0.0232255791274784	12.0	Malignant (author)	Normal epithelial (author)	0.0238456804851853	0.938	1000	0.0521201977378249	8	DONE	DONE	0.0521201977378249	23.0
UniProtKB:O75390	PDAC	CS	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Myeloid	0.0217851162645353	0.924	1000	0.4757708651064909	7	DONE	DONE	0.4757708651064909	18.0	Myeloid	Fibroblast/CAF	0.0243505741217675	0.931	1000	0.272210033061475	6	DONE	DONE	0.272210033061475	13.0	Normal epithelial (author)	Myeloid	0.0702304348845553	0.951	1000	0.4273655907089191	8	DONE	DONE	0.4273655907089191	6.0
UniProtKB:Q9Y600	PDAC	CSAD	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Endothelial	0.0377561313452649	0.893	1000	0.3759091328481215	7	DONE	DONE	0.3759091328481215	11.0	Endothelial	Ductal (unresolved)	0.0545910847620192	1.0	1000	0.1490287369505445	6	DONE	DONE	0.1490287369505445	13.0	Endothelial	Fibroblast/CAF	0.0035128416226158	0.287	1000	0.1488599717235399	8	DONE	DONE	0.0615607976153767	3.0
UniProtKB:A8MUP2	PDAC	CSKMT	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Endothelial	Ductal (unresolved)	0.0306440147358083	0.689	1000	0.2604764034376496	7	DONE	DONE	0.2050964009050468	4.0	Ductal (unresolved)	T/NK	0.1365818480176573	1.0	1000	0.19149074355643	6	DONE	DONE	0.19149074355643	12.0	Normal epithelial (author)	T/NK	0.00515681812861	0.517	1000	0.218429246915004	8	DONE	DONE	0.218429246915004	6.0
UniProtKB:P32929	PDAC	CTH	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Acinar	Ductal (unresolved)	0.0048449234978294	0.558	1000	0.1060595129768426	7	DONE	DONE	0.093188555895148	4.0	T/NK	B/Plasma	0.0011751232453358	0.57	1000	0.045108565239149	6	DONE	DONE	0.0420297128086055	13.0	Endothelial	Malignant (author)	0.0064676480251645	0.364	1000	0.0383939035019813	8	DONE	DONE	0.0167874396135265	3.0
UniProtKB:P17812	PDAC	CTPS1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	T/NK	Fibroblast/CAF	0.0027275278873667	0.556	1000	0.2295013829596931	7	DONE	DONE	0.0796684846527099	20.0	Endothelial	T/NK	0.0020809984519181	0.596	1000	0.0959779080675289	6	DONE	DONE	0.0959779080675289	13.0	Normal epithelial (author)	T/NK	0.0318778540050232	0.754	1000	0.168595509937339	8	DONE	DONE	0.168595509937339	6.0
UniProtKB:Q9NRF8	PDAC	CTPS2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.0196052930656436	0.923	1000	0.2379002133053238	7	DONE	DONE	0.2379002133053238	18.0	Ductal (unresolved)	Endothelial	0.0171729267436401	0.967	1000	0.0886568089527395	6	DONE	DONE	0.0886568089527395	12.0	Normal epithelial (author)	Malignant (author)	0.0139619359598759	0.806	1000	0.1420049056668247	8	DONE	DONE	0.1420049056668247	6.0
UniProtKB:P00387	PDAC	CYB5R3	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Endothelial	Fibroblast/CAF	0.1900131300794407	0.782	1000	0.7798406594978661	7	DONE	DONE	0.7538301503298053	4.0	Fibroblast/CAF	Endothelial	0.2068440066907477	1.0	1000	0.7795857125437705	6	DONE	DONE	0.7795857125437705	13.0	Fibroblast/CAF	Normal epithelial (author)	0.1101106315953071	0.815	1000	0.7681255526083112	8	DONE	DONE	0.6445052872773334	7.0
UniProtKB:P05181	PDAC	CYP2E1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Acinar	Fibroblast/CAF	0.0227675479440008	0.777	1000	0.0914109174391468	7	DONE	DONE	0.0914109174391468	4.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0071518227914089	6	NOT_EVALUABLE	DONE	NA	NA	Malignant (author)	Fibroblast/CAF	0.0020590159766257	0.605	1000	0.0163037824527035	8	DONE	DONE	0.0163037824527035	23.0
UniProtKB:Q02928	PDAC	CYP4A11	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0035375902714955	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0020929919722742	6	NOT_EVALUABLE	DONE	NA	NA	Normal epithelial (author)	Malignant (author)	0.0097860730823183	0.6410535714285711	1000	0.0185185185185185	8	DONE	DONE	0.0185185185185185	6.0
UniProtKB:P13584	PDAC	CYP4B1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.0127493717303704	0.889	1000	0.0420778196495298	7	DONE	DONE	0.0420778196495298	18.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0063274804466233	6	NOT_EVALUABLE	DONE	NA	NA	Malignant (author)	Endothelial	0.0128922364645876	0.894	1000	0.029698992000035	8	DONE	DONE	0.029698992000035	23.0
UniProtKB:Q9HBI6	PDAC	CYP4F11	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.0532113919459935	1.0	1000	0.1662229333176267	7	DONE	DONE	0.1662229333176267	18.0	Ductal (unresolved)	Fibroblast/CAF	0.0451171401776899	1.0	1000	0.0554671603754431	6	DONE	DONE	0.0554671603754431	12.0	Normal epithelial (author)	Malignant (author)	0.1930260021289425	0.967	1000	0.3155301622692927	8	DONE	DONE	0.3155301622692927	6.0
UniProtKB:Q6ZWL3	PDAC	CYP4V2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.0230047310328876	0.94	1000	0.3158996811811456	7	DONE	DONE	0.3158996811811456	18.0	T/NK	Fibroblast/CAF	0.0116011985662603	0.617	1000	0.1707906657756998	6	DONE	DONE	0.1204873830060562	13.0	Normal epithelial (author)	T/NK	0.2374103471897196	0.951	1000	0.4567228138067719	8	DONE	DONE	0.4567228138067719	6.0
UniProtKB:Q86W10	PDAC	CYP4Z1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0033277571792674	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0005404431633939	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0018581156685672	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:Q8N465	PDAC	D2HGDH	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.003527837141125	0.62	1000	0.3714013687401038	7	DONE	DONE	0.3714013687401038	18.0	Ductal (unresolved)	Endothelial	0.0602967786150823	1.0	1000	0.1452576939299785	6	DONE	DONE	0.1452576939299785	12.0	Normal epithelial (author)	Endothelial	0.0211511334294689	0.687	1000	0.2933323936322436	8	DONE	DONE	0.2933323936322436	6.0
UniProtKB:Q9Y4D2	PDAC	DAGLA	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Myeloid	Ductal (unresolved)	0.0022299445761482	0.675	1000	0.0816865778524186	7	DONE	DONE	0.044951128130611	20.0	Ductal (unresolved)	Fibroblast/CAF	0.0105472037547911	0.999	1000	0.0243740717329782	6	DONE	DONE	0.0243740717329782	12.0	Normal epithelial (author)	Myeloid	0.0287190854302723	0.962	1000	0.0655808313791822	8	DONE	DONE	0.0655808313791822	6.0
UniProtKB:Q8NCG7	PDAC	DAGLB	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Endothelial	Ductal (unresolved)	0.0124929881507329	0.531	1000	0.2783370760685408	7	DONE	DONE	0.1342134529835864	4.0	Myeloid	Endothelial	0.0417734923793986	0.986	1000	0.1678693228788286	6	DONE	DONE	0.1678693228788286	13.0	Myeloid	Malignant (author)	0.0342407106262332	0.997	1000	0.147047025825963	8	DONE	DONE	0.124332279334813	20.0
UniProtKB:P14920	PDAC	DAO	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.00662100456621	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0011170008766162	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0047954113409232	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:P27707	PDAC	DCK	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	B/Plasma	T/NK	0.100311309736171	1.0	1000	0.3285045424068433	7	DONE	DONE	0.3285045424068433	17.0	B/Plasma	T/NK	0.1970917256191242	1.0	1000	0.2979269116642877	6	DONE	DONE	0.2979269116642877	11.0	B/Plasma	T/NK	0.0555411631105358	0.957	1000	0.2171434544753427	8	DONE	DONE	0.2171434544753427	15.0
UniProtKB:Q9H993	PDAC	DCPH1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Myeloid	Endothelial	0.0241926462299239	0.827	1000	0.3493586563934595	7	DONE	DONE	0.2270328668614244	20.0	Myeloid	Fibroblast/CAF	0.018395530329656	0.929	1000	0.1174115472487687	6	DONE	DONE	0.1174115472487687	13.0	Normal epithelial (author)	Myeloid	0.0165083553703922	0.696	1000	0.2064403695588103	8	DONE	DONE	0.2064403695588103	6.0
UniProtKB:P32321	PDAC	DCTD	True	False	ALL3_SAME_TOP	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.0565956901128116	0.962	1000	0.5507453948876768	7	DONE	DONE	0.4935290216979124	11.0	Fibroblast/CAF	Endothelial	0.0514765123317672	0.963	1000	0.2893355893887122	6	DONE	DONE	0.2893355893887122	13.0	Fibroblast/CAF	Normal epithelial (author)	0.0352721410834924	0.784	1000	0.4416057996642704	8	DONE	DONE	0.3600816337180745	7.0
UniProtKB:Q9H773	PDAC	DCTPP1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.0755891683111624	0.934	1000	0.610676150834061	7	DONE	DONE	0.610676150834061	18.0	Ductal (unresolved)	Endothelial	0.0523769474320168	0.949	1000	0.2336081689049127	6	DONE	DONE	0.2336081689049127	12.0	Normal epithelial (author)	Malignant (author)	0.1333766772892663	0.939	1000	0.54755661699065	8	DONE	DONE	0.54755661699065	6.0
UniProtKB:O94830	PDAC	DDHD2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.0084015615113953	0.476	1000	0.2875338251563077	7	DONE	DONE	0.2646692235385102	11.0	Endothelial	Fibroblast/CAF	0.021188029394921	0.972	1000	0.1503873629700177	6	DONE	DONE	0.1503873629700177	13.0	Endothelial	B/Plasma	0.0143774648189514	0.317	1000	0.1644419243369768	8	DONE	DONE	0.1293144208037825	3.0
UniProtKB:Q99489	PDAC	DDO	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Endothelial	Myeloid	0.0001643778441825	0.403	1000	0.0412939326192088	7	DONE	DONE	0.0251841971544715	4.0	Ductal (unresolved)	Myeloid	0.0013711700703153	0.562	1000	0.0269998827040048	6	DONE	DONE	0.0235470600893359	12.0	Normal epithelial (author)	Myeloid	0.0662176936361758	0.964	1000	0.17392724577882	8	DONE	DONE	0.17392724577882	6.0
UniProtKB:O75907	PDAC	DGAT1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.0771168148020882	0.915	1000	0.6208049224245955	7	DONE	DONE	0.6208049224245955	18.0	Endothelial	Ductal (unresolved)	0.0283609486958476	0.834	1000	0.3181248553404227	6	DONE	DONE	0.3181248553404227	13.0	Endothelial	Normal epithelial (author)	0.0370462100166331	0.396	1000	0.3542985451718585	8	DONE	DONE	0.22224277931956	3.0
UniProtKB:Q96PD7	PDAC	DGAT2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Myeloid	Ductal (unresolved)	0.0087855426552292	0.764	1000	0.1583854589483935	7	DONE	DONE	0.0734727755953888	20.0	Myeloid	B/Plasma	0.0076235096235896	0.829	1000	0.0383427421576241	6	DONE	DONE	0.0383427421576241	13.0	Malignant (author)	Myeloid	0.0022711311254994	0.585	1000	0.070983217878584	8	DONE	DONE	0.070983217878584	23.0
UniProtKB:Q6ZPD8	PDAC	DGAT2L6	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	4.4014084507042256e-05	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0008235273774219	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:P23743	PDAC	DGKA	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	T/NK	Ductal (unresolved)	0.0908011370534447	1.0	1000	0.2931259777309772	7	DONE	DONE	0.1764094335866941	20.0	T/NK	B/Plasma	0.0911971163409909	1.0	1000	0.2252076919773276	6	DONE	DONE	0.2252076919773276	13.0	T/NK	Malignant (author)	0.3310436154733638	1.0	1000	0.3127797901808498	8	DONE	DONE	0.3127797901808498	21.0
UniProtKB:Q9Y6T7	PDAC	DGKB	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.00676776343238	7	NOT_EVALUABLE	DONE	NA	NA	Fibroblast/CAF	Ductal (unresolved)	0.0406100275181731	1.0	1000	0.0398574541427819	6	DONE	DONE	0.0398574541427819	13.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0092074662377266	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:Q16854	PDAC	DGUOK	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.1340888163038566	1.0	1000	0.7565459201662857	7	DONE	DONE	0.7565459201662857	18.0	T/NK	B/Plasma	0.0182151633570675	0.771	1000	0.3874045446632169	6	DONE	DONE	0.310169465046763	13.0	Malignant (author)	Normal epithelial (author)	0.0075139257959225	0.486	1000	0.5420592054400151	8	DONE	DONE	0.4346661371797843	23.0
UniProtKB:Q9BPW9	PDAC	DHRS9	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Myeloid	0.0585011318844127	0.924	1000	0.1572291378911243	7	DONE	DONE	0.1572291378911243	18.0	Myeloid	Ductal (unresolved)	0.1006461228176395	0.998	1000	0.1191702759029159	6	DONE	DONE	0.1191702759029159	13.0	Normal epithelial (author)	Malignant (author)	0.0101563351454347	0.469	1000	0.1921758273624275	8	DONE	DONE	0.1873203889508237	6.0
UniProtKB:Q8N5I4	PDAC	DHRSX	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.0096759141914835	0.587	1000	0.3890346145348996	7	DONE	DONE	0.3304316883142874	11.0	Fibroblast/CAF	Ductal (unresolved)	0.0012941300451354	0.532	1000	0.2190003499177178	6	DONE	DONE	0.2190003499177178	13.0	Normal epithelial (author)	Fibroblast/CAF	0.1139192640355935	0.913	1000	0.4060918258819308	8	DONE	DONE	0.4060918258819308	6.0
UniProtKB:Q9UNQ2	PDAC	DIMT1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Endothelial	0.0119131624910956	0.62	1000	0.3288784146903505	7	DONE	DONE	0.3288784146903505	11.0	B/Plasma	Endothelial	0.011349496128104	0.746	1000	0.2230178996966274	6	DONE	DONE	0.1574010337926505	11.0	Endothelial	Normal epithelial (author)	0.0233571238065239	0.383	1000	0.2496401905884664	8	DONE	DONE	0.1670829478877582	3.0
UniProtKB:P09622	PDAC	DLD	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.0295947682437587	0.919	1000	0.5161124721746964	7	DONE	DONE	0.5161124721746964	18.0	Endothelial	Fibroblast/CAF	0.0039787550268489	0.593	1000	0.220166564187429	6	DONE	DONE	0.1995478015772915	13.0	Normal epithelial (author)	Fibroblast/CAF	0.0487297031725927	0.835	1000	0.3565744905325115	8	DONE	DONE	0.3565744905325115	6.0
UniProtKB:P26358	PDAC	DNMT1	True	False	ALL3_SAME_TOP	Expression-source descriptive only;not unique action cell	T/NK	Myeloid	0.1146290809547426	1.0	1000	0.4176698634259107	7	DONE	DONE	0.3199165874747994	20.0	T/NK	Endothelial	0.0051540603919055	0.627	1000	0.3389221870747543	6	DONE	DONE	0.257843243793842	13.0	T/NK	Endothelial	0.0047095969009928	0.706	1000	0.2803011614759996	8	DONE	DONE	0.2405617782884709	21.0
UniProtKB:Q9Y6K1	PDAC	DNMT3A	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Endothelial	Ductal (unresolved)	0.0665579890811942	0.777	1000	0.3446178329494623	7	DONE	DONE	0.2621292088510508	4.0	Endothelial	Myeloid	0.0385431941916727	0.999	1000	0.1744895578603835	6	DONE	DONE	0.1744895578603835	13.0	Normal epithelial (author)	Endothelial	0.022310138201095	0.845	1000	0.2230148280560574	8	DONE	DONE	0.2230148280560574	6.0
UniProtKB:Q9UBC3	PDAC	DNMT3B	True	False	ALL3_SAME_TOP	Expression-source descriptive only;not unique action cell	Endothelial	Ductal (unresolved)	0.009373532210345	0.743	1000	0.0508566543691256	7	DONE	DONE	0.0438513863322595	4.0	Endothelial	Ductal (unresolved)	0.0134163385175657	0.989	1000	0.0254435541438395	6	DONE	DONE	0.0254435541438395	13.0	Endothelial	Normal epithelial (author)	0.0176906596361487	0.481	1000	0.0223177940944057	8	DONE	DONE	0.0196859903381642	3.0
UniProtKB:Q8TEK3	PDAC	DOT1L	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Myeloid	Ductal (unresolved)	0.0385607375468221	0.996	1000	0.3196445456360211	7	DONE	DONE	0.2237069054807504	20.0	Myeloid	Endothelial	0.0303620104879926	0.973	1000	0.1411705075871809	6	DONE	DONE	0.1411705075871809	13.0	Normal epithelial (author)	Malignant (author)	0.0039210324197224	0.551	1000	0.1685718572337763	8	DONE	DONE	0.1685718572337763	6.0
UniProtKB:P16444	PDAC	DPEP1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Acinar	Fibroblast/CAF	0.1023738095193882	0.69	1000	0.2751598176823056	7	DONE	DONE	0.2751598176823056	4.0	Fibroblast/CAF	Endothelial	0.0722436896918006	1.0	1000	0.0910843276937084	6	DONE	DONE	0.0910843276937084	13.0	Fibroblast/CAF	B/Plasma	0.1242719791064313	0.99	1000	0.1174980633582514	8	DONE	DONE	0.1174980633582514	7.0
UniProtKB:Q9H2P9	PDAC	DPH5	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	B/Plasma	Fibroblast/CAF	0.0032498078316841	0.393	1000	0.2809064136628501	7	DONE	DONE	0.1336946406632188	17.0	Endothelial	B/Plasma	0.0016149537943756	0.474	1000	0.0718006135038201	6	DONE	DONE	0.06680682152496	13.0	Fibroblast/CAF	T/NK	0.0021032553795606	0.516	1000	0.1625951447353246	8	DONE	DONE	0.1205900574153881	7.0
UniProtKB:Q12882	PDAC	DPYD	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	Myeloid	Fibroblast/CAF	0.2736777610712186	1.0	1000	0.5110357681007645	7	DONE	DONE	0.5110357681007645	20.0	Myeloid	T/NK	0.1910536758752014	1.0	1000	0.4349206412307827	6	DONE	DONE	0.4349206412307827	13.0	Myeloid	Normal epithelial (author)	0.1042681163616362	0.889	1000	0.4335119299324697	8	DONE	DONE	0.3781492825759625	20.0
UniProtKB:Q9NRD9	PDAC	DUOX1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	B/Plasma	0.0013593175837195	0.531	1000	0.1650284135401608	7	DONE	DONE	0.1650284135401608	18.0	Ductal (unresolved)	Fibroblast/CAF	0.018225816054044	0.998	1000	0.0223000805828451	6	DONE	DONE	0.0223000805828451	12.0	Malignant (author)	Normal epithelial (author)	0.0128724287463272	0.905	1000	0.0701794515125313	8	DONE	DONE	0.0701794515125313	23.0
UniProtKB:Q9NRD8	PDAC	DUOX2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.3359839233222303	1.0	1000	0.3000912143789463	7	DONE	DONE	0.3000912143789463	18.0	Ductal (unresolved)	Myeloid	0.2169553063706152	1.0	1000	0.1254044998617744	6	DONE	DONE	0.1254044998617744	12.0	Normal epithelial (author)	Malignant (author)	1.0288918781528515	0.957	1000	0.6185134462683188	8	DONE	DONE	0.6185134462683188	6.0
UniProtKB:Q6P1R4	PDAC	DUS1L	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	T/NK	0.0680091062976529	0.994	1000	0.6579123559113074	7	DONE	DONE	0.6579123559113074	18.0	T/NK	B/Plasma	0.0301233387609597	0.882	1000	0.291118842432974	6	DONE	DONE	0.2529890248255633	13.0	Malignant (author)	Normal epithelial (author)	0.0085735463194414	0.507	1000	0.279375536590679	8	DONE	DONE	0.2612144709591034	23.0
