stable_gene_id	cancer	gene	all3_same_unique_top	all3_top_bootstrap_ge080	cell_background	source_type	GSE263733_top_celltype	GSE263733_runner_celltype	GSE263733_top_gap	GSE263733_bootstrap_top_frequency	GSE263733_bootstrap_valid	GSE263733_max_detection	GSE263733_n_evaluable_celltypes	GSE263733_status	GSE263733_matrix_coverage_status	GSE263733_top_detection_fraction	GSE263733_top_source_labels	GSE278688_top_celltype	GSE278688_runner_celltype	GSE278688_top_gap	GSE278688_bootstrap_top_frequency	GSE278688_bootstrap_valid	GSE278688_max_detection	GSE278688_n_evaluable_celltypes	GSE278688_status	GSE278688_matrix_coverage_status	GSE278688_top_detection_fraction	GSE278688_top_source_labels	GSE242230_top_celltype	GSE242230_runner_celltype	GSE242230_top_gap	GSE242230_bootstrap_top_frequency	GSE242230_bootstrap_valid	GSE242230_max_detection	GSE242230_n_evaluable_celltypes	GSE242230_status	GSE242230_matrix_coverage_status	GSE242230_top_detection_fraction	GSE242230_top_source_labels
UniProtKB:O77932	PDAC	DXO	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.0287969152624515	0.858	1000	0.2250066724324115	7	DONE	DONE	0.2250066724324115	11.0	Endothelial	B/Plasma	0.0190817890133096	0.905	1000	0.1300668266547869	6	DONE	DONE	0.1300668266547869	13.0	Normal epithelial (author)	Endothelial	0.0616531270820866	0.931	1000	0.3165132177500993	8	DONE	DONE	0.3165132177500993	6.0
UniProtKB:Q8WVE0	PDAC	EEF1AKMT1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Endothelial	0.0239094847424178	0.887	1000	0.2992731010298024	7	DONE	DONE	0.2992731010298024	11.0	Fibroblast/CAF	Endothelial	0.0181151481294138	0.956	1000	0.1061898924965503	6	DONE	DONE	0.1061898924965503	13.0	Normal epithelial (author)	Fibroblast/CAF	0.0112594745256297	0.65	1000	0.1942677699611732	8	DONE	DONE	0.1942677699611732	6.0
UniProtKB:Q5JPI9	PDAC	EEF1AKMT2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.0219969824987492	0.702	1000	0.3461882796889478	7	DONE	DONE	0.3175761173152309	11.0	Endothelial	Fibroblast/CAF	0.015400280975471	0.982	1000	0.1600514296973192	6	DONE	DONE	0.1600514296973192	13.0	Normal epithelial (author)	Malignant (author)	0.0091649843093826	0.562	1000	0.2225603010460581	8	DONE	DONE	0.2225603010460581	6.0
UniProtKB:Q96AZ1	PDAC	EEF1AKMT3	True	False	ALL3_SAME_TOP	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Acinar	0.0078523826917192	0.727	1000	0.1207616474128196	7	DONE	DONE	0.1207616474128196	11.0	Fibroblast/CAF	Endothelial	0.0074467786536289	0.882	1000	0.0628534991239268	6	DONE	DONE	0.0628534991239268	13.0	Fibroblast/CAF	Normal epithelial (author)	0.0069127122776374	0.58	1000	0.0856108270650999	8	DONE	DONE	0.0806775949315008	7.0
UniProtKB:P0DPD7	PDAC	EEF1AKMT4	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	Endothelial	Ductal (unresolved)	0.0049344570073091	0.664	1000	0.0575934342326771	6	DONE	DONE	0.0575934342326771	13.0	Malignant (author)	Myeloid	0.0173603817723208	0.973	1000	0.1000983470768746	8	DONE	DONE	0.1000983470768746	23.0
UniProtKB:Q96G04	PDAC	EEF2KMT	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.0009111559780472	0.503	1000	0.2982824765826659	7	DONE	DONE	0.2146996994819401	11.0	Ductal (unresolved)	Endothelial	0.0061746445374805	0.628	1000	0.0719664369806904	6	DONE	DONE	0.0717259128446776	12.0	Normal epithelial (author)	Endothelial	0.0005899983923436	0.699	1000	0.2173729908549998	8	DONE	DONE	0.2173729908549998	6.0
UniProtKB:Q9GZT9	PDAC	EGLN1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.0036664386074074	0.616	1000	0.6414921699288355	7	DONE	DONE	0.6414921699288355	18.0	Endothelial	T/NK	0.204631456685313	1.0	1000	0.3554380057177475	6	DONE	DONE	0.3554380057177475	13.0	Normal epithelial (author)	Endothelial	0.0740165270899343	0.93	1000	0.3928167860514187	8	DONE	DONE	0.3928167860514187	6.0
UniProtKB:Q96KS0	PDAC	EGLN2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Endothelial	Fibroblast/CAF	0.2282804156350792	0.798	1000	0.5916455744746126	7	DONE	DONE	0.5916455744746126	4.0	Endothelial	B/Plasma	0.1889661776019138	1.0	1000	0.4276121422700332	6	DONE	DONE	0.4276121422700332	13.0	T/NK	Endothelial	0.013662872175199	0.614	1000	0.3202428166258751	8	DONE	DONE	0.1943851243411065	21.0
UniProtKB:Q9H6Z9	PDAC	EGLN3	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.4703068250655172	1.0	1000	0.5646596738143427	7	DONE	DONE	0.5646596738143427	18.0	Ductal (unresolved)	Endothelial	0.1508678098773857	0.997	1000	0.195526723081219	6	DONE	DONE	0.195526723081219	12.0	Malignant (author)	Normal epithelial (author)	0.2282878941686069	0.927	1000	0.3711225815960578	8	DONE	DONE	0.3711225815960578	23.0
UniProtKB:Q08426	PDAC	EHHADH	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Endothelial	Ductal (unresolved)	0.0018662008139247	0.442	1000	0.2074153824878761	7	DONE	DONE	0.1200661048473692	4.0	Endothelial	Ductal (unresolved)	0.0022913165681693	0.616	1000	0.0470650199935875	6	DONE	DONE	0.0449435804353246	13.0	Malignant (author)	Endothelial	0.0042277789329328	0.655	1000	0.0792302753742772	8	DONE	DONE	0.0792302753742772	23.0
UniProtKB:Q9H9B1	PDAC	EHMT1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	B/Plasma	Ductal (unresolved)	0.0691804617880037	0.997	1000	0.53072816474502	7	DONE	DONE	0.3094812935254277	17.0	B/Plasma	Endothelial	0.1040876658793358	1.0	1000	0.3235338631061976	6	DONE	DONE	0.3040057439928801	11.0	Endothelial	T/NK	0.0004155365008017	0.215	1000	0.3372988185394482	8	DONE	DONE	0.2044557508479803	3.0
UniProtKB:Q96KQ7	PDAC	EHMT2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.0058033856949618	0.681	1000	0.4400276593809549	7	DONE	DONE	0.4400276593809549	18.0	Endothelial	Ductal (unresolved)	0.0025146293917877	0.544	1000	0.1593157345113245	6	DONE	DONE	0.1593157345113245	13.0	Normal epithelial (author)	Fibroblast/CAF	0.0517365993294325	0.794	1000	0.2875085427371784	8	DONE	DONE	0.2875085427371784	6.0
UniProtKB:Q92979	PDAC	EMG1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.0574865451157784	0.986	1000	0.5310244974759329	7	DONE	DONE	0.5310244974759329	18.0	Fibroblast/CAF	Ductal (unresolved)	0.0113301773131802	0.607	1000	0.1840760163943939	6	DONE	DONE	0.1840760163943939	13.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA
UniProtKB:O14638	PDAC	ENPP3	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Acinar	Endothelial	0.0030687851722943	0.492	1000	0.0108695652173913	7	DONE	DONE	0.0108695652173913	4.0	Myeloid	Endothelial	0.1340143356580747	1.0	1000	0.0981178622344721	6	DONE	DONE	0.0981178622344721	13.0	Endothelial	Malignant (author)	0.0113350557660835	0.409	1000	0.0138888888888888	8	DONE	DONE	0.0138888888888888	3.0
UniProtKB:Q6UWR7	PDAC	ENPP6	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Endothelial	0.0175883012737611	0.972	1000	0.0255023210473898	7	DONE	DONE	0.0255023210473898	11.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0070737738812627	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0041859254328969	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:P07099	PDAC	EPHX1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Endothelial	0.0134821559512527	0.703	1000	0.7032371192516189	7	DONE	DONE	0.7032371192516189	11.0	Fibroblast/CAF	Endothelial	0.1702609618739995	1.0	1000	0.5099668218927899	6	DONE	DONE	0.5099668218927899	13.0	Normal epithelial (author)	Endothelial	0.1650557232093874	0.835	1000	0.7750908199746281	8	DONE	DONE	0.7750908199746281	6.0
UniProtKB:P34913	PDAC	EPHX2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Endothelial	Acinar	0.0127239432133432	0.544	1000	0.194791118096484	7	DONE	DONE	0.1585539624558981	4.0	Ductal (unresolved)	T/NK	0.0285053134782151	0.963	1000	0.1020989626180818	6	DONE	DONE	0.1020989626180818	12.0	Normal epithelial (author)	T/NK	0.0821227714220906	0.828	1000	0.3115495137046861	8	DONE	DONE	0.3115495137046861	6.0
UniProtKB:Q9H6B9	PDAC	EPHX3	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Acinar	0.0220424608357337	0.946	1000	0.1180090512775024	7	DONE	DONE	0.1180090512775024	18.0	Ductal (unresolved)	Fibroblast/CAF	0.032872765743332	0.977	1000	0.0410787483567483	6	DONE	DONE	0.0410787483567483	12.0	Malignant (author)	Normal epithelial (author)	0.0142541109288878	0.839	1000	0.0616623092885693	8	DONE	DONE	0.0616623092885693	23.0
UniProtKB:Q8IXQ9	PDAC	ETFBKMT	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Endothelial	Fibroblast/CAF	0.0034710930752759	0.531	1000	0.1239246645940529	7	DONE	DONE	0.064933991026231	4.0	Fibroblast/CAF	Endothelial	0.0005543214109976	0.547	1000	0.0327076783145474	6	DONE	DONE	0.0327076783145474	13.0	Normal epithelial (author)	Endothelial	0.0005971985670505	0.384	1000	0.0565805772327511	8	DONE	DONE	0.0565805772327511	6.0
UniProtKB:Q92800	PDAC	EZH1	True	False	ALL3_SAME_TOP	Expression-source descriptive only;not unique action cell	Endothelial	Ductal (unresolved)	0.0437919327675558	0.682	1000	0.3588108153264056	7	DONE	DONE	0.2795272712455898	4.0	Endothelial	Fibroblast/CAF	0.0409734142729365	0.999	1000	0.1633071517567287	6	DONE	DONE	0.1633071517567287	13.0	Endothelial	Normal epithelial (author)	0.0980398542159202	0.594	1000	0.1807524656475181	8	DONE	DONE	0.1605817658546613	3.0
UniProtKB:Q15910	PDAC	EZH2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	T/NK	B/Plasma	0.0092226726102606	0.602	1000	0.2684098320586713	7	DONE	DONE	0.101553208708724	20.0	T/NK	Myeloid	0.0397223525373736	1.0	1000	0.1069827706801389	6	DONE	DONE	0.1069827706801389	13.0	Endothelial	Malignant (author)	0.0195693080013024	0.505	1000	0.0836050361605554	8	DONE	DONE	0.0525567889813958	3.0
UniProtKB:O00519	PDAC	FAAH	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Acinar	0.074513400365506	1.0	1000	0.3030178130245684	7	DONE	DONE	0.3030178130245684	18.0	Ductal (unresolved)	Fibroblast/CAF	0.1211689085441249	1.0	1000	0.1320227490183213	6	DONE	DONE	0.1320227490183213	12.0	Normal epithelial (author)	Malignant (author)	0.1194472703023191	0.96	1000	0.3274485086516571	8	DONE	DONE	0.3274485086516571	6.0
UniProtKB:Q6P587	PDAC	FAHD1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.0906258578256173	1.0	1000	0.5384547708903211	7	DONE	DONE	0.5384547708903211	18.0	Ductal (unresolved)	Fibroblast/CAF	0.0464415264661086	0.998	1000	0.1403695070661866	6	DONE	DONE	0.1403695070661866	12.0	Normal epithelial (author)	Malignant (author)	0.0714705920087022	0.92	1000	0.3567959076017546	8	DONE	DONE	0.3567959076017546	6.0
UniProtKB:P22087	PDAC	FBL	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	B/Plasma	0.0185259949793573	0.577	1000	0.7120899491057565	7	DONE	DONE	0.7120899491057565	18.0	B/Plasma	Fibroblast/CAF	0.0787457086072144	0.929	1000	0.4300395242377944	6	DONE	DONE	0.3728444961556091	11.0	T/NK	B/Plasma	0.0052446186905779	0.25	1000	0.5738471042256649	8	DONE	DONE	0.3682056388470015	21.0
UniProtKB:A6NHQ2	PDAC	FBLL1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.0001125332501437	0.52	1000	0.0172766057428845	7	DONE	DONE	0.0172766057428845	18.0	Ductal (unresolved)	Fibroblast/CAF	0.003894757190929	0.843	1000	0.0153761224285688	6	DONE	DONE	0.0153761224285688	12.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0020044372476695	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:P37268	PDAC	FDFT1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	B/Plasma	0.1759754099847615	1.0	1000	0.6360767359781618	7	DONE	DONE	0.6360767359781618	18.0	B/Plasma	Ductal (unresolved)	0.0118851003131068	0.597	1000	0.3829110498760666	6	DONE	DONE	0.3264897942058087	11.0	Normal epithelial (author)	Malignant (author)	0.2604202389396881	0.96	1000	0.7051305009888219	8	DONE	DONE	0.7051305009888219	6.0
UniProtKB:Q01740	PDAC	FMO1	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Endothelial	0.1957276830824824	1.0	1000	0.2854670062834455	7	DONE	DONE	0.2854670062834455	11.0	Fibroblast/CAF	Ductal (unresolved)	0.1453407849992794	1.0	1000	0.1296480002800533	6	DONE	DONE	0.1296480002800533	13.0	Fibroblast/CAF	Normal epithelial (author)	0.1394218207227431	0.985	1000	0.162271421599289	8	DONE	DONE	0.162271421599289	7.0
UniProtKB:P31513	PDAC	FMO3	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Endothelial	0.0951185656822576	1.0	1000	0.1295982141082937	7	DONE	DONE	0.1295982141082937	11.0	Fibroblast/CAF	Endothelial	0.1515067195492187	1.0	1000	0.1351733757456813	6	DONE	DONE	0.1351733757456813	13.0	Fibroblast/CAF	Endothelial	0.0599945008817341	0.98	1000	0.0608275065083965	8	DONE	DONE	0.0608275065083965	7.0
UniProtKB:Q9C0B1	PDAC	FTO	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Endothelial	0.052119237797585	0.959	1000	0.314286273830395	7	DONE	DONE	0.314286273830395	11.0	Endothelial	Fibroblast/CAF	0.0112096275262123	0.647	1000	0.236950577285281	6	DONE	DONE	0.2296768217251633	13.0	Fibroblast/CAF	Normal epithelial (author)	0.0315217599768261	0.749	1000	0.2153504622834725	8	DONE	DONE	0.2153504622834725	7.0
UniProtKB:Q9UET6	PDAC	FTSJ1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Endothelial	0.0145943468917683	0.614	1000	0.3596982064061046	7	DONE	DONE	0.27540357249398	11.0	Fibroblast/CAF	T/NK	0.0054319381255221	0.588	1000	0.2129666547134605	6	DONE	DONE	0.2129666547134605	13.0	Endothelial	Fibroblast/CAF	0.0114081316415768	0.296	1000	0.2458766877245138	8	DONE	DONE	0.1816630691746325	3.0
UniProtKB:Q8IY81	PDAC	FTSJ3	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.0075608599788143	0.445	1000	0.4395404556171627	7	DONE	DONE	0.4395404556171627	18.0	Endothelial	Fibroblast/CAF	0.0279708093820097	0.991	1000	0.1567402075473299	6	DONE	DONE	0.1567402075473299	13.0	Endothelial	Normal epithelial (author)	0.0126717915859377	0.376	1000	0.3459481797562757	8	DONE	DONE	0.2006578271148114	3.0
UniProtKB:Q99259	PDAC	GAD1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Acinar	0.0063024232927718	0.871	1000	0.05661475460803	7	DONE	DONE	0.05661475460803	18.0	Ductal (unresolved)	Fibroblast/CAF	0.0214571093393595	0.656	1000	0.0412141765566623	6	DONE	DONE	0.0412141765566623	12.0	Malignant (author)	Fibroblast/CAF	0.0100318774736353	0.813	1000	0.0487357078065262	8	DONE	DONE	0.0487357078065262	23.0
UniProtKB:Q05329	PDAC	GAD2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Acinar	Fibroblast/CAF	0.0305748294936907	0.579	1000	0.0217391304347826	7	DONE	DONE	0.0217391304347826	4.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0003418803418803	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0069444444444444	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:Q6ZQY3	PDAC	GADL1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0018355645496056	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0011780116028739	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	8.012820512820513e-05	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:Q14353	PDAC	GAMT	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Acinar	Fibroblast/CAF	0.3132443595680974	0.827	1000	0.5226520519452602	7	DONE	DONE	0.5226520519452602	4.0	Fibroblast/CAF	Ductal (unresolved)	0.1187973344864619	1.0	1000	0.2551424099875308	6	DONE	DONE	0.2551424099875308	13.0	Normal epithelial (author)	Fibroblast/CAF	0.2278655922955554	0.963	1000	0.5018768393580987	8	DONE	DONE	0.5018768393580987	6.0
UniProtKB:P04406	PDAC	GAPDH	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Myeloid	0.3217006686275248	0.989	1000	0.9805989073049988	7	DONE	DONE	0.9754166564076728	18.0	Myeloid	Fibroblast/CAF	0.1584958964288145	0.851	1000	0.9582777610425204	6	DONE	DONE	0.9332007048779264	13.0	Myeloid	Fibroblast/CAF	0.0521719345459974	0.575	1000	0.997584541062802	8	DONE	DONE	0.9566610783276192	20.0
UniProtKB:P50440	PDAC	GATM	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Acinar	Ductal (unresolved)	1.0367657760787794	0.778	1000	0.5164259482365369	7	DONE	DONE	0.5164259482365369	4.0	Ductal (unresolved)	Myeloid	0.2973229813763214	1.0	1000	0.2662968164541178	6	DONE	DONE	0.2662968164541178	12.0	Normal epithelial (author)	Malignant (author)	0.9337650863904564	0.965	1000	0.816552941477979	8	DONE	DONE	0.816552941477979	6.0
UniProtKB:Q8N9F7	PDAC	GDPD1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Endothelial	Ductal (unresolved)	0.0098017577412657	0.639	1000	0.065558330415121	7	DONE	DONE	0.0447490029145574	4.0	Endothelial	Myeloid	0.0056638285028718	0.856	1000	0.029183968464574	6	DONE	DONE	0.029183968464574	13.0	Malignant (author)	T/NK	0.0095551673288777	0.705	1000	0.0534650464005452	8	DONE	DONE	0.0534650464005452	23.0
UniProtKB:Q9HCC8	PDAC	GDPD2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.012988599751916	1.0	1000	0.0331448821450922	7	DONE	DONE	0.0331448821450922	18.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0049351351210536	6	NOT_EVALUABLE	DONE	NA	NA	Malignant (author)	Myeloid	0.0140956490138941	1.0	1000	0.0314118600720789	8	DONE	DONE	0.0314118600720789	23.0
UniProtKB:Q7L5L3	PDAC	GDPD3	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.0015677606859913	0.61	1000	0.161075524765824	7	DONE	DONE	0.161075524765824	18.0	Ductal (unresolved)	Endothelial	0.0144595542803937	0.934	1000	0.0362998153139907	6	DONE	DONE	0.0362998153139907	12.0	Endothelial	Malignant (author)	0.0181729585925277	0.493	1000	0.1190286608492127	8	DONE	DONE	0.0554553397060335	3.0
UniProtKB:Q8WTR4	PDAC	GDPD5	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Acinar	Endothelial	0.000911580306189	0.497	1000	0.1524995446003988	7	DONE	DONE	0.1231286027467312	4.0	Endothelial	B/Plasma	0.0827222791077646	1.0	1000	0.1324758051140002	6	DONE	DONE	0.1324758051140002	13.0	T/NK	Endothelial	0.0053862009261458	0.737	1000	0.0602657004830917	8	DONE	DONE	0.0356180766026377	21.0
UniProtKB:Q06210	PDAC	GFPT1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.303205045678863	1.0	1000	0.7527207240021613	7	DONE	DONE	0.7527207240021613	18.0	Ductal (unresolved)	Fibroblast/CAF	0.0694655726689599	0.973	1000	0.2890607578236266	6	DONE	DONE	0.2807229191319892	12.0	Normal epithelial (author)	Malignant (author)	0.0575772057710222	0.668	1000	0.569569275191464	8	DONE	DONE	0.569569275191464	6.0
UniProtKB:O94808	PDAC	GFPT2	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	T/NK	0.2977256448190474	1.0	1000	0.4494985780463291	7	DONE	DONE	0.4494985780463291	11.0	Fibroblast/CAF	T/NK	0.2023259310484686	1.0	1000	0.2235963665544379	6	DONE	DONE	0.2235963665544379	13.0	Fibroblast/CAF	Normal epithelial (author)	0.2552381789204894	0.986	1000	0.2949663982736843	8	DONE	DONE	0.2949663982736843	7.0
UniProtKB:Q9BVM4	PDAC	GGACT	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.0008571029350154	0.583	1000	0.1550491402063887	7	DONE	DONE	0.1550491402063887	18.0	T/NK	Endothelial	0.0069007832990414	0.851	1000	0.0458387310655252	6	DONE	DONE	0.038978365176961	13.0	Normal epithelial (author)	Malignant (author)	0.0055959011328134	0.642	1000	0.1042277472374923	8	DONE	DONE	0.1042277472374923	6.0
UniProtKB:O75223	PDAC	GGCT	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.0624293321236405	0.955	1000	0.61733802270025	7	DONE	DONE	0.61733802270025	18.0	Ductal (unresolved)	Fibroblast/CAF	0.0043769146269665	0.488	1000	0.2734930350343632	6	DONE	DONE	0.2352141868404128	12.0	Fibroblast/CAF	Malignant (author)	0.0411840896257209	0.811	1000	0.408499703139883	8	DONE	DONE	0.3742603762125686	7.0
UniProtKB:P19440	PDAC	GGT1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Myeloid	0.0487121790062004	0.998	1000	0.1822802846997297	7	DONE	DONE	0.1822802846997297	18.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0049559659698174	6	NOT_EVALUABLE	DONE	NA	NA	Normal epithelial (author)	Malignant (author)	0.5671312174218361	0.954	1000	0.6230562603313728	8	DONE	DONE	0.6230562603313728	6.0
UniProtKB:P36269	PDAC	GGT5	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Endothelial	0.3529202381019263	1.0	1000	0.6265230217457798	7	DONE	DONE	0.6265230217457798	11.0	Fibroblast/CAF	Endothelial	0.7053779329113431	1.0	1000	0.6116463556204769	6	DONE	DONE	0.6116463556204769	13.0	Fibroblast/CAF	Endothelial	0.2895222252124743	0.98	1000	0.4410260131658874	8	DONE	DONE	0.4410260131658874	7.0
UniProtKB:P32189	PDAC	GK	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	Myeloid	Ductal (unresolved)	0.5214984936591798	1.0	1000	0.5823320847338406	7	DONE	DONE	0.5823320847338406	20.0	Myeloid	T/NK	0.4800362061816704	1.0	1000	0.4508143231772984	6	DONE	DONE	0.4508143231772984	13.0	Myeloid	Normal epithelial (author)	0.1778295419624919	0.998	1000	0.3456606098660071	8	DONE	DONE	0.3089982393324481	20.0
