gene	subtype	scope	status	reason	top	second	effect	gap	n	detection
PANK3	TNBC	shared_celltypes	DONE		Endothelial	Malignant_epithelial	0.0919718165247168	0.018209016676639392	9	0.0928494839557177
PCYT1A	ER+	all_evaluable_celltypes	DONE		Endothelial	Myeloid	0.102364061887208	0.0007238637548632881	11	0.1107687805717737
PCYT1A	ER+	shared_celltypes	DONE		Endothelial	Myeloid	0.102364061887208	0.0007238637548632881	11	0.1107687805717737
PCYT1A	HER2+	all_evaluable_celltypes	DONE		Endothelial	Fibroblasts	0.1530732781607218	0.0395432218422878	4	0.1787484107785911
PCYT1A	HER2+	shared_celltypes	DONE		Endothelial	Fibroblasts	0.1530732781607218	0.0395432218422878	4	0.1787484107785911
PCYT1A	TNBC	all_evaluable_celltypes	DONE		Endothelial	Myeloid	0.1110826975031377	0.0083342826564691	9	0.1113362051852834
PCYT1A	TNBC	shared_celltypes	DONE		Endothelial	Myeloid	0.1110826975031377	0.0083342826564691	9	0.1113362051852834
PCYT1B	ER+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0040731491918486	0.0036376978847099005	11	0.0039830687796889
PCYT1B	ER+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0040731491918486	0.0036376978847099005	11	0.0039830687796889
PCYT1B	HER2+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.001620256571992	0.0007164876832843	4	0.0031645569620253
PCYT1B	HER2+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.001620256571992	0.0007164876832843	4	0.0031645569620253
PCYT1B	TNBC	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Fibroblasts	0.0227969060842012	0.021809412250742	4	0.0117772108843537
PCYT1B	TNBC	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0009874938334592	0.0003453255778275	9	0.0013502285875596
PCYT2	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1157163224569418	0.016031176080149895	9	0.1684861049520346
PCYT2	ER+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.1157163224569418	0.0644419656494111	9	0.1684861049520346
PCYT2	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.1938529457317959	0.1398921486266744	3	0.3873706392148988
PCYT2	HER2+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.1938529457317959	0.1398921486266744	3	0.3873706392148988
PCYT2	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.2111762582106585	0.1651110047587212	8	0.2812266270042125
PCYT2	TNBC	shared_celltypes	DONE		Malignant_epithelial	T_NK_cells	0.2111762582106585	0.1665294844816335	8	0.2812266270042125
PEPD	ER+	all_evaluable_celltypes	DONE		Myeloid	Nonmalignant_epithelial	0.3259828749103249	0.05609398828987089	11	0.2898055061430022
PEPD	ER+	shared_celltypes	DONE		Myeloid	Endothelial	0.3259828749103249	0.06043151482966158	11	0.2898055061430022
PEPD	HER2+	all_evaluable_celltypes	DONE		Myeloid	Fibroblasts	0.3578120938152013	0.08931843573024278	5	0.4082926383336779
PEPD	HER2+	shared_celltypes	DONE		Myeloid	Fibroblasts	0.3578120938152013	0.08931843573024278	5	0.4082926383336779
PEPD	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.3420229741452351	0.03390095060891529	8	0.4103632061463518
PEPD	TNBC	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.3420229741452351	0.03390095060891529	8	0.4103632061463518
PFKL	ER+	all_evaluable_celltypes	DONE		Endothelial	Myeloid	0.3110302582596336	0.015438979400825614	11	0.2676078760652336
PFKL	ER+	shared_celltypes	DONE		Endothelial	Myeloid	0.3110302582596336	0.015438979400825614	11	0.2676078760652336
PFKL	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.4807719494954228	0.11077392851994178	3	0.620479386534892
PFKL	HER2+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.4807719494954228	0.11077392851994178	3	0.620479386534892
PFKL	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.3789689239519548	0.05599754519088013	8	0.4463443526158331
PFKL	TNBC	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.3789689239519548	0.05599754519088013	8	0.4463443526158331
PFKM	ER+	all_evaluable_celltypes	DONE		Fibroblasts	Perivascular	0.1103008031921818	0.0013472217778576073	9	0.1155281889119047
PFKM	ER+	shared_celltypes	DONE		Fibroblasts	Perivascular	0.1103008031921818	0.0013472217778576073	9	0.1155281889119047
PFKM	HER2+	all_evaluable_celltypes	DONE		Fibroblasts	Endothelial	0.0982904851329869	0.0261898587426891	5	0.132861289133236
PFKM	HER2+	shared_celltypes	DONE		Fibroblasts	Endothelial	0.0982904851329869	0.0261898587426891	5	0.132861289133236
PFKM	TNBC	all_evaluable_celltypes	DONE		Perivascular	Fibroblasts	0.1268184840663718	0.03043407919995901	9	0.1146105299681615
PFKM	TNBC	shared_celltypes	DONE		Perivascular	Fibroblasts	0.1268184840663718	0.03043407919995901	9	0.1146105299681615
PFKP	ER+	all_evaluable_celltypes	DONE		Endothelial	Nonmalignant_epithelial	0.1375633935151123	0.052857338252443695	11	0.1363007231131362
PFKP	ER+	shared_celltypes	DONE		Endothelial	T_NK_cells	0.1375633935151123	0.0545233401385445	11	0.1363007231131362
PFKP	HER2+	all_evaluable_celltypes	DONE		T_NK_cells	Perivascular	0.1308186348757467	0.00022440413977109497	5	0.0990265914900448
PFKP	HER2+	shared_celltypes	DONE		T_NK_cells	Perivascular	0.1308186348757467	0.00022440413977109497	5	0.0990265914900448
PFKP	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Endothelial	0.2964073039546939	0.1548854404185166	8	0.3255033568451907
PFKP	TNBC	shared_celltypes	DONE		Malignant_epithelial	Endothelial	0.2964073039546939	0.1548854404185166	8	0.3255033568451907
PGD	ER+	all_evaluable_celltypes	DONE		Myeloid	Nonmalignant_epithelial	0.3298579961706314	0.09732942563222607	11	0.2878683126529173
PGD	ER+	shared_celltypes	DONE		Myeloid	Malignant_epithelial	0.3298579961706314	0.13850663103988728	11	0.2878683126529173
PGD	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.5387850836931706	0.0783979694080042	3	0.6017073102429616
PGD	HER2+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.5387850836931706	0.0783979694080042	3	0.6017073102429616
PGD	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.5690157052196667	0.14022748944130953	8	0.4969062454777787
PGD	TNBC	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.5690157052196667	0.14022748944130953	8	0.4969062454777787
PGM3	ER+	all_evaluable_celltypes	DONE		Fibroblasts	Nonmalignant_epithelial	0.1807931473538527	0.050688910648392205	9	0.1786306529035388
PGM3	ER+	shared_celltypes	DONE		Fibroblasts	Malignant_epithelial	0.1807931473538527	0.05443688649737721	9	0.1786306529035388
PGM3	HER2+	all_evaluable_celltypes	DONE		Fibroblasts	Malignant_epithelial	0.2012197141826802	0.015664216834719108	5	0.2601820042298109
PGM3	HER2+	shared_celltypes	DONE		Fibroblasts	Malignant_epithelial	0.2012197141826802	0.015664216834719108	5	0.2601820042298109
PGM3	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.1987381083238099	0.014479430966867879	8	0.2805867510469631
PGM3	TNBC	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.1987381083238099	0.014479430966867879	8	0.2805867510469631
PMM1	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Fibroblasts	0.1926149987818589	0.037385912500954105	4	0.307329259712616
PMM1	ER+	shared_celltypes	DONE		Fibroblasts	Malignant_epithelial	0.1552290862809048	0.007118826148423796	9	0.1693917288093771
PMM1	HER2+	all_evaluable_celltypes	DONE		Perivascular	Fibroblasts	0.2078334453494597	0.005546367983414291	4	0.2275354128993369
PMM1	HER2+	shared_celltypes	DONE		Perivascular	Fibroblasts	0.2078334453494597	0.005546367983414291	4	0.2275354128993369
PMM1	TNBC	all_evaluable_celltypes	DONE		Fibroblasts	Malignant_epithelial	0.214284570231878	0.028908840985582884	9	0.2072166964925081
PMM1	TNBC	shared_celltypes	DONE		Fibroblasts	Malignant_epithelial	0.214284570231878	0.028908840985582884	9	0.2072166964925081
PMM2	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1691243454840047	0.08034444227979971	9	0.2224506865320665
PMM2	ER+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.1691243454840047	0.097783215322836	9	0.2224506865320665
PMM2	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.2265401085337143	0.09481262210952421	3	0.4319090965336122
PMM2	HER2+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.2265401085337143	0.09481262210952421	3	0.4319090965336122
PMM2	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Plasma_cells	0.1718112775675359	0.034504648860275405	8	0.2849512022861699
PMM2	TNBC	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.1718112775675359	0.06961071983898709	8	0.2849512022861699
PNP	ER+	all_evaluable_celltypes	DONE		Endothelial	B_cells	0.6573183870666581	0.3779990649196807	11	0.4338537490516475
PNP	ER+	shared_celltypes	DONE		Endothelial	B_cells	0.6573183870666581	0.3779990649196807	11	0.4338537490516475
PNP	HER2+	all_evaluable_celltypes	DONE		Endothelial	Myeloid	0.9279295338709702	0.5174826704303326	4	0.5767416088551275
PNP	HER2+	shared_celltypes	DONE		Endothelial	Myeloid	0.9279295338709702	0.5174826704303326	4	0.5767416088551275
PNP	TNBC	all_evaluable_celltypes	DONE		Endothelial	Myeloid	0.7610148558251013	0.5093144253563778	9	0.4672191434838527
PNP	TNBC	shared_celltypes	DONE		Endothelial	Myeloid	0.7610148558251013	0.5093144253563778	9	0.4672191434838527
PPA1	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	1.1861639670146904	0.4119027812623266	4	0.8167671576801407
PPA1	ER+	shared_celltypes	DONE		Malignant_epithelial	Endothelial	0.7742611857523638	0.07210133500574822	9	0.6403970136771662
PPA1	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	1.447614963824286	0.6841050857531021	3	0.8845681147476993
PPA1	HER2+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	1.447614963824286	0.6841050857531021	3	0.8845681147476993
PPA1	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	1.3233543026521428	0.0433389442563934	8	0.7858280314622546
PPA1	TNBC	shared_celltypes	DONE		Malignant_epithelial	Endothelial	1.3233543026521428	0.6446101003478348	8	0.7858280314622546
PPA2	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.5723766897864155	0.19120587965881214	4	0.6331225154148264
PPA2	ER+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.3811708101276034	0.1750402650164898	9	0.4013171657241908
PPA2	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Perivascular	0.4627699911610012	0.24227218844510082	3	0.6227198611051487
PPA2	HER2+	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.4627699911610012	0.24227218844510082	3	0.6227198611051487
PPA2	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.4431610305031541	0.02955247519865939	8	0.4763668690901118
PPA2	TNBC	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.4431610305031541	0.2475744480526903	8	0.4763668690901118
PRODH	ER+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0067428810239379	0.0054648991030432	9	0.0086559154229663
PRODH	ER+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0067428810239379	0.0062545003588283	9	0.0086559154229663
PRODH	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Endothelial	0.0411596499528474	0.0403121354262126	3	0.1032380923258225
PRODH	HER2+	shared_celltypes	DONE		Malignant_epithelial	Endothelial	0.0411596499528474	0.0403121354262126	3	0.1032380923258225
PRODH	TNBC	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.0098363286657772	0.006241447508111701	4	0.0124124318601612
PRODH	TNBC	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0035948811576655	0.0018190877875220999	8	0.0063905461919226
PRODH2	ER+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	2.005029077896537e-05	2.005029077896537e-05	9	2.7414535186555912e-05
PRODH2	ER+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	2.005029077896537e-05	2.005029077896537e-05	9	2.7414535186555912e-05
PRODH2	HER2+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0003632271740579	0.0003632271740579	5	0.0022522522522522
PRODH2	HER2+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0003632271740579	0.0003632271740579	5	0.0022522522522522
PRODH2	TNBC	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0001789011459759	0.0001789011459759	10	0.0002087682672233
PRODH2	TNBC	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0001789011459759	0.0001789011459759	10	0.0002087682672233
PTGS1	ER+	all_evaluable_celltypes	DONE		Myeloid	B_cells	0.2061086351264878	0.1703539091581009	11	0.1941879200493126
PTGS1	ER+	shared_celltypes	DONE		Myeloid	B_cells	0.2061086351264878	0.1703539091581009	11	0.1941879200493126
PTGS1	HER2+	all_evaluable_celltypes	DONE		Myeloid	Endothelial	0.2273481031649832	0.1913265866853196	5	0.3127135715863486
PTGS1	HER2+	shared_celltypes	DONE		Myeloid	Endothelial	0.2273481031649832	0.1913265866853196	5	0.3127135715863486
PTGS1	TNBC	all_evaluable_celltypes	DONE		Myeloid	B_cells	0.1739022457896984	0.11883862469505571	10	0.1785517876888281
PTGS1	TNBC	shared_celltypes	DONE		Myeloid	B_cells	0.1739022457896984	0.11883862469505571	10	0.1785517876888281
PTGS2	ER+	all_evaluable_celltypes	DONE		Myeloid	Fibroblasts	0.2540279654556603	0.1571946634083689	11	0.1698878318584648
PTGS2	ER+	shared_celltypes	DONE		Myeloid	Fibroblasts	0.2540279654556603	0.1571946634083689	11	0.1698878318584648
PTGS2	HER2+	all_evaluable_celltypes	DONE		Myeloid	Fibroblasts	0.3981223440131942	0.280529660983677	5	0.288685541347648
PTGS2	HER2+	shared_celltypes	DONE		Myeloid	Fibroblasts	0.3981223440131942	0.280529660983677	5	0.288685541347648
PTGS2	TNBC	all_evaluable_celltypes	DONE		Myeloid	Endothelial	0.2511408883156135	0.1903872611059051	10	0.1620546007592473
PTGS2	TNBC	shared_celltypes	DONE		Myeloid	Endothelial	0.2511408883156135	0.1903872611059051	10	0.1620546007592473
PUDP	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Endothelial	0.0677358944814262	0.020643407512057295	9	0.102248581730784
PUDP	ER+	shared_celltypes	DONE		Malignant_epithelial	Endothelial	0.0677358944814262	0.020643407512057295	9	0.102248581730784
PUDP	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.0963375515260697	0.0404443392460074	3	0.2323133863691386
PUDP	HER2+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.0963375515260697	0.0404443392460074	3	0.2323133863691386
PUDP	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.0587797154173355	0.0008001109524416045	8	0.1123485708966508
PUDP	TNBC	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.0587797154173355	0.0008001109524416045	8	0.1123485708966508
PYCR1	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.4578978687063056	0.2525643989391304	9	0.4700225211490905
PYCR1	ER+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.4578978687063056	0.26004835229754053	9	0.4700225211490905
PYCR1	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.7762309984112673	0.4850311643964279	3	0.7145536647892626
PYCR1	HER2+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.7762309984112673	0.4850311643964279	3	0.7145536647892626
PYCR1	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.6191803218359346	0.42734476805639077	8	0.5619154128663437
PYCR1	TNBC	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.6191803218359346	0.42734476805639077	8	0.5619154128663437
PYCR2	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1656385601259239	0.02373801842301021	9	0.1971501659260458
PYCR2	ER+	shared_celltypes	DONE		Malignant_epithelial	Endothelial	0.1656385601259239	0.061495104893276795	9	0.1971501659260458
PYCR2	HER2+	all_evaluable_celltypes	DONE		Endothelial	Malignant_epithelial	0.0897548904922197	0.0006608899909985033	4	0.1215057615691581
PYCR2	HER2+	shared_celltypes	DONE		Endothelial	Malignant_epithelial	0.0897548904922197	0.0006608899909985033	4	0.1215057615691581
PYCR2	TNBC	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.1286139406848747	0.01067577646570339	4	0.1553160336982475
PYCR2	TNBC	shared_celltypes	DONE		Malignant_epithelial	T_NK_cells	0.1179381642191713	0.0325660154276331	8	0.1829338922818797
PYCR3	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.1380823490760448	0.0863904867684579	9	0.1766760881235442
PYCR3	ER+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.1380823490760448	0.1091351189671242	9	0.1766760881235442
PYCR3	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.1035272518322644	0.06366413565563259	3	0.238163478426668
PYCR3	HER2+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.1035272518322644	0.06366413565563259	3	0.238163478426668
PYCR3	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.0788252140697081	0.029727347246393004	8	0.146740792402408
PYCR3	TNBC	shared_celltypes	DONE		Malignant_epithelial	B_cells	0.0788252140697081	0.0416021657819349	8	0.146740792402408
RBKS	ER+	all_evaluable_celltypes	DONE		Endothelial	Myeloid	0.2967830915655081	0.0009614743749419841	11	0.1843363380061365
RBKS	ER+	shared_celltypes	DONE		Endothelial	Myeloid	0.2967830915655081	0.0009614743749419841	11	0.1843363380061365
RBKS	HER2+	all_evaluable_celltypes	DONE		Myeloid	Endothelial	0.4129723897300698	0.041966839011168156	5	0.3055165306341776
RBKS	HER2+	shared_celltypes	DONE		Myeloid	Endothelial	0.4129723897300698	0.041966839011168156	5	0.3055165306341776
RBKS	TNBC	all_evaluable_celltypes	DONE		Myeloid	Endothelial	0.3284280873724227	0.11976255583695869	10	0.2239158799027013
RBKS	TNBC	shared_celltypes	DONE		Myeloid	Endothelial	0.3284280873724227	0.11976255583695869	10	0.2239158799027013
RFK	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Endothelial	0.2098650782146957	0.0024627974574628897	9	0.2599986820267596
RFK	ER+	shared_celltypes	DONE		Malignant_epithelial	Endothelial	0.2098650782146957	0.0024627974574628897	9	0.2599986820267596
RFK	HER2+	all_evaluable_celltypes	DONE		Endothelial	Malignant_epithelial	0.2068479687204405	0.004620823806715496	4	0.2296893896230166
RFK	HER2+	shared_celltypes	DONE		Endothelial	Malignant_epithelial	0.2068479687204405	0.004620823806715496	4	0.2296893896230166
RFK	TNBC	all_evaluable_celltypes	DONE		Endothelial	Malignant_epithelial	0.2005562930023415	0.028922718464501507	9	0.1815248824758925
RFK	TNBC	shared_celltypes	DONE		Endothelial	Malignant_epithelial	0.2005562930023415	0.028922718464501507	9	0.1815248824758925
SDHA	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.2943388451414858	0.038909101004434565	4	0.4382057796612769
SDHA	ER+	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.2554297441370512	0.046186862123598516	9	0.3002086328224353
SDHA	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Perivascular	0.436935952688019	0.2027128533521008	3	0.6077783067514303
SDHA	HER2+	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.436935952688019	0.2027128533521008	3	0.6077783067514303
SDHA	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Perivascular	0.3481979946135484	0.05133078778655459	8	0.41465934990556
SDHA	TNBC	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.3481979946135484	0.05133078778655459	8	0.41465934990556
SDHB	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.384950415547209	0.08030479676386937	4	0.5427304098336012
SDHB	ER+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.3046456187833396	0.00373877426296082	9	0.3537665159993909
SDHB	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.5873045837677666	0.1796344322808907	3	0.6879867299724088
SDHB	HER2+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.5873045837677666	0.1796344322808907	3	0.6879867299724088
SDHB	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.5339806278229076	0.16485316488294377	8	0.5560012784515496
SDHB	TNBC	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.5339806278229076	0.16485316488294377	8	0.5560012784515496
SDHC	ER+	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.8859274940970642	0.17655948807506217	9	0.6958481732142379
SDHC	ER+	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.8859274940970642	0.46712027259482847	9	0.6958481732142379
SDHC	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.8832776417307339	0.4742946399029125	3	0.7957864959980635
SDHC	HER2+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.8832776417307339	0.4742946399029125	3	0.7957864959980635
SDHC	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.9802875707834046	0.2401960268826373	8	0.7082158140669923
SDHC	TNBC	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.9802875707834046	0.5110945520272611	8	0.7082158140669923
SDHD	ER+	all_evaluable_celltypes	DONE		Myeloid	Perivascular	0.4008823350722243	0.033401758300361795	11	0.3172721588715136
SDHD	ER+	shared_celltypes	DONE		Myeloid	Perivascular	0.4008823350722243	0.033401758300361795	11	0.3172721588715136
SDHD	HER2+	all_evaluable_celltypes	DONE		Myeloid	Malignant_epithelial	0.3382879130485366	0.012725171298777316	5	0.3843238388901863
SDHD	HER2+	shared_celltypes	DONE		Myeloid	Malignant_epithelial	0.3382879130485366	0.012725171298777316	5	0.3843238388901863
SDHD	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.360198021027262	0.026564290659571888	8	0.3452428166731027
SDHD	TNBC	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.360198021027262	0.026564290659571888	8	0.3452428166731027
SHMT1	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.1259836564389931	0.05156887003583219	4	0.2581975246263115
SHMT1	ER+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.0744147864031609	0.027376477314616503	9	0.1119463062178666
SHMT1	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.0587462490537079	0.0312803566027646	3	0.1479203966442631
SHMT1	HER2+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.0587462490537079	0.0312803566027646	3	0.1479203966442631
SHMT1	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Nonmalignant_epithelial	0.0827583296909346	0.006694205043402401	8	0.1431216295497235
SHMT1	TNBC	shared_celltypes	DONE		Malignant_epithelial	Endothelial	0.0827583296909346	0.037843187245769405	8	0.1431216295497235
SHMT2	ER+	all_evaluable_celltypes	DONE		Myeloid	Nonmalignant_epithelial	0.1604435277728599	0.00047805969081968214	11	0.1726278741490771
SHMT2	ER+	shared_celltypes	DONE		Myeloid	Malignant_epithelial	0.1604435277728599	0.00519532846891399	11	0.1726278741490771
SHMT2	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Myeloid	0.3333752114775528	0.15311026441955727	3	0.5212265734628047
SHMT2	HER2+	shared_celltypes	DONE		Malignant_epithelial	Myeloid	0.3333752114775528	0.15311026441955727	3	0.5212265734628047
SHMT2	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.352168978773678	0.12652908444434496	8	0.4046950821144698
SHMT2	TNBC	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.352168978773678	0.12652908444434496	8	0.4046950821144698
SLC13A3	ER+	all_evaluable_celltypes	DONE		Fibroblasts	Malignant_epithelial	0.0177289239536423	0.0119234277963399	9	0.0177736135432897
SLC13A3	ER+	shared_celltypes	DONE		Fibroblasts	Malignant_epithelial	0.0177289239536423	0.0119234277963399	9	0.0177736135432897
SLC13A3	HER2+	all_evaluable_celltypes	DONE		Malignant_epithelial	Perivascular	0.029770068256961	0.016826030432953804	3	0.0893101373595375
SLC13A3	HER2+	shared_celltypes	DONE		Malignant_epithelial	Perivascular	0.029770068256961	0.016826030432953804	3	0.0893101373595375
SLC13A3	TNBC	all_evaluable_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.0223725854997475	0.007122121713390701	8	0.0500993365710451
SLC13A3	TNBC	shared_celltypes	DONE		Malignant_epithelial	Fibroblasts	0.0223725854997475	0.007122121713390701	8	0.0500993365710451
SLC22A2	ER+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0011567077115357	0.000581482290749	9	0.001447264992833
SLC22A2	ER+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0011567077115357	0.000581482290749	9	0.001447264992833
SLC22A2	HER2+	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0005565629722442	0.0005565629722442	5	0.0021871280734806
SLC22A2	HER2+	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0005565629722442	0.0005565629722442	5	0.0021871280734806
SLC22A2	TNBC	all_evaluable_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0019311742583814	0.0016481134737729999	9	0.0008680555555555
SLC22A2	TNBC	shared_celltypes	NOT_EVALUABLE	low_detection	NA	NA	0.0019311742583814	0.0016481134737729999	9	0.0008680555555555
SLC22A4	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Endothelial	0.0395477791620131	0.014525242954138904	4	0.071131696406468
SLC22A4	ER+	shared_celltypes	DONE		Endothelial	Malignant_epithelial	0.0250225362078742	0.002961776485920997	11	0.0279460372724807
SLC22A4	HER2+	all_evaluable_celltypes	DONE		Endothelial	Myeloid	0.0366594188700482	0.016610929106973	4	0.0476106102824955
SLC22A4	HER2+	shared_celltypes	DONE		Endothelial	Myeloid	0.0366594188700482	0.016610929106973	4	0.0476106102824955
SLC22A4	TNBC	all_evaluable_celltypes	DONE		Endothelial	Nonmalignant_epithelial	0.0301189231109937	0.0077691476357045	9	0.0352704400167809
SLC22A4	TNBC	shared_celltypes	DONE		Endothelial	Myeloid	0.0301189231109937	0.010343009549225398	9	0.0352704400167809
SLC25A10	ER+	all_evaluable_celltypes	DONE		Nonmalignant_epithelial	Malignant_epithelial	0.0675011849779937	0.007498741419938108	4	0.1140879739633937
