cancer	cohort	feature_name	metabolite_key	gene	relation_id	relation_type	original_effect	original_q	compartment	reaction_roles	source_urls	rhea_ids	has_human_experimental_annotation	identity_note	cosubstrate_context	mapping_version	status
PDAC	PDAC	1-oleoylglycerol (1-monoolein)	NAME:1-oleoylglycerol (1-monoolein)	AWAT2	73c4128787c5a2f3	DIRECT_REACTION	NA	NA	Endoplasmic reticulum membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q6E213/entry	RHEA:37915	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	1-oleoylglycerol (1-monoolein)	NAME:1-oleoylglycerol (1-monoolein)	DGAT1	1130a169b391ac63	DIRECT_REACTION	NA	NA	Endoplasmic reticulum membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/O75907/entry	RHEA:37915	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	1-oleoylglycerol (1-monoolein)	NAME:1-oleoylglycerol (1-monoolein)	DGAT2	f566ce42ca76125d	DIRECT_REACTION	NA	NA	Endoplasmic reticulum membrane; Lipid droplet; Cytoplasm, perinuclear region	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q96PD7/entry	RHEA:37915	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	1-oleoylglycerol (1-monoolein)	NAME:1-oleoylglycerol (1-monoolein)	DGAT2L6	7e19ac8b667d54c4	DIRECT_REACTION	NA	NA	Endoplasmic reticulum membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q6ZPD8/entry	RHEA:37915	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	1-oleoylglycerol (1-monoolein)	NAME:1-oleoylglycerol (1-monoolein)	LIPA	3145f9f521238ebf	DIRECT_REACTION	NA	NA	Lysosome	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/P38571/entry	RHEA:39939;RHEA:40967	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	1-oleoylglycerol (1-monoolein)	NAME:1-oleoylglycerol (1-monoolein)	MGLL	cd1df0f8564eb6dc	DIRECT_REACTION	NA	NA	Cytoplasm, cytosol; Membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q99685/entry	RHEA:38487	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	1-oleoylglycerol (1-monoolein)	NAME:1-oleoylglycerol (1-monoolein)	MOGAT2	b7a4359c12bf4aaa	DIRECT_REACTION	NA	NA	Endoplasmic reticulum membrane; Cytoplasm, perinuclear region	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q3SYC2/entry	RHEA:37915	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	1-oleoylglycerol (1-monoolein)	NAME:1-oleoylglycerol (1-monoolein)	PNLIPRP2	badc9656f792e221	DIRECT_REACTION	NA	NA	Secreted; Zymogen granule membrane; Cell projection, neuron projection	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/P54317/entry	RHEA:38487	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	1-oleoylglycerol (1-monoolein)	NAME:1-oleoylglycerol (1-monoolein)	PNPLA2	4778c1ad986b531b	DIRECT_REACTION	NA	NA	Lipid droplet; Cell membrane; Cytoplasm	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q96AD5/entry	RHEA:38323;RHEA:38327;RHEA:38331	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	1-oleoylglycerol (1-monoolein)	NAME:1-oleoylglycerol (1-monoolein)	PNPLA3	b32d1c1acc2b8217	DIRECT_REACTION	NA	NA	Membrane; Lipid droplet	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q9NST1/entry	RHEA:38323;RHEA:38327;RHEA:38331	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	1-oleoylglycerol (1-monoolein)	NAME:1-oleoylglycerol (1-monoolein)	PNPLA4	f21f191179b76a03	DIRECT_REACTION	NA	NA	Mitochondrion	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/P41247/entry	RHEA:38323;RHEA:38327;RHEA:38331	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	1-oleoylglycerol (1-monoolein)	NAME:1-oleoylglycerol (1-monoolein)	PNPLA6	0dccba60c44872dc	DIRECT_REACTION	NA	NA	Endoplasmic reticulum membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q8IY17/entry	RHEA:38487	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2'-deoxycytidine 5'-monophosphate	KEGG:C00239	AK4	06aa70a038d72feb	DIRECT_REACTION	-1.43991813923639	0.0204595468994069	Mitochondrion matrix	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/P27144/entry	RHEA:25094	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2'-deoxycytidine 5'-monophosphate	KEGG:C00239	AK9	827fb326cb828c22	DIRECT_REACTION	-1.43991813923639	0.0204595468994069	Cytoplasm; Nucleus; Cell projection, cilium, flagellum	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q5TCS8/entry	RHEA:25094	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2'-deoxycytidine 5'-monophosphate	KEGG:C00239	CMPK2	4e8bba84f6d0b093	DIRECT_REACTION	-1.43991813923639	0.0204595468994069	Mitochondrion	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q5EBM0/entry	RHEA:25094	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2'-deoxycytidine 5'-monophosphate	KEGG:C00239	DCK	50ce4159f30bf050	DIRECT_REACTION	-1.43991813923639	0.0204595468994069	Nucleus	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/P27707/entry	RHEA:20061	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2'-deoxycytidine 5'-monophosphate	KEGG:C00239	DCTD	ae3f341b021c2678	DIRECT_REACTION	-1.43991813923639	0.0204595468994069	NOT_SPECIFIED	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/P32321/entry	RHEA:22924	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2'-deoxycytidine 5'-monophosphate	KEGG:C00239	DCTPP1	ec71abfba826ef4c	DIRECT_REACTION	-1.43991813923639	0.0204595468994069	Mitochondrion; Nucleus; Cytoplasm, cytosol	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q9H773/entry	RHEA:22636	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2'-deoxycytidine 5'-monophosphate	KEGG:C00239	NT5C1A	76875f763e53e3b6	DIRECT_REACTION	-1.43991813923639	0.0204595468994069	Cytoplasm	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q9BXI3/entry	RHEA:29363	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2'-deoxycytidine 5'-monophosphate	KEGG:C00239	NT5E	8c9e2edd87171a90	DIRECT_REACTION	-1.43991813923639	0.0204595468994069	Cell membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/P21589/entry	RHEA:29363	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2'-deoxycytidine 5'-monophosphate	KEGG:C00239	SLC25A36	f4be218bc6fabb2a	DIRECT_TRANSPORT	-1.43991813923639	0.0204595468994069	Mitochondrion inner membrane	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q96CQ1/entry	RHEA:73615	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2'-deoxycytidine 5'-monophosphate	KEGG:C00239	TK2	c16d1133f4d6f20b	DIRECT_REACTION	-1.43991813923639	0.0204595468994069	Mitochondrion	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/O00142/entry	RHEA:46040	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2'-deoxyguanosine	KEGG:C00330	DCK	833b33ed2ad7d6fd	DIRECT_REACTION	-1.43159599472359	0.0204595468994069	Nucleus	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/P27707/entry	RHEA:19201	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2'-deoxyguanosine	KEGG:C00330	DGUOK	4c5e0f590692ce39	DIRECT_REACTION	-1.43159599472359	0.0204595468994069	Mitochondrion	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q16854/entry	RHEA:19201	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2'-deoxyguanosine	KEGG:C00330	NT5C2	44fb6ac1510097fd	DIRECT_REACTION	-1.43159599472359	0.0204595468994069	Cytoplasm, cytosol	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/P49902/entry	RHEA:29379;RHEA:69580	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2'-deoxyguanosine	KEGG:C00330	NT5M	e62d5a44b27a7aef	DIRECT_REACTION	-1.43159599472359	0.0204595468994069	Mitochondrion	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q9NPB1/entry	RHEA:29379	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2'-deoxyguanosine	KEGG:C00330	SAMHD1	639d22f07ec03330	DIRECT_REACTION	-1.43159599472359	0.0204595468994069	Nucleus; Chromosome	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q9Y3Z3/entry	RHEA:15193	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2'-deoxyguanosine	KEGG:C00330	SLC22A7	10899ca522271d3f	DIRECT_TRANSPORT	-1.43159599472359	0.0204595468994069	Basolateral cell membrane; Apical cell membrane; Cell membrane; Cytoplasm, cytosol	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q9Y694/entry	RHEA:76215	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2'-deoxyinosine	KEGG:C05512	ADA	bc3e81a581c82f68	DIRECT_REACTION	-1.38035877297381	0.0204595468994069	Cell membrane; Cell junction; Cytoplasmic vesicle lumen; Cytoplasm; Lysosome	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/P00813/entry	RHEA:28190	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2'-deoxyinosine	KEGG:C05512	NT5C2	1b89180890ed2b03	DIRECT_REACTION	-1.38035877297381	0.0204595468994069	Cytoplasm, cytosol	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/P49902/entry	RHEA:69572	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-linoleoylglycerol (2-monolinolein)	HMDB:HMDB11538	ABHD12	08aa7e3a9b4d226b	DIRECT_REACTION	-0.929421885080316	0.038488432104132	Endoplasmic reticulum membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	RHEA:44732	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-linoleoylglycerol (2-monolinolein)	HMDB:HMDB11538	ABHD16A	2b5e4216eab26af1	DIRECT_REACTION	-0.929421885080316	0.038488432104132	Membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/O95870/entry	RHEA:44732	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-linoleoylglycerol (2-monolinolein)	HMDB:HMDB11538	ABHD6	7ad491a39cfd2e47	DIRECT_REACTION	-0.929421885080316	0.038488432104132	Late endosome membrane; Lysosome membrane; Mitochondrion membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q9BV23/entry	RHEA:44732	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-linoleoylglycerol (2-monolinolein)	HMDB:HMDB11538	DAGLA	33d5dd5921136cdb	DIRECT_REACTION	-0.929421885080316	0.038488432104132	Cell membrane; Postsynaptic density membrane; Early endosome membrane; Cell projection, dendritic spine membrane	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q9Y4D2/entry	RHEA:38523	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-linoleoylglycerol (2-monolinolein)	HMDB:HMDB11538	DAGLB	ab9b4e9af0add418	DIRECT_REACTION	-0.929421885080316	0.038488432104132	Cell membrane	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q8NCG7/entry	RHEA:38523	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-linoleoylglycerol (2-monolinolein)	HMDB:HMDB11538	MGLL	0f02afc713398cba	DIRECT_REACTION	-0.929421885080316	0.038488432104132	Cytoplasm, cytosol; Membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q99685/entry	RHEA:44732	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	ABHD12	6ecea1daf4dde8e6	DIRECT_REACTION	-0.949440922097222	0.038488432104132	Endoplasmic reticulum membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	RHEA:38491	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	ABHD16A	afbb37e6d5bbd77a	DIRECT_REACTION	-0.949440922097222	0.038488432104132	Membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/O95870/entry	RHEA:38491	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	ABHD6	4bd5f1d686d9465f	DIRECT_REACTION	-0.949440922097222	0.038488432104132	Late endosome membrane; Lysosome membrane; Mitochondrion membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q9BV23/entry	RHEA:38491	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	AWAT2	d0c4c0424a60cc22	DIRECT_REACTION	-0.949440922097222	0.038488432104132	Endoplasmic reticulum membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q6E213/entry	RHEA:38071	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	DAGLA	9900a0fb00e28347	DIRECT_REACTION	-0.949440922097222	0.038488432104132	Cell membrane; Postsynaptic density membrane; Early endosome membrane; Cell projection, dendritic spine membrane	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q9Y4D2/entry	RHEA:38511	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	DAGLB	6f282b43808dd2c9	DIRECT_REACTION	-0.949440922097222	0.038488432104132	Cell membrane	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q8NCG7/entry	RHEA:38511	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	DGAT1	0f72b63ccb392d9a	DIRECT_REACTION	-0.949440922097222	0.038488432104132	Endoplasmic reticulum membrane	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/O75907/entry	RHEA:37911	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	DGAT2	04dffa41abb908e3	DIRECT_REACTION	-0.949440922097222	0.038488432104132	Endoplasmic reticulum membrane; Lipid droplet; Cytoplasm, perinuclear region	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/Q96PD7/entry	RHEA:37911	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	DGKA	6a018f04ea233f9e	DIRECT_REACTION	-0.949440922097222	0.038488432104132	Cytoplasm, cytosol	WRITTEN_LEFT_SUBSTRATE	https://www.uniprot.org/uniprotkb/P23743/entry	RHEA:63328	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
PDAC	PDAC	2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	LIPE	c952b9601ce6f896	DIRECT_REACTION	-0.949440922097222	0.038488432104132	Cell membrane; Membrane, caveola; Cytoplasm, cytosol; Lipid droplet	WRITTEN_RIGHT_PRODUCT	https://www.uniprot.org/uniprotkb/Q05469/entry	RHEA:38383	True	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	False	PDAC_paired51_mapping_v2	LOCKED_DIRECT_ANNOTATION
