figure_id	title	format	source_commit	sources	source_run	relation_keys	filter	transform	data_tsv	caption	configured_analysis_families
appendix_heat_Wu2021_1	全候选来源热图 / Wu2021	PNG;PDF;SVG	8663004f8d98acaf1368badc7436c84b059e4462	results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Pal2021_reprocessed_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Pal2021_reprocessed_celltype_profiles.tsv	20260919T140105Z_scRNA117_v1;20260922T023000Z_sc39_v1		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_Wu2021_1.tsv	figures/appendix_heat_Wu2021_1_caption_CN.md	"{""metabolite_primary"": ""paired_processed"", ""metabolite_sensitivity"": ""paired_author_available"", ""association_primary"": ""processed_Spearman262"", ""association_sensitivity"": ""available_Spearman262""}"
appendix_heat_Wu2021_2	全候选来源热图 / Wu2021	PNG;PDF;SVG	8663004f8d98acaf1368badc7436c84b059e4462	results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Pal2021_reprocessed_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Pal2021_reprocessed_celltype_profiles.tsv	20260919T140105Z_scRNA117_v1;20260922T023000Z_sc39_v1		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_Wu2021_2.tsv	figures/appendix_heat_Wu2021_2_caption_CN.md	"{""metabolite_primary"": ""paired_processed"", ""metabolite_sensitivity"": ""paired_author_available"", ""association_primary"": ""processed_Spearman262"", ""association_sensitivity"": ""available_Spearman262""}"
appendix_heat_Wu2021_3	全候选来源热图 / Wu2021	PNG;PDF;SVG	8663004f8d98acaf1368badc7436c84b059e4462	results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Pal2021_reprocessed_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Pal2021_reprocessed_celltype_profiles.tsv	20260919T140105Z_scRNA117_v1;20260922T023000Z_sc39_v1		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_Wu2021_3.tsv	figures/appendix_heat_Wu2021_3_caption_CN.md	"{""metabolite_primary"": ""paired_processed"", ""metabolite_sensitivity"": ""paired_author_available"", ""association_primary"": ""processed_Spearman262"", ""association_sensitivity"": ""available_Spearman262""}"
appendix_heat_Wu2021_4	全候选来源热图 / Wu2021	PNG;PDF;SVG	8663004f8d98acaf1368badc7436c84b059e4462	results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Pal2021_reprocessed_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Pal2021_reprocessed_celltype_profiles.tsv	20260919T140105Z_scRNA117_v1;20260922T023000Z_sc39_v1		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_Wu2021_4.tsv	figures/appendix_heat_Wu2021_4_caption_CN.md	"{""metabolite_primary"": ""paired_processed"", ""metabolite_sensitivity"": ""paired_author_available"", ""association_primary"": ""processed_Spearman262"", ""association_sensitivity"": ""available_Spearman262""}"
appendix_heat_Wu2021_5	全候选来源热图 / Wu2021	PNG;PDF;SVG	8663004f8d98acaf1368badc7436c84b059e4462	results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Pal2021_reprocessed_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Pal2021_reprocessed_celltype_profiles.tsv	20260919T140105Z_scRNA117_v1;20260922T023000Z_sc39_v1		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_Wu2021_5.tsv	figures/appendix_heat_Wu2021_5_caption_CN.md	"{""metabolite_primary"": ""paired_processed"", ""metabolite_sensitivity"": ""paired_author_available"", ""association_primary"": ""processed_Spearman262"", ""association_sensitivity"": ""available_Spearman262""}"
appendix_heat_Wu2021_6	全候选来源热图 / Wu2021	PNG;PDF;SVG	8663004f8d98acaf1368badc7436c84b059e4462	results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Pal2021_reprocessed_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Pal2021_reprocessed_celltype_profiles.tsv	20260919T140105Z_scRNA117_v1;20260922T023000Z_sc39_v1		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_Wu2021_6.tsv	figures/appendix_heat_Wu2021_6_caption_CN.md	"{""metabolite_primary"": ""paired_processed"", ""metabolite_sensitivity"": ""paired_author_available"", ""association_primary"": ""processed_Spearman262"", ""association_sensitivity"": ""available_Spearman262""}"
10_source_Pal2021_reprocessed	单细胞来源 / Pal2021_reprocessed	PNG;PDF;SVG	8663004f8d98acaf1368badc7436c84b059e4462	results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Pal2021_reprocessed_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Pal2021_reprocessed_celltype_profiles.tsv	20260919T140105Z_scRNA117_v1;20260922T023000Z_sc39_v1		config examples	原统计值；仅布局与选择	figure_data/10_source_Pal2021_reprocessed.tsv	figures/10_source_Pal2021_reprocessed_caption_CN.md	"{""metabolite_primary"": ""paired_processed"", ""metabolite_sensitivity"": ""paired_author_available"", ""association_primary"": ""processed_Spearman262"", ""association_sensitivity"": ""available_Spearman262""}"
appendix_heat_Pal2021_reprocessed_1	全候选来源热图 / Pal2021_reprocessed	PNG;PDF;SVG	8663004f8d98acaf1368badc7436c84b059e4462	results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Pal2021_reprocessed_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Pal2021_reprocessed_celltype_profiles.tsv	20260919T140105Z_scRNA117_v1;20260922T023000Z_sc39_v1		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_Pal2021_reprocessed_1.tsv	figures/appendix_heat_Pal2021_reprocessed_1_caption_CN.md	"{""metabolite_primary"": ""paired_processed"", ""metabolite_sensitivity"": ""paired_author_available"", ""association_primary"": ""processed_Spearman262"", ""association_sensitivity"": ""available_Spearman262""}"
appendix_heat_Pal2021_reprocessed_2	全候选来源热图 / Pal2021_reprocessed	PNG;PDF;SVG	8663004f8d98acaf1368badc7436c84b059e4462	results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Pal2021_reprocessed_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Pal2021_reprocessed_celltype_profiles.tsv	20260919T140105Z_scRNA117_v1;20260922T023000Z_sc39_v1		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_Pal2021_reprocessed_2.tsv	figures/appendix_heat_Pal2021_reprocessed_2_caption_CN.md	"{""metabolite_primary"": ""paired_processed"", ""metabolite_sensitivity"": ""paired_author_available"", ""association_primary"": ""processed_Spearman262"", ""association_sensitivity"": ""available_Spearman262""}"
appendix_heat_Pal2021_reprocessed_3	全候选来源热图 / Pal2021_reprocessed	PNG;PDF;SVG	8663004f8d98acaf1368badc7436c84b059e4462	results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Wu2021_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260919T140105Z_scRNA117_v1/Pal2021_reprocessed_celltype_profiles.tsv;results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/Pal2021_reprocessed_celltype_profiles.tsv	20260919T140105Z_scRNA117_v1;20260922T023000Z_sc39_v1		config examples	每基因每研究均值除该行最大值；真零保持0；缺测NaN；不重排聚类	figure_data/appendix_heat_Pal2021_reprocessed_3.tsv	figures/appendix_heat_Pal2021_reprocessed_3_caption_CN.md	"{""metabolite_primary"": ""paired_processed"", ""metabolite_sensitivity"": ""paired_author_available"", ""association_primary"": ""processed_Spearman262"", ""association_sensitivity"": ""available_Spearman262""}"
