cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	relation_id	previous_n	previous_effect	previous_p	previous_q	original_CAMP_g	original_CAMP_q	seed	bootstrap_valid	p_origin	design_condition	effect_change	q_threshold_changed
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_PC12	KEGG:C00262	hypoxanthine	PNP	author_case_row	60.0	NA	partial_rank_correlation	0.1917327106783665	-0.0981943573170618	0.4284798549140589	0.1444	0.6262875	available_ER_PC12	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00262|PNP	61.0	0.206518479349493	0.1202	0.5941255813953489	0.74524822904351	9.36398336908454e-05	3621053575.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.77606183259292	-0.0147857686711264	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_MonoEndoFib	KEGG:C00262	hypoxanthine	PNP	author_case_row	60.0	NA	partial_rank_correlation	0.1530163441091211	-0.1452821061698658	0.4221131693211572	0.2618	0.7493696202531647	available_ER_MonoEndoFib	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00262|PNP	61.0	0.1653330055090631	0.2228	0.6812517857142857	0.74524822904351	9.36398336908454e-05	1968792836.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	2.5161007870503527	-0.0123166613999419	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_Spearman	KEGG:C00294	inosine	PNP	author_case_row	60.0	NA	Spearman_rho	-0.1438732981383718	-0.3964867169333663	0.1179654766851944	0.2715	0.485925	processed_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00294|PNP	61.0	-0.1206768905341089	0.3565	0.54705	-0.420184128839344	0.0224299489063582	3828580517.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	-0.0231964076042628	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_Spearman	KEGG:C00294	inosine	PNP	author_case_row	60.0	NA	Spearman_rho	-0.1438732981383718	-0.3887967240202479	0.1198749686569231	0.2753	0.5205164835164835	available_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00294|PNP	61.0	-0.1206768905341089	0.356	0.5853461538461538	-0.420184128839344	0.0224299489063582	750303986.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	-0.0231964076042628	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_ER	KEGG:C00294	inosine	PNP	author_case_row	60.0	NA	partial_rank_correlation	-0.1250562220874481	-0.3855894040821194	0.1315778781220859	0.3464	0.5695615384615385	processed_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00294|PNP	61.0	-0.0946362849783293	0.4647	0.6550829268292683	-0.420184128839344	0.0224299489063582	1282100321.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	-0.0304199371091188	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER	KEGG:C00294	inosine	PNP	author_case_row	60.0	NA	partial_rank_correlation	-0.1250562220874481	-0.3980846650253956	0.187755643330769	0.3444	0.6009428571428571	available_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00294|PNP	61.0	-0.0946362849783293	0.4647	0.6970500000000001	-0.420184128839344	0.0224299489063582	3671509160.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	-0.0304199371091188	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_PC12	KEGG:C00294	inosine	PNP	author_case_row	60.0	NA	partial_rank_correlation	-0.1076247273308708	-0.3961237399080412	0.2189464271529065	0.4263	0.7363363636363637	available_ER_PC12	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00294|PNP	61.0	-0.0854955638454407	0.5201	0.8085190909090909	-0.420184128839344	0.0224299489063582	309951708.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.77606183259292	-0.0221291634854301	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_MonoEndoFib	KEGG:C00294	inosine	PNP	author_case_row	60.0	NA	partial_rank_correlation	-0.0255890349455354	-0.330393463898427	0.2611738100531618	0.8449	0.9202414012738852	available_ER_MonoEndoFib	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00294|PNP	61.0	-0.0075185999219222	0.957	0.9704752941176472	-0.420184128839344	0.0224299489063582	4025771589.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	2.5161007870503527	-0.0180704350236132	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_Spearman	KEGG:C00300	creatine	SLC6A8	author_case_row	60.0	NA	Spearman_rho	0.2080577938316199	-0.0643808755632196	0.4543214947714128	0.1112	0.2809625	processed_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00300|SLC6A8	61.0	0.185616076150185	0.1564	0.334305	-1.29504988511855	5.83352447059991e-08	2860323708.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	0.0224417176814349	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_Spearman	KEGG:C00300	creatine	SLC6A8	author_case_row	60.0	NA	Spearman_rho	0.2080577938316199	-0.0744511989796523	0.4635759815930365	0.1079	0.2986983870967742	available_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00300|SLC6A8	61.0	0.185616076150185	0.1539	0.3682356164383562	-1.29504988511855	5.83352447059991e-08	1123820510.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	0.0224417176814349	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_ER	KEGG:C00300	creatine	SLC6A8	author_case_row	60.0	NA	partial_rank_correlation	0.1765998261797715	-0.1014508688874983	0.4154286874773029	0.1795	0.4154837837837837	processed_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00300|SLC6A8	61.0	0.152567410189079	0.2353	0.4601454545454546	-1.29504988511855	5.83352447059991e-08	2579039961.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	0.0240324159906925	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER	KEGG:C00300	creatine	SLC6A8	author_case_row	60.0	NA	partial_rank_correlation	0.1765998261797715	-0.0968416517439577	0.4278441824824565	0.1761	0.4451029411764706	available_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00300|SLC6A8	61.0	0.152567410189079	0.2353	0.4952743902439024	-1.29504988511855	5.83352447059991e-08	1526683726.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	0.0240324159906925	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_PC12	KEGG:C00300	creatine	SLC6A8	author_case_row	60.0	NA	partial_rank_correlation	0.1672052674416686	-0.1021160262835064	0.41567482445995	0.212	0.6833666666666667	available_ER_PC12	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00300|SLC6A8	61.0	0.1523817361136326	0.2533	0.6689727272727273	-1.29504988511855	5.83352447059991e-08	194412492.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.77606183259292	0.014823531328036	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_MonoEndoFib	KEGG:C00300	creatine	SLC6A8	author_case_row	60.0	NA	partial_rank_correlation	0.1867047213154207	-0.1278341916166453	0.4634827030505066	0.1588	0.6623121951219513	available_ER_MonoEndoFib	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00300|SLC6A8	61.0	0.1795201140746688	0.1726	0.636975	-1.29504988511855	5.83352447059991e-08	406557827.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	2.5161007870503527	0.0071846072407519	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_Spearman	KEGG:C00668	glucose 6-phosphate	GPI	author_case_row	60.0	NA	Spearman_rho	0.4651847735482079	0.2483910377845794	0.6374703853172279	0.0004	0.0146571428571428	processed_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00668|GPI	61.0	0.4648334214701215	0.0002	0.0171	1.17249419717376	4.92640057920067e-08	1640205250.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	0.0003513520780863	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_Spearman	KEGG:C00668	glucose 6-phosphate	GPI	author_case_row	59.0	NA	Spearman_rho	0.4630040911747516	0.2432289668943606	0.6402646423592722	0.0005	0.0219857142857142	available_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00668|GPI	60.0	0.4626840789108087	0.0002	0.0114	1.17249419717376	4.92640057920067e-08	2343401448.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	0.0003200122639429	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_ER	KEGG:C00668	glucose 6-phosphate	GPI	author_case_row	60.0	NA	partial_rank_correlation	0.4385211170668361	0.2348053666085287	0.6082480049659081	0.0008	0.0342	processed_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00668|GPI	61.0	0.4492392328358756	0.0005	0.0399	1.17249419717376	4.92640057920067e-08	2861194928.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	-0.0107181157690394	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER	KEGG:C00668	glucose 6-phosphate	GPI	author_case_row	59.0	NA	partial_rank_correlation	0.4474396271916877	0.2181582475941897	0.6255855109194626	0.0009	0.03135	available_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00668|GPI	60.0	0.4581904380034955	0.0005	0.0285	1.17249419717376	4.92640057920067e-08	1246083521.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	-0.0107508108118077	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_PC12	KEGG:C00668	glucose 6-phosphate	GPI	author_case_row	59.0	NA	partial_rank_correlation	0.4470027349840362	0.2192804913992676	0.6507696459110628	0.0006	0.0513	available_ER_PC12	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00668|GPI	60.0	0.4491522767428949	0.0004	0.0342	1.17249419717376	4.92640057920067e-08	486133857.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.7560205077559468	-0.0021495417588586	True
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_MonoEndoFib	KEGG:C00668	glucose 6-phosphate	GPI	author_case_row	59.0	NA	partial_rank_correlation	0.4591181636526117	0.2350711155942028	0.62397761355427	0.0004	0.0342	available_ER_MonoEndoFib	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00668|GPI	60.0	0.4548728165334381	0.0006	0.0513	1.17249419717376	4.92640057920067e-08	1234733797.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	2.4910148506570606	0.0042453471191736	True
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_Spearman	KEGG:C00670	glycerophosphorylcholine (GPC)	GPCPD1	author_case_row	60.0	NA	Spearman_rho	-0.5258682967490971	-0.7020571739743982	-0.2969028070843373	0.0002	0.0146571428571428	processed_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00670|GPCPD1	61.0	-0.5213643574828133	0.0001	0.0171	-0.791132433603263	0.0004883731498536	3727877433.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	-0.0045039392662837	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_Spearman	KEGG:C00670	glycerophosphorylcholine (GPC)	GPCPD1	author_case_row	60.0	NA	Spearman_rho	-0.5258682967490971	-0.6955690220443592	-0.2846734410566025	0.0002	0.0171	available_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00670|GPCPD1	61.0	-0.5213643574828133	0.0002	0.0114	-0.791132433603263	0.0004883731498536	1189881588.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	-0.0045039392662837	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_ER	KEGG:C00670	glycerophosphorylcholine (GPC)	GPCPD1	author_case_row	60.0	NA	partial_rank_correlation	-0.5182540367310119	-0.6932713724382598	-0.2744767757569357	0.0001	0.0171	processed_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00670|GPCPD1	61.0	-0.5152108107796246	0.0001	0.0171	-0.791132433603263	0.0004883731498536	2195641422.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	-0.0030432259513872	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER	KEGG:C00670	glycerophosphorylcholine (GPC)	GPCPD1	author_case_row	60.0	NA	partial_rank_correlation	-0.5182540367310119	-0.6905563322546765	-0.2904008818749976	0.0001	0.0171	available_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00670|GPCPD1	61.0	-0.5152108107796246	0.0001	0.0171	-0.791132433603263	0.0004883731498536	3751102450.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	-0.0030432259513872	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_PC12	KEGG:C00670	glycerophosphorylcholine (GPC)	GPCPD1	author_case_row	60.0	NA	partial_rank_correlation	-0.4664193906824436	-0.6617916214823132	-0.2359831164438031	0.0003	0.0513	available_ER_PC12	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00670|GPCPD1	61.0	-0.4596628214545334	0.0004	0.0342	-0.791132433603263	0.0004883731498536	2226370485.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.77606183259292	-0.0067565692279101	True
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_MonoEndoFib	KEGG:C00670	glycerophosphorylcholine (GPC)	GPCPD1	author_case_row	60.0	NA	partial_rank_correlation	-0.5287891381554161	-0.7230600657394493	-0.2973654940014473	0.0001	0.0171	available_ER_MonoEndoFib	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C00670|GPCPD1	61.0	-0.5249905197102464	0.0001	0.0171	-0.791132433603263	0.0004883731498536	82894132.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	2.5161007870503527	-0.0037986184451697	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_Spearman	KEGG:C02918	1-methylnicotinamide	NNMT	author_case_row	60.0	NA	Spearman_rho	0.3959988885801612	0.1512563647478483	0.6040509940045382	0.0015	0.0285	processed_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C02918|NNMT	61.0	0.3799048122686408	0.002	0.0418	0.730467367194184	0.0016329810385675	1010810067.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	0.0160940763115203	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_Spearman	KEGG:C02918	1-methylnicotinamide	NNMT	author_case_row	60.0	NA	Spearman_rho	0.3959988885801612	0.1488326389309985	0.604799920707949	0.0023	0.04104	available_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C02918|NNMT	61.0	0.3799048122686408	0.0022	0.0418	0.730467367194184	0.0016329810385675	3700938631.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	0.0160940763115203	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_ER	KEGG:C02918	1-methylnicotinamide	NNMT	author_case_row	60.0	NA	partial_rank_correlation	0.4037370603754829	0.1667506669397274	0.5945592728467567	0.002	0.0488571428571428	processed_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C02918|NNMT	61.0	0.3844277473038987	0.0025	0.0534375	0.730467367194184	0.0016329810385675	2937899497.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	0.0193093130715842	True
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER	KEGG:C02918	1-methylnicotinamide	NNMT	author_case_row	60.0	NA	partial_rank_correlation	0.4037370603754829	0.1630331359842144	0.6017097621858313	0.0018	0.0439714285714285	available_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C02918|NNMT	61.0	0.3844277473038987	0.0025	0.0534375	0.730467367194184	0.0016329810385675	1529844403.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	0.0193093130715842	True
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_PC12	KEGG:C02918	1-methylnicotinamide	NNMT	author_case_row	60.0	NA	partial_rank_correlation	0.3141243970928685	0.0695043635813631	0.5096360872991561	0.0156	0.2425090909090909	available_ER_PC12	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C02918|NNMT	61.0	0.2977188642126262	0.022	0.314925	0.730467367194184	0.0016329810385675	1347477766.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.77606183259292	0.0164055328802422	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_MonoEndoFib	KEGG:C02918	1-methylnicotinamide	NNMT	author_case_row	60.0	NA	partial_rank_correlation	0.2518400110523198	-0.0085212611715564	0.4747647380218577	0.0677	0.4823625	available_ER_MonoEndoFib	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C02918|NNMT	61.0	0.2336794266276177	0.0856	0.5383551724137932	0.730467367194184	0.0016329810385675	1984964760.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	2.5161007870503527	0.018160584424702	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_Spearman	KEGG:C05345	fructose-6-phosphate	GPI	author_case_row	60.0	NA	Spearman_rho	0.4553803041326353	0.2306597618354616	0.6182205664637048	0.0004	0.0146571428571428	processed_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C05345|GPI	61.0	0.4561446436492835	0.0004	0.0171	1.37317657315116	6.03258151012159e-08	1078516769.0	4000.0	NEW_EXCLUDED_CASE_ANALYSIS	NA	-0.0007643395166481	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_Spearman	KEGG:C05345	fructose-6-phosphate	GPI	author_case_row	53.0	NA	Spearman_rho	0.4423480083857442	0.1814738833681295	0.6419533577621548	0.0007	0.0219857142857142	available_Spearman	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C05345|GPI	53.0	0.4423480083857442	0.0007	0.0268714285714285	1.37317657315116	6.03258151012159e-08	3172227468.0	4000.0	REUSED_IDENTICAL_RETAINED_OBSERVATIONS	NA	5.551115123125783e-17	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	processed_ER	KEGG:C05345	fructose-6-phosphate	GPI	author_case_row	60.0	NA	partial_rank_correlation	0.3873380101664473	0.1748586855807153	0.5661316647918155	0.0028	0.05985	processed_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C05345|GPI	61.0	0.4041199434748819	0.0007	0.0399	1.37317657315116	6.03258151012159e-08	2208115151.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.0000000000000002	-0.0167819333084345	True
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER	KEGG:C05345	fructose-6-phosphate	GPI	author_case_row	53.0	NA	partial_rank_correlation	0.4286681920976092	0.1631519216859658	0.6255084363133441	0.001	0.03135	available_ER	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C05345|GPI	53.0	0.4286681920976091	0.001	0.04275	1.37317657315116	6.03258151012159e-08	3317168735.0	500.0	REUSED_IDENTICAL_RETAINED_OBSERVATIONS	1.0000000000000002	1.6653345369377348e-16	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_PC12	KEGG:C05345	fructose-6-phosphate	GPI	author_case_row	53.0	NA	partial_rank_correlation	0.4096132372308688	0.1102095433602508	0.629606738583298	0.0031	0.10602	available_ER_PC12	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C05345|GPI	53.0	0.4091750375230291	0.0035	0.1368	1.37317657315116	6.03258151012159e-08	2353927088.0	500.0	NEW_EXCLUDED_CASE_ANALYSIS	1.955926198704841	0.0004381997078397	False
BRCA	CAMP_BRCA1_Terunuma	04_ROBUSTNESS	20260921T103911Z_camp_pair_sensitivity_v1	camp_pair_sensitivity_v1	available_ER_MonoEndoFib	KEGG:C05345	fructose-6-phosphate	GPI	author_case_row	53.0	NA	partial_rank_correlation	0.3838560375289466	0.0817653066659911	0.6098280953370699	0.0072	0.24624	available_ER_MonoEndoFib	171.0	DONE	NA	CAMP_GSE37751_original_author_case_table	KEGG:C05345|GPI	53.0	0.3838560375289466	0.0072	0.2931428571428571	1.37317657315116	6.03258151012159e-08	1421100732.0	500.0	REUSED_IDENTICAL_RETAINED_OBSERVATIONS	2.5208401334070056	0.0	False
