feature_id	metabolite_key	metabolite_name	n_direct_relations	status	reason
GBM_FEATURE:4be58b55c42773ed	HMDB:HMDB43037	TG(53:2)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:45a067a353ca2eee	HMDB:HMDB53676	TG(53:3)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:2b98c0a5439571d3	HMDB:HMDB51424	TG(54:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:314de1627a50a93f	HMDB:HMDB55175	TG(54:3)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:a4606d49aeffb757	HMDB:HMDB55550	TG(54:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:123ac26779e6a30c	HMDB:HMDB55894	TG(54:6)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:3f62568e40d25f27	HMDB:HMDB55908	TG(54:7)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:a5d6aa7788a48f8a	HMDB:HMDB51932	TG(56:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:62f38e3e39282a37	HMDB:HMDB55182	TG(56:3)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:5e8d97a2d11d213d	HMDB:HMDB55812	TG(56:5)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:5a285ef708965be8	HMDB:HMDB55910	TG(56:7)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:4de486152d797a59	HMDB:HMDB55784	TG(56:9)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:a3c80a1cfe299e81	HMDB:HMDB51964	TG(58:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:e4a7f3f204c7268f	HMDB:HMDB54380	TG(58:2)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:f706377839a25660	HMDB:HMDB55924	TG(58:8)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:13c3f379b35dd8bb	HMDB:HMDB55940	TG(58:9)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:9f27a1f3b0ef32f7	HMDB:HMDB47034	TG(59:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:28e1290618515f5a	HMDB:HMDB51980	TG(60:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:a2f5449b95141564	HMDB:HMDB54390	TG(60:2)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:89e9bc733be83278	HMDB:HMDB55196	TG(60:3)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:443b1501e9d6f037	HMDB:HMDB55565	TG(60:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:5ed673c74ddc70e6	HMDB:HMDB55930	TG(60:9)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:915314a1e32501e3	HMDB:HMDB54400	TG(62:2)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:d96e06cf60a3b54b	NAME:Cer(d16:1/18:0);Cer(d18:1/16:0)	Cer(d16:1/18:0);Cer(d18:1/16:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:ac0d3a005841d0fd	HMDB:HMDB11760	N-palmitoyl-sphinganine (d18:0/16:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:47c144a0ddf16e80	HMDB:HMDB11765	Cer(d18:0/22:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:d58ef0de065157db	HMDB:HMDB11768	Cer(d18:0/24:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:118a517881363670	NAME:Cer(d18:1/18:0)_B	Cer(d18:1/18:0)_B	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:2b8689512abadcf8	KEGG:C00195	Cer(d18:1/20:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:6307c8fb72f38f91	KEGG:C00195	Cer(d18:1/22:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:1d0a93349578b165	KEGG:C00195	Cer(d18:1/24:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:1e84cd46dad9be38	KEGG:C00195	Cer(d18:1/26:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:90e23f6b3a879e1d	NAME:Cer(d18:1/26:1)	Cer(d18:1/26:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:b4b3ac63f3ec87eb	HMDB:HMDB0111579	CL(70:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:4f7eb844acf12766	HMDB:HMDB0111675	CL(72:5)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:53cab25b41129f3d	KEGG:C00416	PA(16:0/18:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:a9fa09450f692799	HMDB:HMDB31129	PA(18:1/18:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:e2a1b5813d3218db	KEGG:C00350	PE(14:0/22:6)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:785d2bff802e002b	NAME:PE(16:0/0:0)_A	PE(16:0/0:0)_A	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:299f10c50620d7fa	NAME:PE(16:0/0:0)_B	PE(16:0/0:0)_B	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:64fbd8834234eaac	HMDB:HMDB08923	1,2-dipalmitoyl-GPE (16:0/16:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:12fd988bca21cf1a	HMDB:HMDB08925	1-palmitoyl-2-stearoyl-GPE (16:0/18:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:88e760454404b6c0	NAME:PE(16:0/18:2);PE(16:1/18:1)	PE(16:0/18:2);PE(16:1/18:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:965354cf5379f0f6	KEGG:C00350	PE(16:0/22:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:9caa44c1957dbe12	KEGG:C00350	PE(16:0/22:5)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:3d286738d7a7378f	KEGG:C00350	PE(16:0/22:6)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:3f8f1ad5090a13e6	NAME:PE(16:1/0:0)	PE(16:1/0:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:1923f7d00324f64c	KEGG:C00350	PE(16:1/18:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:526675a63e21271e	NAME:PE(17:0/22:6)	PE(17:0/22:6)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:4608e6f42e66ef71	NAME:PE(18:0/0:0)_B	PE(18:0/0:0)_B	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:e013829e27854f8f	KEGG:C00350	PE(18:0/18:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:c73473f0d8124346	KEGG:C00350	PE(18:0/20:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:e87a3641715f1e0a	KEGG:C00350	PE(18:0/20:2)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:a3ad8a34ff28290f	KEGG:C21481	PE(18:0/22:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:442b3495c1d8b40c	KEGG:C00350	PE(18:0/22:5)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:2dd64001f37ff7b1	KEGG:C00350	PE(18:0/22:6)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:51e63a64f0af873f	KEGG:C00350	PE(18:0/24:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:d71686be69893067	NAME:PE(18:1/0:0)_A	PE(18:1/0:0)_A	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:244882af851b5fd3	NAME:PE(18:1/0:0)_B	PE(18:1/0:0)_B	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:095d817d2c9ac53b	KEGG:C00350	PE(18:1/18:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:dd0d0590bec5f3d0	KEGG:C00350	PE(18:1/20:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:4f4eaed11ae41aa5	NAME:PE(18:2/0:0)	PE(18:2/0:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:4d30c6174fc8d347	HMDB:HMDB11511	PE(20:0/0:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:6c2948afcfb70b95	KEGG:C00350	PE(20:0/20:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:8e300a2bf7f88b02	NAME:PE(20:2/0:0)	PE(20:2/0:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:bba697a4c934fc49	NAME:PE(20:3/0:0)_A	PE(20:3/0:0)_A	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:c2936b884635e956	NAME:PE(20:3/0:0)_B	PE(20:3/0:0)_B	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:32014f30fef6856d	HMDB:HMDB11517	1-arachidonoyl-GPE (20:4n6)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:6bac7a91e51b93c1	KEGG:C00350	PE(20:4/22:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:eea05fb769ad36e4	NAME:PE(20:5/0:0)	PE(20:5/0:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:40ae9c8a112e3209	NAME:PE(22:2/0:0)_A	PE(22:2/0:0)_A	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:7659f9648f4466be	NAME:PE(22:4/0:0)_A	PE(22:4/0:0)_A	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:f5d484e2bb7ac54f	KEGG:C00350	PE(22:6/22:6)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:4bb139b6790fd154	KEGG:C00350	PE(24:0/18:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:1619b4c90ad62204	NAME:PE(O-16:0/20:3)	PE(O-16:0/20:3)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:d76f1fc4a7d4b047	NAME:PE(O-16:0/20:4)	PE(O-16:0/20:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:1e0e24d7ddb6dfd2	NAME:PE(O-18:0/16:0)_A	PE(O-18:0/16:0)_A	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:b1d4a1e49f57bbe1	NAME:PE(O-18:0/22:4)	PE(O-18:0/22:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:f6f2fc289a5db8e5	HMDB:HMDB11339	PE(P-16:0/16:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:2134bba95f1d68a5	NAME:PE(P-16:0/20:3)_A	PE(P-16:0/20:3)_A	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:8510eced3a521ff1	NAME:PE(P-16:0/20:3)_B	PE(P-16:0/20:3)_B	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:e6aaa54c417b4d61	HMDB:HMDB11352	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:d0c6e37381c3f48e	HMDB:HMDB11354	PE(P-16:0/20:5)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:32efc981e982793a	NAME:PE(P-16:0/22:5);PE(P-18:1/20:4)	PE(P-16:0/22:5);PE(P-18:1/20:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:103cd5cc496cf088	NAME:PE(P-18:0/0:0)	PE(P-18:0/0:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:d488416e9760d4ed	NAME:PE(P-18:0/16:0);PE(P-16:0/18:0)	PE(P-18:0/16:0);PE(P-16:0/18:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:fe0803dbb96e1181	HMDB:HMDB11374	PE(P-18:0/18:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:061e6513dece0f3e	HMDB:HMDB11381	PE(P-18:0/20:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:e4492fb0c96d0f2b	NAME:PE(P-18:0/20:5);PE(P-16:0/22:5)	PE(P-18:0/20:5);PE(P-16:0/22:5)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:c2047c0d322714c7	HMDB:HMDB11389	PE(P-18:0/22:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:74ae29f34da6f94a	HMDB:HMDB11391	PE(P-18:0/22:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:22941973cac860c9	NAME:PE(P-18:0/22:5)_B	PE(P-18:0/22:5)_B	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:1da87c3ed6d208f1	NAME:PE(P-18:0/22:6)_A	PE(P-18:0/22:6)_A	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:8c4e30dee2bef62a	NAME:PE(P-18:0/22:6)_B	PE(P-18:0/22:6)_B	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:ad17c649cc534057	HMDB:HMDB11405	PE(P-18:1/16:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:0c35c2a01b9f6963	HMDB:HMDB11407	PE(P-18:1/18:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:63588b61c18130fb	HMDB:HMDB11414	PE(P-18:1/20:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:14e3e27d7f30569d	HMDB:HMDB11420	PE(P-18:1/20:5)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:6cbc512ac75cba7c	HMDB:HMDB11424	PE(P-18:1/22:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:343611a6430eb118	NAME:PE(P-18:1/22:5)_A	PE(P-18:1/22:5)_A	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:61eaf18fdacd5770	NAME:PE(P-18:1/22:5)_B	PE(P-18:1/22:5)_B	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:bbe7d413f6fd952f	HMDB:HMDB11427	PE(P-18:1/22:6)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:aa0576c5d5cb63d0	NAME:PG(16:0/16:0)_B	PG(16:0/16:0)_B	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:793ebb51d02c8baa	HMDB:HMDB10571	PG(16:0/16:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:34febea4dc2f4ec6	HMDB:HMDB10572	PG(16:0/18:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:dff69383f1e9ca82	HMDB:HMDB10575	PG(16:0/18:2)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:f020f5971bec2ccd	NAME:PG(16:0/20:4)_A	PG(16:0/20:4)_A	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:66eb24e7fb253f50	NAME:PG(16:0/20:4)_B	PG(16:0/20:4)_B	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:3b299e0aafd28a9d	HMDB:HMDB10584	PG(16:0/22:6)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:c567ac8c202b8d6f	NAME:PG(17:1/18:1)	PG(17:1/18:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:d27121636617cb16	NAME:PG(18:0/18:1)_A	PG(18:0/18:1)_A	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:0674f7d52de78b85	HMDB:HMDB10610	PG(18:0/20:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:33f41d6fdeff8578	NAME:PG(18:1/0:0)	PG(18:1/0:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:f652ef1aeb9eec67	NAME:PG(18:1/18:1)_B	PG(18:1/18:1)_B	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:be02737af0d84fba	NAME:PG(18:1/19:1)	PG(18:1/19:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:1df2d4e1b6b54bd0	NAME:PG(18:1/20:2)	PG(18:1/20:2)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:21202799d48babbf	NAME:PG(18:1/20:3)_A	PG(18:1/20:3)_A	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:5070f9d2b5a7e72d	NAME:PG(18:1/20:3)_B	PG(18:1/20:3)_B	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:f0d6dedeaf5aa12c	NAME:PG(18:1/20:4)_A	PG(18:1/20:4)_A	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:1ca9bf44422d5023	NAME:PG(18:1/20:4)_B	PG(18:1/20:4)_B	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:3330d6d5271acf5a	HMDB:HMDB10626	PG(18:1/22:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:c113d8b70198fa42	HMDB:HMDB10627	PG(18:1/22:5)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:cc923e100c4b9549	HMDB:HMDB10629	PG(18:1/22:6)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:0617697357593197	NAME:PG(18:2/0:0)	PG(18:2/0:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:673d32703f3dec09	HMDB:HMDB10650	PG(18:2/18:2)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:ceacc00f722ec628	HMDB:HMDB10653	PG(18:2/20:3)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:f2804b455e9dd004	HMDB:HMDB10655	PG(18:2/20:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:ddf8b5e9fe129bea	HMDB:HMDB10656	PG(18:2/22:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:8fca4efc9ec6e4d8	HMDB:HMDB10659	PG(18:2/22:6)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:a49be250640a9f96	NAME:PG(20:3/22:6)	PG(20:3/22:6)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:2f6db34865447c2f	NAME:PG(20:4/0:0)	PG(20:4/0:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:11ba172741515264	NAME:PG(22:4/22:6)	PG(22:4/22:6)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:8c4c442d88902c53	HMDB:HMDB09783	1-palmitoyl-2-oleoyl-GPI (16:0/18:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:546bb16f0821bd8c	NAME:PI(16:0/20:3)_A	PI(16:0/20:3)_A	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:b865c3a55ac329e3	NAME:PI(16:0/22:6)	PI(16:0/22:6)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:298f917d71b5adf5	NAME:PI(16:1/20:4)	PI(16:1/20:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:6f8836f3b6880eba	NAME:PI(18:0/18:1)	PI(18:0/18:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:b8976de0974e3033	NAME:PI(18:0/20:3)_A	PI(18:0/20:3)_A	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:b39f7f47b2f860fb	HMDB:HMDB09818	PI(18:0/22:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:b0683f2e5d31bfaa	KEGG:C00626	PI(18:0/22:5)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:745f585dac7ae9ac	HMDB:HMDB09821	PI(18:0/22:6)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:a7292b4dece4b712	KEGG:C00626	PI(18:1/18:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:13e6a4b226266cf5	NAME:PI(18:1/20:3)_A	PI(18:1/20:3)_A	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:cec6f853bf0de0b4	NAME:PI(18:1/22:6)	PI(18:1/22:6)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:8268455861f414f1	NAME:PI(20:3/0:0)	PI(20:3/0:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:868e85b3b41a8fc5	NAME:PI(20:4/0:0)	PI(20:4/0:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:36906a913c3141d1	NAME:PI(20:4/20:4)	PI(20:4/20:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:da2d6069b4376183	NAME:PI(20:4/22:6)	PI(20:4/22:6)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:decdbb05619f4ea8	NAME:PI(O-18:0/20:4)	PI(O-18:0/20:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:b01f652ea5eb32fc	NAME:PI(P-18:0/22:4)	PI(P-18:0/22:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:9d09f4e21624cb45	NAME:PS(16:0/18:2);PS(16:1/18:1)	PS(16:0/18:2);PS(16:1/18:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:78f5d36d241a85cf	HMDB:HMDB12361	PS(16:0/20:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:f9fbd9fe5fafe2ce	HMDB:HMDB12367	PS(16:1/18:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:0327ecd43e9405f4	KEGG:C02737	PS(18:0/18:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
