cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	relation_id	external_feature_id	n_bootstrap_valid	seed	CAMP_unadjusted_rho	CAMP_unadjusted_q	FUSCC_primary174_rho	FUSCC_primary174_q	interpretation
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00025	glutamate	GLS	author_case_identifier	20.0	NA	Spearman_rho	0.3548872180451128	-0.1461027485005532	0.6870644884568791	0.1278	0.5207849999999999	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00025|GLS	39.0	2000.0	20260933.0	0.2057641459545213	0.2675095890410958	-0.1029439149971228	0.4372307692307692	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00025	glutamate	GLS2	author_case_identifier	20.0	NA	Spearman_rho	-0.3654135338345864	-0.7485046012269939	0.1554308666883062	0.1108	0.5207849999999999	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00025|GLS2	39.0	2000.0	20260934.0	-0.288048651507139	0.125216129032258	-0.1280086024615536	0.2273225806451613	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00025	glutamate	GLUL	author_case_identifier	20.0	NA	Spearman_rho	-0.4917293233082707	-0.7453186092902329	-0.0547744674201782	0.0296	0.2680444444444445	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00025|GLUL	39.0	2000.0	20260935.0	0.0239026969857218	0.899314024390244	0.1275333143037423	0.2273225806451613	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00025	glutamate	GOT1	author_case_identifier	20.0	NA	Spearman_rho	0.4917293233082707	0.0481390487410349	0.8201458167680613	0.0279	0.2675117647058824	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00025|GOT1	39.0	2000.0	20260936.0	0.3469592808038074	0.0693	0.0938677084727215	0.4994170212765957	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00025	glutamate	GOT2	author_case_identifier	20.0	NA	Spearman_rho	0.1789473684210526	-0.2403335860500379	0.5362880836921287	0.4403	0.806941573033708	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00025|GOT2	39.0	2000.0	20260937.0	0.2311475409836065	0.212735593220339	-0.0645497935335959	0.6932883116883117	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00025	glutamate	OAT	author_case_identifier	20.0	NA	Spearman_rho	0.162406015037594	-0.2834490180315221	0.5848052490030603	0.4917	0.8526287234042553	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00025|OAT	39.0	2000.0	20260938.0	-0.1125330512956107	0.5552470588235294	-0.1892485838735046	0.0321230769230769	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00025	glutamate	SLC7A11	author_case_identifier	20.0	NA	Spearman_rho	-0.1533834586466165	-0.6063818046268392	0.3870225802634915	0.519	0.8790237113402062	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00025|SLC7A11	39.0	2000.0	20260939.0	0.3713379164463246	0.0466363636363636	-0.1237257656586224	0.2577375	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00025	glutamate	TAT	author_case_identifier	20.0	NA	Spearman_rho	-0.2330827067669172	-0.5702733485193622	0.2191220448721089	0.3267	0.73024	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00025|TAT	39.0	2000.0	20260940.0	-0.2254891591750396	0.2220241935483871	0.0934910044744028	0.4994170212765957	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00037	glycine	GSS	author_case_identifier	20.0	NA	Spearman_rho	0.6105263157894737	0.2613461116183387	0.8084282073067119	0.0055	0.1487375	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00037|GSS	1.0	2000.0	20260941.0	0.121099947117927	0.54705	0.0672721844605192	0.6932883116883117	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00037	glycine	PEPD	author_case_identifier	20.0	NA	Spearman_rho	0.2240601503759398	-0.2745703197620375	0.6383858449276493	0.336	0.73024	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00037|PEPD	1.0	2000.0	20260942.0	-0.0075621364357482	0.9604164705882352	-0.0711451085288921	0.6640567164179104	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00037	glycine	SHMT1	author_case_identifier	20.0	NA	Spearman_rho	0.0526315789473684	-0.4677888957277543	0.5694086429112962	0.822	0.949109655172414	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00037|SHMT1	1.0	2000.0	20260943.0	-0.2920148069804336	0.1342090909090909	-0.0886995692317632	0.5122961538461539	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00037	glycine	SHMT2	author_case_identifier	20.0	NA	Spearman_rho	0.58796992481203	0.14000757002271	0.7962093158778423	0.0069	0.1487375	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00037|SHMT2	1.0	2000.0	20260944.0	0.184188260179799	0.3290653846153846	-0.0780395073237682	0.6032950819672132	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00047	lysine	AASS	author_case_identifier	20.0	NA	Spearman_rho	-0.1909774436090225	-0.5222598326672394	0.2509871267642304	0.4175	0.7822126436781609	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00047|AASS	75.0	2000.0	20260945.0	0.3532522474881014	0.0693	0.1756120620286201	0.0555142857142857	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00049	aspartate	ASNS	author_case_identifier	20.0	NA	Spearman_rho	0.362406015037594	-0.113502931813023	0.7089231686419106	0.1199	0.5207849999999999	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00049|ASNS	24.0	2000.0	20260946.0	0.0859333685880486	0.6893023255813954	-0.1859308666837397	0.0335571428571428	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00049	aspartate	ASS1	author_case_identifier	20.0	NA	Spearman_rho	-0.0451127819548872	-0.4472390347769278	0.3544005926999701	0.8443	0.949109655172414	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00049|ASS1	24.0	2000.0	20260947.0	-0.1709677419354838	0.3768035294117647	0.0176370768172415	1.0	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00049	aspartate	GOT1	author_case_identifier	20.0	NA	Spearman_rho	0.1203007518796992	-0.376540607774275	0.6027421735749333	0.6149	0.9172203389830508	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00049|GOT1	24.0	2000.0	20260948.0	0.176467477525119	0.3675444444444444	-0.0764000811960272	0.6202430769230769	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00049	aspartate	GOT2	author_case_identifier	20.0	NA	Spearman_rho	0.0135338345864661	-0.5146087635311103	0.4962141967621418	0.9564	0.9866658227848102	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00049|GOT2	24.0	2000.0	20260949.0	0.3358540454785827	0.0800590909090909	-0.1704582020390544	0.0555142857142857	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00051	glutathione, reduced (GSH)	GSR	author_case_identifier	20.0	NA	Spearman_rho	-0.1413533834586466	-0.5586600293667231	0.2875260093017358	0.5441	0.8866554455445544	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00051|GSR	295.0	2000.0	20260950.0	0.032970303203872	0.8839384615384615	-0.03015915861416	1.0	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00051	glutathione, reduced (GSH)	GSS	author_case_identifier	20.0	NA	Spearman_rho	0.0360902255639097	-0.4492764585936986	0.4784777307149274	0.8836	0.9777883116883116	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00051|GSS	295.0	2000.0	20260951.0	-0.1613611744749763	0.4087087912087912	-0.0432492774477695	0.9065021739130436	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00055	cytidine 5'-monophosphate (5'-CMP)	CEPT1	author_case_identifier	20.0	NA	Spearman_rho	-0.1413533834586466	-0.5530597387828244	0.3217387918426992	0.555	0.8869117647058824	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00055|CEPT1	1255.0	2000.0	20260952.0	0.2451475981868148	0.20270625	-0.0342571166951424	1.0	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00055	cytidine 5'-monophosphate (5'-CMP)	CHPT1	author_case_identifier	20.0	NA	Spearman_rho	-0.031578947368421	-0.5121342737722048	0.5050209982983089	0.896	0.9777883116883116	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00055|CHPT1	1255.0	2000.0	20260953.0	-0.0999756428753519	0.6208403225806451	-0.1300687343525509	0.2273225806451613	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00055	cytidine 5'-monophosphate (5'-CMP)	CMPK1	author_case_identifier	20.0	NA	Spearman_rho	0.4105263157894737	-1.904036557501796e-05	0.6846002233229304	0.0758	0.4752076923076924	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00055|CMPK1	1255.0	2000.0	20260954.0	0.0668657773027394	0.7550211678832117	-0.0118273525177354	1.0	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00055	cytidine 5'-monophosphate (5'-CMP)	CMPK2	author_case_identifier	20.0	NA	Spearman_rho	-0.3142857142857143	-0.6833633231240429	0.1149294088186441	0.183	0.5935117647058823	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00055|CMPK2	1255.0	2000.0	20260955.0	0.0240921379573074	0.899314024390244	0.0219249040690491	1.0	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00062	arginine	ARG1	author_case_identifier	20.0	NA	Spearman_rho	0.0835578697905061	-0.3757613516586789	0.5489527691534571	0.7236	0.9241860294117648	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00062|ARG1	255.0	2000.0	20260956.0	-0.1132205182443151	0.5552470588235294	-0.0537369542829384	0.8279853658536586	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00062	arginine	ARG2	author_case_identifier	20.0	NA	Spearman_rho	0.2781954887218045	-0.2296788166067342	0.6993314827665967	0.233	0.6329833333333333	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00062|ARG2	255.0	2000.0	20260957.0	-0.2563722897937598	0.1853162790697674	-0.0655063973315715	0.6932883116883117	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00064	glutamine	ASNS	author_case_identifier	20.0	NA	Spearman_rho	-0.1488721804511278	-0.6107398302791928	0.3188663441457943	0.5316	0.8841918367346938	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00064|ASNS	45.0	2000.0	20260958.0	-0.4305129561078794	0.01995	-0.3073168311608272	0.00348	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00064	glutamine	GLS	author_case_identifier	20.0	NA	Spearman_rho	-0.3443609022556391	-0.7188495750251133	0.1082321977529957	0.1387	0.5382880952380952	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00064|GLS	45.0	2000.0	20260959.0	-0.2111581173982019	0.2592260869565218	-0.3549751258555891	0.00348	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00064	glutamine	GLS2	author_case_identifier	20.0	NA	Spearman_rho	0.2195488721804511	-0.2233036831990408	0.6417914585679731	0.3608	0.773821052631579	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00064|GLS2	45.0	2000.0	20260960.0	0.2354838709677419	0.212735593220339	-0.0743383490693589	0.6351	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00064	glutamine	GLUL	author_case_identifier	20.0	NA	Spearman_rho	0.1037593984962406	-0.4062797405094537	0.554882664647994	0.664	0.9172203389830508	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00064|GLUL	45.0	2000.0	20260961.0	-0.043416181914331	0.8626775510204082	0.1383948551625685	0.183744	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00065	serine	SHMT1	author_case_identifier	20.0	NA	Spearman_rho	-0.0075187969924812	-0.4965872785866642	0.4693728270518041	0.9796	0.994	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00065|SHMT1	8.0	2000.0	20260962.0	-0.1636700158646218	0.40451	-0.090271645414766	0.5073294117647059	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
BRCA	Tang2014	06_EXTERNAL	20260921T072503Z_oslo_tang_external_v1	oslo_tang_external_v1	tumor_spearman_permutation	KEGG:C00065	serine	SHMT2	author_case_identifier	20.0	NA	Spearman_rho	0.5413533834586466	0.0997755731409286	0.7940531553287145	0.0157	0.2093923076923076	Tang2014_original174	163	DONE	author_TCGA_case_join;imputed_metabolomics;different_aliquot_possible;unadjusted	Tang2014	KEGG:C00065|SHMT2	8.0	2000.0	20260963.0	-0.1078265468006345	0.5742516393442623	-0.0655987139987469	0.6932883116883117	different_cohorts_and_processed_versions;no_formal_effect_difference_test;Tang_only20_cases
