human_gene_id	gene	direct_relations	metabolites	legacy_RNA_status	prior_35gene_scRNA_panel	current_RNA_analysis	current_scRNA_analysis
hsa:50651	SLC45A1	1	glucose	DONE	False	NOT_RUN	NOT_RUN
hsa:50808	AK3	1	guanosine 5'- diphosphate (GDP)	NOT_RUN	False	NOT_RUN	NOT_RUN
hsa:51005	AMDHD2	1	N-acetylglucosamine 6-phosphate	DONE	False	NOT_RUN	NOT_RUN
hsa:5105	PCK1	2	guanosine 5'- diphosphate (GDP);phosphoenolpyruvate (PEP)	DONE	False	NOT_RUN	NOT_RUN
hsa:5106	PCK2	2	guanosine 5'- diphosphate (GDP);phosphoenolpyruvate (PEP)	DONE	False	NOT_RUN	NOT_RUN
hsa:51067	YARS2	1	tyrosine	DONE	False	NOT_RUN	NOT_RUN
hsa:51151	SLC45A2	1	glucose	DONE	False	NOT_RUN	NOT_RUN
hsa:51166	AADAT	5	4-methyl-2-oxopentanoate;kynurenine;leucine;phenylalanine;tyrosine	NOT_RUN	False	NOT_RUN	NOT_RUN
hsa:51251	NT5C3A	1	cytidine 5'-monophosphate (5'-CMP)	DONE	True	NOT_RUN	REUSE_OUTCOME_CHECK_REQUIRED
hsa:51292	GMPR2	1	inosine 5'-monophosphate (IMP)	DONE	False	NOT_RUN	NOT_RUN
hsa:51296	SLC15A3	1	carnosine	DONE	True	NOT_RUN	REUSE_OUTCOME_CHECK_REQUIRED
hsa:5130	PCYT1A	1	cytidine 5'-diphosphocholine	DONE	False	NOT_RUN	NOT_RUN
hsa:51380	CSAD	3	beta-alanine;hypotaurine;taurine	DONE	False	NOT_RUN	NOT_RUN
hsa:51520	LARS1	1	leucine	DONE	False	NOT_RUN	NOT_RUN
hsa:51629	SLC25A39	1	glutathione, reduced (GSH)	DONE	False	NOT_RUN	NOT_RUN
hsa:5167	ENPP1	2	cytidine 5'-monophosphate (5'-CMP);uridine 5'-monophosphate (UMP)	NOT_RUN	False	NOT_RUN	NOT_RUN
hsa:5169	ENPP3	6	N-Acetylglucosamine 1-phosphate;UDP-N-acetylglucosamine;adenosine;cytidine 5'-monophosphate (5'-CMP);guanosine;uridine 5'-monophosphate (UMP)	NOT_RUN	False	NOT_RUN	NOT_RUN
hsa:51727	CMPK1	3	cytidine 5'-monophosphate (5'-CMP);uridine 5'-diphosphate (UDP);uridine 5'-monophosphate (UMP)	DONE	False	NOT_RUN	NOT_RUN
hsa:51733	UPB1	1	beta-alanine	DONE	False	NOT_RUN	NOT_RUN
hsa:51805	COQ3	2	S-adenosylhomocysteine (SAH);S-adenosylmethionine (SAM)	NOT_RUN	False	NOT_RUN	NOT_RUN
hsa:51816	ADA2	2	adenosine;inosine	DONE	False	NOT_RUN	NOT_RUN
hsa:5198	PFAS	1	glutamine	DONE	False	NOT_RUN	NOT_RUN
hsa:5223	PGAM1	2	2-phosphoglycerate;3PG	DONE	False	NOT_RUN	NOT_RUN
hsa:5224	PGAM2	2	2-phosphoglycerate;3PG	DONE	True	NOT_RUN	REUSE_OUTCOME_CHECK_REQUIRED
hsa:5226	PGD	1	6-phosphogluconate	DONE	False	NOT_RUN	NOT_RUN
hsa:5230	PGK1	1	3PG	DONE	False	NOT_RUN	NOT_RUN
hsa:5232	PGK2	1	3PG	DONE	False	NOT_RUN	NOT_RUN
hsa:5238	PGM3	2	N-Acetylglucosamine 1-phosphate;N-acetylglucosamine 6-phosphate	DONE	False	NOT_RUN	NOT_RUN
hsa:5313	PKLR	1	phosphoenolpyruvate (PEP)	DONE	False	NOT_RUN	NOT_RUN
hsa:5315	PKM	1	phosphoenolpyruvate (PEP)	DONE	False	NOT_RUN	NOT_RUN
hsa:53354	PANK1	1	pantothenate	NOT_RUN	False	NOT_RUN	NOT_RUN
hsa:5409	PNMT	2	S-adenosylhomocysteine (SAH);S-adenosylmethionine (SAM)	DONE	False	NOT_RUN	NOT_RUN
hsa:54187	NANS	1	phosphoenolpyruvate (PEP)	DONE	False	NOT_RUN	NOT_RUN
