cancer	gene	stable_gene_id	study_A	study_B	top_A	top_B	n_common_categories	same_top_all_categories	top_A_shared	top_B_shared	same_top_shared_categories	bootstrap_top_A	bootstrap_top_B	same_top_both_bootstrap_ge080	status	reason
PDAC	LRRC8E	UniProtKB:Q6NSJ5	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	NOT_EVALUABLE	Fibroblast/CAF	NA	1.0	0.88	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	LYPLA1	UniProtKB:O75608	GSE263733	GSE278688	Ductal (unresolved)	Endothelial	6	False	Ductal (unresolved)	Endothelial	False	1.0	0.867	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	LYPLA1	UniProtKB:O75608	GSE263733	GSE242230	Ductal (unresolved)	Malignant (author)	5	False	Endothelial	Endothelial	True	1.0	0.843	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	LYPLA1	UniProtKB:O75608	GSE278688	GSE242230	Endothelial	Malignant (author)	5	False	Endothelial	Endothelial	True	0.867	0.843	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	LYPLA2	UniProtKB:O95372	GSE263733	GSE278688	Ductal (unresolved)	Endothelial	6	False	Ductal (unresolved)	Endothelial	False	0.998	0.923	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	LYPLA2	UniProtKB:O95372	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Endothelial	Endothelial	True	0.998	0.848	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	LYPLA2	UniProtKB:O95372	GSE278688	GSE242230	Endothelial	Normal epithelial (author)	5	False	Endothelial	Endothelial	True	0.923	0.848	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MBLAC2	UniProtKB:Q68D91	GSE263733	GSE278688	Fibroblast/CAF	Endothelial	6	False	Fibroblast/CAF	Endothelial	False	0.75	0.808	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MBLAC2	UniProtKB:Q68D91	GSE263733	GSE242230	Fibroblast/CAF	Endothelial	5	False	Fibroblast/CAF	Endothelial	False	0.75	0.582	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MBLAC2	UniProtKB:Q68D91	GSE278688	GSE242230	Endothelial	Endothelial	5	True	Endothelial	Endothelial	True	0.808	0.582	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MDH1	UniProtKB:P40925	GSE263733	GSE278688	Ductal (unresolved)	Fibroblast/CAF	6	False	Ductal (unresolved)	Fibroblast/CAF	False	0.663	0.982	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MDH1	UniProtKB:P40925	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.663	0.962	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MDH1	UniProtKB:P40925	GSE278688	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.982	0.962	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MDH2	UniProtKB:P40926	GSE263733	GSE278688	Ductal (unresolved)	Fibroblast/CAF	6	False	Ductal (unresolved)	Fibroblast/CAF	False	1.0	0.547	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MDH2	UniProtKB:P40926	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.949	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MDH2	UniProtKB:P40926	GSE278688	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.547	0.949	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ME1	UniProtKB:P48163	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	0.947	0.919	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ME1	UniProtKB:P48163	GSE263733	GSE242230	Myeloid	Normal epithelial (author)	5	False	Myeloid	Myeloid	True	0.947	0.936	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ME1	UniProtKB:P48163	GSE278688	GSE242230	Myeloid	Normal epithelial (author)	5	False	Myeloid	Myeloid	True	0.919	0.936	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ME2	UniProtKB:P23368	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ME2	UniProtKB:P23368	GSE263733	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ME2	UniProtKB:P23368	GSE278688	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ME3	UniProtKB:Q16798	GSE263733	GSE278688	Endothelial	Endothelial	6	True	Endothelial	Endothelial	True	0.534	0.999	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ME3	UniProtKB:Q16798	GSE263733	GSE242230	Endothelial	Fibroblast/CAF	5	False	Endothelial	Fibroblast/CAF	False	0.534	0.574	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ME3	UniProtKB:Q16798	GSE278688	GSE242230	Endothelial	Fibroblast/CAF	5	False	Endothelial	Fibroblast/CAF	False	0.999	0.574	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MECOM	UniProtKB:Q03112	GSE263733	GSE278688	Endothelial	Endothelial	6	True	Endothelial	Endothelial	True	0.756	1.0	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MECOM	UniProtKB:Q03112	GSE263733	GSE242230	Endothelial	Endothelial	5	True	Endothelial	Endothelial	True	0.756	0.585	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MECOM	UniProtKB:Q03112	GSE278688	GSE242230	Endothelial	Endothelial	5	True	Endothelial	Endothelial	True	1.0	0.585	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MEPCE	UniProtKB:Q7L2J0	GSE263733	GSE278688	B/Plasma	B/Plasma	6	True	B/Plasma	B/Plasma	True	1.0	0.839	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MEPCE	UniProtKB:Q7L2J0	GSE263733	GSE242230	B/Plasma	Normal epithelial (author)	5	False	B/Plasma	Myeloid	False	1.0	0.948	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MEPCE	UniProtKB:Q7L2J0	GSE278688	GSE242230	B/Plasma	Normal epithelial (author)	5	False	B/Plasma	Myeloid	False	0.839	0.948	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL1	UniProtKB:Q9UBP6	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.699	0.878	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL1	UniProtKB:Q9UBP6	GSE263733	GSE242230	Fibroblast/CAF	Fibroblast/CAF	5	True	Fibroblast/CAF	Fibroblast/CAF	True	0.699	0.831	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL1	UniProtKB:Q9UBP6	GSE278688	GSE242230	Fibroblast/CAF	Fibroblast/CAF	5	True	Fibroblast/CAF	Fibroblast/CAF	True	0.878	0.831	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL13	UniProtKB:Q8N6R0	GSE263733	GSE278688	Ductal (unresolved)	NOT_EVALUABLE	6	NA	Ductal (unresolved)	NOT_EVALUABLE	NA	0.999	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL13	UniProtKB:Q8N6R0	GSE263733	GSE242230	Ductal (unresolved)	Malignant (author)	5	False	Fibroblast/CAF	Endothelial	False	0.999	0.701	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL13	UniProtKB:Q8N6R0	GSE278688	GSE242230	NOT_EVALUABLE	Malignant (author)	5	NA	NOT_EVALUABLE	Endothelial	NA	NA	0.701	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL15	UniProtKB:A6NJ78	GSE263733	GSE278688	Ductal (unresolved)	T/NK	6	False	Ductal (unresolved)	T/NK	False	0.998	0.927	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL15	UniProtKB:A6NJ78	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Endothelial	False	0.998	0.818	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL15	UniProtKB:A6NJ78	GSE278688	GSE242230	T/NK	Normal epithelial (author)	5	False	T/NK	Endothelial	False	0.927	0.818	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL16	UniProtKB:Q86W50	GSE263733	GSE278688	B/Plasma	B/Plasma	6	True	B/Plasma	B/Plasma	True	0.862	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL16	UniProtKB:Q86W50	GSE263733	GSE242230	B/Plasma	Normal epithelial (author)	5	False	B/Plasma	T/NK	False	0.862	0.484	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL16	UniProtKB:Q86W50	GSE278688	GSE242230	B/Plasma	Normal epithelial (author)	5	False	B/Plasma	T/NK	False	1.0	0.484	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL18	UniProtKB:O95568	GSE263733	GSE278688	Ductal (unresolved)	B/Plasma	6	False	Ductal (unresolved)	B/Plasma	False	0.691	0.913	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL18	UniProtKB:O95568	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	T/NK	False	0.691	0.779	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL18	UniProtKB:O95568	GSE278688	GSE242230	B/Plasma	Normal epithelial (author)	5	False	B/Plasma	T/NK	False	0.913	0.779	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL21A	UniProtKB:Q8WXB1	GSE263733	GSE278688	B/Plasma	B/Plasma	6	True	B/Plasma	B/Plasma	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL21A	UniProtKB:Q8WXB1	GSE263733	GSE242230	B/Plasma	B/Plasma	5	True	B/Plasma	B/Plasma	True	1.0	0.702	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL21A	UniProtKB:Q8WXB1	GSE278688	GSE242230	B/Plasma	B/Plasma	5	True	B/Plasma	B/Plasma	True	1.0	0.702	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL21C	UniProtKB:Q5VZV1	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL21C	UniProtKB:Q5VZV1	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL21C	UniProtKB:Q5VZV1	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL22	UniProtKB:Q9BUU2	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	0.996	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL22	UniProtKB:Q9BUU2	GSE263733	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL22	UniProtKB:Q9BUU2	GSE278688	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	0.996	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL23	UniProtKB:Q86XA0	GSE263733	GSE278688	Ductal (unresolved)	T/NK	6	False	Ductal (unresolved)	T/NK	False	0.87	0.967	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL23	UniProtKB:Q86XA0	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	T/NK	T/NK	True	0.87	0.953	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL23	UniProtKB:Q86XA0	GSE278688	GSE242230	T/NK	Normal epithelial (author)	5	False	T/NK	T/NK	True	0.967	0.953	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL2A	UniProtKB:Q96IZ6	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	1.0	0.629	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL2A	UniProtKB:Q96IZ6	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.903	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL2A	UniProtKB:Q96IZ6	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	B/Plasma	Fibroblast/CAF	False	0.629	0.903	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL2B	UniProtKB:Q6P1Q9	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	1.0	0.593	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL2B	UniProtKB:Q6P1Q9	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Endothelial	T/NK	False	1.0	0.49	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL2B	UniProtKB:Q6P1Q9	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Endothelial	T/NK	False	0.593	0.49	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL3	UniProtKB:Q86U44	GSE263733	GSE278688	Endothelial	Endothelial	6	True	Endothelial	Endothelial	True	0.589	0.949	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL3	UniProtKB:Q86U44	GSE263733	GSE242230	Endothelial	Normal epithelial (author)	5	False	Endothelial	T/NK	False	0.589	0.958	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL3	UniProtKB:Q86U44	GSE278688	GSE242230	Endothelial	Normal epithelial (author)	5	False	Endothelial	T/NK	False	0.949	0.958	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL4	UniProtKB:Q8N3J2	GSE263733	GSE278688	Endothelial	B/Plasma	6	False	Endothelial	B/Plasma	False	0.426	0.999	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL4	UniProtKB:Q8N3J2	GSE263733	GSE242230	Endothelial	T/NK	5	False	Endothelial	T/NK	False	0.426	0.558	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL4	UniProtKB:Q8N3J2	GSE278688	GSE242230	B/Plasma	T/NK	5	False	B/Plasma	T/NK	False	0.999	0.558	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL5	UniProtKB:Q9NRN9	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	1.0	0.669	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL5	UniProtKB:Q9NRN9	GSE263733	GSE242230	Ductal (unresolved)	Malignant (author)	5	False	Fibroblast/CAF	Endothelial	False	1.0	0.505	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL5	UniProtKB:Q9NRN9	GSE278688	GSE242230	Ductal (unresolved)	Malignant (author)	5	False	Fibroblast/CAF	Endothelial	False	0.669	0.505	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL6	UniProtKB:Q8TCB7	GSE263733	GSE278688	Fibroblast/CAF	B/Plasma	6	False	Fibroblast/CAF	B/Plasma	False	0.516	0.399	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL6	UniProtKB:Q8TCB7	GSE263733	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	T/NK	False	0.516	0.407	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL6	UniProtKB:Q8TCB7	GSE278688	GSE242230	B/Plasma	Normal epithelial (author)	5	False	B/Plasma	T/NK	False	0.399	0.407	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL8	UniProtKB:Q9H825	GSE263733	GSE278688	B/Plasma	B/Plasma	6	True	B/Plasma	B/Plasma	True	0.926	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL8	UniProtKB:Q9H825	GSE263733	GSE242230	B/Plasma	B/Plasma	5	True	B/Plasma	B/Plasma	True	0.926	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL8	UniProtKB:Q9H825	GSE278688	GSE242230	B/Plasma	B/Plasma	5	True	B/Plasma	B/Plasma	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL9	UniProtKB:Q9H1A3	GSE263733	GSE278688	Myeloid	T/NK	6	False	Myeloid	T/NK	False	0.516	0.744	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL9	UniProtKB:Q9H1A3	GSE263733	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	0.516	0.638	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	METTL9	UniProtKB:Q9H1A3	GSE278688	GSE242230	T/NK	Myeloid	5	False	T/NK	Myeloid	False	0.744	0.638	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MGLL	UniProtKB:Q99685	GSE263733	GSE278688	Endothelial	Endothelial	6	True	Endothelial	Endothelial	True	0.656	0.885	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MGLL	UniProtKB:Q99685	GSE263733	GSE242230	Endothelial	Endothelial	5	True	Endothelial	Endothelial	True	0.656	0.402	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MGLL	UniProtKB:Q99685	GSE278688	GSE242230	Endothelial	Endothelial	5	True	Endothelial	Endothelial	True	0.885	0.402	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MMP14	UniProtKB:P50281	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MMP14	UniProtKB:P50281	GSE263733	GSE242230	Fibroblast/CAF	Fibroblast/CAF	5	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.983	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MMP14	UniProtKB:P50281	GSE278688	GSE242230	Fibroblast/CAF	Fibroblast/CAF	5	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.983	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MOGAT1	UniProtKB:Q96PD6	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.9	0.894	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MOGAT1	UniProtKB:Q96PD6	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Myeloid	NOT_EVALUABLE	NA	0.9	0.962	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MOGAT1	UniProtKB:Q96PD6	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Myeloid	NOT_EVALUABLE	NA	0.894	0.962	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MOGAT2	UniProtKB:Q3SYC2	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	1.0	0.9933333333333334	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MOGAT2	UniProtKB:Q3SYC2	GSE263733	GSE242230	Ductal (unresolved)	Malignant (author)	5	False	NOT_EVALUABLE	NOT_EVALUABLE	NA	1.0	1.0	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MOGAT2	UniProtKB:Q3SYC2	GSE278688	GSE242230	Ductal (unresolved)	Malignant (author)	5	False	NOT_EVALUABLE	NOT_EVALUABLE	NA	0.9933333333333334	1.0	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MOGAT3	UniProtKB:Q86VF5	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MOGAT3	UniProtKB:Q86VF5	GSE263733	GSE242230	Ductal (unresolved)	Malignant (author)	5	False	NOT_EVALUABLE	NOT_EVALUABLE	NA	1.0	1.0	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MOGAT3	UniProtKB:Q86VF5	GSE278688	GSE242230	Ductal (unresolved)	Malignant (author)	5	False	NOT_EVALUABLE	NOT_EVALUABLE	NA	1.0	1.0	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MPC1	UniProtKB:Q9Y5U8	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.591	0.894	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MPC1	UniProtKB:Q9Y5U8	GSE263733	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.591	0.96	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MPC1	UniProtKB:Q9Y5U8	GSE278688	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.894	0.96	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MPC1L	UniProtKB:P0DKB6	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	0	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MPC1L	UniProtKB:P0DKB6	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	0	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MPC1L	UniProtKB:P0DKB6	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MPC2	UniProtKB:O95563	GSE263733	GSE278688	Ductal (unresolved)	T/NK	6	False	Ductal (unresolved)	T/NK	False	1.0	0.645	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
