cancer	gene	stable_gene_id	study_A	study_B	top_A	top_B	n_common_categories	same_top_all_categories	top_A_shared	top_B_shared	same_top_shared_categories	bootstrap_top_A	bootstrap_top_B	same_top_both_bootstrap_ge080	status	reason
PDAC	ADH4	UniProtKB:P08319	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ADH5	UniProtKB:P11766	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ADH5	UniProtKB:P11766	GSE263733	GSE242230	Fibroblast/CAF	Fibroblast/CAF	5	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.573	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ADH5	UniProtKB:P11766	GSE278688	GSE242230	Fibroblast/CAF	Fibroblast/CAF	5	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.573	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ADH6	UniProtKB:P28332	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ADH6	UniProtKB:P28332	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	NOT_EVALUABLE	NOT_EVALUABLE	NA	1.0	0.635	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ADH6	UniProtKB:P28332	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	NOT_EVALUABLE	NOT_EVALUABLE	NA	1.0	0.635	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ADH7	UniProtKB:P40394	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ADH7	UniProtKB:P40394	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ADH7	UniProtKB:P40394	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ADHFE1	UniProtKB:Q8IWW8	GSE263733	GSE278688	Acinar	T/NK	6	False	T/NK	T/NK	True	0.785	0.936	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ADHFE1	UniProtKB:Q8IWW8	GSE263733	GSE242230	Acinar	T/NK	5	False	T/NK	T/NK	True	0.785	0.999	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ADHFE1	UniProtKB:Q8IWW8	GSE278688	GSE242230	T/NK	T/NK	5	True	T/NK	T/NK	True	0.936	0.999	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ADPRM	UniProtKB:Q3LIE5	GSE263733	GSE278688	Fibroblast/CAF	B/Plasma	6	False	Fibroblast/CAF	B/Plasma	False	0.83	1.0	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ADPRM	UniProtKB:Q3LIE5	GSE263733	GSE242230	Fibroblast/CAF	Endothelial	5	False	Fibroblast/CAF	Endothelial	False	0.83	0.367	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ADPRM	UniProtKB:Q3LIE5	GSE278688	GSE242230	B/Plasma	Endothelial	5	False	B/Plasma	Endothelial	False	1.0	0.367	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AGMAT	UniProtKB:Q9BSE5	GSE263733	GSE278688	Ductal (unresolved)	B/Plasma	6	False	Ductal (unresolved)	B/Plasma	False	0.722	0.937	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AGMAT	UniProtKB:Q9BSE5	GSE263733	GSE242230	Ductal (unresolved)	T/NK	5	False	B/Plasma	T/NK	False	0.722	0.505	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AGMAT	UniProtKB:Q9BSE5	GSE278688	GSE242230	B/Plasma	T/NK	5	False	B/Plasma	T/NK	False	0.937	0.505	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AGXT	UniProtKB:P21549	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AGXT	UniProtKB:P21549	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AGXT	UniProtKB:P21549	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AGXT2	UniProtKB:Q9BYV1	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AGXT2	UniProtKB:Q9BYV1	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AGXT2	UniProtKB:Q9BYV1	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AHCY	UniProtKB:P23526	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.975	0.944	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AHCY	UniProtKB:P23526	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.975	0.642	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AHCY	UniProtKB:P23526	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.944	0.642	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AIFM1	UniProtKB:O95831	GSE263733	GSE278688	Ductal (unresolved)	Endothelial	6	False	Ductal (unresolved)	Endothelial	False	0.833	0.797	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AIFM1	UniProtKB:O95831	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Myeloid	Myeloid	True	0.833	0.939	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AIFM1	UniProtKB:O95831	GSE278688	GSE242230	Endothelial	Normal epithelial (author)	5	False	Endothelial	Myeloid	False	0.797	0.939	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AIFM2	UniProtKB:Q9BRQ8	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.989	0.999	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AIFM2	UniProtKB:Q9BRQ8	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.989	0.828	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AIFM2	UniProtKB:Q9BRQ8	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.999	0.828	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AK4	UniProtKB:P27144	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.998	0.997	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AK4	UniProtKB:P27144	GSE263733	GSE242230	Ductal (unresolved)	Malignant (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.998	0.937	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AK4	UniProtKB:P27144	GSE278688	GSE242230	Ductal (unresolved)	Malignant (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.997	0.937	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AK9	UniProtKB:Q5TCS8	GSE263733	GSE278688	Endothelial	B/Plasma	6	False	Endothelial	B/Plasma	False	0.607	0.777	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AK9	UniProtKB:Q5TCS8	GSE263733	GSE242230	Endothelial	Normal epithelial (author)	5	False	Endothelial	T/NK	False	0.607	0.898	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AK9	UniProtKB:Q5TCS8	GSE278688	GSE242230	B/Plasma	Normal epithelial (author)	5	False	B/Plasma	T/NK	False	0.777	0.898	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR1A1	UniProtKB:P14550	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	0.688	1.0	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR1A1	UniProtKB:P14550	GSE263733	GSE242230	Myeloid	Normal epithelial (author)	5	False	Myeloid	Myeloid	True	0.688	0.818	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR1A1	UniProtKB:P14550	GSE278688	GSE242230	Myeloid	Normal epithelial (author)	5	False	Myeloid	Myeloid	True	1.0	0.818	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR1B1	UniProtKB:P15121	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	0.895	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR1B1	UniProtKB:P15121	GSE263733	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	0.895	0.972	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR1B1	UniProtKB:P15121	GSE278688	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	1.0	0.972	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR1C1	UniProtKB:Q04828	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.697	0.644	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR1C1	UniProtKB:Q04828	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.697	0.95	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR1C1	UniProtKB:Q04828	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.644	0.95	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR1C2	UniProtKB:P52895	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.999	0.98	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR1C2	UniProtKB:P52895	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Endothelial	Endothelial	True	0.999	0.962	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR1C2	UniProtKB:P52895	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Endothelial	False	0.98	0.962	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR1C3	UniProtKB:P42330	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.961	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR1C3	UniProtKB:P42330	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Endothelial	Endothelial	True	0.961	0.946	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR1C3	UniProtKB:P42330	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Endothelial	Endothelial	True	1.0	0.946	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR1C4	UniProtKB:P17516	GSE263733	GSE278688	Ductal (unresolved)	NOT_EVALUABLE	6	NA	Ductal (unresolved)	NOT_EVALUABLE	NA	1.0	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR1C4	UniProtKB:P17516	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	NOT_EVALUABLE	NOT_EVALUABLE	NA	1.0	0.949	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR1C4	UniProtKB:P17516	GSE278688	GSE242230	NOT_EVALUABLE	Normal epithelial (author)	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0.949	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR7A2	UniProtKB:O43488	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.997	0.976	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR7A2	UniProtKB:O43488	GSE263733	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.997	0.959	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	AKR7A2	UniProtKB:O43488	GSE278688	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.976	0.959	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ALDH1A1	UniProtKB:P00352	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.885	0.582	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	ALDH1A1	UniProtKB:P00352	GSE263733	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.885	0.971	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
